scenario,component,year,med,p05,p17,p83,p95,unit,source,module,arm
vvH,ais,2035,0.11664984923252633,-1.016704540513191,-0.5221853065976896,1.850230887606766,3.4055961803401753,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2036,0.1462478986225229,-1.0219168036623238,-0.522442748114332,1.9576670277118506,3.6210333881096064,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2037,0.1711295071491712,-1.0260879620616128,-0.5228816845263065,2.077759135477003,3.8450498237091977,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2038,0.20521513656720344,-1.029177718253179,-0.5228866001558892,2.2425837001120112,4.069041565387348,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2039,0.2365975796640485,-1.0315389445831007,-0.5206951633817009,2.390523322716358,4.306048119400714,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2040,0.2737052327937727,-1.0333056420705018,-0.513258156824942,2.598839271491771,4.546110967860349,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2041,0.31838557843573656,-1.0345757494234407,-0.5089769890912802,2.7819526260398577,4.802205326143333,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2042,0.3766606864655207,-1.0354272130805862,-0.5028329934568376,2.932906247269223,5.062036990884809,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2043,0.43452194366172103,-1.0359324764420692,-0.494702164510974,3.0891244241218327,5.3217996236630105,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2044,0.5007650951443154,-1.0361728647768378,-0.48416645138906417,3.242090446827944,5.589428878874726,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2045,0.5659994633949553,-1.0362295301015931,-0.47009269914648033,3.39672203557043,5.866768773557097,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2046,0.646832943334228,-1.03620126914235,-0.4524413342912298,3.578580174056165,6.153355797113772,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2047,0.7191176186682698,-1.0360906560264285,-0.4354819248422498,3.7969124062192927,6.461146288954029,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2048,0.7847498111793265,-1.0357704721262255,-0.4195921289594359,4.021089361913493,6.778453407301727,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2049,0.8521911408107368,-1.0351439174120625,-0.3969647562668046,4.238802001401493,7.1061519375170565,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2050,0.9366701299426499,-1.0323941956598053,-0.3644441013457029,4.441800423708987,7.443263318563239,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2051,1.0304774680126503,-1.027788666047266,-0.3317558757703007,4.74216145884762,7.786958832657073,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2052,1.120889044808855,-1.007976339882993,-0.29438561508512073,4.96453348912782,8.138088712629978,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2053,1.203997585322377,-1.000156028958163,-0.2558203274963539,5.174928752516464,8.496736069935796,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2054,1.3236072949140816,-0.9971314673323374,-0.22518130847801035,5.397432447012974,8.863493913810126,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2055,1.458934776254655,-0.9933048373355905,-0.19523687227372635,5.6296634153019784,9.239769478987801,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2056,1.5865396671388134,-0.984730182344363,-0.15382735460827707,5.923831886646305,9.627310067055804,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2057,1.695933897178893,-0.971311166539479,-0.11387632257999984,6.214602160654532,10.027021233932576,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2058,1.8614388399754966,-0.955843226014156,-0.07970366401527042,6.509488637713859,10.438563694893583,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2059,2.0463335758680388,-0.9381853560236666,-0.02987139472000005,6.823974973090636,10.86183988147661,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2060,2.232911147617023,-0.9182430815863407,0.0344452912896157,7.157807581343284,11.296331704852294,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2061,2.3842406128843505,-0.8950753076670839,0.0896749307550992,7.506338122109664,11.747489979245568,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2062,2.5677690802938384,-0.8693965924321126,0.14554460244827772,7.8137357528927645,12.214577313506886,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2063,2.7504763244443176,-0.84110108269424,0.20728841749198568,8.23793773108502,12.664703719377854,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2064,2.9508030076830734,-0.8099997222597265,0.28324638773434996,8.683125717480326,13.144701536784982,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2065,3.1620375445647007,-0.771876580333418,0.3545273232091908,9.129511096228459,13.700096538599034,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2066,3.354313629185508,-0.7251787951251885,0.4356647269297175,9.549518723988797,14.294732634342589,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2067,3.5427545239190295,-0.6885937777288167,0.5268147466217127,9.98268099610132,14.810246883113923,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2068,3.784046112131628,-0.6537941019453815,0.6114289521317986,10.3910933797026,15.329902137896424,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2069,4.013353439864032,-0.6064044180141115,0.7189667555857163,10.759293324163275,15.868112844404477,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2070,4.229505391799984,-0.5557027544156735,0.81524926012932,11.20815959264107,16.442851065531816,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2071,4.459790078854493,-0.501271374850261,0.9118852356389046,11.636759350491733,17.030606903856338,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2072,4.741065578945045,-0.4529470456934675,1.0326196982224114,12.1653023432049,17.756344496972012,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2073,4.990067044723929,-0.4045579406880952,1.1645820824762991,12.595393978123921,18.437777650361145,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2074,5.25410727689612,-0.3531534950929144,1.3032847122450202,13.019327581509971,19.222272884966824,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2075,5.544672612582495,-0.2986529993275642,1.455556199155762,13.555079848894515,20.089867117019303,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2076,5.860026240527404,-0.251952005640021,1.5763329125773913,14.103330029103246,20.87886513022944,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2077,6.17488476319015,-0.1864978311218769,1.7311131418681085,14.660118034854142,21.69948165676366,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2078,6.48553821565676,-0.11444083184192466,1.8516611748046765,15.178381616786705,22.561420485485755,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2079,6.839768069554239,-0.04436464213195676,2.018905274548447,15.67924859696125,23.30329615562896,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2080,7.197650754252436,0.0365086241343777,2.2014957858174413,16.177551190026453,24.036468919653274,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2081,7.53249823141946,0.11305238610352235,2.352838700087274,16.728367942844166,24.783974785273138,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2082,7.903030962758903,0.1910807193914013,2.5203825094408128,17.271634187404818,25.54722995794741,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2083,8.206205918453762,0.2783832440100639,2.713694101301073,17.83392683887012,26.43753547610135,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2084,8.518766780931344,0.37020000398319713,2.887081676518948,18.60633816625248,27.266253375623627,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2085,8.90010307573317,0.46828135729733433,3.069216904968267,19.183419788469276,28.07114427038917,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2086,9.328047478010046,0.5968760969156086,3.3206745284881145,19.761734974855276,28.88274006660781,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2087,9.695883969407497,0.7337513929827998,3.506025732266253,20.441042382505294,29.708647293890724,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2088,10.165182325963812,0.8760991266413319,3.7443449500596366,21.198089131389334,30.549281147171854,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2089,10.673240194857406,1.0070178153656915,3.9717096119077615,21.995340631352608,31.59083526586614,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2090,11.127189778857502,1.1450775364262722,4.211018559239785,22.74781946854612,32.87436138079771,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2091,11.55541961347958,1.3174618719928881,4.422712218014771,23.43756956958615,33.821864746925954,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2092,11.9893582672325,1.4630535270340812,4.651138883811765,24.2373769230539,34.767893896959734,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2093,12.470797854151975,1.604500461542937,4.908918002926814,25.031306561129735,35.771387504210054,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2094,13.018237695122558,1.7571028849015717,5.204184202415088,25.82035792586868,37.05223128894759,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2095,13.527861571925179,1.9119309138161522,5.441411491967972,26.639003122556872,38.38291111903807,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2096,14.031571118752264,2.072310195628991,5.685707845679147,27.460820594064117,39.580897887382974,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2097,14.527321286524957,2.238309169041761,5.910853837783924,28.245088780754536,40.87677937076348,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2098,15.059012566784702,2.396743079434974,6.227841533575219,29.025294629795077,42.185207651232346,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2099,15.579602510671322,2.5115617236607717,6.487237788174258,29.855444712741907,43.31039969061571,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2100,16.13019546628319,2.6301921565377517,6.764336719347368,30.791901466708197,44.43016600784808,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2101,16.69530313049225,2.7580375790275777,7.129933253922844,31.88414459472841,45.60626117847906,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2102,17.277273108269366,2.9590503763976512,7.470120597497211,32.98858556312289,46.844314867915024,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2103,17.83483091476758,3.177355203094274,7.764190252289858,33.93799156087731,48.10794704282634,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2104,18.330963010787627,3.4034725390667218,8.170350322259733,34.99585749089146,49.511532555256764,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2105,18.96632431487774,3.6365479122155104,8.561314347610361,36.19621009904442,50.84433053825433,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2106,19.61500069992576,3.875901240495431,8.929009888675239,37.13838071073822,52.28673977027958,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2107,20.256343341307833,4.12154939431456,9.267292855022527,38.10178141512495,54.11921517465679,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2108,20.88995328355815,4.373792437125729,9.612946659512557,39.110830458428225,55.770605159747554,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2109,21.669755814640197,4.633310374219044,9.966359620447637,40.19804661135069,57.54645562321218,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2110,22.399993339110125,4.90111574022102,10.403372837201713,41.31139671285223,59.32376471197104,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2111,23.129829748048643,5.1788975280916665,10.876068182908195,42.49926821655593,61.10887344578501,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2112,23.820369869424134,5.467756438013484,11.352728365839061,43.78870052220047,62.983123960257345,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2113,24.646252255123176,5.766657626730804,11.7637053578338,45.28699210779171,64.82014895592188,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2114,25.454155180844445,6.074393975406974,12.184075553127595,46.70434226910879,66.51209317464796,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2115,26.240717167016893,6.389546684281022,12.611018721603331,48.16737580330456,68.62880151684871,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2116,26.987449506678196,6.713534120554062,13.006311415842454,49.4897851462235,70.79683997686048,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2117,27.76529844498633,7.0446237864757455,13.464718343957466,50.589808864713234,73.01120710644635,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2118,28.66425401800404,7.382627269908274,13.939065157902604,51.84860638034633,75.2616539358238,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2119,29.487633919163034,7.728040492659432,14.384164575204293,53.177891840258276,77.51697131527504,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2120,30.36585881659061,8.081939775232144,14.859304634461417,54.72924864764571,79.39422707560531,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2121,31.249386221836296,8.409917712458366,15.324846131761179,56.33256623453372,81.30508460413412,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2122,32.14925739290842,8.75772399073758,15.799033627455206,57.92339865541248,83.39506958778831,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2123,33.07177256830792,9.174415058536765,16.38093158201773,59.39081510283659,85.6274833253175,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2124,34.0237598220584,9.595936189223465,17.08037135045504,61.01135346440157,87.74753980506844,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2125,34.97186636461528,9.997109822588016,17.686056197468307,62.40339645783214,89.64734775128065,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2126,36.02750966368809,10.405182283525724,18.279484048559958,64.1302750663551,91.56916026923466,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2127,36.99004169358391,10.819534037304605,18.82270664950746,65.64733722355658,93.50306872400617,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2128,37.77836818603781,11.241906799473366,19.39886207723254,67.10457851218135,95.47175351534236,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2129,38.78293035946363,11.676696345500023,20.03556995415721,68.73787941496894,97.60204853471849,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2130,39.7824627886314,12.120361970355392,20.684227485499843,70.28803946187845,99.84375600704357,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2131,40.73317827621582,12.575466516937233,21.26560384762157,71.81776176224574,102.3098567246818,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2132,41.68926124321011,12.939911565931158,21.7998620112699,73.47503320635647,104.96317547220647,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2133,42.77921655995658,13.349959676910315,22.489891779510554,75.22604522238898,107.77382991852838,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2134,43.87096140611908,13.905338227197829,23.194722719413885,76.89268796094997,110.39205022886257,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2135,44.97028857624069,14.472559277179176,23.821709356754397,78.51119484399601,114.06025515529525,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2136,46.08412531711007,15.038012904029673,24.537792940275672,80.22808565040788,116.80749817701474,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2137,47.23426286978231,15.572764948327215,25.198865450442877,82.07455755370383,119.25541148612491,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2138,48.456787101054964,16.093512819534705,25.92652546279315,83.97239941032596,121.70457969598444,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2139,49.59952590226994,16.62330509780718,26.678433314904492,85.79153409885954,124.17893507815697,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2140,50.78519507260749,17.155719551302358,27.443310391035705,87.64656955838686,126.67922934898276,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2141,51.92907506594638,17.644774791730253,28.187883693089667,89.52327553199045,129.34241679579316,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2142,53.19060584684121,18.192130677501922,28.82219698180169,91.39313353523518,132.22558457827597,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2143,54.354365406825515,18.74730914908918,29.557194238149517,93.3319063449131,135.14865213509412,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2144,55.63705842553314,19.27431198976605,30.37845067404094,95.25815922346311,138.11077755740195,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2145,56.878220341248806,19.810080614094804,31.074537112221925,97.20786649247268,141.1402067693935,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2146,57.93938546318921,20.35394140578833,31.90470567314351,99.24561676577834,144.1912922991185,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2147,59.1268720815694,20.905297309843977,32.763278313683635,101.26149231710662,147.32361409758363,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2148,60.24850843914393,21.464193715365912,33.64468881864648,103.29390548637966,150.44714226604785,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2149,61.42493244432913,22.030351976557217,34.57687942199934,105.29525694692234,153.57929589044895,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2150,62.68208119098672,22.6038522834747,35.52313357154383,107.35038414938037,156.74593117484477,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2151,64.02577714959948,23.163977070134393,36.410863842872544,109.48018714407448,159.8066207831286,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2152,65.32165340417319,23.68606430756289,37.16288967147975,111.58065147709313,162.4766813885766,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2153,66.47988465703898,24.218401505550645,38.040608243925654,113.66739710682522,165.1703736216601,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2154,67.74206067267484,24.761295568866768,38.933954006914156,115.83526911822503,168.25263336036966,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2155,69.07162490673329,25.312561354525073,39.853937392796254,117.78801149825563,171.57284375522863,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2156,70.4844767167493,25.870802551690353,40.82056514981394,119.73502165770869,174.9329606551148,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2157,71.79062040275033,26.4348369102863,41.57162732168028,121.9266500309487,178.24729538377184,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2158,73.05021634151336,27.003374479399383,42.29162629763779,124.21034382975489,181.24095614726332,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2159,74.61395609807789,27.584899543407538,43.19286418668454,126.57166444542275,184.2554773237148,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2160,76.2248345625063,28.273032860455594,44.20384070497821,129.14510280703388,187.2897989195618,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2161,77.59838814347862,28.970691073646233,45.24266298356382,131.66205896001844,190.34492882260272,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2162,79.13431327837749,29.683577178717794,46.08774836916065,133.9404544915469,193.42379378181556,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvH,ais,2163,80.87459957169973,30.407676669651536,47.09049852186955,136.1198952465141,196.5312418799961,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
