scenario,year,med,p05,p17,p83,p95,unit,source
ssp126,2014,1.1361507911163762,0.9401830915956906,1.0244620961731215,1.2351863923817072,1.310759387072587,K rel 1850-1900,MAGICC-SLR
ssp126,2015,1.1580704201879302,0.9563503585778543,1.0443593826413726,1.259248971124996,1.338350319526047,K rel 1850-1900,MAGICC-SLR
ssp126,2016,1.178297791937033,0.973044924833346,1.0585312606049793,1.283668986353285,1.3681703955379476,K rel 1850-1900,MAGICC-SLR
ssp126,2017,1.200343038059231,0.9876992717771224,1.0795434920345222,1.3122414541063867,1.40023681555337,K rel 1850-1900,MAGICC-SLR
ssp126,2018,1.2244521132689228,1.0051683959126587,1.1012351270933658,1.3439532552993738,1.4345087024889855,K rel 1850-1900,MAGICC-SLR
ssp126,2019,1.249004817101382,1.0234134693988313,1.122793676070685,1.3734614083379477,1.4704681399536619,K rel 1850-1900,MAGICC-SLR
ssp126,2020,1.278237642593762,1.0441825214816294,1.1437909197963931,1.4082601325753348,1.508761490062551,K rel 1850-1900,MAGICC-SLR
ssp126,2021,1.3058376711780888,1.0656749988975458,1.1642974494811387,1.4418383920432432,1.546970563655857,K rel 1850-1900,MAGICC-SLR
ssp126,2022,1.3373039517096563,1.0856073891039741,1.1885699527536309,1.4788931830305996,1.5893389702535239,K rel 1850-1900,MAGICC-SLR
ssp126,2023,1.3694747086414445,1.1046047150567164,1.2121220369262287,1.5166678124006012,1.6302079924946706,K rel 1850-1900,MAGICC-SLR
ssp126,2024,1.3962760976010746,1.1220061318759234,1.2343836020006467,1.5531133430250854,1.6727698045048134,K rel 1850-1900,MAGICC-SLR
ssp126,2025,1.4190514177076934,1.1374342367138044,1.2515200703556564,1.5790103518502296,1.7116962029476284,K rel 1850-1900,MAGICC-SLR
ssp126,2026,1.4402623145304063,1.1512469085527084,1.2658403528530078,1.609930119759055,1.7473644522050573,K rel 1850-1900,MAGICC-SLR
ssp126,2027,1.457513806323833,1.163618828728178,1.2807306034102393,1.6356453334795757,1.78061424258195,K rel 1850-1900,MAGICC-SLR
ssp126,2028,1.4787249586414046,1.1731287919316664,1.296636961051479,1.6592307865341989,1.8161228981006468,K rel 1850-1900,MAGICC-SLR
ssp126,2029,1.4968608757429664,1.1881682002125702,1.3130189025836738,1.6850480215621848,1.8490630296250647,K rel 1850-1900,MAGICC-SLR
ssp126,2030,1.5165333827364753,1.2021513571747204,1.3281998781936093,1.7128676060601782,1.876248329132019,K rel 1850-1900,MAGICC-SLR
ssp126,2031,1.533760616592431,1.2086247789384306,1.337821082807834,1.7329809530440308,1.9055245614621754,K rel 1850-1900,MAGICC-SLR
ssp126,2032,1.551119109045881,1.217224161126868,1.3520673731784647,1.7533073466171463,1.9343568103510294,K rel 1850-1900,MAGICC-SLR
ssp126,2033,1.572297151697145,1.2302066276660104,1.3680295822199873,1.779586934017098,1.9636232144472383,K rel 1850-1900,MAGICC-SLR
ssp126,2034,1.5939536563745058,1.2467360163025727,1.3841486041082425,1.8102059030670425,1.9999896047145813,K rel 1850-1900,MAGICC-SLR
ssp126,2035,1.6164395462067405,1.260371645120869,1.3976145637275594,1.8374638846991171,2.0344146735872317,K rel 1850-1900,MAGICC-SLR
ssp126,2036,1.637363141741861,1.2715161753958901,1.4111721036856404,1.8619671234997022,2.0686487808208303,K rel 1850-1900,MAGICC-SLR
ssp126,2037,1.6566591780416093,1.2816378145200162,1.4256901560624988,1.8846711473423008,2.1007591583179868,K rel 1850-1900,MAGICC-SLR
ssp126,2038,1.6697810793420091,1.2900928611228208,1.436451521833368,1.903887230080036,2.1306383918767096,K rel 1850-1900,MAGICC-SLR
ssp126,2039,1.6821094962118455,1.2922657243483824,1.4444152073821683,1.923027025483048,2.1576329176063624,K rel 1850-1900,MAGICC-SLR
ssp126,2040,1.6923499658604064,1.293167781520238,1.449848239939732,1.9392250763499976,2.1815245987932324,K rel 1850-1900,MAGICC-SLR
ssp126,2041,1.699562105494534,1.295294477279568,1.4522086717347824,1.9524969280308053,2.2021382549585145,K rel 1850-1900,MAGICC-SLR
ssp126,2042,1.7065153742792443,1.2975968279951116,1.4574818878007356,1.9649107009613958,2.21959481603361,K rel 1850-1900,MAGICC-SLR
ssp126,2043,1.7146770241154083,1.3029746414172367,1.4640972217389632,1.9760658274183553,2.2375198787367228,K rel 1850-1900,MAGICC-SLR
ssp126,2044,1.7228067151302824,1.3074892246000662,1.4718146834910155,1.9916250675824414,2.259753329647759,K rel 1850-1900,MAGICC-SLR
ssp126,2045,1.7339358163347192,1.3155378322768883,1.4810015629530242,2.0131271039738663,2.2853931691794642,K rel 1850-1900,MAGICC-SLR
ssp126,2046,1.7490134326472364,1.325692369119386,1.4926179182461998,2.0336057385065747,2.3134090836990833,K rel 1850-1900,MAGICC-SLR
ssp126,2047,1.7651757874430827,1.336409092494511,1.503085127840597,2.055227162928665,2.343389037679562,K rel 1850-1900,MAGICC-SLR
ssp126,2048,1.7794970145124975,1.3428163071878803,1.5121234598632631,2.0763316584992464,2.3681984391370907,K rel 1850-1900,MAGICC-SLR
ssp126,2049,1.788142226289116,1.3432413731850363,1.5162593749598645,2.091935635108689,2.389270897183032,K rel 1850-1900,MAGICC-SLR
ssp126,2050,1.788243667615621,1.3425967641202323,1.5158667787813922,2.101928765151012,2.404993269549224,K rel 1850-1900,MAGICC-SLR
ssp126,2051,1.7865886818283752,1.3426730753217002,1.5160420487231339,2.107966109780196,2.4175505375833866,K rel 1850-1900,MAGICC-SLR
ssp126,2052,1.7895967875531507,1.3426592708235863,1.5166259428331026,2.110934345619586,2.4269635538045042,K rel 1850-1900,MAGICC-SLR
ssp126,2053,1.7912718464772253,1.3410951475673105,1.516866590887342,2.1188401695915364,2.4369708546784272,K rel 1850-1900,MAGICC-SLR
ssp126,2054,1.7937452527113589,1.3410459920570794,1.516050745146644,2.1232493885249353,2.4478074333473328,K rel 1850-1900,MAGICC-SLR
ssp126,2055,1.7995157043514443,1.3443012256499411,1.518545563317668,2.1334064949262523,2.4575946852394956,K rel 1850-1900,MAGICC-SLR
ssp126,2056,1.8084859084316443,1.3500615872534742,1.5216070035930176,2.145215812117573,2.4754397146539535,K rel 1850-1900,MAGICC-SLR
ssp126,2057,1.8158550507799671,1.3539575271332382,1.524516909813771,2.154884191680551,2.494502751096828,K rel 1850-1900,MAGICC-SLR
ssp126,2058,1.8198029004345238,1.3566526067795712,1.5246915643298087,2.1629323729160923,2.512437733115612,K rel 1850-1900,MAGICC-SLR
ssp126,2059,1.8245645090996712,1.3581663587793937,1.5259341823559058,2.16920481105113,2.5260697001165893,K rel 1850-1900,MAGICC-SLR
ssp126,2060,1.826950343138478,1.3565883419976936,1.5249513896166862,2.1734265248737774,2.5364475078339233,K rel 1850-1900,MAGICC-SLR
ssp126,2061,1.828652630473662,1.3538386482432874,1.5219659412870652,2.1764934651294814,2.542917142249167,K rel 1850-1900,MAGICC-SLR
ssp126,2062,1.8302850830113155,1.3493479501874919,1.5176724207417485,2.175683789001466,2.547389350998887,K rel 1850-1900,MAGICC-SLR
ssp126,2063,1.8308513367254837,1.3456452915738177,1.5151992707090218,2.1791521201234465,2.5518566594818255,K rel 1850-1900,MAGICC-SLR
ssp126,2064,1.831605873089336,1.3427116653846058,1.5142046540740004,2.179967588947904,2.5568511561669753,K rel 1850-1900,MAGICC-SLR
ssp126,2065,1.8326899556898861,1.339372766783747,1.5122696307634187,2.1806447761925485,2.5629803097567656,K rel 1850-1900,MAGICC-SLR
ssp126,2066,1.8361911831320512,1.339069488009676,1.5116630517980705,2.183008371965352,2.5722932980194124,K rel 1850-1900,MAGICC-SLR
ssp126,2067,1.8402236412063253,1.3428535321321586,1.5137352087784637,2.189095088354656,2.5820867641073395,K rel 1850-1900,MAGICC-SLR
ssp126,2068,1.842829005537339,1.3441969732932042,1.5141157968604153,2.196207058770563,2.5874000604007605,K rel 1850-1900,MAGICC-SLR
ssp126,2069,1.84302859009297,1.3428272679387192,1.5141218163231778,2.199899205452968,2.595254776341621,K rel 1850-1900,MAGICC-SLR
ssp126,2070,1.840908402748028,1.3405003210311923,1.5108352471672164,2.2015269297653153,2.6018495489389077,K rel 1850-1900,MAGICC-SLR
ssp126,2071,1.838015927552035,1.3344585967744105,1.5059358480422707,2.2002138674157017,2.6065251202388597,K rel 1850-1900,MAGICC-SLR
ssp126,2072,1.8346069307579715,1.329170182484709,1.500101579336038,2.1997212724872885,2.6104921519934616,K rel 1850-1900,MAGICC-SLR
ssp126,2073,1.8301625279977884,1.3240212424525957,1.494517348275777,2.1997489278101923,2.6131642191949784,K rel 1850-1900,MAGICC-SLR
ssp126,2074,1.8255193186398442,1.3185021463903002,1.48991295106207,2.1991538732469005,2.612609112076342,K rel 1850-1900,MAGICC-SLR
ssp126,2075,1.8205582709149415,1.3130896403204995,1.4842875269217717,2.197682179923778,2.609684287787939,K rel 1850-1900,MAGICC-SLR
ssp126,2076,1.8168694802323824,1.307646557565062,1.4773193549947976,2.1956590602481243,2.605873655102113,K rel 1850-1900,MAGICC-SLR
ssp126,2077,1.8141909982660338,1.3029184929643656,1.4725306343077607,2.194303681199885,2.6076137961699835,K rel 1850-1900,MAGICC-SLR
ssp126,2078,1.8119547522400625,1.299443564676597,1.4696199988622944,2.1942546748148906,2.6118599412461494,K rel 1850-1900,MAGICC-SLR
ssp126,2079,1.8086207791241542,1.29669168694966,1.4676125385545729,2.196264652255432,2.6167427956638822,K rel 1850-1900,MAGICC-SLR
ssp126,2080,1.808062241127802,1.2937201278048776,1.4656199854296645,2.1978833550808026,2.6212917846950776,K rel 1850-1900,MAGICC-SLR
ssp126,2081,1.8050476119373653,1.2895132838225307,1.4620988433032998,2.19743485241605,2.6243972905419257,K rel 1850-1900,MAGICC-SLR
ssp126,2082,1.8007092549596253,1.285920690271121,1.457499798278595,2.197633739437746,2.62515158237538,K rel 1850-1900,MAGICC-SLR
ssp126,2083,1.794948611806422,1.281463939787848,1.4528580788019472,2.193626077539016,2.623000681541599,K rel 1850-1900,MAGICC-SLR
ssp126,2084,1.7879787843776316,1.2767861861597343,1.4469913850703229,2.1895880015171274,2.619395079443026,K rel 1850-1900,MAGICC-SLR
ssp126,2085,1.7774547749213134,1.2682247637966626,1.4386127082021625,2.1837307236289245,2.6134595700047774,K rel 1850-1900,MAGICC-SLR
ssp126,2086,1.7676183917882236,1.2587806108393382,1.4287211300187805,2.1777617618134983,2.6061949710684194,K rel 1850-1900,MAGICC-SLR
ssp126,2087,1.760093565415307,1.2510821714050657,1.4212926384322564,2.173301313529327,2.599643350552176,K rel 1850-1900,MAGICC-SLR
ssp126,2088,1.7527061145665246,1.2435370885818162,1.4150605487297343,2.1696744009320965,2.594111474065989,K rel 1850-1900,MAGICC-SLR
ssp126,2089,1.7463662423258497,1.2380103163886218,1.4094689078341056,2.1655892783332287,2.592616256263049,K rel 1850-1900,MAGICC-SLR
ssp126,2090,1.7457846706144342,1.2349144292763854,1.4053067610023833,2.1659590291003408,2.597843247834559,K rel 1850-1900,MAGICC-SLR
ssp126,2091,1.7425161958252517,1.2322182732457554,1.4004394176133377,2.1680614798425384,2.6022013543118394,K rel 1850-1900,MAGICC-SLR
ssp126,2092,1.740084824657435,1.2302571424394788,1.398658725564862,2.1711275856536174,2.6025999197270107,K rel 1850-1900,MAGICC-SLR
ssp126,2093,1.7364155837242263,1.2262585900522944,1.3940058549931207,2.170686228439215,2.6001350582783407,K rel 1850-1900,MAGICC-SLR
ssp126,2094,1.7291956400212072,1.2203352986952716,1.3870863244210545,2.1661696166927213,2.59371463322601,K rel 1850-1900,MAGICC-SLR
ssp126,2095,1.720225667177119,1.212375588000464,1.3796290927958037,2.161738831297075,2.59178249860425,K rel 1850-1900,MAGICC-SLR
ssp126,2096,1.7105892694073508,1.2054268624962403,1.3718565528152233,2.1546959410694053,2.5886687515036226,K rel 1850-1900,MAGICC-SLR
ssp126,2097,1.7025341100573401,1.1955916718801927,1.3652350089201013,2.147668164093944,2.582969762857763,K rel 1850-1900,MAGICC-SLR
ssp126,2098,1.6943805744745428,1.1857168252602452,1.3588445612350155,2.141018871858599,2.5779326460470617,K rel 1850-1900,MAGICC-SLR
ssp126,2099,1.688682208644793,1.1779093209533036,1.3529637215570438,2.1362187480512422,2.579997926768822,K rel 1850-1900,MAGICC-SLR
ssp126,2100,1.6836316091849908,1.1736800660000413,1.3494027255809962,2.13249697950537,2.578845834648879,K rel 1850-1900,MAGICC-SLR
ssp126,2101,1.6812510676937347,1.1705538678128227,1.3469324313808202,2.1306864559462393,2.578148298013973,K rel 1850-1900,MAGICC-SLR
ssp126,2102,1.6772251278329304,1.1660889736425752,1.3431348553343632,2.127463787319505,2.576032677820301,K rel 1850-1900,MAGICC-SLR
ssp126,2103,1.6725259391537846,1.1608409196704093,1.3385861984127851,2.1244727849148575,2.572548760759722,K rel 1850-1900,MAGICC-SLR
ssp126,2104,1.6672562147798704,1.1545768949527848,1.3322114175956987,2.120551545825553,2.5675539503681364,K rel 1850-1900,MAGICC-SLR
ssp126,2105,1.6594556424858466,1.1469588173105096,1.3232078982810693,2.112463224930437,2.560210196226294,K rel 1850-1900,MAGICC-SLR
ssp126,2106,1.6501802533038665,1.1393371396575651,1.3161618502530588,2.102480544721156,2.5520189889641234,K rel 1850-1900,MAGICC-SLR
ssp126,2107,1.6435941948698556,1.1320090283538904,1.3084798905745476,2.0928483639739106,2.538125033368862,K rel 1850-1900,MAGICC-SLR
ssp126,2108,1.6371912298666496,1.1255375593491126,1.303041074011462,2.0855799211087582,2.53634006612369,K rel 1850-1900,MAGICC-SLR
ssp126,2109,1.6312989832496434,1.1201571509059012,1.2987573152975742,2.079265815919709,2.531140976363798,K rel 1850-1900,MAGICC-SLR
ssp126,2110,1.626134738083524,1.1165995537860416,1.295459535094084,2.074535796655858,2.527389688441323,K rel 1850-1900,MAGICC-SLR
ssp126,2111,1.6232864119007957,1.1160804061289644,1.2945903348051955,2.0757318517419585,2.5296388580777314,K rel 1850-1900,MAGICC-SLR
ssp126,2112,1.621937168883994,1.113986461551191,1.294074363821694,2.076078618601622,2.534318845514089,K rel 1850-1900,MAGICC-SLR
ssp126,2113,1.6205298164044795,1.1108091695767301,1.2922965101718928,2.0724984808210634,2.536522928929847,K rel 1850-1900,MAGICC-SLR
ssp126,2114,1.6154821582196452,1.1051131122262459,1.287019888453907,2.0666952900969666,2.5342319270756777,K rel 1850-1900,MAGICC-SLR
ssp126,2115,1.6090191277066954,1.099360502997482,1.2800461143786752,2.0606628932944107,2.5268865124669557,K rel 1850-1900,MAGICC-SLR
ssp126,2116,1.6026622854838712,1.0927147538286288,1.2728852409418914,2.0519416115373876,2.5167770394070397,K rel 1850-1900,MAGICC-SLR
ssp126,2117,1.5960219523451287,1.0862527894094118,1.2650391506838805,2.042484744866142,2.5058023485928413,K rel 1850-1900,MAGICC-SLR
ssp126,2118,1.5894246292502596,1.0803138044759086,1.2580621692751528,2.0344585772304655,2.497137539340629,K rel 1850-1900,MAGICC-SLR
ssp126,2119,1.5827968772766758,1.0752029101979865,1.2524850759448434,2.029782128190127,2.493491834850348,K rel 1850-1900,MAGICC-SLR
ssp126,2120,1.5778413812801586,1.0721432233641954,1.2503209852959878,2.02734836886265,2.4910936910879684,K rel 1850-1900,MAGICC-SLR
ssp126,2121,1.575060435548699,1.0712057549688974,1.2502462162613923,2.027618893270566,2.490561049829722,K rel 1850-1900,MAGICC-SLR
ssp126,2122,1.575010145252948,1.0725225022105738,1.251329170533023,2.0298937515807682,2.491468875517376,K rel 1850-1900,MAGICC-SLR
ssp126,2123,1.573687855011972,1.070348420995165,1.2494467104751463,2.028610004712371,2.490426164727177,K rel 1850-1900,MAGICC-SLR
ssp126,2124,1.571808906644447,1.0667813075010568,1.2468827195001075,2.0255351451721673,2.487359494656026,K rel 1850-1900,MAGICC-SLR
ssp126,2125,1.5657549152176804,1.0616592203321709,1.241263367912751,2.0200595222623763,2.4795880065830893,K rel 1850-1900,MAGICC-SLR
ssp126,2126,1.5549769762007948,1.0536610068340924,1.2334844405442134,2.0124819196225627,2.46912281922853,K rel 1850-1900,MAGICC-SLR
ssp126,2127,1.5449692126787233,1.0469880709507815,1.2265919579034863,2.0048599956200084,2.46025691470998,K rel 1850-1900,MAGICC-SLR
ssp126,2128,1.5371405758751622,1.0403983442505433,1.220090039729136,1.9973257814713596,2.451931230716131,K rel 1850-1900,MAGICC-SLR
ssp126,2129,1.530911256825545,1.0354788926113954,1.2148252082989088,1.9905271630769976,2.44565916763547,K rel 1850-1900,MAGICC-SLR
ssp126,2130,1.5273881607419728,1.0337353340028368,1.211993544074945,1.9863295858928205,2.4434339022425036,K rel 1850-1900,MAGICC-SLR
ssp126,2131,1.5304012919262142,1.0376069953906506,1.2144791616532744,1.9897036844652416,2.449032070679464,K rel 1850-1900,MAGICC-SLR
ssp126,2132,1.532636909069887,1.040883415480036,1.2168230933426814,1.9903760787297686,2.4547190076792633,K rel 1850-1900,MAGICC-SLR
ssp126,2133,1.532244180346795,1.042423851901435,1.217759921815681,1.9897192911685606,2.458713531341929,K rel 1850-1900,MAGICC-SLR
ssp126,2134,1.530431759544705,1.0394248133257553,1.2153744399132294,1.9881671012782471,2.457201976589774,K rel 1850-1900,MAGICC-SLR
ssp126,2135,1.5253579939082382,1.0327377247763425,1.209623068073882,1.9838973992197706,2.4508478423391793,K rel 1850-1900,MAGICC-SLR
ssp126,2136,1.517399006435511,1.023652646954802,1.2010373113619368,1.9775835946412446,2.4424855903183507,K rel 1850-1900,MAGICC-SLR
ssp126,2137,1.5076572041378227,1.0161750957286968,1.1931527125679888,1.9715648173238587,2.4331925796774723,K rel 1850-1900,MAGICC-SLR
ssp126,2138,1.5002129969303473,1.0100388029633012,1.1861072040983804,1.9662429501851288,2.424625908310028,K rel 1850-1900,MAGICC-SLR
ssp126,2139,1.4946031544215233,1.004932145348127,1.1805484038569447,1.9594634032682239,2.4142086963694953,K rel 1850-1900,MAGICC-SLR
ssp126,2140,1.4906877021525937,1.0013566662108995,1.1759394955113358,1.9536760653085985,2.4055639846576913,K rel 1850-1900,MAGICC-SLR
ssp126,2141,1.4896857464057751,1.0009538175182997,1.1734938419263834,1.949928627015174,2.40080410590145,K rel 1850-1900,MAGICC-SLR
ssp126,2142,1.4897972878846262,1.0026100422471544,1.1714905352862617,1.9480078842118111,2.3994847031178113,K rel 1850-1900,MAGICC-SLR
ssp126,2143,1.4893752276625338,1.0027811388332455,1.1694032641088083,1.9459641452482164,2.3978456975716314,K rel 1850-1900,MAGICC-SLR
ssp126,2144,1.4883985109644473,1.0020725720701917,1.1673570400377773,1.94347200097198,2.395295138679668,K rel 1850-1900,MAGICC-SLR
ssp126,2145,1.485264161141703,1.0001506449110709,1.1645051134808933,1.9398735797870368,2.391353538849953,K rel 1850-1900,MAGICC-SLR
ssp126,2146,1.4814944079312138,0.9955480815871512,1.1596068002175786,1.9344094103389562,2.3841487915435122,K rel 1850-1900,MAGICC-SLR
ssp126,2147,1.4779093619932828,0.9915348606500807,1.1550784279632562,1.9287036811555134,2.376400199973767,K rel 1850-1900,MAGICC-SLR
ssp126,2148,1.4724369695219055,0.9870234336097857,1.150152781693158,1.922565488522148,2.3679310781578042,K rel 1850-1900,MAGICC-SLR
ssp126,2149,1.4683242382184187,0.9826345904372683,1.146112774666527,1.9163029106604224,2.3591376261408348,K rel 1850-1900,MAGICC-SLR
ssp126,2150,1.4648108623373672,0.9789858954635222,1.1419670845105074,1.9103953429092297,2.3509714496325933,K rel 1850-1900,MAGICC-SLR
ssp126,2151,1.4618234170422628,0.9762242516439128,1.1389779865132565,1.9050801359040197,2.343859213201633,K rel 1850-1900,MAGICC-SLR
ssp126,2152,1.4612764538046017,0.976126339604377,1.1374119256150874,1.901520742883588,2.343859833636166,K rel 1850-1900,MAGICC-SLR
ssp126,2153,1.464893433179313,0.9788076165891716,1.1390196500453336,1.902099958912144,2.3490189970220268,K rel 1850-1900,MAGICC-SLR
ssp126,2154,1.4682922208667772,0.9827781475224795,1.1442594835691988,1.9072843888571058,2.357122193801174,K rel 1850-1900,MAGICC-SLR
ssp126,2155,1.4712155466539687,0.983379621493698,1.147004248184471,1.9100055101524909,2.3586041991237052,K rel 1850-1900,MAGICC-SLR
ssp126,2156,1.4720898298869538,0.9819254294894592,1.1463962175368412,1.9099078153978586,2.3611908341076946,K rel 1850-1900,MAGICC-SLR
ssp126,2157,1.4702235488032165,0.9792178262775905,1.1434877507677983,1.9069064556067739,2.361227437359849,K rel 1850-1900,MAGICC-SLR
ssp126,2158,1.4652183412953623,0.9752905292160197,1.1372733256496264,1.9009703032916134,2.358251156241955,K rel 1850-1900,MAGICC-SLR
ssp126,2159,1.45922098723893,0.9697847858917126,1.1296981256334861,1.8936308363604868,2.3536615824753184,K rel 1850-1900,MAGICC-SLR
ssp126,2160,1.454207887502992,0.9643617875235755,1.1247585286352337,1.8867463828404252,2.3493115216138167,K rel 1850-1900,MAGICC-SLR
ssp126,2161,1.450520713585878,0.9605726570111064,1.1219212074045986,1.8818361905988144,2.347027600436571,K rel 1850-1900,MAGICC-SLR
ssp126,2162,1.4498900190208532,0.9596463300663125,1.120620401433749,1.880477956722031,2.3480891792037424,K rel 1850-1900,MAGICC-SLR
ssp126,2163,1.4534522347437844,0.9625659187918886,1.1217247421073708,1.8839897285866536,2.353294690064907,K rel 1850-1900,MAGICC-SLR
ssp126,2164,1.4584636246562397,0.9651362351720427,1.1272557336301714,1.8910946715424746,2.362434070059033,K rel 1850-1900,MAGICC-SLR
ssp126,2165,1.4630720221583449,0.9647062608068724,1.1289373319523517,1.895107751214822,2.3686757937867085,K rel 1850-1900,MAGICC-SLR
ssp126,2166,1.4666951282929501,0.9641539926363373,1.128228396199421,1.897785384669697,2.372838766946455,K rel 1850-1900,MAGICC-SLR
ssp126,2167,1.4636564066494429,0.9609908502959762,1.125437919181129,1.8962234363274149,2.3724683007139746,K rel 1850-1900,MAGICC-SLR
ssp126,2168,1.4556365989357603,0.9569561067282073,1.120562882968035,1.8915855848985805,2.36867019445016,K rel 1850-1900,MAGICC-SLR
ssp126,2169,1.449751961750867,0.9529248121793957,1.1147434233142284,1.889213308820342,2.3643688273155545,K rel 1850-1900,MAGICC-SLR
ssp126,2170,1.4459035945260055,0.9491495634090786,1.1108799701384138,1.8860207042785688,2.360546245861429,K rel 1850-1900,MAGICC-SLR
ssp126,2171,1.4431036710856522,0.9452553899095864,1.1082645284057355,1.8839827630431656,2.3584065741811098,K rel 1850-1900,MAGICC-SLR
ssp126,2172,1.4413801625511273,0.9434595019386457,1.1067884643177872,1.884260247961249,2.3587633132311447,K rel 1850-1900,MAGICC-SLR
ssp126,2173,1.4428107238568015,0.9450015294060349,1.1072600507060228,1.8885741603372692,2.3633140298923623,K rel 1850-1900,MAGICC-SLR
ssp126,2174,1.445642664217302,0.9457488821361032,1.1089387297977196,1.8943255085252015,2.369873771071444,K rel 1850-1900,MAGICC-SLR
ssp126,2175,1.4492154699345061,0.9466128632491881,1.1114712643561362,1.8993207551722333,2.3768402278039797,K rel 1850-1900,MAGICC-SLR
ssp126,2176,1.453293968587118,0.9466145367987976,1.1126472623465868,1.9025190449643243,2.38092866193281,K rel 1850-1900,MAGICC-SLR
ssp126,2177,1.4525524514620298,0.9450348528916022,1.1116489824267533,1.9026340216862438,2.3827480801928687,K rel 1850-1900,MAGICC-SLR
ssp126,2178,1.449068682811611,0.9421283400597159,1.1084808124898617,1.8974791002011695,2.3813371416490083,K rel 1850-1900,MAGICC-SLR
ssp126,2179,1.4443294777004536,0.9391125698719518,1.1043435564685344,1.8911277414442724,2.378124337667099,K rel 1850-1900,MAGICC-SLR
ssp126,2180,1.4398295602942035,0.9359714528072511,1.1010215525300542,1.884884261554979,2.3741689909252313,K rel 1850-1900,MAGICC-SLR
ssp126,2181,1.4371721086719327,0.9331423921346536,1.0986744337063838,1.8789329845228913,2.3704294342499432,K rel 1850-1900,MAGICC-SLR
ssp126,2182,1.434904502364133,0.9300301864592232,1.0968172917224075,1.8741199850027825,2.3673222621910432,K rel 1850-1900,MAGICC-SLR
ssp126,2183,1.433099978660148,0.9275664951523985,1.0952568669419134,1.8719493884763194,2.3652418407750604,K rel 1850-1900,MAGICC-SLR
ssp126,2184,1.4319562700791202,0.9258376212033835,1.0940132144086059,1.8715455005795185,2.3648295547864118,K rel 1850-1900,MAGICC-SLR
ssp126,2185,1.4322613907649937,0.9252644789200397,1.0936680293412087,1.8738379915876502,2.3671638311049517,K rel 1850-1900,MAGICC-SLR
ssp126,2186,1.4348980471784376,0.9272885810579993,1.0950725610560992,1.8806672628317376,2.374025271595963,K rel 1850-1900,MAGICC-SLR
ssp126,2187,1.437169077299867,0.9295281717953453,1.0964553539106787,1.88682655362636,2.3803741474485527,K rel 1850-1900,MAGICC-SLR
ssp126,2188,1.4393996317117246,0.9308417762208276,1.0977365001246864,1.891879813166302,2.3825246325325455,K rel 1850-1900,MAGICC-SLR
ssp126,2189,1.4432989204013653,0.9313645791415676,1.1002800029861337,1.8952461712715294,2.3846280147651684,K rel 1850-1900,MAGICC-SLR
ssp126,2190,1.4433973927657138,0.9294804137266417,1.099540911545764,1.8941456379756862,2.3847214368114025,K rel 1850-1900,MAGICC-SLR
ssp126,2191,1.4404140132707646,0.9263744187802209,1.0966008101699638,1.8902979911064222,2.3831827039120808,K rel 1850-1900,MAGICC-SLR
ssp126,2192,1.4370634294011322,0.9232613249890439,1.0941131224588199,1.8857916258969234,2.381331617422133,K rel 1850-1900,MAGICC-SLR
ssp126,2193,1.4357278188897342,0.9207630551280811,1.0922571822438354,1.8820225471376422,2.3799633939383704,K rel 1850-1900,MAGICC-SLR
