Year,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance (Gt),Cumulative mass balance uncertainty (Gt)
1997.25,27.8126,71.2178,-127.8808,170.1357
1997.3333,27.8126,71.2178,-125.5631,171.3733
1997.4167,27.8126,71.2178,-123.2453,172.6021
1997.5,27.8126,71.2178,-120.9276,173.8221
1997.5833,27.8126,71.2178,-118.6099,175.0337
1997.6667,27.8126,71.2178,-116.2922,176.237
1997.75,27.8126,71.2178,-113.9745,177.432
1997.8333,27.8126,71.2178,-111.6568,178.6191
1997.9167,27.8126,71.2178,-109.3391,179.7984
1998,20.8136,71.6988,-107.6046,180.9858
1998.0833,20.8136,71.6988,-105.8701,182.1654
1998.1667,20.8136,71.6988,-104.1357,183.3375
1998.25,20.8136,71.6988,-102.4012,184.5021
1998.3333,20.8136,71.6988,-100.6667,185.6594
1998.4167,20.8136,71.6988,-98.9323,186.8096
1998.5,20.8136,71.6988,-97.1978,187.9527
1998.5833,20.8136,71.6988,-95.4633,189.0889
1998.6667,20.8136,71.6988,-93.7289,190.2183
1998.75,20.8136,71.6988,-91.9944,191.341
1998.8333,20.8136,71.6988,-90.2599,192.4572
1998.9167,20.8136,71.6988,-88.5255,193.567
1999,16.1836,72.5778,-87.1768,194.6975
1999.0833,16.1836,72.5778,-85.8282,195.8216
1999.1667,16.1836,72.5778,-84.4796,196.9392
1999.25,16.1836,72.5778,-83.1309,198.0505
1999.3333,16.1836,72.5778,-81.7823,199.1557
1999.4167,16.1836,72.5778,-80.4337,200.2547
1999.5,16.1836,72.5778,-79.085,201.3477
1999.5833,16.1836,72.5778,-77.7364,202.4348
1999.6667,16.1836,72.5778,-76.3878,203.5162
1999.75,16.1836,72.5778,-75.0392,204.5918
1999.8333,16.1836,72.5778,-73.6905,205.6617
1999.9167,16.1836,72.5778,-72.3419,206.7262
2000,15.1703,70.5605,-71.0777,207.7273
2000.0833,15.1703,70.5605,-69.8135,208.7235
2000.1667,15.1703,70.5605,-68.5493,209.7151
2000.25,15.1703,70.5605,-67.2851,210.7019
2000.3333,15.1703,70.5605,-66.0209,211.6842
2000.4167,15.1703,70.5605,-64.7568,212.662
2000.5,15.1703,70.5605,-63.4926,213.6352
2000.5833,15.1703,70.5605,-62.2284,214.6041
2000.6667,15.1703,70.5605,-60.9642,215.5686
2000.75,15.1703,70.5605,-59.7,216.5288
2000.8333,15.1703,70.5605,-58.4358,217.4847
2000.9167,15.1703,70.5605,-57.1716,218.4365
2001,22.8047,71.1483,-55.2712,219.4
2001.0833,22.8047,71.1483,-53.3708,220.3592
2001.1667,22.8047,71.1483,-51.4705,221.3143
2001.25,22.8047,71.1483,-49.5701,222.2653
2001.3333,22.8047,71.1483,-47.6697,223.2122
2001.4167,22.8047,71.1483,-45.7693,224.1552
2001.5,22.8047,71.1483,-43.8689,225.0942
2001.5833,22.8047,71.1483,-41.9685,226.0292
2001.6667,22.8047,71.1483,-40.0681,226.9605
2001.75,22.8047,71.1483,-38.1677,227.8879
2001.8333,22.8047,71.1483,-36.2673,228.8116
2001.9167,22.8047,71.1483,-34.367,229.7315
2002,26.3252,70.7522,-32.1732,230.6377
2002.0833,26.3252,70.7522,-29.9794,231.5403
2002.1667,26.3252,70.7522,-27.7857,232.4393
2002.25,26.3252,70.7522,-25.5919,233.335
2002.3333,26.3252,70.7522,-23.3981,234.2272
2002.4167,23.7555,70.7402,-21.4185,235.1157
2002.5,23.7555,70.7402,-19.4389,236.0008
2002.5833,31.3776,69.4204,-16.8241,236.8501
2002.6667,31.3776,69.4204,-14.2093,237.6964
2002.75,31.3776,69.4204,-11.5945,238.5397
2002.8333,31.3776,69.4204,-8.9797,239.38
2002.9167,31.3776,69.4204,-6.3649,240.2174
2003,14.5511,79.9234,-5.1523,241.3228
2003.0833,12.2751,80.1031,-4.1294,242.4281
2003.1667,9.0024,79.4274,-3.3792,243.51
2003.25,10.0133,79.1858,-2.5447,244.5806
2003.3333,12.1902,79.6268,-1.5289,245.6584
2003.4167,12.7269,79.4609,-0.4683,246.727
2003.5,12.1586,79.2891,0.5449,247.7864
2003.5833,8.1528,79.0912,1.2243,248.8361
2003.6667,6.9854,79.2667,1.8064,249.8859
2003.75,16.7791,78.3396,3.2047,250.9072
2003.8333,17.7532,78.1773,4.6841,251.9201
2003.9167,19.1752,77.3863,6.2821,252.9086
2004,18.9595,78.9542,7.862,253.9336
2004.0833,19.8572,78.9031,9.5168,254.9531
2004.1667,20.2916,78.8625,11.2077,255.9674
2004.25,21.5633,79.132,13.0047,256.9847
2004.3333,22.8395,78.7294,14.908,257.9878
2004.4167,23.4597,78.8334,16.8629,258.9895
2004.5,23.9064,78.8615,18.8551,259.9881
2004.5833,23.0411,78.12,20.7752,260.9644
2004.6667,22.204,78.1312,22.6256,261.9372
2004.75,22.4017,78.0602,24.4924,262.9047
2004.8333,23.5481,77.6956,26.4547,263.8597
2004.9167,25.2794,77.8767,28.5613,264.8157
2005,24.3402,77.6994,30.5897,265.7639
2005.0833,24.3754,76.7595,32.621,266.686
2005.1667,25.8119,76.3042,34.772,267.5942
2005.25,27.3971,76.162,37.055,268.4958
2005.3333,28.746,75.8353,39.4506,269.3868
2005.4167,29.6439,75.3787,41.9209,270.2643
2005.5,30.3074,74.903,44.4465,271.1278
2005.5833,28.3573,75.8923,46.8096,272.0115
2005.6667,25.8936,75.9197,48.9674,272.893
2005.75,25.0916,76.2727,51.0584,273.7798
2005.8333,25.1188,75.9693,53.1516,274.6567
2005.9167,26.6381,75.754,55.3714,275.526
2006,19.3784,78.0175,56.9863,276.4449
2006.0833,17.9299,76.1573,58.4805,277.3177
2006.1667,17.8099,76.0078,59.9646,278.1844
2006.25,18.6498,76.9227,61.5188,279.0692
2006.3333,19.7695,77.9522,63.1662,279.975
2006.4167,18.8092,76.9034,64.7337,280.8538
2006.5,16.9371,75.3659,66.1451,281.6952
2006.5833,13.8073,77.5118,67.2957,282.5825
2006.6667,11.4844,77.1912,68.2527,283.4597
2006.75,9.3981,77.3643,69.0359,284.3381
2006.8333,8.4101,77.0298,69.7367,285.2063
2006.9167,7.3603,76.5439,70.3501,286.061
2007,7.9801,75.1605,71.0151,286.8826
2007.0833,6.2568,76.4779,71.5365,287.7309
2007.1667,4.6456,76.9613,71.9237,288.5873
2007.25,4.717,76.5859,72.3167,289.4329
2007.3333,4.2234,76.3107,72.6687,290.27
2007.4167,4.6737,76.3469,73.0582,291.1055
2007.5,4.8326,76.0382,73.4609,291.9319
2007.5833,3.4776,75.266,73.7507,292.7394
2007.6667,2.6167,74.0248,73.9687,293.5183
2007.75,3.6227,75.0117,74.2706,294.3159
2007.8333,5.403,76.7791,74.7209,295.1493
2007.9167,7.1171,77.8487,75.314,296.0036
2008,13.891,79.2398,76.4716,296.8862
2008.0833,15.9159,82.3306,77.7979,297.836
2008.1667,18.1862,85.6804,79.3134,298.8612
2008.25,20.8798,87.4555,81.0534,299.9256
2008.3333,23.156,87.7954,82.983,300.9946
2008.4167,25.0367,88.3471,85.0694,302.0731
2008.5,26.6963,88.0786,87.2941,303.1413
2008.5833,26.5193,88.2682,89.5041,304.2103
2008.6667,26.8935,88.7713,91.7452,305.2878
2008.75,28.1099,88.9419,94.0877,306.3655
2008.8333,21.4026,87.6363,95.8712,307.4083
2008.9167,23.4488,85.4578,97.8253,308.3966
2009,38.432,83.9864,101.028,309.3481
2009.0833,37.9776,85.2665,104.1928,310.3258
2009.1667,38.4292,84.6563,107.3952,311.2866
2009.25,40.0379,82.6573,110.7317,312.1998
2009.3333,40.4594,82.3622,114.1033,313.1038
2009.4167,40.1256,82.5163,117.4471,314.0086
2009.5,39.9888,82.8641,120.7795,314.9184
2009.5833,39.4462,83.1368,124.0667,315.8316
2009.6667,38.7246,83.3887,127.2937,316.7476
2009.75,37.8921,83.4341,130.4514,317.662
2009.8333,37.5171,83.3494,133.5778,318.5719
2009.9167,37.6456,83.1714,136.715,319.4754
2010,29.0689,84.0047,139.1374,320.3944
2010.0833,28.3968,82.8424,141.5038,321.2857
2010.1667,27.9537,81.1891,143.8333,322.1394
2010.25,28.2086,81.344,146.184,322.9941
2010.3333,28.2321,81.1007,148.5366,323.8415
2010.4167,28.1109,81.4993,150.8792,324.695
2010.5,27.7786,81.5378,153.1941,325.547
2010.5833,20.9635,80.1304,154.9411,326.3678
2010.6667,20.352,79.6182,156.6371,327.1761
2010.75,20.1008,79.3617,158.3121,327.9772
2010.8333,19.8919,79.2741,159.9698,328.7746
2010.9167,19.3495,79.4872,161.5823,329.5744
2011,-1.0003,79.087,161.4989,330.3642
2011.0833,-1.1357,79.575,161.4043,331.1619
2011.1667,0.4989,78.5667,161.4458,331.9376
2011.25,2.5986,78.9291,161.6624,332.7187
2011.3333,3.4561,78.8816,161.9504,333.497
2011.4167,4.7452,78.6096,162.3458,334.2682
2011.5,5.7574,81.5903,162.8256,335.0969
2011.5833,4.5847,77.9508,163.2077,335.8516
2011.6667,3.9054,78.3404,163.5331,336.6122
2011.75,5.4388,79.7965,163.9863,337.3994
2011.8333,7.1965,83.9116,164.586,338.2679
2011.9167,7.4399,84.0486,165.206,339.1369
2012,9.4707,90.0501,165.9953,340.1317
2012.0833,8.7258,87.1606,166.7224,341.0611
2012.1667,8.254,85.4643,167.4102,341.9522
2012.25,7.8531,84.464,168.0647,342.8204
2012.3333,1.8228,82.1366,168.2166,343.6394
2012.4167,0.9214,77.3005,168.2934,344.3632
2012.5,-0.2668,74.564,168.2711,345.0352
2012.5833,-2.2628,76.0012,168.0826,345.7321
2012.6667,-2.8618,75.7828,167.8441,346.4235
2012.75,-4.1155,75.1021,167.5011,347.1012
2012.8333,-4.8112,73.9199,167.1002,347.7566
2012.9167,-5.3604,73.3971,166.6535,348.4014
2013,-15.223,74.7122,165.3849,349.0683
2013.0833,-15.965,74.6862,164.0545,349.7335
2013.1667,-16.8697,74.6978,162.6487,350.3977
2013.25,-16.9551,74.6761,161.2357,351.0602
2013.3333,-17.7886,75.1952,159.7534,351.7306
2013.4167,-18.4083,75.572,158.2193,352.4065
2013.5,-18.4722,75.7226,156.68,353.0838
2013.5833,-19.5683,76.9633,155.0493,353.7821
2013.6667,-20.9167,77.8583,153.3063,354.4953
2013.75,-22.1242,78.027,151.4626,355.2102
2013.8333,-23.9962,78.2959,149.4629,355.9286
2013.9167,-24.0619,78.2187,147.4577,356.6441
2014,-43.3647,77.0773,143.844,357.3375
2014.0833,-45.4501,73.2158,140.0565,357.962
2014.1667,-46.6566,73.5631,136.1684,358.5913
2014.25,-45.413,73.815,132.384,359.2239
2014.3333,-45.4629,73.8477,128.5954,359.8559
2014.4167,-45.8606,74.189,124.7737,360.4926
2014.5,-46.4125,74.8592,120.906,361.1398
2014.5833,-48.1944,74.5939,116.8898,361.7812
2014.6667,-50.1905,72.9246,112.7073,362.3931
2014.75,-49.7981,72.9613,108.5574,363.0047
2014.8333,-50.1877,73.0792,104.3751,363.6172
2014.9167,-50.9442,73.1443,100.1298,364.2297
2015,-26.7358,73.2702,97.9018,364.8433
2015.0833,-22.6821,76.1658,96.0116,365.5053
2015.1667,-21.1998,78.498,94.245,366.207
2015.25,-20.9978,78.6454,92.4952,366.9101
2015.3333,-20.3278,78.9842,90.8012,367.6179
2015.4167,-19.2961,79.0461,89.1932,368.3254
2015.5,-18.0806,79.2708,87.6865,369.0355
2015.5833,-18.4372,81.1047,86.15,369.7775
2015.6667,-18.5266,81.2271,84.6061,370.5202
2015.75,-19.2742,84.6708,82.9999,371.3255
2015.8333,-17.8752,85.1814,81.5103,372.1388
2015.9167,-16.1968,84.8585,80.1606,372.9442
2016,16.5931,85.1038,81.5434,373.7525
2016.0833,16.2721,83.8102,82.8994,374.5348
2016.1667,17.3696,83.9697,84.3468,375.3183
2016.25,18.808,82.769,85.9142,376.0781
2016.3333,19.411,83.3957,87.5318,376.8479
2016.4167,19.822,84.1725,89.1836,377.6304
2016.5,19.8545,84.2441,90.8381,378.4127
2016.5833,20.0872,85.2506,92.5121,379.2121
2016.6667,19.8388,86.1655,94.1653,380.027
2016.75,19.7952,87.2983,95.8149,380.8616
2016.8333,20.6376,87.9374,97.5347,381.7067
2016.9167,20.7025,88.0224,99.2599,382.5515
2017,30.419,87.9463,101.7948,383.393
2017.0833,33.4457,87.8773,104.582,384.2314
2017.1667,33.5208,88.6136,107.3754,385.082
2017.25,35.0015,88.1439,110.2922,385.9217
2017.3333,62.9267,88.348,115.5361,386.7635
2017.4167,61.9254,87.929,120.6965,387.5955
2017.5,60.1905,89.1308,125.7124,388.4486
2017.5833,58.6685,89.7261,130.6014,389.3112
2017.6667,57.5276,89.8354,135.3954,390.174
2017.75,57.5807,89.717,140.1938,391.0326
2017.8333,58.7156,91.572,145.0868,391.9251
2017.9167,58.4885,91.2675,149.9608,392.8097
2018,-2.1662,92.691,149.7803,393.72
2018.0833,0.5858,92.0792,149.8291,394.6162
2018.1667,4.803,89.4644,150.2293,395.4604
2018.25,6.0935,89.5125,150.7371,396.3037
2018.3333,5.8843,89.1318,151.2275,397.1381
2018.4167,4.3363,90.1216,151.5888,397.9894
2018.5,3.5134,91.6207,151.8816,398.8672
2018.5833,17.5008,96.7945,153.34,399.8447
2018.6667,14.499,101.5873,154.5483,400.9187
2018.75,10.0626,96.7486,155.3868,401.8903
2018.8333,7.0051,97.2255,155.9706,402.8692
2018.9167,3.5963,96.7373,156.2703,403.8359
2019,-9.5188,95.6438,155.4771,404.7786
2019.0833,-60.4762,113.1239,150.4374,406.0938
2019.1667,-53.0695,119.4156,146.0149,407.5543
2019.25,-51.5114,119.3217,141.7223,409.0073
2019.3333,-51.3802,119.063,137.4406,410.4489
2019.4167,-51.9545,118.9417,133.1111,411.8825
2019.5,-51.9545,118.9417,128.7815,413.3112
2019.5833,-51.9545,118.9417,124.452,414.7349
2019.6667,-51.9545,118.9417,120.1224,416.1538
2019.75,-50.8975,119.2787,115.881,417.5759
2019.8333,-50.8975,119.2787,111.6395,418.9931
2019.9167,-51.6071,119.8071,107.3389,420.4181
2020,-51.6071,119.8071,103.0383,421.8383
2020.0833,-22.9032,144.57,101.1297,423.8977
2020.1667,-22.9032,144.57,99.2211,425.9471
2020.25,-22.9032,144.57,97.3125,427.9867
2020.3333,-22.9032,144.57,95.4039,430.0167
2020.4167,-22.9032,144.57,93.4953,432.0371
2020.5,-22.9032,144.57,91.5867,434.0481
2020.5833,-22.9032,144.57,89.6781,436.0499
2020.6667,-22.9032,144.57,87.7695,438.0424
2020.75,-22.9032,144.57,85.8609,440.026
2020.8333,-22.9032,144.57,83.9523,442.0007
2020.9167,-22.9032,144.57,82.0437,443.9666
