version,basis,unit,component,year,n,ess_fraction,q05,q50,q95,mean
brick2,fossil,cm/TgCH4,gsic,2100,10000,0.5,7.461862302438991e-05,0.00010791019887645482,0.0001530031417042675,0.00011019811065533859
brick2,nonfossil,cm/TgCH4,gsic,2150,10000,0.5,4.468066289316332e-05,8.254133447503784e-05,0.0001276677881412424,8.386400281139499e-05
brick2,fossil,cm/TgCH4,gsic,2150,10000,0.5,4.740801889871188e-05,8.71859222758832e-05,0.00013417596295336388,8.854980442315926e-05
brick2,nonfossil,cm/TgCH4,gsic,2300,10000,0.5,0.0,1.8168617930881898e-05,7.511120115508644e-05,2.5374967857277858e-05
brick2,fossil,cm/TgCH4,gsic,2300,10000,0.5,0.0,2.0066499724181127e-05,8.296118844343721e-05,2.8074958930572622e-05
brick2,nonfossil,cm/TgCH4,gis,2100,10000,0.5,8.05410832586659e-06,3.490207044956153e-05,0.0001008922148287275,4.1841238020217815e-05
brick2,fossil,cm/TgCH4,gis,2100,10000,0.5,8.414268491000755e-06,3.62575769420417e-05,0.00010444038157131724,4.349279956253715e-05
brick2,nonfossil,cm/TgCH4,gis,2150,10000,0.5,8.906821347736496e-06,3.8692641439281764e-05,0.00011323675814459474,4.6738656520390995e-05
brick2,fossil,cm/TgCH4,gis,2150,10000,0.5,9.407701670877214e-06,4.09915738303976e-05,0.00011995163979345719,4.951649186976923e-05
brick2,nonfossil,cm/TgCH4,gis,2300,10000,0.5,9.442361072825971e-06,4.016518868450997e-05,0.0001215482550767887,4.948978258089701e-05
brick2,fossil,cm/TgCH4,gis,2300,10000,0.5,1.0450036938647125e-05,4.479405576033315e-05,0.00013560887975736904,5.5172729908766884e-05
brick2,nonfossil,cm/TgCH4,te,2100,10000,0.5,0.00010004139634490718,0.0001693222475297803,0.0002771864327340513,0.00017664698211052125
brick2,fossil,cm/TgCH4,te,2100,10000,0.5,0.00010570968983471908,0.00017787011140784376,0.00028943511374060965,0.00018535852421014792
brick2,nonfossil,cm/TgCH4,te,2150,10000,0.5,7.271986661207208e-05,0.0001395710735241288,0.00023712642944149592,0.00014535888906477658
brick2,fossil,cm/TgCH4,te,2150,10000,0.5,7.933729148272029e-05,0.0001505286644754398,0.0002547137241100529,0.00015676658340847094
brick2,nonfossil,cm/TgCH4,te,2300,10000,0.5,2.4238886273518632e-05,8.169688725482806e-05,0.00016351326509282142,8.586729344990725e-05
brick2,fossil,cm/TgCH4,te,2300,10000,0.5,3.195694586290586e-05,9.663210901996381e-05,0.00018865948068024586,0.00010170120511284768
brick2,nonfossil,cm/TgCH4,lws,2100,10000,0.5,0.0,0.0,0.0,0.0
brick2,fossil,cm/TgCH4,lws,2100,10000,0.5,0.0,0.0,0.0,0.0
brick2,nonfossil,cm/TgCH4,lws,2150,10000,0.5,0.0,0.0,0.0,0.0
brick2,fossil,cm/TgCH4,lws,2150,10000,0.5,0.0,0.0,0.0,0.0
brick2,nonfossil,cm/TgCH4,lws,2300,10000,0.5,0.0,0.0,0.0,0.0
brick2,fossil,cm/TgCH4,lws,2300,10000,0.5,0.0,0.0,0.0,0.0
mengel,nonfossil,cm/TgCH4,total,2100,10000,1.0,0.00019558161420718518,0.00027966081847098775,0.0004118572328053901,0.0010426467924795142
mengel,fossil,cm/TgCH4,total,2100,10000,1.0,0.000205749942477855,0.0002927420925319183,0.0004291677853726059,0.0011594742119910041
mengel,nonfossil,cm/TgCH4,total,2150,10000,1.0,0.0001679076754328431,0.0002578312000878217,0.0004095845460483902,0.0011358116429556024
mengel,fossil,cm/TgCH4,total,2150,10000,1.0,0.00018126932446498127,0.00027636830080593353,0.00043690921836714113,0.001291125185331786
mengel,nonfossil,cm/TgCH4,total,2300,10000,1.0,0.00012019998227685844,0.0002120540179362284,0.00041896360619397886,0.0010564800970460757
mengel,fossil,cm/TgCH4,total,2300,10000,1.0,0.00014001188111146225,0.00024363472479404548,0.0004729040938272516,0.0012196957188193957
mengel,nonfossil,cm/TgCH4,ais,2100,10000,1.0,3.309538473672539e-05,5.905021652097284e-05,0.00010890705976863273,0.0008167131513092927
mengel,fossil,cm/TgCH4,ais,2100,10000,1.0,3.462690162464496e-05,6.159813847244762e-05,0.00011309692045013366,0.0009230129019313893
mengel,nonfossil,cm/TgCH4,ais,2150,10000,1.0,3.764923972582319e-05,6.938111235399547e-05,0.00014227399819341196,0.0009426381162724713
mengel,fossil,cm/TgCH4,ais,2150,10000,1.0,4.020505175645108e-05,7.380243460149543e-05,0.0001513255130139463,0.001083840701273044
mengel,nonfossil,cm/TgCH4,ais,2300,10000,1.0,4.2177776492735514e-05,8.40446306256211e-05,0.00021582385670675412,0.0009232622362116861
mengel,fossil,cm/TgCH4,ais,2300,10000,1.0,4.733534085244051e-05,9.429250944050581e-05,0.00024181988513854297,0.0010652887307340344
mengel,nonfossil,cm/TgCH4,gsic,2100,10000,1.0,1.3767687889298939e-05,2.218317440849696e-05,3.797644574632848e-05,2.3542142234906374e-05
mengel,fossil,cm/TgCH4,gsic,2100,10000,1.0,1.4288552191985038e-05,2.301673133561433e-05,3.9532942683076795e-05,2.4435299546100813e-05
mengel,nonfossil,cm/TgCH4,gsic,2150,10000,1.0,7.716970582549715e-06,1.3376243517271772e-05,2.501118109421868e-05,1.4509813738152918e-05
mengel,fossil,cm/TgCH4,gsic,2150,10000,1.0,8.060535431269767e-06,1.4167338465651729e-05,2.6697954641740813e-05,1.5387059930791575e-05
mengel,nonfossil,cm/TgCH4,gsic,2300,10000,1.0,2.167345824588551e-06,4.858394081708553e-06,1.2637095402119575e-05,5.824959077306944e-06
mengel,fossil,cm/TgCH4,gsic,2300,10000,1.0,2.3098928261798832e-06,5.4648499700402175e-06,1.5481660415181332e-05,6.7795860497875585e-06
mengel,nonfossil,cm/TgCH4,gis,2100,10000,1.0,1.2354550182891415e-05,3.511615656037934e-05,8.211792463798478e-05,3.9822615995985265e-05
mengel,fossil,cm/TgCH4,gis,2100,10000,1.0,1.2851464508955657e-05,3.6525491854744725e-05,8.530572370285562e-05,4.140581962225125e-05
mengel,nonfossil,cm/TgCH4,gis,2150,10000,1.0,1.3632680229136357e-05,3.887805357827406e-05,9.474346445159898e-05,4.4736107784182085e-05
mengel,fossil,cm/TgCH4,gis,2150,10000,1.0,1.4404755955775045e-05,4.124741468083979e-05,0.00010017357964901563,4.7416784370128034e-05
mengel,nonfossil,cm/TgCH4,gis,2300,10000,1.0,1.4312858453990825e-05,4.110475382290781e-05,0.00010595946938000037,4.81698220650779e-05
mengel,fossil,cm/TgCH4,gis,2300,10000,1.0,1.59268937529992e-05,4.581136191544884e-05,0.00011802490892373372,5.375148750542383e-05
mengel,nonfossil,cm/TgCH4,te,2100,10000,1.0,0.00010306446951346958,0.0001586181596913163,0.00023274746959959163,0.00016256888293935754
mengel,fossil,cm/TgCH4,te,2100,10000,1.0,0.00010858393619872954,0.0001665783128339668,0.0002432760908673197,0.00017062019089134035
mengel,nonfossil,cm/TgCH4,te,2150,10000,1.0,7.354355631861154e-05,0.00013110194875310763,0.0002014317947143511,0.00013392760516125752
mengel,fossil,cm/TgCH4,te,2150,10000,1.0,8.015908672763975e-05,0.00014151371035501167,0.0002155487589941953,0.00014448063975832552
mengel,nonfossil,cm/TgCH4,te,2300,10000,1.0,2.4601874397234266e-05,7.712940277571308e-05,0.00014092566714655078,7.922307969170554e-05
mengel,fossil,cm/TgCH4,te,2300,10000,1.0,3.2507646591842126e-05,9.110860970681602e-05,0.00016324879590004897,9.387591452984154e-05
mengel,nonfossil,cm/TgCH4,lws,2100,10000,1.0,0.0,0.0,0.0,0.0
mengel,fossil,cm/TgCH4,lws,2100,10000,1.0,0.0,0.0,0.0,0.0
mengel,nonfossil,cm/TgCH4,lws,2150,10000,1.0,0.0,0.0,0.0,0.0
mengel,fossil,cm/TgCH4,lws,2150,10000,1.0,0.0,0.0,0.0,0.0
mengel,nonfossil,cm/TgCH4,lws,2300,10000,1.0,0.0,0.0,0.0,0.0
mengel,fossil,cm/TgCH4,lws,2300,10000,1.0,0.0,0.0,0.0,0.0
