,rgi_reg,model_author,temp_ch_ipcc,gcm_period_scenario,min_perc_change,resp_time_-50%,resp_time_-80%,resp_time_-90%,diff_resp_time_-50%,diff_resp_time_-80%,diff_resp_time_-90%
1343,RGI04,PyGEM-OGGM_v13,0.3028923844731737,ipsl-cm6a-lr_1951-1970_hist,25,160.0,326.0,450.0,-38.5,-69.0,-121.0
1344,RGI04,PyGEM-OGGM_v13,0.3530089022449858,mpi-esm1-2-hr_1951-1970_hist,25,183.0,411.0,626.0,-58.5,-66.0,-16.5
1345,RGI04,PyGEM-OGGM_v13,0.3535286605061203,ukesm1-0-ll_1901-1920_hist,25,191.0,385.0,553.0,-38.5,-66.0,-54.0
1346,RGI04,PyGEM-OGGM_v13,0.373094646035073,ukesm1-0-ll_1851-1870_hist,25,234.0,519.0,825.0,-60.5,-90.5,-18.5
1347,RGI04,PyGEM-OGGM_v13,0.3826520320932922,mri-esm2-0_1951-1970_hist,25,226.0,476.0,674.0,-56.0,-73.0,-54.0
1348,RGI04,PyGEM-OGGM_v13,0.3922811293371855,gfdl-esm4_1951-1970_hist,25,154.0,318.0,453.0,-45.0,-74.0,-78.5
1349,RGI04,PyGEM-OGGM_v13,0.478288564324949,gfdl-esm4_1901-1920_hist,25,141.0,286.0,399.0,-36.5,-75.0,-134.0
1350,RGI04,PyGEM-OGGM_v13,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,132.0,269.0,370.0,-37.0,-77.0,-156.0
1351,RGI04,PyGEM-OGGM_v13,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,142.0,295.0,407.0,-40.0,-70.0,-88.5
1352,RGI04,PyGEM-OGGM_v13,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,137.0,277.0,374.0,-33.5,-67.5,-145.0
1353,RGI04,PyGEM-OGGM_v13,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,161.0,325.0,450.0,-15.5,-29.5,-67.0
1354,RGI04,PyGEM-OGGM_v13,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,130.0,259.0,353.0,-19.0,-46.0,-91.0
1355,RGI04,PyGEM-OGGM_v13,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,118.0,239.0,322.0,-42.5,-94.0,-122.0
1356,RGI04,PyGEM-OGGM_v13,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,116.0,229.0,310.0,-30.5,-65.0,-130.0
1357,RGI04,PyGEM-OGGM_v13,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,96.0,185.0,240.0,-28.0,-61.5,-112.5
1358,RGI04,PyGEM-OGGM_v13,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,101.0,202.0,266.0,-26.5,-56.0,-102.5
1359,RGI04,PyGEM-OGGM_v13,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,105.0,202.0,266.0,-35.0,-81.0,-125.5
1360,RGI04,PyGEM-OGGM_v13,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,96.0,190.0,253.0,-19.0,-42.0,-73.5
1361,RGI04,PyGEM-OGGM_v13,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,90.0,176.0,232.0,-15.5,-35.0,-45.0
1362,RGI04,PyGEM-OGGM_v13,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,105.0,205.0,269.0,-27.0,-58.0,-102.5
1363,RGI04,PyGEM-OGGM_v13,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,108.0,215.0,283.0,-24.5,-50.0,-77.5
1364,RGI04,PyGEM-OGGM_v13,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,97.0,192.0,255.0,-14.0,-31.5,-42.0
1365,RGI04,PyGEM-OGGM_v13,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,111.0,226.0,307.0,-18.5,-43.0,-90.0
1366,RGI04,PyGEM-OGGM_v13,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,108.0,216.0,290.0,-28.5,-62.5,-126.5
1367,RGI04,PyGEM-OGGM_v13,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,92.0,179.0,236.0,-14.5,-32.5,-64.0
1368,RGI04,PyGEM-OGGM_v13,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,115.0,229.0,308.0,-38.5,-85.0,-135.0
1369,RGI04,PyGEM-OGGM_v13,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,96.0,188.0,243.0,-7.5,-16.5,-30.0
1370,RGI04,PyGEM-OGGM_v13,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,83.0,163.0,210.0,-3.0,-7.5,-8.5
1371,RGI04,PyGEM-OGGM_v13,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,100.0,199.0,267.0,-22.0,-48.5,-121.5
1372,RGI04,PyGEM-OGGM_v13,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,99.0,198.0,258.0,-17.0,-37.5,-51.0
1373,RGI04,PyGEM-OGGM_v13,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,96.0,188.0,243.0,-7.0,-14.5,-30.0
1374,RGI04,PyGEM-OGGM_v13,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,83.0,162.0,209.0,-3.5,-10.0,-11.5
1375,RGI04,PyGEM-OGGM_v13,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,71.0,137.0,179.0,-4.5,-12.0,-17.5
1376,RGI04,PyGEM-OGGM_v13,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,99.0,196.0,260.0,-15.0,-34.0,-72.5
1377,RGI04,PyGEM-OGGM_v13,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,83.0,163.0,210.0,-7.5,-17.5,-21.0
1378,RGI04,PyGEM-OGGM_v13,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,90.0,172.0,226.0,-20.0,-50.5,-84.5
1379,RGI04,PyGEM-OGGM_v13,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,101.0,198.0,257.0,-36.0,-85.0,-142.5
1380,RGI04,PyGEM-OGGM_v13,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,54.0,103.0,133.0,-2.5,-5.0,-5.0
1381,RGI04,PyGEM-OGGM_v13,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,78.0,153.0,199.0,-5.5,-10.0,-12.5
1382,RGI04,PyGEM-OGGM_v13,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,75.0,146.0,191.0,-14.0,-31.5,-49.0
1383,RGI04,PyGEM-OGGM_v13,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,61.0,118.0,155.0,-1.5,-7.0,-11.5
1384,RGI04,PyGEM-OGGM_v13,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,75.0,145.0,187.0,-4.5,-9.5,-21.0
1385,RGI04,PyGEM-OGGM_v13,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,78.0,153.0,199.0,-6.0,-11.5,-26.0
1386,RGI04,PyGEM-OGGM_v13,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,66.0,129.0,162.0,-6.0,-10.0,-14.5
1387,RGI04,PyGEM-OGGM_v13,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,68.0,133.0,174.0,-2.5,-8.0,-12.5
1388,RGI04,PyGEM-OGGM_v13,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,49.0,95.0,120.0,0.0,0.5,0.5
1389,RGI04,PyGEM-OGGM_v13,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,76.0,147.0,195.0,-13.0,-35.0,-61.0
1390,RGI04,PyGEM-OGGM_v13,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,55.0,108.0,138.0,-2.0,-3.0,-4.0
1391,RGI04,PyGEM-OGGM_v13,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,70.0,138.0,180.0,-7.0,-12.5,-29.5
1392,RGI04,PyGEM-OGGM_v13,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,50.0,98.0,127.0,-2.0,-3.0,-3.0
1393,RGI04,PyGEM-OGGM_v13,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,68.0,131.0,174.0,-17.5,-49.5,-84.0
1394,RGI04,PyGEM-OGGM_v13,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,47.0,92.0,118.0,1.0,1.5,2.0
1395,RGI04,PyGEM-OGGM_v13,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,45.0,88.0,112.0,-0.5,-2.0,-2.0
1396,RGI04,PyGEM-OGGM_v13,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,60.0,122.0,160.0,-5.5,-9.0,-10.5
1397,RGI04,PyGEM-OGGM_v13,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,52.0,101.0,127.0,0.0,-1.0,-2.0
1398,RGI04,PyGEM-OGGM_v13,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,47.0,91.0,116.0,1.0,1.5,2.0
1399,RGI04,PyGEM-OGGM_v13,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,83.0,159.0,211.0,-13.5,-48.0,-88.5
1400,RGI04,PyGEM-OGGM_v13,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,36.0,69.0,90.0,2.5,5.0,6.5
1401,RGI04,PyGEM-OGGM_v13,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,62.0,123.0,160.0,-3.5,-8.5,-10.0
1402,RGI04,PyGEM-OGGM_v13,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,44.0,85.0,108.0,-0.5,-1.0,-1.0
1403,RGI04,PyGEM-OGGM_v13,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,44.0,86.0,110.0,0.0,0.5,1.5
1404,RGI04,PyGEM-OGGM_v13,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,42.0,82.0,104.0,-0.5,0.5,1.5
1405,RGI04,PyGEM-OGGM_v13,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,67.0,131.0,178.0,-9.5,-37.5,-66.0
1406,RGI04,PyGEM-OGGM_v13,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,48.0,96.0,126.0,-3.0,-5.5,-8.0
1407,RGI04,PyGEM-OGGM_v13,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,27.0,54.0,70.0,1.5,4.5,5.5
1408,RGI04,PyGEM-OGGM_v13,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,37.0,72.0,91.0,3.5,7.0,9.0
1409,RGI04,PyGEM-OGGM_v13,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,35.0,68.0,86.0,1.5,3.0,3.0
1410,RGI04,PyGEM-OGGM_v13,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,25.0,48.0,63.0,1.5,3.0,4.0
1411,RGI04,PyGEM-OGGM_v13,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,29.0,59.0,75.0,2.0,5.5,7.0
1412,RGI04,PyGEM-OGGM_v13,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,25.0,48.0,61.0,2.0,3.5,4.5
1413,RGI04,PyGEM-OGGM_v13,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,19.0,38.0,50.0,1.0,2.5,3.5
1414,RGI04,PyGEM-OGGM_v13,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,19.0,37.0,48.0,2.0,3.5,4.5
1415,RGI05,GLIMB,0.2524779717488781,mri-esm2-0_1901-1920_hist,25,266.0,784.0,1300.0,47.0,235.0,402.0
1416,RGI05,GLIMB,0.3028923844731737,ipsl-cm6a-lr_1951-1970_hist,25,242.0,712.0,1248.0,29.0,114.0,228.5
1417,RGI05,GLIMB,0.3826520320932922,mri-esm2-0_1951-1970_hist,25,239.0,709.0,1126.0,37.0,203.0,328.0
1418,RGI05,GLIMB,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,223.0,662.0,1098.0,31.5,123.5,219.0
1419,RGI05,GLIMB,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,206.0,623.0,1053.0,40.0,187.0,269.0
1420,RGI05,GLIMB,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,202.0,613.0,1055.0,26.5,117.0,228.5
1421,RGI05,GLIMB,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,216.0,642.0,1098.0,26.5,111.5,205.5
1422,RGI05,GLIMB,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,227.0,706.0,1165.0,29.0,140.5,314.5
1423,RGI05,GLIMB,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,200.0,633.0,1100.0,32.5,138.0,259.0
1424,RGI05,GLIMB,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,161.0,500.0,866.0,15.0,80.5,151.0
1425,RGI05,GLIMB,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,175.0,534.0,906.0,26.0,103.5,180.0
1426,RGI05,GLIMB,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,187.0,602.0,1012.0,30.5,137.5,243.5
1427,RGI05,GLIMB,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,204.0,625.0,1073.0,34.5,134.0,238.0
1428,RGI05,GLIMB,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,195.0,635.0,1079.0,47.5,220.0,423.0
1429,RGI05,GLIMB,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,170.0,508.0,862.0,23.5,93.0,163.0
1430,RGI05,GLIMB,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,166.0,504.0,845.0,37.0,161.0,268.0
1431,RGI05,GLIMB,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,187.0,598.0,1038.0,30.0,148.5,338.0
1432,RGI05,GLIMB,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,178.0,582.0,1023.0,33.5,199.5,421.5
1433,RGI05,GLIMB,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,168.0,528.0,912.0,19.0,96.0,177.5
1434,RGI05,GLIMB,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,179.0,566.0,995.0,24.5,113.0,215.0
1435,RGI05,GLIMB,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,207.0,676.0,1188.0,47.5,273.5,554.5
1436,RGI05,GLIMB,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,177.0,535.0,891.0,20.0,90.0,151.5
1437,RGI05,GLIMB,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,174.0,540.0,947.0,30.0,117.0,270.5
1438,RGI05,GLIMB,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,180.0,616.0,1140.0,48.5,261.5,563.0
1439,RGI05,GLIMB,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,178.0,539.0,957.0,24.0,99.0,188.0
1440,RGI05,GLIMB,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,189.0,595.0,1039.0,39.0,148.0,337.0
1441,RGI05,GLIMB,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,213.0,709.0,1255.0,41.0,234.0,519.5
1442,RGI05,GLIMB,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,171.0,535.0,915.0,31.0,119.5,204.5
1443,RGI05,GLIMB,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,153.0,483.0,827.0,23.0,91.0,176.5
1444,RGI05,GLIMB,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,164.0,513.0,861.0,24.0,97.5,152.0
1445,RGI05,GLIMB,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,186.0,575.0,969.0,31.0,125.5,209.5
1446,RGI05,GLIMB,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,145.0,451.0,773.0,19.5,78.5,119.5
1447,RGI05,GLIMB,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,186.0,578.0,996.0,36.5,148.5,307.0
1448,RGI05,GLIMB,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,134.0,440.0,786.0,27.5,90.0,167.5
1449,RGI05,GLIMB,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,146.0,440.0,744.0,52.0,193.0,346.0
1450,RGI05,GLIMB,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,180.0,598.0,1078.0,66.0,274.5,566.5
1451,RGI05,GLIMB,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,139.0,453.0,808.0,32.5,101.5,214.5
1452,RGI05,GLIMB,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,140.0,427.0,726.0,46.5,172.0,308.5
1453,RGI05,GLIMB,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,143.0,430.0,727.0,43.0,160.0,290.0
1454,RGI05,GLIMB,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,190.0,713.0,1403.0,87.0,419.0,891.0
1455,RGI05,GLIMB,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,159.0,544.0,1017.0,55.0,235.0,489.5
1456,RGI05,GLIMB,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,150.0,549.0,1027.0,73.5,340.5,668.0
1457,RGI05,GLIMB,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,170.0,636.0,1310.0,61.0,312.5,736.0
1458,RGI05,GLIMB,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,156.0,604.0,1303.0,86.5,401.5,886.5
1459,RGI05,GLIMB,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,181.0,673.0,1335.0,88.0,422.5,913.5
1460,RGI05,GLIMB,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,120.0,381.0,683.0,32.5,86.5,125.5
1461,RGI05,GLIMB,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,142.0,485.0,904.0,42.0,175.5,338.0
1462,RGI05,GLIMB,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,140.0,482.0,872.0,84.5,337.5,609.5
1463,RGI05,GLIMB,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,128.0,425.0,752.0,76.0,294.5,519.5
1464,RGI05,GLIMB,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,147.0,475.0,836.0,53.5,182.5,306.5
1465,RGI05,GLIMB,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,160.0,611.0,1211.0,88.5,419.5,898.0
1466,RGI05,GLIMB,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,126.0,451.0,912.0,73.0,312.0,652.5
1467,RGI05,GLIMB,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,148.0,524.0,1013.0,55.0,225.0,481.5
1468,RGI05,GLIMB,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,141.0,556.0,1251.0,75.5,381.5,946.5
1469,RGI05,GLIMB,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,156.0,598.0,1266.0,84.0,388.0,892.5
1470,RGI05,GLIMB,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,140.0,513.0,973.0,81.5,357.0,709.0
1471,RGI05,GLIMB,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,131.0,466.0,890.0,80.5,334.5,648.5
1472,RGI05,GLIMB,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,103.0,322.0,535.0,55.5,204.5,349.5
1473,RGI05,GLIMB,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,161.0,638.0,1357.0,86.5,421.5,993.0
1474,RGI05,GLIMB,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,138.0,480.0,870.0,77.5,315.0,574.0
1475,RGI05,GLIMB,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,128.0,522.0,1138.0,78.0,387.0,890.5
1476,RGI05,GLIMB,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,85.0,249.0,402.0,48.5,165.0,265.0
1477,RGI05,GLIMB,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,92.0,280.0,464.0,52.5,183.0,310.5
1478,RGI05,GLIMB,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,100.0,349.0,658.0,60.0,245.5,473.0
1479,RGI05,GLIMB,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,63.0,169.0,256.0,35.5,106.5,160.0
1480,RGI05,GLIMB,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,52.0,134.0,199.0,29.0,84.0,123.5
1481,RGI05,GLIMB,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,61.0,172.0,269.0,37.0,115.0,182.5
1482,RGI05,GLIMB,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,37.0,93.0,134.0,19.5,56.0,79.0
1483,RGI05,GloGEMflow,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,485.0,941.0,1379.0,293.5,402.5,500.0
1484,RGI05,GloGEMflow,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,466.0,900.0,1319.0,290.5,404.0,492.5
1485,RGI05,GloGEMflow,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,955.0,1691.0,2211.0,765.5,1160.5,1318.5
1486,RGI05,GloGEMflow,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,323.0,700.0,996.0,125.0,134.5,145.5
1487,RGI05,GloGEMflow,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,522.0,1002.0,1462.0,354.5,507.0,621.0
1488,RGI05,GloGEMflow,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,287.0,855.0,1269.0,141.0,435.5,554.0
1489,RGI05,GloGEMflow,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,345.0,1007.0,1451.0,196.0,576.5,725.0
1490,RGI05,GloGEMflow,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,225.0,661.0,995.0,68.5,196.5,226.5
1491,RGI05,GloGEMflow,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,348.0,821.0,1183.0,178.5,330.0,348.0
1492,RGI05,GloGEMflow,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,178.0,510.0,754.0,30.5,95.0,98.0
1493,RGI05,GloGEMflow,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,388.0,1058.0,1504.0,241.5,643.0,805.0
1494,RGI05,GloGEMflow,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,244.0,550.0,809.0,87.0,100.5,109.0
1495,RGI05,GloGEMflow,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,171.0,429.0,612.0,26.5,46.5,10.5
1496,RGI05,GloGEMflow,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,548.0,1629.0,2002.0,399.0,1197.0,1267.5
1497,RGI05,GloGEMflow,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,257.0,799.0,1165.0,102.5,346.0,385.0
1498,RGI05,GloGEMflow,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,184.0,432.0,632.0,24.5,29.5,-1.5
1499,RGI05,GloGEMflow,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,333.0,713.0,1072.0,176.0,268.0,332.5
1500,RGI05,GloGEMflow,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,199.0,531.0,792.0,55.0,108.0,115.5
1501,RGI05,GloGEMflow,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,161.0,430.0,645.0,29.5,75.5,68.0
1502,RGI05,GloGEMflow,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,326.0,871.0,1307.0,172.0,431.0,538.0
1503,RGI05,GloGEMflow,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,208.0,600.0,900.0,58.0,153.0,198.0
1504,RGI05,GloGEMflow,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,250.0,606.0,901.0,78.0,131.0,165.5
1505,RGI05,GloGEMflow,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,197.0,591.0,891.0,57.0,175.5,180.5
1506,RGI05,GloGEMflow,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,187.0,523.0,771.0,57.0,131.0,120.5
1507,RGI05,GloGEMflow,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,188.0,646.0,992.0,48.0,230.5,283.0
1508,RGI05,GloGEMflow,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,368.0,927.0,1381.0,213.0,477.5,621.5
1509,RGI05,GloGEMflow,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,187.0,772.0,1110.0,61.5,399.5,456.5
1510,RGI05,GloGEMflow,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,211.0,548.0,834.0,61.5,118.5,145.0
1511,RGI05,GloGEMflow,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,126.0,495.0,745.0,19.5,145.0,126.5
1512,RGI05,GloGEMflow,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,92.0,248.0,356.0,-2.0,1.0,-42.0
1513,RGI05,GloGEMflow,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,125.0,359.0,510.0,11.0,35.5,-1.5
1514,RGI05,GloGEMflow,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,127.0,461.0,700.0,20.5,109.5,106.5
1515,RGI05,GloGEMflow,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,97.0,274.0,396.0,3.5,19.0,-21.5
1516,RGI05,GloGEMflow,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,104.0,290.0,422.0,4.0,20.0,-15.0
1517,RGI05,GloGEMflow,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,111.0,300.0,408.0,8.0,6.0,-104.0
1518,RGI05,GloGEMflow,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,112.0,321.0,455.0,8.0,12.0,-72.5
1519,RGI05,GloGEMflow,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,77.0,197.0,261.0,0.5,-11.5,-98.0
1520,RGI05,GloGEMflow,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,114.0,314.0,440.0,5.0,-9.5,-134.0
1521,RGI05,GloGEMflow,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,55.0,127.0,167.0,-14.5,-75.5,-249.5
1522,RGI05,GloGEMflow,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,93.0,229.0,323.0,0.0,-21.5,-98.5
1523,RGI05,GloGEMflow,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,103.0,482.0,750.0,15.5,187.5,192.5
1524,RGI05,GloGEMflow,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,108.0,317.0,456.0,8.0,7.5,-110.0
1525,RGI05,GloGEMflow,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,44.0,95.0,125.0,-11.5,-49.5,-137.5
1526,RGI05,GloGEMflow,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,42.0,92.0,121.0,-10.0,-38.5,-111.5
