year,internal,brick,climate,emissions,tipping,interactions
2060,0.0,0.3795196219427149,0.45743523981606504,0.002344277869220013,0.0846696202426292,0.07603124012937097
2061,0.0,0.3742753063103437,0.4698992890537792,0.0017838734185792553,0.0847955875080436,0.06924594370925417
2062,0.0,0.3629734366363059,0.4623760720310243,0.0023785167486055506,0.0855524672502625,0.08671950733380161
2063,0.0,0.3645157167096639,0.4681620984131967,0.003127093367622223,0.08592274842084749,0.07827234308866975
2064,0.0,0.365106297384349,0.4750727168112851,0.0032472456414350836,0.08718264219571614,0.06939109796721449
2065,0.0,0.3643423368729836,0.4724722346257103,0.003161719700280518,0.08771127318544725,0.07231243561557828
2066,0.0,0.35029074806127725,0.4662854353565211,0.0027993260036741777,0.08883410930629976,0.09179038127222783
2067,0.0,0.35038232006932046,0.4673074835040369,0.002809355919208766,0.08950156013148969,0.0899992803759442
2068,0.0,0.35325081499223454,0.46383249040138264,0.0031773907476671725,0.09050062089282804,0.08923868296588772
2069,0.0,0.3517350661591889,0.46081888090323514,0.0029752818757540767,0.0911646958958275,0.09330607516599422
2070,0.0,0.3503135505486948,0.46518767002652317,0.002315837993464785,0.09231116338280486,0.08987177804851237
2071,0.0,0.35289833403387566,0.46266772873406026,0.0022638626997942292,0.09335923743900379,0.08881083709326605
2072,0.0,0.3573889065903937,0.46011640307531987,0.002473739121362711,0.09437243511595303,0.08564851609697062
2073,0.0,0.35908506888654973,0.4633222844895557,0.0028822274205639693,0.09528924269255871,0.07942117651077192
2074,0.0,0.3547449384985763,0.4637712370675355,0.003081047864404093,0.09621247027642134,0.08219030629306298
2075,0.0,0.34623917909865026,0.4655245536215363,0.002912948790054286,0.09691490335697614,0.08840841513278307
2076,0.0,0.34257996506507493,0.46421127512174964,0.0032866930233995876,0.09825794646195475,0.09166412032782098
2077,0.0,0.34156027773855224,0.4562767303474567,0.0028024418788348934,0.09880161604772801,0.10055893398742821
2078,0.0,0.3320945460820801,0.4539722537935247,0.0037291487125063485,0.09967259943572399,0.1105314519761648
2079,0.0,0.33224975198115614,0.46478037621098944,0.0035456667122196086,0.09978372415810996,0.0996404809375249
2080,0.0,0.3284941629899989,0.4547102096251852,0.003417124400408276,0.10109263886208968,0.11228586412231797
2081,0.0,0.333307214157074,0.4552199373821655,0.004260894192434137,0.1015950429978034,0.10561691127052313
2082,0.0,0.33240899977893856,0.4551948687528968,0.0048480520925879836,0.10270808634851444,0.10483999302706225
2083,0.0,0.32718592842545674,0.45434695880276527,0.005734394766704582,0.10385454418687144,0.10887817381820203
2084,0.0,0.3294469999124908,0.45036387475774137,0.005981803757653306,0.10467029392935641,0.10953702764275809
2085,0.0,0.32817032677645586,0.444003620370463,0.006436524101891768,0.10605968944184188,0.11532983930934754
2086,0.0,0.33410753194233284,0.44874552639968585,0.006432527649806872,0.10693656081039282,0.10377785319778181
2087,0.0,0.33263128176131496,0.4493046763071037,0.006798535095737179,0.1078769724844103,0.10338853435143378
2088,0.0,0.3413624066289354,0.46288749465017065,0.007552245111456876,0.10815139433286354,0.08004645927657346
2089,0.0,0.3416647500439812,0.4597144129962383,0.007128428433663209,0.10924022240227471,0.0822521861238426
2090,0.0,0.33531616936387804,0.44970131585188267,0.007561338164335279,0.11078550924545973,0.09663566737444415
2091,0.0,0.3368328404436536,0.455612683151228,0.007937388965129749,0.11136645543470357,0.08825063200528507
2092,0.0,0.3246682625098509,0.45762148547185616,0.007300845437507847,0.11245537515860782,0.09795403142217723
2093,0.0,0.31798029774847714,0.4545589325236561,0.007292057653049041,0.11285142099873435,0.10731729107608323
2094,0.0,0.31181333685174795,0.45573397114031733,0.006811726521298663,0.11388100551284146,0.11175995997379451
2095,0.0,0.3060556326655698,0.4514996177960473,0.006347911821667788,0.114515709390445,0.12158112832626995
2096,0.0,0.2969470938591071,0.4478119101464312,0.005531938236640775,0.11529337731042323,0.13441568044739763
2097,0.0,0.2938235869487793,0.444569716282309,0.0058297721639024355,0.11659910449594968,0.13917782010905957
2098,0.0,0.2926983788054531,0.44042925594424104,0.005839564398173984,0.11768592710138197,0.14334687375074992
2099,0.0,0.28814516987950545,0.4409465343559951,0.005897033552930574,0.11913848563670747,0.14587277657486125
2100,0.0,0.28570472295239246,0.4400471557941094,0.006511453564077282,0.12012378165360801,0.1476128860358127
2101,0.0,0.2856561925576671,0.43914996385335553,0.006181224033370774,0.1210819330616076,0.14793068649399904
2102,0.0,0.2831738766049237,0.4430625215614072,0.005858452014235403,0.12195842870946201,0.14594672110997167
2103,0.0,0.2841110326329978,0.43475687197619733,0.006619355040727913,0.12307712491480048,0.15143561543527656
2104,0.0,0.27875597340408675,0.44101260880265136,0.006150606993637623,0.12450464686169876,0.14957616393792553
2105,0.0,0.2776954768356749,0.4386207457598932,0.0058263356712523,0.12533462582802096,0.15252281590515857
2106,0.0,0.2820078880806601,0.44817756197559366,0.006131802772924143,0.12681973425325116,0.13686301291757108
2107,0.0,0.2898412491339484,0.45613615642315014,0.006581491150740109,0.12806958257903547,0.11937152071312603
2108,0.0,0.28513571636746454,0.45492056722239976,0.006269183236227771,0.12961893058848944,0.12405560258541866
2109,0.0,0.28318062615664996,0.46466067188118254,0.005744152164905862,0.12987148578955948,0.11654306400770227
2110,0.0,0.27968967391798005,0.466854560001811,0.006241186452462986,0.13127186237877397,0.11594271724897212
2111,0.0,0.2821329312911771,0.4675210411921053,0.006077618663233972,0.13209343273971844,0.11217497611376527
2112,0.0,0.28324407151650327,0.46691937343006557,0.006331869661933141,0.1331892827409537,0.11031540265054444
2113,0.0,0.2875595833156051,0.4650420661798558,0.006761721936195526,0.1340847002582491,0.1065519283100945
2114,0.0,0.28169459082647735,0.46974996914325146,0.006306747674438048,0.13551850205890614,0.10673019029692696
2115,0.0,0.2826883690054585,0.46388581893646436,0.006940932810287625,0.13679736299462808,0.10968751625316155
2116,0.0,0.2796638477938405,0.46145419677413985,0.006861937604634317,0.13858089759401726,0.1134391202333681
2117,0.0,0.27192004542698317,0.4522121255639899,0.006455290943085918,0.1400608635728987,0.1293516744930424
2118,0.0,0.2677400864300292,0.45176402702209006,0.006060004080939759,0.14110112623632245,0.13333475623061855
2119,0.0,0.26261156742883446,0.4424941241841102,0.006335697607927137,0.14195654315619344,0.14660206762293487
2120,0.0,0.2585826282931347,0.4338951852572767,0.006269347961797553,0.14388969078796696,0.15736314769982415
2121,0.0,0.26326874917554094,0.43192765690285295,0.0059393350873948834,0.14553778504867043,0.15332647378554073
2122,0.0,0.25816113074552083,0.43525161905123294,0.006293473614594165,0.14764826197072098,0.15264551461793122
2123,0.0,0.2578410040242553,0.4405850579596014,0.006050461087726609,0.1491664920369076,0.1463569848915091
2124,0.0,0.2508095794169829,0.4435913618457691,0.005369427849950077,0.15133998664649248,0.1488896442408055
2125,0.0,0.25124286612017604,0.4390070175575,0.005236457494062827,0.1527984282949425,0.15171523053331867
2126,0.0,0.2515647397519952,0.4323494351796109,0.0044236690469900385,0.1542278658419883,0.1574342901794156
2127,0.0,0.25680626982386934,0.4357567118857905,0.0049719905760778884,0.15533845920291137,0.1471265685113509
2128,0.0,0.2602640535506363,0.4437101349034875,0.005604404110293525,0.1566788474317562,0.13374256000382648
2129,0.0,0.25926559445262676,0.4389980639924785,0.005567117559199095,0.15837243898690262,0.13779678500879305
2130,0.0,0.2582378432634806,0.4420972035561863,0.005498740258808232,0.1597728308806663,0.13439338204085854
2131,0.0,0.2615988179132037,0.4442918614088114,0.005639484229172402,0.16168788281013735,0.12678195363867523
2132,0.0,0.25766269840876294,0.4338592491247461,0.006053952271778049,0.16348341388582288,0.13894068630889023
2133,0.0,0.2579281934466731,0.4293390829895348,0.0054396094896418555,0.16458540770335922,0.142707706370791
2134,0.0,0.255565935081084,0.42240433464834454,0.005755580267557407,0.16637643190103643,0.1498977181019776
2135,0.0,0.25792737987524167,0.41662377582083415,0.005993216040970633,0.16795038659808526,0.15150524166486834
2136,0.0,0.2630334315211899,0.41507245722845204,0.005541617883640899,0.16983742812937708,0.14651506523734006
2137,0.0,0.26431928779020153,0.420539200742632,0.005932016308150937,0.17149466166761615,0.13771483349139937
2138,0.0,0.2622310218469746,0.4133603928700168,0.005367387847150315,0.17338494536833202,0.1456562520675261
2139,0.0,0.2653939158626384,0.4093989591154983,0.0052328272223591465,0.175551637141722,0.14442266065778225
2140,0.0,0.25482093444019077,0.4060401758749604,0.005136997443346571,0.17783623903472612,0.15616565320677617
2141,0.0,0.2567587602370543,0.40567093098621426,0.004976609082286056,0.17964940709483251,0.1529442925996129
2142,0.0,0.2520228506735339,0.39829388605619925,0.004918554398129685,0.18166774657178217,0.16309696230035495
2143,0.0,0.24871326606817104,0.3985425156529921,0.004401946513467108,0.18345137705815184,0.16489089470721793
2144,0.0,0.24821691650263802,0.39736245097898115,0.0045406513709624376,0.18571620460239224,0.16416377654502626
2145,0.0,0.24502991931902235,0.39147852116741266,0.003931374683729173,0.1878934585614011,0.1716667262684347
2146,0.0,0.24070361181841085,0.3844465610440141,0.0036444280397031387,0.18986222052594193,0.18134317857193002
2147,0.0,0.2350907003377212,0.3793085673152672,0.0037735715558717443,0.19152255668061952,0.1903046041105203
2148,0.0,0.23152002226461205,0.37128936997246736,0.003386387260206491,0.19334065115857385,0.20046356934414022
2149,0.0,0.22803636689948584,0.36765692888365853,0.0033029648477446343,0.1948549598513088,0.20614877951780217
2150,0.0,0.2212465452982036,0.3598821301549358,0.00273791632392008,0.1958939309099015,0.22023947731303897
