year,mean,p5,p95,var_total,var_emissions,var_climate,var_internal,var_modelled
1896,0.2751974305286628,0.08948221802711487,0.48259137272834757,0.014305563510104076,6.422385806527516e-07,0.014304921271523425,0.06983984772395294,0.08414541123405701
1897,0.2801341419138512,0.09673559665679932,0.48762724697589865,0.014337435450266596,6.422388938697617e-07,0.014336793211372725,0.06771685209614015,0.08205428754640674
1898,0.2808272396273989,0.10129885077476503,0.49033211171627045,0.014153987643690826,6.422387333163509e-07,0.01415334540495751,0.06699527347698535,0.08114926112067618
1899,0.2814577654877462,0.10432727932929993,0.4912338286638257,0.014061268130514806,6.422387363181765e-07,0.014060625891778486,0.06548263905056308,0.07954390718107789
1900,0.2797038962263874,0.10249081254005432,0.48911580443382047,0.013908307188179073,6.422387339528706e-07,0.01390766494944512,0.06387552189758279,0.07778382908576187
1901,0.2789569302587311,0.10121765732765198,0.4894878715276717,0.013881568896379148,6.422387930675534e-07,0.013880926657586083,0.06183147346042454,0.07571304235680369
1902,0.2720818787932318,0.09563284516334537,0.48126767873764037,0.013974723766498307,6.422388484930462e-07,0.013974081527649812,0.060920115724314834,0.07489483949081314
1903,0.2095057090644777,0.029608535766601565,0.41459153294563245,0.014520000599146418,6.422387694844167e-07,0.014519358360376934,0.059770894275449196,0.07429089487459561
1904,0.15015607519716598,-0.043078362941741936,0.3606214791536331,0.01539452169057083,6.422386202170622e-07,0.015393879451950612,0.05797034076382894,0.07336486245439977
1905,0.1704399659824119,-0.01906225085258484,0.3818859159946441,0.015211966828990422,6.42238692919268e-07,0.015211324590297504,0.05738217787532157,0.072594144704312
1906,0.209287838921599,0.016746294498443604,0.4167661547660827,0.015064827988899685,6.422386889908093e-07,0.015064185750210691,0.05603961571118341,0.07110444370008309
1907,0.23262541165592424,0.038585287332534794,0.43990619480609866,0.014943047237481941,6.422387620168162e-07,0.014942404998719926,0.05442603010358987,0.06936907734107181
1908,0.23662938002885894,0.04713894128799439,0.4455312043428419,0.014684634695483008,6.422386849747167e-07,0.014683992456798033,0.05394576189673671,0.06863039659221971
1909,0.25031408282888473,0.06114392876625062,0.45515862405300134,0.0144162556095611,6.422388456120597e-07,0.014415613370715487,0.052626116134450125,0.06704237174401123
1910,0.26174983974428645,0.0757315218448639,0.4633617341518396,0.014340565474627599,6.422387085431667e-07,0.014339923235919054,0.052095171509265494,0.06643573698389309
1911,0.26545432475779945,0.08076494932174683,0.4644781529903412,0.01412180658204536,6.422386690016012e-07,0.014121164343376357,0.05101090664562464,0.06513271322767
1912,0.2391366810357135,0.054186338186264046,0.4462059199810026,0.01428349951015704,6.422387418199041e-07,0.014282857271415216,0.04978350805553209,0.06406700756568913
1913,0.1899043084842022,0.0024530172348022523,0.39717134535312654,0.014941956281641492,6.422387818955248e-07,0.014941314042859597,0.04866864293756621,0.0636105992192077
1914,0.1767314065753438,-0.015312063694000243,0.38634442687034587,0.015221249307640516,6.422388299598493e-07,0.015220607068810557,0.048396653193512267,0.06361790250115279
1915,0.2051986461086853,0.012182146310806276,0.41134043335914594,0.014998985045280612,6.422386608473826e-07,0.014998342806619762,0.04726221012610047,0.06226119517138108
1916,0.24100915805442108,0.04527650475502014,0.4485933691263197,0.014970798597878287,6.422387614586773e-07,0.014970156359116827,0.04609450455439406,0.06106530315227235
1917,0.266064106380778,0.07149056792259216,0.467256239056586,0.015023052841830628,6.42238806162309e-07,0.015022410603024465,0.04555431035779777,0.0605773631996284
1918,0.2823903767551761,0.08779740333557129,0.48255141079425795,0.014937388980692497,6.422388557710069e-07,0.014936746741836728,0.04493448867503595,0.05987187765572845
1919,0.29418055329595966,0.10153335332870483,0.49546270966529843,0.014762782508625106,6.422387427588902e-07,0.014762140269882346,0.043719784282396784,0.05848256679102189
1920,0.3041919929024446,0.11334566473960876,0.5050972610712051,0.014411508829379409,6.422387343049616e-07,0.014410866590645104,0.04423046460042435,0.05864197342980376
1921,0.3047599104131033,0.11633226871490479,0.503301402926445,0.014248240324285705,6.422386542895593e-07,0.014247598085631415,0.04338886772032208,0.05763710804460778
1922,0.30479763035578095,0.12010165452957153,0.5050796627998352,0.014173049599147855,6.422386669008318e-07,0.014172407360480952,0.04270605134942051,0.056879100948568365
1923,0.2995737550931885,0.11655798554420474,0.5028446048498153,0.014354159690915346,6.422388764616775e-07,0.014353517452038885,0.04171589855161164,0.05607005824252699
1924,0.29654189189375063,0.11415901780128479,0.4975856214761734,0.014249720990322179,6.422387004467171e-07,0.014249078751621732,0.041040519138354326,0.055290240128676504
1925,0.3044675544363469,0.11921675801277161,0.5066643476486202,0.014465630095463637,6.422387200091429e-07,0.01446498785674363,0.040223661586861116,0.05468929168232475
1926,0.3136225214603003,0.12617645859718324,0.5197057873010635,0.014624789542303894,6.42238801450868e-07,0.014624147303502448,0.03998879435162647,0.05461358389393037
1927,0.32498753994573476,0.1359914481639862,0.5330638378858567,0.0148371266805102,6.422389055463702e-07,0.014836484441604653,0.039594453672367295,0.0544315803528775
1928,0.33176928909022696,0.14284902811050415,0.5402083724737166,0.014879078799885316,6.422387013780819e-07,0.014878436561183938,0.03906849106257616,0.05394756986246148
1929,0.32370430460008764,0.13442477583885193,0.5321243733167648,0.01487281595006522,6.422387925303704e-07,0.014872173711272692,0.038517694723421654,0.05339051067348688
1930,0.31728330571615887,0.12783976197242736,0.5257493436336518,0.01484306218013887,6.422386932572608e-07,0.014842419941445611,0.03839707175476285,0.053240133934901714
1931,0.32851170573723537,0.13936733603477477,0.5298597246408461,0.014425030413360872,6.422387118013115e-07,0.014424388174649071,0.037452805970368756,0.05187783638372963
1932,0.3330755020223393,0.14699190855026245,0.5367088794708251,0.014467844960251965,6.422387105605592e-07,0.014467202721541407,0.03671391241674735,0.05118175737699932
1933,0.33517994070345997,0.15320620536804203,0.5382102698087692,0.014140196619367133,6.422388516733754e-07,0.01413955438051546,0.03700717495585565,0.05114737157522278
1934,0.3455513604736115,0.164006108045578,0.5470709472894668,0.014088399516114885,6.422386782837987e-07,0.014087757277436604,0.03643463724445029,0.05052303676056518
1935,0.3519290468038093,0.1710839033126831,0.5504496455192566,0.013858590562937544,6.422387818815269e-07,0.013857948324155659,0.03588241320179285,0.04974100376473039
1936,0.3588228269471527,0.17709249258041382,0.5575618058443068,0.013881701652670074,6.422386627701793e-07,0.013881059414007305,0.0355335843525538,0.04941528600522387
1937,0.36821606904821186,0.18521952629089358,0.5664493799209595,0.013729108786022485,6.422388397391111e-07,0.013728466547182743,0.03513595868786152,0.048865067473884
1938,0.3743003374710361,0.1888843894004822,0.574478581547737,0.013860179835195986,6.42238674905159e-07,0.013859537596521079,0.03513841775543498,0.04899859759063096
1939,0.3829126107123878,0.19539320468902588,0.5861184656620025,0.014043551092205647,6.422388022004453e-07,0.014042908853403448,0.03447082640562354,0.048514377497829185
1940,0.3851270190780902,0.19842548966407775,0.588146099448204,0.01390331546418399,6.422387671583067e-07,0.013902673225416832,0.034388479271589285,0.048291794735773275
1941,0.38323395146818534,0.19509538412094116,0.5870750665664672,0.01414154635052026,6.422386972760621e-07,0.014140904111822984,0.034152259741718094,0.04829380609223835
1942,0.3806989704062352,0.19042460918426515,0.5855836689472198,0.014415552613378683,6.422387201604623e-07,0.014414910374658522,0.03392412849820997,0.04833968111158865
1943,0.37614364157333663,0.18438584804534916,0.5798007667064665,0.014388680473989904,6.422387929890357e-07,0.014388038235196913,0.03349589871098578,0.047884579184975684
1944,0.3730054077331891,0.1783790469169617,0.5784399121999737,0.014507330299218307,6.422387504222132e-07,0.014506688060467886,0.033255068931458284,0.04776239923067659
1945,0.37463441966994737,0.17747629284858704,0.5791527539491651,0.014501762206514694,6.422387783087706e-07,0.014501119967736386,0.03263516649670014,0.047136928703214835
1946,0.38895769460744933,0.1950122356414795,0.592571422457695,0.014419548305498079,6.422387135453908e-07,0.014418906066784535,0.032476947236168556,0.04689649554166664
1947,0.40336986625737103,0.2104795753955841,0.6088018745183944,0.01445561643582203,6.422386582251906e-07,0.014454974197163805,0.032825635033092875,0.0472812514689149
1948,0.41570506578542143,0.2220426678657532,0.6233866214752197,0.014807583304506152,6.422387851287468e-07,0.014806941065721023,0.03228691227027061,0.04709449557477677
1949,0.424443048429543,0.23091735839843752,0.6307677060365676,0.014866142894703057,6.422388296210167e-07,0.014865500655873437,0.03272654765253493,0.04759269054723799
1950,0.43071400739328647,0.23978763818740848,0.6343289434909813,0.014627843584247308,6.422387721200396e-07,0.014627201345475188,0.0320375347192449,0.04666537830349221
1951,0.42513181113861426,0.23631792068481447,0.6254997730255126,0.0141559318706998,6.422387284284811e-07,0.014155289631971373,0.031624019651524324,0.045779951522224124
1952,0.42136495250500633,0.2290922224521637,0.6260159671306601,0.01469589659651209,6.422387736120968e-07,0.014695254357738479,0.03183157174075222,0.04652746833726431
1953,0.42015432332837754,0.2260724663734436,0.626452329754829,0.01485814713028427,6.422386793749209e-07,0.014857504891604895,0.03185014204714944,0.046708289177433714
1954,0.41815765767155055,0.2234620749950409,0.6231644570827483,0.0146492484977063,6.422387482858217e-07,0.014648606258958015,0.03133734387538907,0.04598659237309537
1955,0.41959998152979977,0.22451087832450867,0.6216039687395095,0.014468766850673286,6.422388008608031e-07,0.014468124611872425,0.03142362786421127,0.04589239471488456
1956,0.4229878342999845,0.2279120624065399,0.6263629674911498,0.014602333659158069,6.422387454842837e-07,0.014601691420412585,0.03114917487588029,0.04575150853503836
1957,0.42956803059815707,0.23430206179618837,0.6306078553199767,0.01437318664478013,6.422388031748493e-07,0.014372544405976956,0.03152416997897954,0.04589735662375967
1958,0.439017603647585,0.24129603505134584,0.6331428706645964,0.013892670452181418,6.422386782642806e-07,0.013892028213503153,0.0309976203763672,0.04489029082854862
1959,0.452357208913845,0.25234472155570986,0.6515735328197478,0.014169151878502716,6.422387019548605e-07,0.014168509639800762,0.03072716801236652,0.044896319890869237
1960,0.45699028020220384,0.2549602836370468,0.6592309951782225,0.014427472487880717,6.422388007892421e-07,0.014426830249079927,0.030886562539392155,0.04531403502727287
1961,0.45811182841765347,0.25482775568962096,0.6609668642282485,0.014663230642656823,6.422388020791378e-07,0.014662588403854744,0.030404411721125645,0.04506764236378247
1962,0.43481404449738875,0.22701309919357301,0.6364920437335967,0.014899016784536319,6.422387378485084e-07,0.014898374545798471,0.030055213373627654,0.04495423015816397
1963,0.361951451205728,0.1529538869857788,0.5621077537536621,0.01602352287788116,6.422387679791375e-07,0.01602288063911318,0.029845806125420534,0.04586932900330169
1964,0.27135218404005657,0.049053269624710086,0.4820308089256286,0.017216983223766337,6.422387242829185e-07,0.017216340985042055,0.029995800180962,0.047212783404728335
1965,0.2511219804222237,0.01377362608909607,0.4626632571220397,0.018723961864138914,6.422387528857155e-07,0.01872331962538603,0.029928896742254286,0.0486528586063932
1966,0.29057689989196284,0.05214535593986513,0.5132040858268737,0.019527910866231575,6.422387039933489e-07,0.01952726862752758,0.02918956643534079,0.04871747730157236
1967,0.33333076707330656,0.09522414803504944,0.5561248511075972,0.01993753421109533,6.422388387568129e-07,0.01993689197225657,0.028782507771370563,0.04872004198246589
1968,0.35623248577234023,0.11965099573135378,0.5743137300014496,0.019476108281967306,6.422387683220235e-07,0.019475466043198983,0.02857781571685466,0.04805392399882197
1969,0.3848838407494039,0.14265042543411255,0.6037578761577602,0.019744305835234822,6.422388539391113e-07,0.019743663596380884,0.02890597036203953,0.048650276197274356
1970,0.41283762125015055,0.1681043088436127,0.6354625284671759,0.020281177606786202,6.422387050017839e-07,0.020280535368081196,0.028595392888993106,0.0488765704957793
1971,0.4228672593927642,0.17589272260665895,0.6449261099100112,0.02055043461900383,6.422386997903217e-07,0.02054979238030404,0.028539186970117644,0.049089621589121474
1972,0.42805123556046953,0.18256876468658448,0.6493807822465896,0.020468435613293062,6.422387051022452e-07,0.02046779337458796,0.02797481573490076,0.04844325134819382
1973,0.4429194343719799,0.19881089329719542,0.654414826631546,0.019686191017983166,6.422387513183815e-07,0.01968554877923185,0.02752950012592031,0.04721569114390348
1974,0.4594986165444698,0.2116614282131195,0.6744347751140594,0.02025248654303315,6.422388237843982e-07,0.020251844304209368,0.026981607745622783,0.04723409428865594
1975,0.45072601142435587,0.20401208996772768,0.664296209812164,0.020384931770750313,6.422387332944712e-07,0.020384289532017028,0.02658085844598217,0.04696579021673249
1976,0.4500256901547118,0.202946537733078,0.6637289702892304,0.02054070649768825,6.422387688121788e-07,0.020540064258919438,0.026229009745621257,0.04676971624330951
1977,0.47117973681864084,0.2180033564567566,0.6836220383644104,0.020417099043053978,6.422387498930606e-07,0.02041645680430408,0.02584020226916231,0.04625730131221628
1978,0.5014630700140115,0.24591915607452391,0.7142066746950146,0.020264129115159714,6.422386589208044e-07,0.020263486876500793,0.025805124135255982,0.04606925325041569
1979,0.5320005454486514,0.2830155611038208,0.7413174271583557,0.019709988444058354,6.422387348047388e-07,0.01970934620532355,0.02534845790283977,0.04505844634689812
1980,0.5576564765712162,0.3142125427722931,0.7644004225730894,0.01927557067502722,6.422388713039045e-07,0.019274928436155917,0.024683832392236652,0.04395940306726387
1981,0.5743365760222336,0.3309869229793549,0.7782328158617019,0.018891202280686574,6.422386776241793e-07,0.018890560042008953,0.02431902827747957,0.04321023055816615
1982,0.5773654594632882,0.33567817807197575,0.7812210947275159,0.018454773581634023,6.422387040302303e-07,0.01845413134293,0.02433684038530137,0.0427916139669354
1983,0.5246123067728317,0.288588547706604,0.7215952962636947,0.017163768643250445,6.42238767955017e-07,0.017163126404482493,0.02376201698898908,0.04092578563223953
1984,0.503238271953281,0.26623687744140634,0.7040135949850075,0.017706597619796045,6.422388560857908e-07,0.01770595538093996,0.023745290670770358,0.041451888290566404
1985,0.5329272676201873,0.2994826465845108,0.7343778789043427,0.01758337454072634,6.422387196970078e-07,0.017582732302006642,0.023588808034553238,0.041172182575279576
1986,0.5686496524719147,0.33426145315170286,0.7645741671323776,0.017029643212288666,6.422387063372128e-07,0.01702900097358233,0.023482639384500466,0.04051228259678913
1987,0.6007666034939428,0.3765088260173798,0.7902345299720763,0.016413797653471035,6.422388237514673e-07,0.01641315541464728,0.023196010016064545,0.03960980766953558
1988,0.6309041718427278,0.41570122838020324,0.8176390796899795,0.015552487182185026,6.422387844918171e-07,0.015551844943400533,0.02274895852026288,0.03830144570244791
1989,0.6672049577922018,0.4505964756011963,0.8501920640468598,0.014879532694007392,6.422387400117311e-07,0.01487889045526738,0.023111252996815854,0.037990785690823245
1990,0.7086540268282423,0.49637491106987003,0.8877129942178726,0.014645824075219789,6.422387544191251e-07,0.01464518183646537,0.02231788793915761,0.0369637120143774
1991,0.7000478910072762,0.4959948658943176,0.8717218190431594,0.01382021925801209,6.422387176607064e-07,0.013819577019294428,0.022615269352154993,0.036435488610167086
1992,0.5674011065649311,0.35937180519104006,0.7461117625236511,0.013973763691079772,6.422387437722098e-07,0.013973121452336,0.02218754264041415,0.03616130633149392
1993,0.4820175232358972,0.25623486042022703,0.6748190760612487,0.01629070607722605,6.422387851070161e-07,0.016290063838440942,0.02218346629628164,0.03847417237350769
1994,0.5367808912267993,0.3256467401981354,0.7272812247276306,0.015539325144585815,6.422387768599347e-07,0.015538682905808954,0.021084310402304247,0.03662363554689006
1995,0.6232731992220668,0.43075587749481203,0.7956628084182739,0.01337784933533375,6.422387493918934e-07,0.013377207096584357,0.021222912104189365,0.03460076143952311
1996,0.6995298637262843,0.5160256266593933,0.8630021691322326,0.011732689387261602,6.422387526858814e-07,0.011732047148508914,0.021057632990708747,0.032790322377970346
1997,0.7558528873313194,0.5816693782806397,0.9086864262819289,0.010438826292817099,6.422386942061441e-07,0.010438184054122893,0.02091233712208255,0.031351163414899644
1998,0.7818193014122762,0.6201348721981048,0.9188529789447785,0.008606622488321397,6.422387468023989e-07,0.008605980249574595,0.020335937676438393,0.02894256016475979
1999,0.8127548574727473,0.6624400556087494,0.9440058112144467,0.007755121457948403,6.422387006501287e-07,0.007754479219247753,0.020439957448364326,0.028195078906312728
2000,0.8637383198708751,0.713361781835556,0.9841379970312112,0.006778710627039096,6.422387563471979e-07,0.006778068388282747,0.020101557761462954,0.02688026838850205
2001,0.9104679935598212,0.763522070646286,1.0282900631427765,0.0063943446744654485,6.422387465023946e-07,0.006393702435718946,0.019509815993973757,0.025904160668439206
2002,0.9432399371644826,0.8040619343519211,1.0598109304904937,0.006109198530664652,6.422386812264179e-07,0.006108556291983425,0.01898509190853413,0.02509429043919878
2003,0.9586187393882322,0.8309046655893326,1.0615472555160521,0.004999377256401894,6.422387267350862e-07,0.00499873501767516,0.018974448469871123,0.023973825726273018
2004,0.963075880096967,0.8467050433158875,1.0574157238006592,0.004332950345244182,6.422388329367989e-07,0.004332308106411244,0.018972528816280015,0.023305479161524194
2005,0.9713734481767392,0.8577544987201691,1.0604872703552246,0.0038888101351525393,6.422385724728652e-07,0.003888167896580067,0.019137122618736912,0.02302593275388945
2006,0.9744739084395023,0.8663067519664764,1.0624403953552246,0.0035773244262183785,6.422386472157975e-07,0.0035766821875711633,0.018757314954297215,0.022334639380515595
2007,0.9782847061836345,0.8736926198005677,1.0603448092937469,0.0033251389362786575,6.42238715864041e-07,0.0033244966975627933,0.01822384154272267,0.021548980479001327
2008,0.9906885568823258,0.8921556830406189,1.0678131937980653,0.0029369244146446307,6.422387698159424e-07,0.0029362821758748153,0.018239070258266023,0.021175994672910654
2009,1.0094769902377794,0.915610334277153,1.0829284548759461,0.002628437461807281,6.42238957657876e-07,0.0026277952228496233,0.017670905531594828,0.02029934299340211
2010,1.0308806432803628,0.9434150755405426,1.0987303256988525,0.002242192039613797,6.422387414655254e-07,0.0022415498008723314,0.01731657312853235,0.019558765168146145
2011,1.0496114341183294,0.9740618944168091,1.109318107366562,0.0017344088853892478,6.422387809260757e-07,0.0017337666466083219,0.017406524588863246,0.019140933474252494
2012,1.0772489141288988,1.0083311378955842,1.1317544341087342,0.001479425235666074,6.422386265244562e-07,0.0014787829970395495,0.01736972459869341,0.018849149834359483
2013,1.1015342952652594,1.041362279653549,1.1496565222740174,0.0011553605843401286,6.422386942051335e-07,0.0011547183456459234,0.017044765656330355,0.018200126240670484
2014,1.131174651878994,1.0769057273864746,1.174022912979126,0.000912100308783633,6.422387851205032e-07,0.0009114580699985124,0.016098167936967406,0.01701026824575104
2015,1.1514361489407408,1.1036240100860595,1.1892493665218353,0.0007090233483995855,6.422388503189361e-07,0.0007083811095492666,0.015511875683510869,0.016220899031910454
2016,1.1791586247017949,1.1454418182373047,1.2072275042533875,0.00038097304852803435,6.422388524885761e-07,0.00038033080967554575,0.014878412299617895,0.015259385348145929
2017,1.1997525951059136,1.1766040325164795,1.2198956191539765,0.00017568070447084608,4.82920760475044e-07,0.000175197783710371,0.013544789987212905,0.01372047069168375
2018,1.219204242126435,1.2047902345657349,1.231519478559494,6.526083535715715e-05,2.662502222635005e-07,6.499458513489364e-05,0.01223196253557503,0.012297223370932187
2019,1.2391345635883562,1.2313706696033477,1.2451956272125244,1.7486923212821117e-05,8.574910329236631e-08,1.740117410952875e-05,0.009001140691395109,0.00901862761460793
2020,1.2597156709554795,1.25223069190979,1.2685257375240326,2.410440380827161e-05,9.62392923559051e-09,2.4094779879036018e-05,0.0,2.410440380827161e-05
2021,1.2814817096017466,1.2683557093143463,1.2980797290802002,8.32734593721448e-05,9.664275646684756e-08,8.317681661567796e-05,0.00908364578947309,0.009166919248845235
2022,1.3076923712672677,1.2875117897987365,1.3318604946136474,0.00018863037015019445,4.049406733606373e-07,0.0001882254294768338,0.012700619193990388,0.012889249564140582
2023,1.3364642447192991,1.3076653480529785,1.3695888698101044,0.00035520399409638974,8.361514995810774e-07,0.0003543678425968086,0.01426226180576639,0.01461746579986278
2024,1.3659593114410056,1.327364844083786,1.4108117699623108,0.0006265591381767252,1.6857872048259198e-06,0.0006248733509718993,0.015250548290479893,0.01587710742865662
2025,1.3953966172954997,1.3459002792835235,1.4518886566162108,0.0010341438461336323,3.0408064929611922e-06,0.0010311030396406712,0.016281219589694942,0.017315363435828575
2026,1.4206307992972278,1.3613187193870544,1.4890454173088075,0.0015244754077930547,5.143169211285801e-06,0.0015193322385817691,0.016013061958745894,0.017537537366538947
2027,1.4424946723483407,1.37421972155571,1.522117120027542,0.002086690382303946,8.32094264736799e-06,0.0020783694396565777,0.016589665114332526,0.018676355496636474
2028,1.4630488941472002,1.3854452610015868,1.5539333105087278,0.0027358430037682365,1.3728633059965712e-05,0.0027221143707082712,0.017105659315399844,0.01984150231916808
2029,1.4841843222155588,1.396829867362976,1.5874866008758544,0.0034783012442477783,2.40025249423051e-05,0.0034542987193054734,0.017789222925238088,0.021267524169485866
