year,feature,axis,V_shap
2026,deep_ocean_efficacy,climate,7.753424046378727e-10
2026,iirf_0[CO2],climate,1.6855683118756444e-09
2026,iirf_uptake[CO2],climate,4.825849999599685e-09
2026,iirf_temperature[CO2],climate,1.0012259523838163e-10
2026,iirf_airborne[CO2],climate,5.003677357739779e-11
2026,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2026,erfari_radiative_efficiency[OC],climate,0.0
2026,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2026,erfari_radiative_efficiency[NOx],climate,0.0
2026,erfari_radiative_efficiency[VOC],climate,0.0
2026,erfari_radiative_efficiency[NH3],climate,0.0
2026,aci_shape[Sulfur],climate,0.0
2026,aci_shape[BC],climate,0.0
2026,aci_shape[OC],climate,0.0
2026,aci_scale,climate,0.0
2026,forcing_scale[CH4],climate,0.0
2026,forcing_scale[N2O],climate,0.0
2026,sigma_eta,climate,0.0
2026,sigma_xi,climate,1.5402456371310887e-12
2026,thermal_alpha,brick,1.600581583173551e-09
2026,thermal_s0,brick,1.2121747694169364e-09
2026,glaciers_beta0,brick,3.008959293575929e-11
2026,glaciers_v0,brick,0.0
2026,glaciers_s0,brick,0.0
2026,glaciers_n,brick,0.0
2026,greenland_a,brick,0.0
2026,greenland_b,brick,0.0
2026,greenland_alpha,brick,0.0
2026,greenland_beta,brick,0.0
2026,greenland_v0,brick,0.0
2026,antarctic_alpha,brick,0.0
2026,antarctic_gamma,brick,0.0
2026,antarctic_mu,brick,0.0
2026,antarctic_nu,brick,0.0
2026,antarctic_kappa,brick,0.0
2026,antarctic_precip0,brick,0.0
2026,antarctic_flow0,brick,0.0
2026,antarctic_temp_threshold,brick,0.0
2026,anto_alpha,brick,0.0
2026,anto_beta,brick,0.0
2027,year,year,6.746108385510041e-08
2027,cum_co2_2030,emissions,6.463858896891221e-13
2027,cum_co2_2100,emissions,1.286743942445702e-11
2027,cum_co2_2300,emissions,2.4166658864272248e-12
2027,peak_co2_emissions,emissions,4.778335076100833e-13
2027,peak_co2_year,emissions,6.675068500796848e-14
2027,slope_co2_2050_2100,emissions,0.0
2027,frac_negative_post_2050,emissions,0.0
2027,cum_ch4_2100,emissions,0.0
2027,forcing_4co2,climate,4.2680446129321035e-09
2027,ocean_heat_capacity[0],climate,0.0
2027,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2027,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2027,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2027,ocean_heat_transfer[1],climate,0.0
2027,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2027,deep_ocean_efficacy,climate,7.753424046378727e-10
2027,iirf_0[CO2],climate,1.6855683118756444e-09
2027,iirf_uptake[CO2],climate,4.825849999599685e-09
2027,iirf_temperature[CO2],climate,1.0012259523838163e-10
2027,iirf_airborne[CO2],climate,5.003677357739779e-11
2027,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2027,erfari_radiative_efficiency[OC],climate,0.0
2027,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2027,erfari_radiative_efficiency[NOx],climate,0.0
2027,erfari_radiative_efficiency[VOC],climate,0.0
2027,erfari_radiative_efficiency[NH3],climate,0.0
2027,aci_shape[Sulfur],climate,0.0
2027,aci_shape[BC],climate,0.0
2027,aci_shape[OC],climate,0.0
2027,aci_scale,climate,0.0
2027,forcing_scale[CH4],climate,0.0
2027,forcing_scale[N2O],climate,0.0
2027,sigma_eta,climate,0.0
2027,sigma_xi,climate,1.5402456371310887e-12
2027,thermal_alpha,brick,1.600581583173551e-09
2027,thermal_s0,brick,1.2121747694169364e-09
2027,glaciers_beta0,brick,3.008959293575929e-11
2027,glaciers_v0,brick,0.0
2027,glaciers_s0,brick,0.0
2027,glaciers_n,brick,0.0
2027,greenland_a,brick,0.0
2027,greenland_b,brick,0.0
2027,greenland_alpha,brick,0.0
2027,greenland_beta,brick,0.0
2027,greenland_v0,brick,0.0
2027,antarctic_alpha,brick,0.0
2027,antarctic_gamma,brick,0.0
2027,antarctic_mu,brick,0.0
2027,antarctic_nu,brick,0.0
2027,antarctic_kappa,brick,0.0
2027,antarctic_precip0,brick,0.0
2027,antarctic_flow0,brick,0.0
2027,antarctic_temp_threshold,brick,0.0
2027,anto_alpha,brick,0.0
2027,anto_beta,brick,0.0
2028,year,year,6.746108385510041e-08
2028,cum_co2_2030,emissions,6.463858896891221e-13
2028,cum_co2_2100,emissions,1.286743942445702e-11
2028,cum_co2_2300,emissions,2.4166658864272248e-12
2028,peak_co2_emissions,emissions,4.778335076100833e-13
2028,peak_co2_year,emissions,6.675068500796848e-14
2028,slope_co2_2050_2100,emissions,0.0
2028,frac_negative_post_2050,emissions,0.0
2028,cum_ch4_2100,emissions,0.0
2028,forcing_4co2,climate,4.2680446129321035e-09
2028,ocean_heat_capacity[0],climate,0.0
2028,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2028,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2028,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2028,ocean_heat_transfer[1],climate,0.0
2028,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2028,deep_ocean_efficacy,climate,7.753424046378727e-10
2028,iirf_0[CO2],climate,1.6855683118756444e-09
2028,iirf_uptake[CO2],climate,4.825849999599685e-09
2028,iirf_temperature[CO2],climate,1.0012259523838163e-10
2028,iirf_airborne[CO2],climate,5.003677357739779e-11
2028,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2028,erfari_radiative_efficiency[OC],climate,0.0
2028,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2028,erfari_radiative_efficiency[NOx],climate,0.0
2028,erfari_radiative_efficiency[VOC],climate,0.0
2028,erfari_radiative_efficiency[NH3],climate,0.0
2028,aci_shape[Sulfur],climate,0.0
2028,aci_shape[BC],climate,0.0
2028,aci_shape[OC],climate,0.0
2028,aci_scale,climate,0.0
2028,forcing_scale[CH4],climate,0.0
2028,forcing_scale[N2O],climate,0.0
2028,sigma_eta,climate,0.0
2028,sigma_xi,climate,1.5402456371310887e-12
2028,thermal_alpha,brick,1.600581583173551e-09
2028,thermal_s0,brick,1.2121747694169364e-09
2028,glaciers_beta0,brick,3.008959293575929e-11
2028,glaciers_v0,brick,0.0
2028,glaciers_s0,brick,0.0
2028,glaciers_n,brick,0.0
2028,greenland_a,brick,0.0
2028,greenland_b,brick,0.0
2028,greenland_alpha,brick,0.0
2028,greenland_beta,brick,0.0
2028,greenland_v0,brick,0.0
2028,antarctic_alpha,brick,0.0
2028,antarctic_gamma,brick,0.0
2028,antarctic_mu,brick,0.0
2028,antarctic_nu,brick,0.0
2028,antarctic_kappa,brick,0.0
2028,antarctic_precip0,brick,0.0
2028,antarctic_flow0,brick,0.0
2028,antarctic_temp_threshold,brick,0.0
2028,anto_alpha,brick,0.0
2028,anto_beta,brick,0.0
2029,year,year,6.746108385510041e-08
2029,cum_co2_2030,emissions,6.463858896891221e-13
2029,cum_co2_2100,emissions,1.286743942445702e-11
2029,cum_co2_2300,emissions,2.4166658864272248e-12
2029,peak_co2_emissions,emissions,4.778335076100833e-13
2029,peak_co2_year,emissions,6.675068500796848e-14
2029,slope_co2_2050_2100,emissions,0.0
2029,frac_negative_post_2050,emissions,0.0
2029,cum_ch4_2100,emissions,0.0
2029,forcing_4co2,climate,4.2680446129321035e-09
2029,ocean_heat_capacity[0],climate,0.0
2029,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2029,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2029,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2029,ocean_heat_transfer[1],climate,0.0
2029,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2029,deep_ocean_efficacy,climate,7.753424046378727e-10
2029,iirf_0[CO2],climate,1.6855683118756444e-09
2029,iirf_uptake[CO2],climate,4.825849999599685e-09
2029,iirf_temperature[CO2],climate,1.0012259523838163e-10
2029,iirf_airborne[CO2],climate,5.003677357739779e-11
2029,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2029,erfari_radiative_efficiency[OC],climate,0.0
2029,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2029,erfari_radiative_efficiency[NOx],climate,0.0
2029,erfari_radiative_efficiency[VOC],climate,0.0
2029,erfari_radiative_efficiency[NH3],climate,0.0
2029,aci_shape[Sulfur],climate,0.0
2029,aci_shape[BC],climate,0.0
2029,aci_shape[OC],climate,0.0
2029,aci_scale,climate,0.0
2029,forcing_scale[CH4],climate,0.0
2029,forcing_scale[N2O],climate,0.0
2029,sigma_eta,climate,0.0
2029,sigma_xi,climate,1.5402456371310887e-12
2029,thermal_alpha,brick,1.600581583173551e-09
2029,thermal_s0,brick,1.2121747694169364e-09
2029,glaciers_beta0,brick,3.008959293575929e-11
2029,glaciers_v0,brick,0.0
2029,glaciers_s0,brick,0.0
2029,glaciers_n,brick,0.0
2029,greenland_a,brick,0.0
2029,greenland_b,brick,0.0
2029,greenland_alpha,brick,0.0
2029,greenland_beta,brick,0.0
2029,greenland_v0,brick,0.0
2029,antarctic_alpha,brick,0.0
2029,antarctic_gamma,brick,0.0
2029,antarctic_mu,brick,0.0
2029,antarctic_nu,brick,0.0
2029,antarctic_kappa,brick,0.0
2029,antarctic_precip0,brick,0.0
2029,antarctic_flow0,brick,0.0
2029,antarctic_temp_threshold,brick,0.0
2029,anto_alpha,brick,0.0
2029,anto_beta,brick,0.0
2030,year,year,6.746108385510026e-08
2030,cum_co2_2030,emissions,6.463858896891221e-13
2030,cum_co2_2100,emissions,1.286743942445702e-11
2030,cum_co2_2300,emissions,2.4166658864272248e-12
2030,peak_co2_emissions,emissions,4.778335076100833e-13
2030,peak_co2_year,emissions,6.675068500796848e-14
2030,slope_co2_2050_2100,emissions,0.0
2030,frac_negative_post_2050,emissions,0.0
2030,cum_ch4_2100,emissions,0.0
2030,forcing_4co2,climate,4.2680446129321035e-09
2030,ocean_heat_capacity[0],climate,0.0
2030,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2030,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2030,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2030,ocean_heat_transfer[1],climate,0.0
2030,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2030,deep_ocean_efficacy,climate,7.753424046378727e-10
2030,iirf_0[CO2],climate,1.6855683118756444e-09
2030,iirf_uptake[CO2],climate,4.825849999599685e-09
2030,iirf_temperature[CO2],climate,1.0012259523838163e-10
2030,iirf_airborne[CO2],climate,5.003677357739779e-11
2030,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2030,erfari_radiative_efficiency[OC],climate,0.0
2030,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2030,erfari_radiative_efficiency[NOx],climate,0.0
2030,erfari_radiative_efficiency[VOC],climate,0.0
2030,erfari_radiative_efficiency[NH3],climate,0.0
2030,aci_shape[Sulfur],climate,0.0
2030,aci_shape[BC],climate,0.0
2030,aci_shape[OC],climate,0.0
2030,aci_scale,climate,0.0
2030,forcing_scale[CH4],climate,0.0
2030,forcing_scale[N2O],climate,0.0
2030,sigma_eta,climate,0.0
2030,sigma_xi,climate,1.5402456371310887e-12
2030,thermal_alpha,brick,1.600581583173551e-09
2030,thermal_s0,brick,1.2121747694169364e-09
2030,glaciers_beta0,brick,3.008959293575929e-11
