year,V_total,V_emissions,V_climate,V_brick,V_seed,V_residual,R2_oof,S_emi,S_clim,S_brick,ST_emi,ST_clim,ST_brick
2135,6.374635602177322e-06,3.458695725918414e-08,2.4176644578054503e-06,1.2265983211060839e-06,0.0,1.1958653908084577e-06,0.7647049072599799,0.007095175073464738,0.4959601525071392,0.251624615829848,0.0070973504865908445,0.5496704171114166,0.36890761666711624
2136,6.459869783373914e-06,2.8943952255203638e-08,2.608142703101209e-06,1.6186420024406311e-06,0.0,6.382252511439609e-07,0.7575932755698599,0.005914226572981104,0.532931603286305,0.3307432053014342,0.006798089759427446,0.5621791404434162,0.3628267292938668
2137,6.590140602208417e-06,6.635620723399977e-08,2.2275720736813883e-06,1.6104574409255354e-06,0.0,1.1291999390539562e-06,0.7638055035135485,0.013182691565082623,0.44254180295113255,0.31994239284272463,0.0075312454820677934,0.5469931541648448,0.3696936298875906
2138,6.7625945265128015e-06,2.725998956393475e-08,2.6194017780182876e-06,1.5699274955161494e-06,0.0,1.028019627663901e-06,0.7755320639439116,0.0051977163849052386,0.4994465426453512,0.29934119554298544,0.007153755568680919,0.5502994663020573,0.3575747921644325
2139,6.880325231488559e-06,5.2719047998929045e-08,2.537098870225674e-06,1.6324055160685128e-06,0.0,1.0163442296442485e-06,0.7613837264498032,0.010063637883662428,0.48431155861386027,0.3116129485748742,0.007140399356204896,0.5560069420211619,0.358273685667743
2140,7.036796987426143e-06,2.8637965354918534e-08,2.6345916112378645e-06,1.7255799486015286e-06,0.0,8.162947129347779e-07,0.7396979403313676,0.005501900450933543,0.5061553987600517,0.33151688605217383,0.007403279476389988,0.5575823725705669,0.3661860255094627
2141,7.176024376917039e-06,-3.4307143240682106e-09,2.593064399596873e-06,1.899735682571675e-06,0.0,8.922975914452841e-07,0.7499510420562191,-0.0006374817226744505,0.48183293749174855,0.35300134641226283,0.007573760353315659,0.5673248870021592,0.3672938940346774
2142,7.31160964964978e-06,3.930019534200162e-08,2.905584081017293e-06,1.7847092321271327e-06,0.0,8.060303633989911e-07,0.7571005752680697,0.0070995060812569415,0.5248882778640918,0.32240435286642144,0.007669431501375609,0.5579134629529936,0.3593353205262751
2143,7.447606034090527e-06,1.550639201730413e-08,2.6298096955712427e-06,1.8296781401725486e-06,0.0,1.1971148889925671e-06,0.7616016597535182,0.002733796494059507,0.46363877024220057,0.3225745666225361,0.007417317548884343,0.5558875756277526,0.3641354418209188
2144,7.5878932083662085e-06,5.5884778880408596e-08,2.9677507619471986e-06,2.1032008369920853e-06,0.0,4.73831117167462e-07,0.7381057351745552,0.00997823543897722,0.5298923324056404,0.3755268169150451,0.0077860747682049055,0.5580233840244596,0.34716149071078223
2145,7.707881368640136e-06,1.9041885987554068e-08,2.6944827216504045e-06,1.095312149618068e-06,0.0,1.8969653882855895e-06,0.7402555738280989,0.0033372846624962218,0.4722355687982998,0.1919646215692775,0.008269986250430204,0.5525388430861707,0.36346634919886545
2146,7.893089896147826e-06,3.05427754012024e-08,2.9902460086064966e-06,1.7432111290511544e-06,0.0,1.1928570830155677e-06,0.7546926583189719,0.005127330641197218,0.5019838499693838,0.2926394120590663,0.007900858055345312,0.5595103498271811,0.37151303813969605
2147,8.028176441505908e-06,3.2163502360870925e-08,2.6748743959045325e-06,1.6559345493169758e-06,0.0,1.6205187161994025e-06,0.7453113677032503,0.005375373921425237,0.4470424243451069,0.2767505631729496,0.007823910212112373,0.5600033711933324,0.3784229893115363
2148,8.192337552308298e-06,3.442427601718355e-08,2.8161779103972804e-06,1.7213836914557967e-06,0.0,1.4978685936914997e-06,0.7409185025404013,0.005671351130157534,0.46396135584329484,0.2835955457450841,0.007551610234877364,0.5577785854293773,0.3702735181212395
2149,8.316311001122036e-06,4.4538587170154245e-08,3.1268465435910763e-06,1.9050720536011254e-06,0.0,1.2195889321268479e-06,0.7570719896886662,0.007074056693058313,0.49663653755679066,0.3025822902744922,0.008363996372523693,0.5620877611164483,0.37503539950755194
2150,8.505607217727293e-06,1.146686487991721e-08,2.644221773228377e-06,1.737598945559929e-06,0.0,1.8390481187307024e-06,0.7327326013138205,0.0018398984630278229,0.4242746057807146,0.2788038110480954,0.008222229942458838,0.5825211781408941,0.36590852432054405
