emissions,climate,brick,year
0.0038525554095559045,0.9296335449550133,0.0665138996354308,2084
0.003771466988845759,0.9273592017569808,0.06886933125417356,2085
0.0037390386207075874,0.9237528985941087,0.07250806278518364,2086
0.004099536182249845,0.9285013142294841,0.067399149588266,2087
0.0044186516892339945,0.9277410724435596,0.0678402758672063,2088
0.004303370068201273,0.9323723658065346,0.06332426412526408,2089
0.0050290917090918255,0.9299013361946995,0.06506957209620864,2090
0.0052276279723446764,0.932908926273442,0.06186344575421329,2091
0.005971417663022596,0.9214315414701001,0.07259704086687722,2092
0.005442555762500536,0.9276952406276179,0.06686220360988152,2093
0.005830936850923356,0.9395516685604561,0.05461739458862046,2094
0.005868965186592695,0.9316894969697683,0.062441537843638935,2095
0.005839292891190457,0.9310804870093443,0.0630802200994651,2096
0.006311645730895957,0.9271097791705675,0.06657857509853662,2097
0.0065075449969815595,0.9311775788676246,0.062314876135393896,2098
0.007006190069592486,0.9345346379505521,0.05845917197985537,2099
0.006781872781349157,0.9338475599100955,0.05937056730855538,2100
0.006980376197623329,0.93260032715026,0.0604192966521166,2101
0.007772242242895653,0.9333976458665599,0.05883011189054436,2102
0.00709266430001701,0.9344000291276945,0.05850730657228864,2103
0.008048209847710859,0.933389604403615,0.05856218574867416,2104
0.008743404441203353,0.9359462767218243,0.05531031883697243,2105
0.00814206108288175,0.9336426650758683,0.05821527384124989,2106
0.009183377408163914,0.9375715794460253,0.053245043145810855,2107
0.00943137528102942,0.9300575242084481,0.06051110051052233,2108
0.010094883967920246,0.9347100119778443,0.05519510405423555,2109
0.0100402891927922,0.9335398995480522,0.05641981125915561,2110
0.011029963686061328,0.937053726284457,0.0519163100294816,2111
0.009513470732492629,0.9420017354449768,0.048484793822530584,2112
0.01058555422544007,0.9302384597018054,0.05917598607275454,2113
0.011044739180887803,0.9345294479650196,0.05442581285409259,2114
0.010389707168118791,0.9272154717149622,0.06239482111691898,2115
0.010683542087500974,0.9352240082354922,0.054092449677006764,2116
0.010670605347191902,0.9318859906588475,0.057443403993960696,2117
0.010487533718676953,0.9310851700034276,0.05842729627789532,2118
0.012587869285092458,0.9285416312978848,0.05887049941702284,2119
0.011603042830685148,0.9303543648465168,0.05804259232279807,2120
0.011121886464436471,0.9298231325062698,0.05905498102929389,2121
0.012970933351730855,0.9331726478032824,0.05385641884498677,2122
0.01257587629704936,0.9301954619354627,0.05722866176748815,2123
0.012394803864017465,0.9314318415756306,0.05617335456035204,2124
0.01273035043767953,0.9319036040059575,0.055366045556362875,2125
0.012301487568881766,0.928652850549389,0.05904566188172927,2126
0.012968183818241167,0.9236004458450864,0.06343137033667234,2127
0.012843796686864292,0.9311896505376293,0.05596655277550644,2128
0.013039234456110141,0.9309068107721685,0.056053954771721315,2129
0.014120880999060547,0.9252416337484364,0.06063748525250307,2130
0.012943040205404675,0.9255035493870906,0.0615534104075047,2131
0.01456007104593017,0.9285878130554189,0.05685211589865089,2132
0.014183970408347827,0.9291865642573623,0.0566294653342898,2133
0.013971815448085179,0.9251533803937099,0.06087480415820486,2134
0.014040653379940204,0.9280954953414375,0.057863851278622154,2135
0.01459788820132083,0.9223884871180267,0.06301362468065239,2136
0.01591555174748833,0.9210046789684166,0.06307976928409495,2137
0.014977069484138947,0.9239050686219902,0.06111786189387086,2138
0.014805742339675658,0.921598656474186,0.06359560118613826,2139
0.016337089265833077,0.9258941297965819,0.05776878093758502,2140
0.0165427620700872,0.9215563898109564,0.06190084811895647,2141
0.017271435840936572,0.9288658125646567,0.05386275159440672,2142
0.01782757052804049,0.9257182581707007,0.05645417130125884,2143
0.017334648741235692,0.9175626227282687,0.06510272853049567,2144
0.017767724323960076,0.9175804290622231,0.06465184661381679,2145
0.01879093516358935,0.9176248199075896,0.0635842449288211,2146
0.019299327632677013,0.9196631882420503,0.06103748412527273,2147
0.018786074004098433,0.9179831093009658,0.0632308166949357,2148
0.01944566579218353,0.9177804235514181,0.06277391065639844,2149
0.019940236339146114,0.914275727558041,0.06578403610281282,2150
