year,V_total,V_emissions,V_climate,V_internal,V_brick,mean,f_emissions,f_climate,f_internal,f_brick,p5,p50,p95
2097,309.5203495310345,91.91389999784866,176.89841647882392,2.5694322792642907,38.138600775097686,86.41615433067228,0.29695591949644257,0.5715243496812055,0.008301335544358652,0.12321839527799339,45.6487307720742,90.81895390410708,106.47991461211554
2098,318.1244769376808,95.81051517765682,181.1555270252107,2.609878296596696,38.54855643821656,87.91107157345128,0.301173037987975,0.5694485654453375,0.008203953124637937,0.12117444344204942,46.85541083812192,92.33519769245078,108.24316772855683
2099,326.9530352488046,99.8283099535224,185.4864566769269,2.6368964273740194,39.00137219098129,89.3984845470877,0.30532920386426476,0.5673183505874949,0.008065061776739265,0.11928738377150114,48.070322079311715,93.86605975655871,110.01249405715083
2100,335.61865794228726,103.88562224032948,189.67176931418555,2.644883912410154,39.41638247536208,90.90990434228769,0.3095347048857861,0.5651407179716491,0.007880622396341764,0.11744395474622299,49.31026327592906,95.39485938023313,111.81405623039512
2101,344.6869038684729,108.1529349185426,193.9609542318234,2.678182812427627,39.89483190567924,92.3855489134545,0.31377152338753217,0.56271634360044,0.00776990011041899,0.11574223290160883,50.0710394553384,96.87421252409729,113.5979629991589
2102,353.99541729595,112.5435305758724,198.37144318937604,2.681852567505686,40.39859096319589,93.90582078505065,0.31792369357647043,0.5603785628205803,0.007575952784901684,0.11412179081804764,51.48570725969566,98.41210941369208,115.44225518466604
2103,363.75916537734724,117.10804526451507,202.9800331541759,2.700852810913518,40.9702341477427,95.4021129265625,0.3219384043369258,0.5580066496568235,0.007424837826730155,0.11263010817952047,52.7423257897091,99.90764358789272,117.25398660406569
2104,373.4806999546681,121.69402076472423,207.6006686660889,2.7497328761503455,41.436277647704614,96.87626399297409,0.32583750854996,0.5558538063447102,0.007362449723597763,0.11094623538173194,53.78369496362171,101.38909148558052,119.01031997171174
2105,383.3213125246565,126.38370045561909,212.32556498773576,2.7391247219645534,41.87292235933706,98.39335250554052,0.329706949042886,0.5539101480930004,0.0071457668344187455,0.10923713602969481,55.04551916521826,102.9492950423279,120.83895643090133
2106,392.96113262288816,131.07385401457466,216.89146138500655,2.767458283521767,42.2283589397852,99.88919161357578,0.3335542452753512,0.5519412567276727,0.0070425750889149775,0.10746192290806116,56.157614668788725,104.48127945742446,122.60831254789947
2107,402.70127394120055,135.92215648666314,221.3378527398511,2.779815798777665,42.661448915908636,101.37511168240377,0.33752601564034157,0.5496328595478176,0.006902922783362123,0.10593820202847867,57.3860232083897,105.96903415748046,124.42018085795927
2108,413.6529253572854,141.02248715908428,226.6224227079062,2.838049033334726,43.16996645696026,102.88425252701659,0.3409198352393582,0.5478564487659916,0.006860942735708713,0.10436277325894157,58.56989841078205,107.50505808596071,126.23719633014228
2109,423.69474819579534,146.03632218915578,231.17372587333676,2.889877547575839,43.59482258572693,104.33351190133402,0.3446734301310488,0.5456138572822434,0.006820659354126301,0.10289205323258137,59.56727829670803,108.95525306303071,127.99429392099033
2110,434.2280872829093,151.29844329827995,235.939729779246,2.9139557024222174,44.07595850296108,105.81494720806457,0.3484308079769737,0.5433543722507429,0.006710656882321179,0.10150416288996203,60.394805869025404,110.4556029678402,129.7885281650897
2111,445.48159742845854,156.81783381476092,241.08045913975022,2.922104373104678,44.661200100842734,107.29353028094481,0.35201865738111626,0.5411681661630617,0.006559427796731713,0.10025374865909031,61.54975687223908,111.97134999485625,131.5833846608397
2112,456.7004171515218,162.34610768289093,246.1230644548246,3.014489249130572,45.21675576467569,108.80037083452824,0.3554761537014943,0.5389157863921266,0.006600583524605014,0.09900747638177414,62.415613806259145,113.50673595725917,133.43333218246565
2113,468.08337666473193,168.02795026374258,251.24726411596626,3.0441066334442657,45.764055651578865,110.32493045187128,0.3589701293410678,0.5367575022770439,0.006503342748752705,0.09776902563313565,63.84547068737607,115.07834623804008,135.33637590186274
2114,479.3674013311848,173.7404323825505,256.2777623352132,3.0785421733686014,46.27066444005253,111.78477159114692,0.3624368947493718,0.5346165834880297,0.006422093293827674,0.09652442846877088,64.91401062852592,116.52945491817522,137.11564608139733
2115,491.106004546319,179.55614565991414,261.6748194682191,3.108998531535189,46.766040886650615,113.26132316409327,0.36561586296585213,0.532827570923212,0.006330605821867856,0.09522596028906798,65.85155939266701,118.02012153875921,138.90811724329103
2116,502.28504049604203,185.39876333190244,266.4532685854053,3.156055126784211,47.27695345195008,114.70562777457367,0.36911066104777485,0.5304821905949335,0.006283394631198618,0.09412375372609294,66.77851676830048,119.44168362250984,140.65949035096932
2117,514.7274910162173,191.72949781899302,271.89248299810123,3.2032121118296355,47.90229808729335,116.17240624251562,0.37248738636528794,0.5282260764065831,0.006223122269039081,0.09306341495908971,67.94801949602216,120.9227861294604,142.4503556556797
2118,527.3507270739466,198.12452760758146,277.42281906502643,3.2636575329088693,48.539722868429784,117.62379024605958,0.3756978372000991,0.5260689040941161,0.006188779810767626,0.09204447889501707,68.69984896751384,122.37390741280723,144.26453308047684
2119,539.5398099587989,204.52956975929183,282.62039181917885,3.2797534642720247,49.11009491605615,119.09728556915539,0.37908151721911015,0.5238174952108923,0.006078797900978758,0.0910221896690188,69.80889783824537,123.84724786779985,146.11749196944905
2120,552.1764203937697,211.18967769930603,287.9318084281285,3.314412875288853,49.74052139104634,120.56102212557428,0.3824677583093856,0.5214489387699636,0.006002452754004361,0.09008085016664644,70.59386326432791,125.32474512281614,147.88408509797446
2121,565.5910078862727,218.1616577723401,293.61589165430144,3.343761503354746,50.46969695627637,122.01274398858033,0.3857233490816166,0.519131116938374,0.005911977836866706,0.08923355614314268,71.52381305451595,126.81111604980964,149.65885626393833
2122,579.7981017198337,225.42921777545504,299.7171262948763,3.4150318439127934,51.236725805589586,123.48438918759942,0.3888064088288194,0.5169336108652934,0.005890036262248722,0.08836994404363861,72.22605964788715,128.32320822935378,151.52943878310288
2123,593.8944541632759,232.72330384455782,305.71020695018353,3.4943565575610926,51.96658681097347,124.98674887002187,0.3918597020280923,0.5147551131469843,0.005883800619900063,0.0875013842050234,73.09938436918037,129.86347041839213,153.3867575466611
2124,607.6481060955657,239.9090071740066,311.5539342269041,3.5508564731495174,52.63430822150541,126.46804078896281,0.39481569146251194,0.5127209829201798,0.005843606583365322,0.08661971903394286,74.24980972302043,131.35349608822466,155.21650981770358
2125,621.7304193932227,247.3739939587967,317.35973641016614,3.6273414671711914,53.36934755708877,127.94302127082533,0.39787983061890575,0.5104458886214592,0.005834267319124086,0.08584001344051098,75.18593789689024,132.84664425203266,157.06961583849696
2126,635.7556264285104,254.87370794645997,323.13983756458293,3.677701104116659,54.064379813350776,129.41938798407566,0.40089886326019025,0.5082768034313566,0.005784771618580729,0.0850395616898724,76.32274980294628,134.32968575502068,158.87650538704395
2127,650.3104052165643,262.6555981835606,329.13555683380196,3.7097843144430214,54.809465884758595,130.86655590859067,0.4038926581469842,0.5061206989671252,0.0057046362547552975,0.08428200663113505,77.14832670835895,135.79600479141288,160.65949475360546
2128,664.8142318931036,270.53963765974436,334.98222510605785,3.7096464669598124,55.58272266034159,132.33875734349706,0.40694020176036905,0.5038734266445729,0.005579974508662882,0.08360639708639513,77.83317496179879,137.27129375600398,162.51287825611644
2129,680.2643343670569,278.71268463623477,341.33944376826054,3.811798971413964,56.40040699114763,133.784451224633,0.4097123288045953,0.5017747168618731,0.005603408526423192,0.08290954580710842,78.3330865137186,138.74022197138092,164.38338849572216
2130,695.9355950529823,287.12781521713674,347.7490697891734,3.8461018495199135,57.21260819715222,135.23714054234875,0.4125781426588439,0.49968570692622627,0.005526519805654007,0.0822096306092758,79.341365329423,140.19805259892178,166.20400601317678
2131,711.8525227402865,295.67497450463827,354.30500526721374,3.846725382072362,58.02581758636222,136.69667195065392,0.4153598744953986,0.4977224831673161,0.005403823487573433,0.08151381884971202,80.19972490797477,141.68679007389463,168.0248648679017
2132,727.7241356406599,304.3573246683298,360.6547033725012,3.853807193510063,58.858300406318904,138.16396284294942,0.4182317306274107,0.49559260949205003,0.00529569792283627,0.08087996195770304,81.1353951775084,143.188290044099,169.83538760908652
2133,743.9999868413505,313.17189329822935,367.1934245130288,3.9363096672469835,59.698359362845395,139.61015461737648,0.420929971555241,0.49353955780556835,0.005290738893637046,0.08023973174555363,82.18966663003721,144.64027707616995,171.66004189892288
2134,760.6388673765118,322.2736356269365,373.7660708763446,3.9903715668930206,60.60878930633772,141.0351975101658,0.4236880988457469,0.4913843966000393,0.005246078971294284,0.07968142558291952,82.86810240859286,146.09262104966902,173.44529939706422
2135,777.1508055722242,331.41624290971083,380.16997800520375,4.063607649685844,61.50097700762371,142.49349516442604,0.42645036270107917,0.48918430667427626,0.00522885342271989,0.07913647720192467,83.66863593725793,147.5758612256383,175.30978531490885
2136,793.6495156657812,340.600905986121,386.58572824728583,4.116171238688135,62.346710193686285,143.93135481589636,0.4291578325986828,0.4870988019478404,0.0051863841121797165,0.07855698134129714,84.4875292548801,149.02797632717068,177.11557177163874
2137,810.5801666550151,350.02019412301064,393.1956507536001,4.126596708741373,63.237725069663064,145.36188865781082,0.43181440716397407,0.48507928879654555,0.005090917442219707,0.07801538659726077,85.12982548643951,150.47092324472393,178.86612311291694
2138,827.7222708405898,359.7356516972364,399.6312259131961,4.180562683372125,64.17483054678507,146.82136092317592,0.43460912478760344,0.4828083525013195,0.005050682856613938,0.07753183985446302,85.9311182293626,151.92908008249213,180.71544145198462
2139,845.8104100261842,369.85163439604315,406.55310876801315,4.26000934855817,65.14565751356972,148.21223054897828,0.437274866816304,0.480666948465942,0.005036600753620768,0.07702158396413325,86.78089921608843,153.35020716009979,182.4685491850601
2140,863.8851166330842,379.92469425661955,413.56496690771286,4.290960326978311,66.10449514177354,149.63402064948866,0.43978613237063563,0.4787268109439664,0.004967049720340072,0.076520006965058,87.39338225120466,154.78699627954265,184.31652611068012
2141,881.8123314473668,390.149251068176,420.25964545776276,4.357008584301833,67.04642633712618,151.0611294107114,0.44244023036942876,0.4765862649799506,0.004940970350403738,0.07603253430021693,88.13278845411442,156.1980598694877,186.19258542141483
2142,900.3868700429924,400.5631858838212,427.367624210326,4.436702847950165,68.01935710089506,152.4567852986878,0.4448789728183117,0.4746488853062903,0.00492755169534882,0.07554459018004918,88.76695217753473,157.59776451754092,187.9793825215351
2143,918.9011515616806,411.14019790781526,434.2913059273378,4.4803494133911475,68.98929831313639,153.91405461961733,0.4474259252032483,0.47262026518222977,0.004875768634936145,0.07507804097958574,89.6767036631475,159.05470986492963,189.8121269869848
