year,HadCRUT5_south,HadCRUT5_all,HadCRUT5_central,HadCRUT5_north,BerkeleyEarth_south,BerkeleyEarth_all,BerkeleyEarth_central,BerkeleyEarth_north,GISTEMP_south,GISTEMP_all,GISTEMP_central,GISTEMP_north
2011,1.452455561972,2.208652892802,2.349651455125,2.862479714021,0.922334470893,1.629563311287,1.620638925357,2.465786370237,1.718133770748,2.825772718565,2.822993998296,4.147059094679
2012,2.318324609120,2.725155573297,2.766174441904,3.106564684552,2.044186501991,2.159376214920,2.058912861728,2.437887954748,2.590970732073,3.256242803016,3.127771539235,4.250329036896
2013,1.970754511623,2.135721657872,2.258546530336,2.116410799564,1.615238262627,1.597611575793,1.537459989903,1.663050211532,2.189596612554,2.636207909722,2.610903473184,3.238032051059
2014,2.263557985018,2.691097273989,2.866908056796,2.907646527738,2.004387289557,2.392806692411,2.576274450208,2.579338200647,2.355825059196,3.109959323700,3.168292792586,3.935458227887
2015,0.673045619406,1.533758077309,1.656963100161,2.336084978109,0.048266430241,0.622399345813,0.562728098627,1.376853014026,0.371072573885,1.723267856283,1.669617787276,3.385210274238
2016,2.862350220498,3.945529442330,4.284293677460,4.707969973530,2.804147079759,3.259775430437,3.445631005798,3.521188806372,3.123108026284,4.143532312699,4.144668156032,5.354693721110
2017,1.884371121207,2.399386205284,2.532898537593,2.778719970073,1.659221114649,1.839567087647,1.896006418946,1.967209774030,2.182340704499,2.873223011240,2.826700839583,3.781499610715
2018,1.532106855260,2.114333535206,2.219651050039,2.612695111639,1.145085859183,1.515630152222,1.500271155130,1.968741183058,1.386445474897,2.345202160226,2.275494290554,3.577976383406
2019,2.637812372271,3.147770944023,3.205858566142,3.627072275126,2.518073204108,2.550116016702,2.408473483007,2.791244569080,3.120715023106,3.598240257115,3.440474079455,4.427375801267
2020,2.007637854543,2.498584612337,2.573778772571,2.931391269856,1.561544436502,1.686421404958,1.589426429191,1.971210161438,2.066524621155,2.848501843960,2.802568330726,3.857744982615
2021,2.675009796327,3.534702870874,3.762173605443,4.189371642727,2.429019667977,3.073221907640,3.258447015599,3.555333844944,3.120084793794,4.068407947358,4.018512864844,5.285597048478
2022,1.805604378167,2.353593485005,2.436497549229,2.842978393510,1.764473694117,1.944050764643,1.993794496898,2.080476079123,2.044462900676,2.824515581765,2.726456334998,3.908069804976
2023,1.894689728631,2.478661038049,2.434627924849,3.188864867818,1.418419811890,1.597674553535,1.310351606022,2.220969835876,1.979497126142,2.870664053718,2.631452907480,4.282730315148
2024,1.658204806925,2.536660799460,2.560658724709,3.499303565773,1.148138675285,1.667092096856,1.517859923890,2.486697306456,2.004376061551,3.233674486487,3.123525886955,4.858002561222
2025,,,,,,,,,3.157886283189,3.949361160248,3.865576072891,5.027645101868
