year,R19,SLOWP,FAST
1922,-0.038390000000,0.404016195917,0.073942771065
1923,-0.176370000000,0.875695264582,0.243488855834
1924,-0.235640000000,0.967986591531,0.266695433467
1925,-0.288380000000,0.353643206938,0.212445653570
1926,-0.215140000000,0.635832201556,0.769152211231
1927,-0.225350000000,0.606878646717,0.192437586060
1928,-0.181340000000,1.320280039147,0.495370994179
1929,-0.252780000000,0.617858493936,0.214876594317
1930,-0.302870000000,1.209539006970,0.177706031968
1931,-0.118650000000,1.250216795863,0.420129424271
1932,-0.119160000000,1.016744493080,0.283170833049
1933,-0.268610000000,0.698973011718,-0.130499825915
1934,-0.151320000000,1.309020493759,0.163041633899
1935,-0.206030000000,1.019465225630,0.215743435255
1936,0.014300000000,0.895693614358,0.319366372879
1937,0.160950000000,1.872705929411,0.447321833551
1938,0.121590000000,2.070976400203,0.544401506063
1939,0.078830000000,1.421521406515,0.388680457900
1940,0.205840000000,1.694772300835,0.999788755201
1941,0.062320000000,0.514217331027,0.998867929704
1942,0.216800000000,1.122621000228,0.775236663871
1943,0.580960000000,1.545133409048,0.558801335072
1944,0.049440000000,1.817150217623,0.630061974318
1945,-0.421320000000,1.332993302214,0.458488133390
1946,0.030750000000,0.981521095960,0.395126693786
1947,0.041650000000,1.801129454787,0.919131781664
1948,-0.106580000000,0.524223907525,0.297625250275
1949,-0.157270000000,0.848290348892,0.255989110393
1950,-0.010010000000,1.095120971362,0.067679667141
1951,0.182130000000,0.883618261590,0.421531199719
1952,0.194460000000,1.391279213929,0.572660324881
1953,0.073540000000,1.555793929079,0.739878063742
1954,0.092180000000,1.701699510945,0.261763090605
1955,0.477010000000,0.800639227672,0.173391793811
1956,0.473010000000,0.877605157885,-0.106465140851
1957,0.399660000000,0.792892900970,0.451964325946
1958,-0.055470000000,0.927138217070,0.815611209827
1959,-0.091510000000,1.218321445032,0.344071044552
1960,-0.128280000000,1.244116899292,0.646177757574
1961,0.318920000000,0.499522351565,0.209110507386
1962,-0.007140000000,1.152505589147,0.560568224446
1963,0.119380000000,0.340968596263,0.751817266700
1964,-0.085250000000,-0.038280451152,-0.063114908045
1965,0.098290000000,0.775217398905,0.288832668928
1966,0.121770000000,-0.002508892282,0.333041851164
1967,0.309090000000,0.814662507213,0.324281051551
1968,0.277230000000,0.107234391772,0.381819781569
1969,0.303930000000,0.799974274673,0.613848579205
1970,0.307140000000,0.484275379494,0.365767202783
1971,0.371700000000,0.654853554936,0.016661226575
1972,0.380360000000,0.354909309109,-0.364852029999
1973,0.339600000000,0.915994374092,0.375299906355
1974,0.454730000000,0.367512161055,0.087968247015
1975,0.350370000000,0.473657095782,0.043586037375
1976,0.094650000000,0.935222658377,0.088464758171
1977,0.519560000000,0.758975280083,0.905166864288
1978,0.389930000000,0.387026930006,0.572192199854
1979,0.411370000000,-0.230175032118,0.790939593972
1980,0.721560000000,0.905714620864,0.841388838463
1981,0.649550000000,1.648548457321,1.248959875980
1982,0.342610000000,0.139202621166,0.228439212277
1983,0.490210000000,0.744460506365,0.436392980349
1984,0.549640000000,1.029201301609,0.320736181128
1985,0.652500000000,1.023439802045,0.687018713312
1986,0.444220000000,0.246752738736,0.500339226237
1987,0.425910000000,0.260869149680,0.919900464575
1988,0.512470000000,1.310121925833,0.900787024822
1989,0.455450000000,0.705306576272,0.527677059516
1990,0.595000000000,1.355664008159,0.567666984242
1991,0.736910000000,1.196562282910,0.701511446856
1992,0.464520000000,0.684620066721,0.286223487765
1993,0.329370000000,1.368325619130,0.836901673426
1994,0.357280000000,1.087913821546,0.792488776919
1995,0.308760000000,1.831315217321,0.930847833538
1996,0.701310000000,1.694578685987,0.726271866519
1997,0.462230000000,1.095137179419,1.080862843395
1998,0.526380000000,2.073052427050,1.504850030029
1999,0.299560000000,1.495850561378,0.964155533934
2000,0.357280000000,1.675860256513,1.087076535974
2001,0.598990000000,1.745196933700,1.283986192206
2002,0.718520000000,1.894289569617,1.323327815716
2003,0.572550000000,1.705526786110,1.393256911591
2004,0.475230000000,0.899493476690,1.314691862173
2005,0.552060000000,2.466935001193,1.471177233788
2006,0.451350000000,3.029541817645,1.542115683703
2007,0.617700000000,2.632937258295,1.271627790866
2008,0.391160000000,2.345680458551,0.965701984969
2009,0.673190000000,2.341313524071,1.296476299540
2010,0.570850000000,3.249414887550,1.795429144745
2011,0.649310000000,3.173348091730,1.161978276816
2012,0.484270000000,3.268130151928,0.904071437066
2013,0.707460000000,1.955545455422,1.367664290535
2014,0.466950000000,2.497542270407,1.600471419424
2015,0.327760000000,2.819510578259,1.620406498677
2016,0.557830000000,3.995940063274,2.219440203754
2017,0.707970000000,2.774802749142,1.754979394329
2018,0.838970000000,2.614338183255,1.528321379073
2019,0.746360000000,3.176160440223,1.958657990205
2020,0.791230000000,3.283776766823,1.472202916866
2021,0.563220000000,3.136874007678,1.546698166053
2022,0.810190000000,3.005555776749,1.664234381484
2023,0.972700000000,3.577095639605,1.887486424005
2024,0.956610000000,3.646015180841,1.921074668262
