year,gmst_control_spliced,gmst_pathA_spliced,gmst_pathB_spliced
1803,0.044879869784702,0.044879869784702,0.044879869784702
1804,0.0516740493332742,0.0516740493332742,0.0516740493332742
1805,0.0575705538975815,0.0575705538975815,0.0575705538975815
1806,0.0573183215101108,0.0573183215101108,0.0573183215101108
1807,0.0583149221112625,0.0583149221112625,0.0583149221112625
1808,0.0549251751570968,0.0549251751570968,0.0549251751570968
1809,0.0452007201873596,0.0452007201873596,0.0452007201873596
1810,-0.2416861829299839,-0.2416861829299839,-0.2416861829299839
1811,-0.3370001865453553,-0.3370001865453553,-0.3370001865453553
1812,-0.2640021836525725,-0.2640021836525725,-0.2640021836525725
1813,-0.1720149932746233,-0.1720149932746233,-0.1720149932746233
1814,-0.1131386389034558,-0.1131386389034558,-0.1131386389034558
1815,-0.0709277025869198,-0.0709277025869198,-0.0709277025869198
1816,-0.5848108278893229,-0.5848108278893229,-0.5848108278893229
1817,-0.7607705245261867,-0.7607705245261867,-0.7607705245261867
1818,-0.6044862315283951,-0.6044862315283951,-0.6044862315283951
1819,-0.4274602546650943,-0.4274602546650943,-0.4274602546650943
1820,-0.2978147852087954,-0.2978147852087954,-0.2978147852087954
1821,-0.2243149012809658,-0.2243149012809658,-0.2243149012809658
1822,-0.1721516252903209,-0.1721516252903209,-0.1721516252903209
1823,-0.164099468089018,-0.164099468089018,-0.164099468089018
1824,-0.1446654056410131,-0.1446654056410131,-0.1446654056410131
1825,-0.1238841388997217,-0.1238841388997217,-0.1238841388997217
1826,-0.0975543467415484,-0.0975543467415484,-0.0975543467415484
1827,-0.073646308561461,-0.073646308561461,-0.073646308561461
1828,-0.0507695526902231,-0.0507695526902231,-0.0507695526902231
1829,-0.0345096941989261,-0.0345096941989261,-0.0345096941989261
1830,-0.0258592955989587,-0.0258592955989587,-0.0258592955989587
1831,-0.0169722239581756,-0.0169722239581756,-0.0169722239581756
1832,-0.3006231396690576,-0.3006231396690576,-0.3006231396690576
1833,-0.3932180335793807,-0.3932180335793807,-0.3932180335793807
1834,-0.3157019557365303,-0.3157019557365303,-0.3157019557365303
1835,-0.2273577721140705,-0.2273577721140705,-0.2273577721140705
1836,-0.2504477011590136,-0.2504477011590136,-0.2504477011590136
1837,-0.2265696995410646,-0.2265696995410646,-0.2265696995410646
1838,-0.1630282033699336,-0.1630282033699336,-0.1630282033699336
1839,-0.1151222164469811,-0.1151222164469811,-0.1151222164469811
1840,-0.0760722388568482,-0.0760722388568482,-0.0760722388568482
1841,-0.0505339409587468,-0.0505339409587468,-0.0505339409587468
1842,-0.0308581238138195,-0.0308581238138195,-0.0308581238138195
1843,-0.0270241066346967,-0.0270241066346967,-0.0270241066346967
1844,-0.0226049118531727,-0.0226049118531727,-0.0226049118531727
1845,-0.0455062647561746,-0.0455062647561746,-0.0455062647561746
1846,-0.0533290546146905,-0.0533290546146905,-0.0533290546146905
1847,-0.0384342386826983,-0.0384342386826983,-0.0384342386826983
1848,-0.0290985482239816,-0.0290985482239816,-0.0290985482239816
1849,-0.0218988439320699,-0.0218988439320699,-0.0218988439320699
1850,-0.0131368039892604,-0.0131368039892604,-0.0131368039892604
1851,-0.0019770789135537,-0.0019770789135537,-0.0019770789135537
1852,0.0091486069850741,0.0091486069850741,0.0091486069850741
1853,0.0120274773892785,0.0120274773892785,0.0120274773892785
1854,0.0176731976279545,0.0176731976279545,0.0176731976279545
1855,0.0094017428414502,0.0094017428414502,0.0094017428414502
1856,-0.0217672616455,-0.0217672616455,-0.0217672616455
1857,-0.0339507050145722,-0.0339507050145722,-0.0339507050145722
1858,-0.0251004578730497,-0.0251004578730497,-0.0251004578730497
1859,-0.0078077629514476,-0.0078077629514476,-0.0078077629514476
1860,0.0024929281337721,0.0024929281337721,0.0024929281337721
1861,0.0136193008060393,0.0136193008060393,0.0136193008060393
1862,0.0081334000894654,0.0081334000894654,0.0081334000894654
1863,0.0008156729554316,0.0008156729554316,0.0008156729554316
1864,-0.055045025166755,-0.055045025166755,-0.055045025166755
1865,-0.0705038374485849,-0.0705038374485849,-0.0705038374485849
1866,-0.0440234822673622,-0.0440234822673622,-0.0440234822673622
1867,-0.0222963504923587,-0.0222963504923587,-0.0222963504923587
1868,-0.0106647945263616,-0.0106647945263616,-0.0106647945263616
1869,-0.0038293862188919,-0.0038293862188919,-0.0038293862188919
1870,0.0119162331128589,0.0119162331128589,0.0119162331128589
1871,0.0195398747906966,0.0195398747906966,0.0195398747906966
1872,0.0277443828327451,0.0277443828327451,0.0277443828327451
1873,0.0361536327846402,0.0361536327846402,0.0361536327846402
1874,0.0244064866224767,0.0244064866224767,0.0244064866224767
1875,0.0278218874458915,0.0278218874458915,0.0278218874458915
1876,0.0303201721419788,0.0303201721419788,0.0303201721419788
1877,0.0343547873577621,0.0343547873577621,0.0343547873577621
1878,0.0292196779358792,0.0292196779358792,0.0292196779358792
1879,0.0330857207327234,0.0330857207327234,0.0330857207327234
1880,0.0277402685575568,0.0277402685575568,0.0277402685575568
1881,0.0340165033833926,0.0340165033833926,0.0340165033833926
1882,0.0356134252604953,0.0356134252604953,0.0356134252604953
1883,0.0392965162331948,0.0392965162331948,0.0392965162331948
1884,0.0045028182374622,0.0045028182374622,0.0045028182374622
1885,-0.1426256444530415,-0.1426256444530415,-0.1426256444530415
1886,-0.1441994411702638,-0.1441994411702638,-0.1441994411702638
1887,-0.0965823145478391,-0.0965823145478391,-0.0965823145478391
1888,-0.0583142966951954,-0.0583142966951954,-0.0583142966951954
1889,-0.0332980961042151,-0.0332980961042151,-0.0332980961042151
1890,-0.0047383622262842,-0.0047383622262842,-0.0047383622262842
1891,-0.0030628316938552,-0.0030628316938552,-0.0030628316938552
1892,-0.0134544671340828,-0.0134544671340828,-0.0134544671340828
1893,-0.0077803710150908,-0.0077803710150908,-0.0077803710150908
1894,0.0148582971567531,0.0148582971567531,0.0148582971567531
1895,0.0311014131591887,0.0311014131591887,0.0311014131591887
1896,0.0460433986512274,0.0460433986512274,0.0460433986512274
1897,0.0523264788424739,0.0523264788424739,0.0523264788424739
1898,0.0580772277239893,0.0580772277239893,0.0580772277239893
1899,0.0628137800841156,0.0628137800841156,0.0628137800841156
1900,0.0598934616715976,0.0598934616715976,0.0598934616715976
1901,0.0585854485849098,0.0585854485849098,0.0585854485849098
1902,0.0558837522050247,0.0558837522050247,0.0558837522050247
1903,0.0436883912282353,0.0436883912282353,0.0436883912282353
1904,-0.0200073872992461,-0.0200073872992461,-0.0200073872992461
1905,-0.0287842211934094,-0.0287842211934094,-0.0287842211934094
1906,0.0056028030649256,0.0056028030649256,0.0056028030649256
1907,0.0308720966971317,0.0308720966971317,0.0308720966971317
1908,0.0279716596179626,0.0279716596179626,0.0279716596179626
1909,0.0381501406130272,0.0381501406130272,0.0381501406130272
1910,0.0498556532433236,0.0498556532433236,0.0498556532433236
1911,0.0535589835495674,0.0535589835495674,0.0535589835495674
1912,0.0593208180743026,0.0593208180743026,0.0593208180743026
1913,0.0150939198929742,0.0150939198929742,0.0150939198929742
1914,-0.0031509111126779,-0.0031509111126779,-0.0031509111126779
1915,0.012464419148173,0.012464419148173,0.012464419148173
1916,0.0403862315210641,0.0403862315210641,0.0403862315210641
1917,0.0675162725552618,0.0675162725552618,0.0675162725552618
1918,0.0842418198380087,0.0842418198380087,0.0842418198380087
1919,0.0978401624457957,0.0978401624457957,0.0978401624457957
1920,0.1099635418260517,0.1099635418260517,0.1099635418260517
1921,0.1078647945257414,0.1078647945257414,0.1078647945257414
1922,0.1191224368719683,0.1191224368719683,0.1191224368719683
1923,0.1134994603859298,0.1134994603859298,0.1134994603859298
1924,0.1041918795256703,0.1041918795256703,0.1041918795256703
1925,0.1124796499805789,0.1124796499805789,0.1124796499805789
1926,0.1248772097813886,0.1248772097813886,0.1248772097813886
1927,0.1363048784507951,0.1363048784507951,0.1363048784507951
1928,0.148927880219608,0.148927880219608,0.148927880219608
1929,0.1509358327425652,0.1509358327425652,0.1509358327425652
1930,0.1342552827527966,0.1342552827527966,0.1342552827527966
1931,0.1422906629351624,0.1422906629351624,0.1422906629351624
1932,0.1582367381811071,0.1582367381811071,0.1582367381811071
1933,0.1552474860891959,0.1552474860891959,0.1552474860891959
1934,0.1601937224004457,0.1601937224004457,0.1601937224004457
1935,0.1732460765147781,0.1732460765147781,0.1732460765147781
1936,0.1842477657954846,0.1842477657954846,0.1842477657954846
1937,0.1985268480025238,0.1985268480025238,0.1985268480025238
1938,0.197526457401306,0.197526457401306,0.197526457401306
1939,0.2143886047325159,0.2143886047325159,0.2143886047325159
1940,0.2178114645777426,0.2178114645777426,0.2178114645777426
1941,0.219612725862355,0.219612725862355,0.219612725862355
1942,0.2177538286331824,0.2177538286331824,0.2177538286331824
1943,0.2118051975552363,0.2118051975552363,0.2118051975552363
1944,0.2103464025182064,0.2103464025182064,0.2103464025182064
1945,0.2140049740744845,0.2140049740744845,0.2140049740744845
1946,0.2296475767631501,0.2296475767631501,0.2296475767631501
1947,0.2385879976885978,0.2385879976885978,0.2385879976885978
1948,0.2519432370442294,0.2519432370442294,0.2519432370442294
1949,0.2592123996856531,0.2592123996856531,0.2592123996856531
1950,0.2607643350528095,0.2607643350528095,0.2607643350528095
1951,0.2580014504389877,0.2580014504389877,0.2580014504389877
1952,0.2593882655198637,0.2593882655198637,0.2593882655198637
1953,0.2624225150084853,0.2624225150084853,0.2624225150084853
1954,0.2591706515065945,0.2591706515065945,0.2591706515065945
1955,0.262261544025161,0.262261544025161,0.262261544025161
1956,0.2666269201718554,0.2666269201718554,0.2666269201718554
1957,0.2685476768096518,0.2685476768096518,0.2685476768096518
1958,0.2804488019315093,0.2804488019315093,0.2804488019315093
1959,0.2967948487525093,0.2967948487525093,0.2967948487525093
1960,0.3081659174677534,0.3081659174677534,0.3081659174677534
1961,0.3093676644601667,0.3093676644601667,0.3093676644601667
1962,0.2994359169107395,0.2994359169107395,0.2994359169107395
1963,0.2770783006085527,0.2770783006085527,0.2770783006085527
1964,0.191878210660169,0.191878210660169,0.191878210660169
1965,0.1621585040623268,0.1621585040623268,0.1621585040623268
1966,0.173201138013619,0.173201138013619,0.173201138013619
1967,0.2234614452810271,0.2234614452810271,0.2234614452810271
1968,0.2382703929069879,0.2382703929069879,0.2382703929069879
1969,0.266686815681296,0.266686815681296,0.266686815681296
1970,0.2934259494337374,0.2934259494337374,0.2934259494337374
1971,0.3122763202267712,0.3122763202267712,0.3122763202267712
1972,0.306028870725616,0.306028870725616,0.306028870725616
1973,0.3167133781978895,0.3167133781978895,0.3167133781978895
1974,0.3369412865714843,0.3369412865714843,0.3369412865714843
1975,0.3440242373106001,0.3440242373106001,0.3440242373106001
1976,0.3419343931653052,0.3419343931653052,0.3419343931653052
1977,0.355380494955295,0.355380494955295,0.355380494955295
1978,0.380846029979588,0.380846029979588,0.380846029979588
1979,0.410011809957645,0.410011809957645,0.410011809957645
1980,0.4459877600258453,0.4459877600258453,0.4459877600258453
1981,0.4647711474653637,0.4647711474653637,0.4647711474653637
1982,0.4822132598558078,0.4822132598558078,0.4822132598558078
1983,0.4644826046832645,0.4644826046832645,0.4644826046832645
1984,0.4330449689626374,0.4330449689626374,0.4330449689626374
1985,0.445726536770772,0.445726536770772,0.445726536770772
1986,0.4829636155059726,0.4829636155059726,0.4829636155059726
1987,0.5109044690382432,0.5109044690382432,0.5109044690382432
1988,0.5378589664656872,0.5378589664656872,0.5378589664656872
1989,0.5728210893926244,0.5728210893926244,0.5728210893926244
1990,0.6172413401272017,0.6172413401272017,0.6172413401272017
1991,0.6480920599899472,0.6480920599899472,0.6480920599899472
1992,0.6054709248449786,0.6054709248449786,0.6054709248449786
1993,0.4957932611949863,0.4957932611949863,0.4957932611949863
1994,0.5159107825733913,0.5159107825733913,0.5159107825733913
1995,0.5766612473873399,0.5766612473873399,0.5766612473873399
1996,0.6411345082576302,0.6411345082576302,0.6411345082576302
1997,0.6860734222790282,0.6860734222790282,0.6860734222790282
1998,0.7181171626962323,0.7181171626962323,0.7181171626962323
1999,0.7443055351790053,0.7443055351790053,0.7443055351790053
2000,0.78080095281422,0.78080095281422,0.78080095281422
2001,0.8277653991917374,0.8277653991917374,0.8277653991917374
2002,0.8625038868905944,0.8625038868905944,0.8625038868905944
2003,0.8825685123647669,0.8825685123647669,0.8825685123647669
2004,0.8931410769792334,0.8931410769792334,0.8931410769792334
2005,0.8998718941653809,0.8998718941653809,0.8998718941653809
2006,0.905903813233738,0.905903813233738,0.905903813233738
2007,0.9146854493265,0.9146854493265,0.9146854493265
2008,0.9219150757625192,0.9219150757625192,0.9219150757625192
2009,0.944300568261457,0.944300568261457,0.944300568261457
2010,0.9618227486686342,0.9618227486686342,0.9618227486686342
2011,0.9819605692158232,0.9819605692158232,0.9819605692158232
2012,1.0103928501951052,1.0103928501951052,1.0103928501951052
2013,1.0340522463545012,1.0340522463545012,1.0340522463545012
2014,1.0652103142894338,1.0652103142894338,1.0652103142894338
2015,1.0914259349003623,1.051461,1.109912
2016,1.1177753966933797,1.096041,1.087971
2017,1.1396678413328527,1.097072,1.293694
2018,1.176422340353671,1.11924,1.367946
2019,1.202374703044924,1.095554,1.427484
2020,1.224211941590695,1.108025,1.556826
2021,1.2542636608532196,1.245278,1.592206
2022,1.292002790518891,1.217646,1.641673
2023,1.3250028461664434,1.167796,1.609613
2024,1.3626028290328722,1.220104,1.613086
2025,1.3979057072285084,1.173075,1.755938
2026,1.428579911476496,1.354506,1.818439
2027,1.4535959455104546,1.424724,1.917747
2028,1.4787553161062734,1.502193,2.008927
2029,1.5066494161985142,1.514067,1.931909
2030,1.5358764167876693,1.40761,2.042577
2031,1.560813641692458,1.672303,2.025073
2032,1.5877368248242711,1.488664,1.934579
2033,1.6203891237979673,1.6496,2.179455
2034,1.660130536903219,1.676558,2.119095
2035,1.6983843427016336,1.731542,2.252741
2036,1.7379105519050024,1.90039,2.433862
2037,1.7789688529433705,1.759815,2.409336
2038,1.8180779499671589,1.899762,2.425863
2039,1.854563200681759,2.033478,2.55587
2040,1.887963715026139,1.971658,2.43675
2041,1.9189251631348991,2.037008,2.625154
2042,1.9488065929160123,2.05204,2.648017
2043,1.9872304964900644,2.101142,2.60242
2044,2.026055650660857,2.214974,2.769443
2045,2.061712474976564,2.258491,2.741957
2046,2.1092693975363828,2.265308,2.930406
2047,2.1579360685191724,2.328281,3.028949
2048,2.2112696171786164,2.403853,3.129805
2049,2.2547719890405253,2.261639,3.071886
2050,2.3004870210224966,2.462932,3.185325
2051,2.341150965199448,2.646123,3.218065
2052,2.382735667827081,2.573348,3.356827
2053,2.421752370768244,2.606745,3.335481
2054,2.462242550597805,2.674328,3.44657
2055,2.5011109630701687,2.667003,3.551375
2056,2.543795255753352,2.885613,3.60865
2057,2.588104037957395,2.863806,3.765279
2058,2.6348544514848924,3.016159,3.833459
2059,2.68436156589961,3.011857,3.880148
2060,2.7290618077028044,3.133491,3.979726
2061,2.7753271709695344,3.212938,4.002276
2062,2.8120556973853272,3.18408,3.98001
2063,2.853203725269465,3.247152,4.18223
2064,2.896379074802964,3.291342,4.266852
2065,2.939696329451364,3.245177,4.370405
2066,2.9878915779359176,3.40713,4.428444
2067,3.0384833298902723,3.466481,4.445747
2068,3.0901093907853103,3.620832,4.541079
2069,3.142246516434776,3.586353,4.640962
2070,3.1926482590199377,3.60212,4.70744
2071,3.242407092886215,3.717254,4.783959
2072,3.284807047329247,3.803767,4.837021
2073,3.3332533274978826,3.928619,4.91714
2074,3.3844855588203404,3.91213,5.095608
2075,3.4281103263441004,3.990207,5.131744
2076,3.4772033033894343,4.001377,5.17108
2077,3.5236281220144146,4.257797,5.378646
2078,3.577556692105566,4.398341,5.469331
2079,3.623446443278629,4.426141,5.463128
2080,3.6794304763756065,4.478532,5.556428
2081,3.7343017868045822,4.533542,5.571621
2082,3.7923709868812927,4.662059,5.751533
2083,3.841339616398069,4.803229,5.870077
2084,3.8918259133551394,4.86008,5.880107
2085,3.942215395124608,4.90686,5.95581
2086,3.9899336609024094,4.986971,6.270099
2087,4.036264878743063,5.026658,6.303405
2088,4.089956306497721,5.229363,6.346131
2089,4.138608764498444,5.307628,6.488212
2090,4.193814838086254,5.483456,6.588514
2091,4.244780222683973,5.511328,6.641167
2092,4.29659047505665,5.479313,6.666156
2093,4.354803871982768,5.620206,6.850398
2094,4.411100499758799,5.754616,7.011287
2095,4.46079962215236,5.948985,7.077973
2096,4.509892734430499,5.982323,7.139352
2097,4.555399057720952,6.043559,7.212088
2098,4.597128022653102,6.051024,7.294252
2099,4.645339345717847,6.147292,7.298518
2100,4.692697276299074,6.234496,7.505982
2101,4.7469512613472995,6.338674,7.588039
2102,4.800162416260322,6.327307,7.626167
2103,4.850485400767702,6.532046,7.674965
2104,4.90287373128772,6.641651,7.872813
2105,4.940722669360691,6.697378,7.879406
2106,4.980553047733424,6.638075,7.964328
2107,5.0174748178574085,6.691878,8.081816
2108,5.0611079143211235,6.923932,8.140104
2109,5.1000113930151585,6.965386,8.256705
2110,5.142062031586268,7.013448,8.23996
2111,5.183323816315385,7.09411,8.358817
2112,5.228449838053001,7.121276,8.487025
2113,5.270773618537994,7.259299,8.532842
2114,5.316396963453626,7.313939,8.746027
2115,5.356560843261727,7.417394,8.756168
2116,5.391871405057131,7.367672,8.894646
2117,5.425789839332065,7.504139,8.94976
2118,5.4533376233311355,7.705747,9.044212
2119,5.48751712222086,7.748874,9.10982
2120,5.524605609723051,7.894209,9.236379
2121,5.5550238049242315,7.895049,9.25799
2122,5.597443351167935,7.869742,9.359452
2123,5.637082142474125,7.982366,9.332717
2124,5.673397423533563,8.136242,9.565722
2125,5.704348264083902,8.195332,9.535563
2126,5.733061444701019,8.311756,9.60982
2127,5.762195843297197,8.342153,9.582923
2128,5.792681681809225,8.503532,9.710579
2129,5.823650805516568,8.50328,9.739084
2130,5.84435510825446,8.449946,9.884853
2131,5.877880537947964,8.502611,9.944478
2132,5.91853771487443,8.465863,10.049691
2133,5.956153233651239,8.648958,10.084362
2134,5.9941630529414,8.75115,10.21025
2135,6.020374882760208,8.727333,10.185905
2136,6.046524400898059,8.786066,10.215173
2137,6.0688380209751,8.935803,10.365718
2138,6.091206324390452,8.867311,10.448361
2139,6.120903666854581,8.889412,10.548071
2140,6.1452621762708315,8.931854,10.653068
2141,6.169794212700991,9.106779,10.723402
2142,6.193168192353572,9.132081,10.608468
2143,6.227225995038062,9.187814,10.678433
2144,6.256984024969754,9.245415,10.731473
2145,6.282313346040785,9.478696,10.832402
2146,6.307072663751032,9.586161,10.94112
2147,6.331910058729778,9.586813,10.918523
2148,6.357313523848319,9.497114,10.923069
2149,6.3771734608176365,9.68921,11.093889
2150,6.399841000316632,9.701339,11.192721
2151,6.424830230140274,9.678078,11.204288
2152,6.446228716905289,9.686016,11.178164
2153,6.46942252862488,9.773337,11.203447
2154,6.501003637231042,9.946455,11.232072
2155,6.532037627126565,9.994472,11.42516
2156,6.555872150027168,9.92584,11.375971
2157,6.580661217297783,10.138655,11.555695
2158,6.601233980394745,10.078953,11.604307
2159,6.618447126779316,10.191856,11.595205
2160,6.6390236504505795,10.328782,11.678118
2161,6.657831264558351,10.284464,11.761923
2162,6.670962772468122,10.321598,11.770071
2163,6.69729565296804,10.336195,11.833185
2164,6.722849477569112,10.411206,11.927591
2165,6.747228493086978,10.404846,11.932843
2166,6.7744450995520875,10.486666,11.997427
2167,6.798426184671564,10.486841,12.058
2168,6.812296803994795,10.514379,12.022994
2169,6.826009728280215,10.638153,12.057275
2170,6.836110655831117,10.628375,12.057555
2171,6.856157236537748,10.78409,12.145591
2172,6.86893802763189,10.769782,12.194545
2173,6.890300803448266,10.922272,12.22488
2174,6.910601162519447,10.93086,12.334851
2175,6.929670413932821,11.093206,12.428598
2176,6.958887821751237,11.110227,12.462676
2177,6.975334290897641,11.174805,12.58273
2178,6.9921234232402965,11.2862,12.628098
2179,7.008238009363152,11.246545,12.676857
2180,7.0175526571565765,11.2304,12.644525
2181,7.032967539639518,11.250178,12.606304
2182,7.04270078400359,11.3357,12.540587
2183,7.052145725569451,11.479867,12.577066
2184,7.07416307398138,11.556924,12.714306
2185,7.089199243752708,11.544809,12.794874
2186,7.105012615873786,11.634637,12.797748
2187,7.120504677396504,11.702128,12.889091
2188,7.141648525542714,11.67505,13.003661
2189,7.155856499780258,11.85832,13.061439
2190,7.173334262087641,11.836703,13.14921
2191,7.185118897613264,11.883193,13.084005
2192,7.195697967225394,11.904322,13.11736
2193,7.202235394178895,11.90519,13.120424
2194,7.220506161241377,11.938616,13.117997
2195,7.235930791985162,11.969963,13.20438
2196,7.246652521870104,12.072329,13.221034
2197,7.260402293851079,12.117795,13.179729
2198,7.278379877721086,12.112607,13.320722
2199,7.294500046951248,12.188078,13.43657
2200,7.314072787142635,12.272727,13.4946
2201,7.329922767407965,12.290844,13.403605
2202,7.336986691363776,12.203011,13.413053
2203,7.346123581607138,12.342856,13.444034
2204,7.355588491422893,12.423203,13.473905
2205,7.362933120595787,12.528284,13.476678
2206,7.368490409229145,12.462297,13.473653
2207,7.374293190475171,12.35915,13.434918
2208,7.386908691781665,12.456768,13.600043
2209,7.398815478085816,12.612888,13.606363
2210,7.413878222415869,12.759764,13.772158
2211,7.428562544629939,12.736968,13.73956
2212,7.437646504774643,12.770098,13.847847
2213,7.449887081792008,12.818771,13.842081
2214,7.456734105300824,12.864123,13.875504
2215,7.465545365724698,12.989973,13.937517
2216,7.473378225122557,13.049645,13.928922
2217,7.474865420088894,13.019726,13.842595
2218,7.483032663520458,13.043444,13.862748
2219,7.488999756483764,12.987148,14.016799
2220,7.498601483335065,12.959647,14.049167
2221,7.507829432410893,12.925484,13.971505
2222,7.529036452394187,13.165501,14.103354
2223,7.543614026733431,13.134779,14.074909
2224,7.555966426146727,13.193935,14.02825
2225,7.559295932439086,13.191775,14.072813
2226,7.5619442411677635,13.185654,14.13593
2227,7.563833419589343,13.199769,14.239432
2228,7.565107730445503,13.181222,14.199514
2229,7.5693446255927,13.312493,14.231089
2230,7.573868303786131,13.273763,14.265751
2231,7.582154955694038,13.300474,14.322297
2232,7.590220889783375,13.386404,14.304606
2233,7.597030376665621,13.464398,14.45072
2234,7.609688323179776,13.481262,14.50218
2235,7.618839101214014,13.658035,14.405401
2236,7.620197216852687,13.621089,14.535098
2237,7.621666593507458,13.572647,14.59022
2238,7.623545249019708,13.671983,14.492114
2239,7.625048988492205,13.721648,14.471256
2240,7.624585334554966,13.631613,14.534038
2241,7.636278195850139,13.734438,14.570492
2242,7.6393970468875,13.801991,14.658977
2243,7.650837195954657,13.823277,14.612616
2244,7.660186936594963,13.898374,14.603672
2245,7.666302332280071,13.884705,14.588816
2246,7.6713136236458,13.971998,14.532307
2247,7.66944770342657,13.960661,14.472028
2248,7.670741484697451,14.00835,14.496387
2249,7.668026932361672,13.944706,14.519986
2250,7.667777195404844,14.042868,14.675353
2251,7.673488462766776,13.93482,14.604139
2252,7.673053989643628,14.035301,14.733933
2253,7.668504802652729,14.056994,14.705242
2254,7.676090725159896,14.177885,14.675313
2255,7.684776188439344,14.246539,14.776757
2256,7.689891789440089,14.191305,14.732458
2257,7.697881207878102,14.231308,14.698454
2258,7.69865536654349,14.307662,14.738171
2259,7.697510462129079,14.221685,14.786254
2260,7.695923401899504,14.317926,14.913466
2261,7.696094924869691,14.295712,14.797559
2262,7.695247332309738,14.339873,14.92038
2263,7.693992468697209,14.270171,14.803791
2264,7.690767329363941,14.397684,14.849318
2265,7.697257481089515,14.43608,14.86566
2266,7.708469832410192,14.469572,14.904301
2267,7.713270654586024,14.519734,14.935685
2268,7.718541081930748,14.524822,14.843403
2269,7.725624466365659,14.389014,14.870563
2270,7.728236786350046,14.485024,14.973638
2271,7.724347662594509,14.489428,15.012149
2272,7.723868672753964,14.397145,14.96154
2273,7.728401105602227,14.393098,15.085833
2274,7.72807983396169,14.307792,14.937664
2275,7.727921444072809,14.507103,15.029762
2276,7.739129228412992,14.565997,15.007121
2277,7.742421698751341,14.616911,15.013349
2278,7.743716517175535,14.646675,15.030538
2279,7.752093446573425,14.819673,15.075507
2280,7.748548709926005,14.835122,15.124188
2281,7.747851917896881,14.808285,15.141338
2282,7.7481125337552355,14.877992,15.180895
2283,7.751043004704399,14.956885,15.158255
2284,7.753810362216119,14.937381,15.122175
2285,7.754373519763602,14.919196,15.107179
2286,7.76365819528672,14.941783,15.146864
2287,7.765473013953816,14.893442,15.234818
2288,7.77281449110791,14.932918,15.258868
2289,7.782904173994396,15.113948,15.233075
