year,gmst_p05,gmst_p25,gmst_p50,gmst_p75,gmst_p95,gmst_11yr_p05,gmst_11yr_p25,gmst_11yr_p50,gmst_11yr_p75,gmst_11yr_p95,gmst_mean,gmst_max,gmst_11yr_max
1874,-0.204743,-0.114637,-0.053732,0.006104,0.103095,-0.03632145454545454,0.007066454545454546,0.035847363636363636,0.06625827272727272,0.11156145454545455,-0.05373359690844233,0.274736,0.19354527272727273
1875,-0.16378,-0.069737,-0.003641,0.05512,0.152622,-0.03670409090909091,0.01078236363636363,0.03878154545454546,0.06819645454545455,0.11860890909090908,-0.005308219976218786,0.306052,0.19445445454545454
1876,-0.145452,-0.047348,0.018352,0.08505,0.190969,-0.03257009090909092,0.013751818181818178,0.042160272727272734,0.07212063636363636,0.1218459090909091,0.02063857193816885,0.441926,0.20499227272727272
1877,-0.122351,-0.01786,0.040534,0.104685,0.205366,-0.030386000000000003,0.016784818181818182,0.04252281818181818,0.07128454545454545,0.1193990909090909,0.0438215172413793,0.408497,0.20590718181818185
1878,-0.108021,-0.004909,0.06217,0.121496,0.233502,-0.028399000000000004,0.016338545454545456,0.04124209090909091,0.07066790909090909,0.11964054545454546,0.06030824137931035,0.398962,0.20065645454545455
1879,-0.093081,0.00677,0.071432,0.131093,0.242792,-0.027651909090909088,0.01890809090909091,0.04587536363636364,0.075936,0.12741,0.07190025089179554,0.473244,0.20623563636363637
1880,-0.093136,0.015979,0.087935,0.153508,0.257566,-0.04559327272727272,0.003122090909090905,0.030606636363636364,0.05767145454545455,0.11167336363636364,0.08583190487514873,0.430864,0.1987740909090909
1881,-0.078515,0.019322,0.081526,0.148086,0.252021,-0.06900818181818182,-0.024168363636363634,0.0038846363636363653,0.03280663636363636,0.083272,0.08385348394768144,0.42,0.19414072727272727
1882,-0.097535,0.00663,0.074873,0.131985,0.231247,-0.09662909090909091,-0.05640772727272727,-0.02613236363636364,0.0019352727272727325,0.050068272727272725,0.07126268727705108,0.436935,0.15324245454545454
1883,-0.077557,0.018467,0.081228,0.143406,0.243346,-0.12275518181818183,-0.08031481818181817,-0.04950100000000001,-0.02173172727272728,0.026304727272727268,0.08216823186682522,0.417458,0.11971045454545455
1884,-0.108455,-0.004904,0.059076,0.116098,0.237146,-0.1411150909090909,-0.09783809090909092,-0.06481772727272728,-0.036284090909090905,0.011942818181818195,0.05917436979785967,0.404875,0.09307518181818182
1885,-0.43564,-0.309795,-0.228064,-0.143994,-0.007011,-0.15373599999999998,-0.10851000000000002,-0.07627363636363636,-0.04577136363636363,0.0001765454545454488,-0.22716416765755046,0.153624,0.10282172727272729
1886,-0.493887,-0.365856,-0.287472,-0.209869,-0.108818,-0.17004645454545453,-0.1192399090909091,-0.08826236363636365,-0.05715854545454546,-0.010015818181818181,-0.29257205826397154,0.046437,0.07246809090909091
1887,-0.504167,-0.381158,-0.310254,-0.230923,-0.127142,-0.18057572727272728,-0.12773727272727273,-0.09595318181818181,-0.06396954545454546,-0.01872045454545455,-0.3105557526753864,0.159458,0.051769090909090903
1888,-0.418226,-0.304419,-0.23384,-0.159704,-0.041264,-0.18679781818181818,-0.13498054545454544,-0.0995429090909091,-0.06730954545454547,-0.02100209090909091,-0.2307725172413796,0.205961,0.05319336363636363
1889,-0.295582,-0.198208,-0.120853,-0.039453,0.070024,-0.1951050909090909,-0.1390039090909091,-0.10280281818181818,-0.06909200000000001,-0.024933454545454547,-0.11685366349583823,0.248579,0.044971000000000004
1890,-0.234911,-0.122139,-0.051633,0.017322,0.116191,-0.197821,-0.13873027272727273,-0.1035971818181818,-0.06982045454545455,-0.025263909090909087,-0.05305880975029727,0.287264,0.039149363636363635
1891,-0.200693,-0.102598,-0.038975,0.030115,0.121419,-0.17283563636363636,-0.11503081818181818,-0.07811063636363637,-0.04456245454545455,-0.001007363636363632,-0.03833682877526753,0.280293,0.08066990909090908
1892,-0.178405,-0.062814,-0.003798,0.061578,0.152353,-0.14672945454545455,-0.08589418181818181,-0.046951454545454546,-0.015228181818181823,0.030895363636363624,-0.004094977407847801,0.331423,0.1052789090909091
1893,-0.143731,-0.045324,0.022014,0.0803,0.176311,-0.11164618181818181,-0.05342036363636364,-0.014835181818181819,0.017871363636363633,0.06377590909090909,0.01827308799048752,0.363115,0.1370339090909091
1894,-0.139232,-0.029113,0.031988,0.098245,0.200834,-0.08731854545454544,-0.02500372727272727,0.00970672727272728,0.0457369090909091,0.0904250909090909,0.03297249464922713,0.409913,0.15763918181818182
1895,-0.102581,-0.008625,0.057651,0.122143,0.214337,-0.07241072727272727,-0.008021545454545458,0.02775172727272728,0.06274309090909092,0.10687563636363637,0.058003193816884714,0.352355,0.18451118181818182
1896,-0.135721,-0.036775,0.034192,0.104838,0.204003,-0.06041136363636364,0.0028236363636363598,0.038511636363636366,0.07371545454545454,0.12270590909090907,0.03441700713436384,0.392704,0.20525881818181818
1897,-0.136678,-0.024215,0.044264,0.10161,0.214619,-0.048471909090909086,0.013250090909090906,0.050088272727272724,0.0846621818181818,0.13771490909090908,0.038375606420927466,0.405307,0.24651690909090912
1898,-0.119638,-0.018872,0.053376,0.120243,0.219226,-0.03902654545454545,0.017728272727272735,0.054413,0.09354590909090908,0.146749,0.0516966956004757,0.370285,0.28792818181818186
1899,-0.100856,-0.004407,0.063909,0.132991,0.217413,-0.04075672727272728,0.017485999999999998,0.056519909090909086,0.09467145454545454,0.15822863636363638,0.06249069560047559,0.396074,0.3123826363636364
1900,-0.110827,0.005312,0.070153,0.140357,0.250302,-0.03964163636363637,0.017252636363636366,0.05821154545454545,0.09630945454545455,0.15905581818181821,0.07195725921521991,0.515458,0.31892909090909094
1901,-0.117814,0.004054,0.070344,0.147642,0.264271,-0.04095318181818181,0.018445272727272723,0.05894772727272728,0.09594109090909092,0.15952036363636365,0.07375737098692027,0.467323,0.31810763636363637
1902,-0.097218,0.013283,0.084893,0.151456,0.273313,-0.045584818181818185,0.022432181818181823,0.06406827272727272,0.10007854545454543,0.16341954545454546,0.08388071224732468,0.496271,0.322242
1903,-0.114691,0.001581,0.07742,0.146131,0.266721,-0.04623245454545454,0.020038272727272734,0.06196890909090909,0.10103863636363637,0.16557181818181818,0.07622714982164083,0.600922,0.3068159090909091
1904,-0.14955,-0.033134,0.044256,0.113464,0.214551,-0.0557339090909091,0.018476545454545443,0.058754181818181817,0.1002438181818182,0.16218327272727273,0.0392983472057075,0.358434,0.2814328181818182
1905,-0.135932,-0.028095,0.050351,0.114322,0.214763,-0.05400554545454546,0.013804636363636364,0.058266181818181835,0.10077254545454545,0.15706627272727272,0.04174798692033291,0.428595,0.2566541818181818
1906,-0.119395,-0.011587,0.061466,0.127696,0.239615,-0.056206000000000006,0.011699363636363636,0.05472209090909091,0.10008627272727272,0.15496881818181818,0.061271722948870386,0.355388,0.23118727272727274
1907,-0.114171,-0.001989,0.080371,0.143902,0.249588,-0.05639645454545455,0.010849818181818188,0.05743263636363636,0.10247309090909092,0.1542290909090909,0.07213758026159336,0.438839,0.2479381818181818
1908,-0.141948,-0.034388,0.034719,0.107061,0.210924,-0.06716472727272726,0.003809000000000003,0.04730654545454545,0.09312100000000001,0.14816172727272728,0.034668690844233074,0.385019,0.25705672727272727
1909,-0.164889,-0.055346,0.025484,0.088384,0.189079,-0.08632454545454546,-0.012593909090909093,0.03201281818181818,0.079705,0.1392399090909091,0.01764041141498214,0.295907,0.24627172727272725
1910,-0.157273,-0.041031,0.03848,0.111085,0.216963,-0.09977863636363636,-0.020567000000000005,0.026857727272727262,0.07434318181818182,0.13034572727272728,0.03681066111771698,0.40153,0.2338538181818182
1911,-0.133294,-0.010332,0.058281,0.132525,0.233401,-0.09717027272727273,-0.02682718181818182,0.02540363636363636,0.07246363636363636,0.1305110909090909,0.05874134482758625,0.369232,0.22840654545454547
1912,-0.12369,-0.001347,0.075397,0.151553,0.248507,-0.09660590909090909,-0.02524063636363636,0.026820909090909086,0.07329427272727274,0.1325309090909091,0.0708393115338882,0.533623,0.23489527272727273
1913,-0.199648,-0.087249,-0.013366,0.050342,0.161828,-0.09879163636363636,-0.02341918181818181,0.028580090909090906,0.07507436363636365,0.1305481818181818,-0.017362658739595714,0.298118,0.24190672727272727
1914,-0.27687,-0.157326,-0.078589,-0.000595,0.098791,-0.09867172727272727,-0.01952818181818182,0.03314381818181818,0.08182790909090909,0.1371307272727273,-0.08221595957193813,0.270603,0.23778218181818184
1915,-0.238895,-0.102598,-0.02187,0.046252,0.161909,-0.09164981818181818,-0.01292536363636363,0.03929290909090909,0.08795772727272727,0.14684718181818182,-0.027685131985731252,0.376132,0.254673
1916,-0.187779,-0.051251,0.029425,0.106561,0.220006,-0.09354454545454544,-0.009967909090909097,0.04482054545454545,0.09188509090909092,0.14862445454545456,0.024986872770511294,0.471668,0.25045372727272724
1917,-0.137346,-0.014983,0.066053,0.135614,0.252846,-0.08957354545454545,-0.0038598181818181813,0.047216454545454534,0.094308,0.15334245454545453,0.06225799762187866,0.376647,0.25321363636363636
1918,-0.111579,0.014218,0.089914,0.161959,0.268618,-0.07951490909090908,-0.001388909090909096,0.049717090909090905,0.09883936363636364,0.15573572727272728,0.08482260879904883,0.432764,0.25672827272727267
1919,-0.109037,0.014089,0.095519,0.168813,0.272015,-0.072646,0.010545181818181822,0.06206527272727272,0.108854,0.1700977272727273,0.08904969441141508,0.429605,0.2711516363636364
1920,-0.128535,7.6e-05,0.081269,0.149856,0.264364,-0.05266827272727273,0.030108000000000003,0.08009954545454546,0.12534427272727275,0.1882583636363636,0.07462734839476817,0.405112,0.3011828181818182
1921,-0.101236,0.007915,0.081125,0.156928,0.268827,-0.04308309090909091,0.04451045454545455,0.08897427272727274,0.13774754545454546,0.197961,0.08340774673008315,0.521457,0.3143970909090909
1922,-0.086449,0.037696,0.109543,0.17688,0.284864,-0.03326654545454546,0.05052600000000001,0.0985460909090909,0.14054518181818182,0.20174463636363635,0.10576476099881074,0.54319,0.30415645454545454
1923,-0.058856,0.045773,0.119431,0.187424,0.297085,-0.03316936363636364,0.050895545454545464,0.10142018181818183,0.1443861818181818,0.20688963636363633,0.11665235909631394,0.545702,0.30555554545454544
1924,-0.067097,0.044538,0.116502,0.194051,0.291696,-0.024712818181818183,0.057739999999999986,0.10209754545454545,0.1478260909090909,0.2127109090909091,0.11717570035671832,0.486821,0.31986072727272724
1925,-0.089677,0.025189,0.098062,0.175258,0.275366,-0.02029681818181818,0.0614540909090909,0.10622590909090909,0.15225054545454544,0.21722172727272726,0.09800982401902494,0.593345,0.32869418181818183
1926,-0.088227,0.03042,0.104354,0.181481,0.29287,-0.011668090909090913,0.06628027272727272,0.11118699999999998,0.1563368181818182,0.22255981818181822,0.10594220808561235,0.522265,0.3370640909090909
1927,-0.096342,0.018457,0.09425,0.166159,0.265825,-0.00434636363636364,0.07276472727272726,0.11712527272727273,0.1627539090909091,0.2275750909090909,0.09001470035671827,0.472496,0.3394045454545455
1928,-0.084829,0.02573,0.096586,0.17093,0.284823,0.003719636363636358,0.073934,0.12103545454545456,0.166522,0.23165027272727273,0.10027941022592152,0.610641,0.3573937272727272
1929,-0.074728,0.048904,0.123685,0.201408,0.294777,0.006621090909090907,0.07126972727272726,0.1210760909090909,0.16769236363636364,0.2335007272727273,0.1203888382877526,0.430122,0.37088190909090907
1930,-0.056249,0.054714,0.129157,0.204051,0.313965,0.006553272727272727,0.07569036363636363,0.12368063636363637,0.1720811818181818,0.23623990909090908,0.12947573008323424,0.561851,0.3753804545454545
1931,-0.045555,0.068736,0.144389,0.213881,0.323174,0.011848181818181829,0.07759745454545454,0.12970154545454546,0.17517527272727274,0.24013354545454543,0.14090414149821645,0.519921,0.4013707272727273
1932,-0.027708,0.078117,0.152113,0.22804,0.337914,0.020270636363636362,0.08515972727272728,0.13709172727272725,0.18224654545454547,0.24919809090909092,0.15320875624256836,0.526126,0.3991810909090909
1933,-0.027621,0.082092,0.159073,0.23333,0.351281,0.027878636363636355,0.09278827272727272,0.14425972727272726,0.1920679090909091,0.2626696363636364,0.15880443281807366,0.506106,0.41148245454545457
1934,-0.07069,0.039147,0.120251,0.18849,0.310908,0.04155672727272727,0.10134790909090909,0.15325118181818181,0.2025818181818182,0.2702202727272727,0.11620776575505333,0.507347,0.4305242727272727
1935,-0.051722,0.060341,0.136848,0.212847,0.321366,0.04737654545454544,0.1114571818181818,0.160326,0.21118218181818182,0.2747840909090909,0.13665958501783582,0.543159,0.4546590909090909
1936,-0.03763,0.081819,0.150059,0.229039,0.327942,0.05596927272727272,0.11823281818181819,0.16705472727272727,0.2172281818181818,0.2854328181818182,0.15132221165279414,0.497746,0.4708759090909091
1937,-0.000889,0.107006,0.178514,0.255068,0.357566,0.058595818181818186,0.12890736363636363,0.1744797272727273,0.222584,0.2902343636363636,0.1803075053507728,0.61595,0.45362027272727273
1938,0.014375,0.116659,0.190931,0.266921,0.392573,0.060944000000000005,0.13326,0.17978227272727274,0.23020645454545455,0.2931868181818182,0.1944942722948872,0.588863,0.44716254545454537
1939,0.011869,0.132416,0.202944,0.276506,0.392955,0.06406636363636363,0.1348008181818182,0.1831589090909091,0.2331860909090909,0.29943436363636367,0.20486551961950053,0.697046,0.44889563636363633
1940,0.023811,0.136659,0.212057,0.281161,0.406117,0.06932854545454546,0.13984436363636363,0.19112472727272725,0.23720272727272726,0.3064958181818182,0.2113778894173603,0.614314,0.43847672727272724
1941,0.025155,0.132404,0.209193,0.284788,0.400204,0.08016609090909091,0.14345554545454545,0.19610381818181818,0.24725790909090908,0.31652009090909095,0.2115298941736028,0.600206,0.4241018181818182
1942,0.024182,0.134269,0.208599,0.284901,0.391802,0.08574981818181818,0.15333145454545452,0.20438581818181814,0.25266354545454545,0.3241109090909091,0.21075424494649228,0.558877,0.4249495454545455
1943,0.026611,0.131147,0.211488,0.286741,0.404823,0.09309618181818183,0.15723863636363636,0.21097681818181818,0.25932336363636366,0.32968963636363635,0.2114651759809753,0.635948,0.4394474545454546
1944,-0.003111,0.107429,0.189963,0.260452,0.374068,0.09742918181818182,0.16201390909090907,0.2175746363636364,0.2648106363636364,0.33344690909090907,0.18685296789536282,0.619024,0.449013090909091
1945,0.00012,0.106383,0.182378,0.260922,0.370048,0.10316463636363636,0.16628227272727272,0.22270927272727273,0.269939,0.3360232727272727,0.18409266706302033,0.658078,0.4487968181818181
1946,0.014385,0.13959,0.212372,0.28912,0.404827,0.1073969090909091,0.1696307272727273,0.2262278181818182,0.27633227272727273,0.3408293636363636,0.21294932936979766,0.618758,0.4755987272727273
1947,0.049084,0.156179,0.231197,0.306924,0.41249,0.10798763636363637,0.1762839090909091,0.22808118181818182,0.2828580909090909,0.3483224545454545,0.23182438882282977,0.682128,0.4982967272727272
1948,0.048842,0.166643,0.237892,0.309285,0.419048,0.10915827272727271,0.18082700000000002,0.2342942727272727,0.2839171818181818,0.35649281818181816,0.23624128180737217,0.53431,0.49805672727272726
1949,0.057403,0.166699,0.244805,0.322203,0.432171,0.11298763636363636,0.18737645454545457,0.2389689090909091,0.29090418181818184,0.35805072727272724,0.24488545659928673,0.607245,0.4965099090909091
1950,0.087525,0.187404,0.265508,0.345386,0.454197,0.11997936363636365,0.1930811818181818,0.24372754545454545,0.29742281818181815,0.36538681818181823,0.26619929607609966,0.772452,0.49280827272727273
1951,0.089797,0.193017,0.272139,0.355125,0.464521,0.12704681818181818,0.19949063636363637,0.25068554545454547,0.3053280909090909,0.37179745454545454,0.2717334078478002,0.642578,0.5077062727272728
1952,0.07068,0.185783,0.2605,0.336995,0.453669,0.12724436363636363,0.20731672727272724,0.25452963636363635,0.30917581818181816,0.37389572727272724,0.2606125338882285,0.612133,0.5239356363636364
1953,0.067937,0.18338,0.256241,0.343792,0.442221,0.12975527272727272,0.209211,0.25974681818181816,0.31338018181818184,0.3760096363636363,0.2589115338882281,0.601226,0.5100156363636364
1954,0.074953,0.188615,0.266269,0.344366,0.463035,0.13224772727272727,0.2142900909090909,0.26391363636363635,0.3166599090909091,0.3823545454545455,0.2657756682520811,0.634024,0.5257149090909091
1955,0.071109,0.183818,0.260386,0.335206,0.451169,0.135412,0.21766609090909086,0.27000209090909094,0.3203114545454545,0.3924230909090909,0.25930470035671815,0.595581,0.5356674545454545
1956,0.075347,0.184707,0.261291,0.336487,0.466119,0.14391800000000002,0.21751399999999999,0.27054181818181816,0.3259390909090909,0.3973936363636364,0.26141350653983353,0.582899,0.5477374545454545
1957,0.065363,0.183612,0.262406,0.337661,0.450028,0.14422618181818184,0.2185597272727273,0.2722072727272727,0.32959245454545455,0.40076400000000006,0.2612292877526759,0.680905,0.5388800909090908
1958,0.078618,0.184693,0.262665,0.336335,0.455836,0.14889818181818182,0.22391963636363635,0.2750154545454545,0.33590236363636367,0.40731063636363635,0.26280372770511307,0.657334,0.5306238181818181
1959,0.095938,0.204879,0.288798,0.363911,0.485969,0.13992845454545455,0.21668845454545457,0.26939654545454544,0.32944245454545457,0.4016504545454545,0.2875825921521997,0.82114,0.5466782727272727
1960,0.097692,0.213917,0.300053,0.383014,0.486822,0.12491209090909092,0.20466436363636362,0.2584189090909091,0.31786600000000004,0.3905987272727273,0.297387252080856,0.663608,0.5496159090909091
1961,0.104654,0.226333,0.302762,0.374347,0.494499,0.11184636363636363,0.19650518181818183,0.2487349090909091,0.31164409090909095,0.3875437272727273,0.3005440760998812,0.725257,0.5394868181818182
1962,0.098393,0.223598,0.300751,0.382551,0.497959,0.10736754545454547,0.19021409090909092,0.24917545454545456,0.31254954545454544,0.3882974545454545,0.2998744577883473,0.622926,0.5140574545454545
1963,0.089661,0.213489,0.302941,0.382883,0.494822,0.10486836363636363,0.18927672727272726,0.25077600000000005,0.3140525454545454,0.39232181818181816,0.2982685267538644,0.67922,0.49083290909090915
1964,-0.027288,0.102388,0.184052,0.266975,0.379738,0.10569618181818181,0.1901408181818182,0.2510558181818182,0.3177738181818182,0.397536090909091,0.18367438168846623,0.564965,0.4927148181818181
1965,-0.086312,0.050533,0.133155,0.2171,0.337807,0.09927881818181818,0.19123518181818183,0.2514786363636364,0.31827245454545455,0.39519590909090907,0.13201145541022594,0.649027,0.486265
1966,-0.002363,0.099038,0.190235,0.272869,0.392852,0.09744154545454543,0.18873781818181817,0.24983536363636363,0.3192813636363636,0.39592000000000005,0.18782096432818085,0.597156,0.5098698181818182
1967,0.015874,0.150607,0.237377,0.326453,0.447966,0.09301781818181819,0.1858036363636364,0.25173381818181817,0.3220041818181818,0.4000203636363636,0.23516116884661112,0.591967,0.5043342727272727
1968,0.0436,0.17809,0.27285,0.362897,0.47968,0.09211154545454545,0.18577009090909088,0.25913372727272727,0.32738154545454545,0.4112501818181818,0.2697761569560046,0.695474,0.5108203636363636
1969,0.065112,0.190172,0.275273,0.373164,0.494745,0.09331245454545455,0.18531454545454548,0.2621608181818182,0.33142863636363634,0.41716145454545456,0.28065163376932206,0.672995,0.5019318181818182
1970,0.052905,0.189218,0.28145,0.372797,0.500599,0.10625472727272728,0.19963672727272727,0.2760534545454545,0.35017709090909094,0.4303322727272727,0.2777572984542213,0.713769,0.5234972727272728
1971,0.078905,0.196561,0.299169,0.394373,0.51776,0.12231263636363637,0.21733709090909092,0.30009118181818184,0.3726686363636364,0.45599727272727275,0.29666315933412607,0.750344,0.5469048181818182
1972,0.099394,0.22502,0.321212,0.409854,0.518154,0.13452036363636363,0.23340945454545456,0.31985463636363637,0.3923426363636363,0.47197954545454546,0.31603456242568373,0.712162,0.5706198181818182
1973,0.095024,0.238797,0.333599,0.428955,0.547991,0.1450789090909091,0.2513821818181818,0.3315349090909091,0.40872572727272727,0.4892162727272727,0.33240166944114113,0.788042,0.5807322727272728
1974,0.116537,0.238787,0.33708,0.436071,0.558807,0.14822500000000002,0.2638519090909091,0.34415263636363636,0.4182003636363636,0.5012608181818181,0.33855778478002313,0.727437,0.5950119090909092
1975,0.119771,0.25558,0.352284,0.450714,0.570054,0.16265118181818183,0.27513536363636365,0.3580321818181818,0.4346026363636364,0.5224000909090909,0.3505948145065408,0.743835,0.6228812727272727
1976,0.120922,0.268486,0.363757,0.458006,0.579493,0.17940390909090909,0.2883589090909091,0.3774708181818182,0.4535548181818182,0.5396094545454546,0.3604275184304398,0.776007,0.6524847272727272
1977,0.134563,0.267796,0.374647,0.478184,0.604807,0.18768863636363636,0.3039280909090909,0.3944498181818182,0.4676490909090909,0.5559961818181818,0.37241791082045184,0.758396,0.6779015454545454
1978,0.151645,0.29368,0.399451,0.498673,0.613419,0.1990365454545455,0.31745863636363636,0.4042636363636364,0.47433654545454546,0.5651765454545454,0.39207900000000034,0.89457,0.7065996363636363
1979,0.178766,0.310798,0.420529,0.51439,0.63889,0.203082,0.31946972727272727,0.40499245454545457,0.4758030909090909,0.5656948181818182,0.41319668370986906,0.861848,0.7267309090909091
1980,0.198979,0.326829,0.441077,0.536211,0.664897,0.20374290909090906,0.3213619090909091,0.408661,0.4778539090909091,0.5732569090909091,0.43330831747919146,0.816834,0.7248445454545455
1981,0.204364,0.356662,0.454009,0.548292,0.675548,0.20843827272727272,0.33036463636363633,0.40966572727272726,0.479255,0.5814911818181817,0.4488866575505353,0.836287,0.7437278181818182
1982,0.215392,0.36871,0.470831,0.567647,0.698109,0.22269927272727275,0.3357136363636364,0.4162531818181818,0.4913464545454545,0.5895892727272728,0.4658390487514861,0.847403,0.7403809090909091
1983,0.208844,0.330258,0.430154,0.531351,0.657124,0.23437554545454545,0.3474494545454545,0.42897700000000005,0.5020935454545454,0.5989288181818182,0.43219101070154575,0.832122,0.7453847272727273
1984,0.120934,0.258808,0.359258,0.450682,0.578284,0.2449499090909091,0.3585595454545455,0.4384218181818182,0.5133944545454546,0.6072267272727272,0.35479580618311524,0.765709,0.7254312727272727
1985,0.12607,0.270241,0.360976,0.464424,0.59359,0.259795,0.37233536363636366,0.4500526363636363,0.5242284545454545,0.6263326363636363,0.36298933650416193,0.783643,0.7140448181818182
1986,0.167533,0.313873,0.417941,0.512021,0.653485,0.2720309090909091,0.38812399999999997,0.46297,0.539518,0.6364997272727272,0.41555445778834765,0.867322,0.7308310000000001
1987,0.214476,0.350613,0.454131,0.54154,0.679653,0.29036181818181817,0.3875643636363636,0.46770999999999996,0.5471102727272726,0.639384,0.44830024137931046,0.8432,0.7494162727272727
1988,0.260129,0.39117,0.485252,0.579786,0.704548,0.2738826363636364,0.3746150909090909,0.4516388181818182,0.5321798181818181,0.6237457272727273,0.48365115933412556,0.942059,0.7398289090909091
1989,0.307322,0.420499,0.514099,0.622921,0.745994,0.2631005454545454,0.3657432727272727,0.4421371818181818,0.5214183636363637,0.6123273636363636,0.5208722401902495,0.960943,0.7295729090909091
1990,0.339016,0.460764,0.558555,0.647387,0.762933,0.26655645454545457,0.37477863636363634,0.4541315454545454,0.5322083636363636,0.6258077272727273,0.5557396979785971,1.000987,0.7353250909090909
1991,0.370358,0.493928,0.584428,0.685428,0.813325,0.28855290909090914,0.39299090909090906,0.46717090909090914,0.5498607272727273,0.6372430909090909,0.5885637229488706,1.091558,0.7549138181818182
1992,0.285931,0.411039,0.514055,0.603572,0.739907,0.3073726363636364,0.4119963636363636,0.4877137272727273,0.5634606363636364,0.6567115454545455,0.5090689750297266,0.878899,0.7715557272727274
