year,member,tas_global,tas_gis_south,tas_gis_all,scenario
1954,r1i1p1f3,286.8453764337363,256.9083143986336,251.0513557580159,historical
1955,r1i1p1f3,286.71374873225,257.7827956562848,252.0062214255128,historical
1956,r1i1p1f3,286.88657224287664,256.96834682724045,251.61487000231327,historical
1957,r1i1p1f3,286.9078235470978,256.7313095299198,251.5431437486521,historical
1958,r1i1p1f3,286.82365289154404,257.5181515358233,251.64883038711847,historical
1959,r1i1p1f3,286.83638589964266,259.22188943790786,253.25822205570705,historical
1960,r1i1p1f3,286.8871509646332,259.1990894073653,253.36291563527072,historical
1961,r1i1p1f3,286.8658325657982,257.1723445928088,251.54702397865614,historical
1962,r1i1p1f3,286.7514505534105,257.1860077647041,251.9958513903552,historical
1963,r1i1p1f3,286.5376784589381,257.42559882845933,251.81284422233492,historical
1964,r1i1p1f3,286.51111532075925,256.4020685896149,251.26400709896578,historical
1965,r1i1p1f3,286.4686269854209,256.5996315634393,251.40551296080181,historical
1966,r1i1p1f3,286.5289125169967,256.72862544811323,251.71318687208122,historical
1967,r1i1p1f3,286.5929990132717,256.7026975573024,251.95240368146037,historical
1968,r1i1p1f3,286.73245819303696,255.99198506901791,250.85043165660153,historical
1969,r1i1p1f3,286.80571038228646,258.04734022968387,252.4284495119389,historical
1970,r1i1p1f3,286.6513953999272,256.9304838759807,252.11184023605546,historical
1971,r1i1p1f3,286.72108684173406,257.58337006182137,252.0249410962154,historical
1972,r1i1p1f3,286.82658108851194,256.1951180747369,251.21706989897268,historical
1973,r1i1p1f3,286.84014917789364,257.75958913898336,251.81352483536344,historical
1974,r1i1p1f3,286.73563180774676,255.38505823517383,249.9682759333172,historical
1975,r1i1p1f3,286.68943906030546,256.47469149817175,251.02437828518015,historical
1976,r1i1p1f3,286.56977666278135,256.63878975492787,251.51161523165771,historical
1977,r1i1p1f3,286.7434338715267,255.24125377498095,250.2172909535069,historical
1978,r1i1p1f3,286.67095971095097,258.1828556346041,252.93220567193276,historical
1979,r1i1p1f3,286.7308040214707,256.40936175176006,251.49561533774633,historical
1980,r1i1p1f3,286.747217109712,256.4765681248639,251.31117802629205,historical
1981,r1i1p1f3,286.6242369145646,256.6717196336748,251.51346680157573,historical
1982,r1i1p1f3,286.7265510967781,256.9657866237704,251.27031583959882,historical
1983,r1i1p1f3,286.62926236638623,255.95570776881536,251.0799697907726,historical
1984,r1i1p1f3,286.8128007747282,255.6682097164387,250.66399263806687,historical
1985,r1i1p1f3,286.7327788043453,256.1543588327857,250.8930652403063,historical
1986,r1i1p1f3,286.80053053388843,257.2295092425885,252.0646561652059,historical
1987,r1i1p1f3,286.8071353982038,255.52810189671362,250.31143504013522,historical
1988,r1i1p1f3,286.79174053478323,255.3301536690962,250.02791324565632,historical
1989,r1i1p1f3,286.9614256427651,255.83692817138322,250.83527972742203,historical
1990,r1i1p1f3,287.0749813598744,257.56722232178663,252.46012687724527,historical
1991,r1i1p1f3,287.09247594794545,258.1254573885917,252.91590577065924,historical
1992,r1i1p1f3,286.86900546567426,258.2726761641558,252.72037844738418,historical
1993,r1i1p1f3,286.7878220497688,257.5348182864504,252.42163689368536,historical
1994,r1i1p1f3,286.8096644431315,257.24167214500864,252.0334511373567,historical
1995,r1i1p1f3,286.9239971030002,257.90242867684003,252.80732959062132,historical
1996,r1i1p1f3,287.01611983192095,255.70792226642996,251.00382209731228,historical
1997,r1i1p1f3,287.0750251128384,256.230962152526,251.57411682904697,historical
1998,r1i1p1f3,287.0879798658742,256.5443490105409,251.75902057856908,historical
1999,r1i1p1f3,287.08576600957696,257.55538934294935,252.45562330912264,historical
2000,r1i1p1f3,287.2078018737796,257.6641085125069,252.6191929983496,historical
2001,r1i1p1f3,287.44723208419833,256.17856829994054,251.1475031997338,historical
2002,r1i1p1f3,287.47948256874287,257.51781112660575,252.12321470639262,historical
2003,r1i1p1f3,287.4439648946447,257.3181472369812,252.76102514813525,historical
2004,r1i1p1f3,287.54388652100437,256.847293775333,251.85411448396178,historical
2005,r1i1p1f3,287.55348726908545,256.48446822172673,251.729900020102,historical
2006,r1i1p1f3,287.7370230159398,259.4860021360828,253.75779201692976,historical
2007,r1i1p1f3,287.61641564491555,258.3477679165629,253.47328345951425,historical
2008,r1i1p1f3,287.5677659471528,258.1300172952711,252.96088365435793,historical
2009,r1i1p1f3,287.6063952919802,256.4270328096205,251.71370875429142,historical
2010,r1i1p1f3,287.7955618764375,258.44412618408285,253.32440975903762,historical
2011,r1i1p1f3,287.957676487088,258.80539888766856,253.77376149943788,historical
2012,r1i1p1f3,287.8708346604921,259.1219691806654,253.51570892463016,historical
2013,r1i1p1f3,287.8596404592734,257.6522690300947,252.41838384815986,historical
2014,r1i1p1f3,287.9790328472731,259.4035620788582,254.27381750721207,historical
2015,r1i1p1f3,288.03600085962023,258.40337934312623,253.225331512497,ssp126
2016,r1i1p1f3,288.07868048679114,259.5029696206814,254.21095986503877,ssp126
2017,r1i1p1f3,288.10678421009226,258.43527731908785,253.24543555540552,ssp126
2018,r1i1p1f3,288.3371796166345,258.68307989710627,253.02744249893178,ssp126
2019,r1i1p1f3,288.17731645016266,260.21044284167954,254.57112876466903,ssp126
2020,r1i1p1f3,288.2622565689196,259.5531929716983,253.87601863582393,ssp126
2021,r1i1p1f3,288.20664765482275,259.95926030487504,254.47484361840418,ssp126
2022,r1i1p1f3,288.31361960155004,260.59760362640645,255.12873142173999,ssp126
2023,r1i1p1f3,288.3514619108574,258.934022441241,254.0094357629128,ssp126
2024,r1i1p1f3,288.2159793794294,260.49846897885516,255.37287910418058,ssp126
2025,r1i1p1f3,288.3937281542039,260.04939153213786,254.4861146134647,ssp126
2026,r1i1p1f3,288.4799726379179,259.55851799702276,254.73788495460948,ssp126
2027,r1i1p1f3,288.59931662476316,259.7051163781606,254.6753848846705,ssp126
2028,r1i1p1f3,288.5982555886271,258.99539964625774,254.37573394542665,ssp126
2029,r1i1p1f3,288.4621034309722,260.39889516810234,254.85671334837483,ssp126
2030,r1i1p1f3,288.5317336921511,259.8133876652091,254.66265966510858,ssp126
2031,r1i1p1f3,288.58352536917147,259.2780896918989,254.52788876667756,ssp126
2032,r1i1p1f3,288.6255898760482,260.0512707052534,255.24293990008434,ssp126
2033,r1i1p1f3,288.5621584594291,258.6877418368285,253.51540899089676,ssp126
2034,r1i1p1f3,288.73622712117265,259.75320893823715,254.38774745194965,ssp126
2035,r1i1p1f3,288.8529705093016,260.21239736117434,255.50595506023342,ssp126
2036,r1i1p1f3,288.79153910058517,260.75868945996655,255.70060230103155,ssp126
2037,r1i1p1f3,288.76168267934156,259.82856872559773,254.8352850887743,ssp126
2038,r1i1p1f3,288.73343176069716,259.63829649800834,254.54322501362552,ssp126
2039,r1i1p1f3,288.9372888591043,260.0286664373096,254.99489115678614,ssp126
2040,r1i1p1f3,288.80811758500334,259.9475647691024,255.25720771026403,ssp126
2041,r1i1p1f3,288.7223043360236,260.3699474019169,255.43594431802615,ssp126
2042,r1i1p1f3,288.8108906170212,260.4846039507892,255.83623807439642,ssp126
2043,r1i1p1f3,288.8480593986231,259.30724486535087,254.26715246346566,ssp126
2044,r1i1p1f3,288.91306507549365,259.96675373486147,255.04227733602985,ssp126
2045,r1i1p1f3,288.84016192654184,257.9634686319835,253.39858262283835,ssp126
2046,r1i1p1f3,288.8690698717556,259.9880522622151,255.1958756677654,ssp126
2047,r1i1p1f3,289.00223222341214,260.46896500028345,255.8058496989473,ssp126
2048,r1i1p1f3,289.0319563510583,258.8324214171282,254.09193621086993,ssp126
2049,r1i1p1f3,289.0255368229305,259.9308685088787,255.44364237720046,ssp126
2050,r1i1p1f3,288.93492278257924,260.3197485391428,255.0952959024651,ssp126
2051,r1i1p1f3,289.21330091301627,260.4772948594399,255.08638506933457,ssp126
2052,r1i1p1f3,289.17631775610255,260.88017298013625,255.63503021907934,ssp126
2053,r1i1p1f3,288.98338654462464,260.02789662314666,255.01231940458084,ssp126
2054,r1i1p1f3,289.13742265609886,259.68636630610933,255.18426250723374,ssp126
2055,r1i1p1f3,289.1647254168582,260.6180713420075,255.30659918509213,ssp126
2056,r1i1p1f3,289.038639048086,259.7556954249775,255.21374779435297,ssp126
2057,r1i1p1f3,289.0294317371185,260.4996818003986,255.20487961945747,ssp126
2058,r1i1p1f3,289.2299261116911,259.5812550455396,254.8860363393966,ssp126
2059,r1i1p1f3,289.2202248240668,259.71040553435654,254.9536489536795,ssp126
2060,r1i1p1f3,289.0980471436868,259.43817170691494,254.37435740222932,ssp126
2061,r1i1p1f3,289.1713801145153,260.23330894421264,255.43509277653877,ssp126
2062,r1i1p1f3,289.20440667776217,259.7167954849505,255.85984082577826,ssp126
2063,r1i1p1f3,289.27334339423226,260.96828003636557,255.88337495536624,ssp126
2064,r1i1p1f3,289.2551168285538,261.0516263580127,256.0762771457292,ssp126
2065,r1i1p1f3,289.22366930497606,260.24650408151086,255.60788950421286,ssp126
2066,r1i1p1f3,289.30777068991875,260.76997169652566,255.67970312198847,ssp126
2067,r1i1p1f3,289.12498471187126,259.4364016133332,254.91727830746976,ssp126
2068,r1i1p1f3,289.35202269189125,260.61845321540574,255.5664482901444,ssp126
2069,r1i1p1f3,289.52564834428233,261.08205778731593,255.97329063592463,ssp126
2070,r1i1p1f3,289.32938011021434,260.785174354272,255.36547210225544,ssp126
2071,r1i1p1f3,289.37404457928363,260.9709974914967,256.3083650869643,ssp126
2072,r1i1p1f3,289.38894360540496,260.3840050748508,255.48857861420373,ssp126
2073,r1i1p1f3,289.4850348743222,261.7774676237022,256.90563032503593,ssp126
2074,r1i1p1f3,289.39583220308367,260.51594828595734,255.81157547237902,ssp126
2075,r1i1p1f3,289.479323588549,259.8255797751272,255.1641702630921,ssp126
2076,r1i1p1f3,289.5694054109566,261.12307970274173,256.23097187375294,ssp126
2077,r1i1p1f3,289.6033455693151,261.27371305708726,256.68401257093734,ssp126
2078,r1i1p1f3,289.3276837720805,260.58432873816975,255.8808406179213,ssp126
2079,r1i1p1f3,289.22776738723593,259.12097916463085,254.92296834393943,ssp126
2080,r1i1p1f3,289.43338458182683,260.02967847222254,255.2634742375484,ssp126
2081,r1i1p1f3,289.62187662978744,261.2288611289805,256.5136662308448,ssp126
2082,r1i1p1f3,289.50057406987526,261.370058797863,256.63510557379396,ssp126
2083,r1i1p1f3,289.3851001367719,261.9493279426468,256.8905775345487,ssp126
2084,r1i1p1f3,289.6036904320019,262.16664101090726,257.41390360035473,ssp126
2085,r1i1p1f3,289.4731981807036,262.07160554225516,256.23409097396126,ssp126
2086,r1i1p1f3,289.42966743035805,259.8015994648262,254.95634665091666,ssp126
2087,r1i1p1f3,289.487902844234,262.0496258404351,257.09530940761545,ssp126
2088,r1i1p1f3,289.4170810237866,260.4675550923439,255.98428537443922,ssp126
2089,r1i1p1f3,289.5031213205279,262.17549294157504,257.32602126504196,ssp126
2090,r1i1p1f3,289.5382916102027,261.78409129077545,256.74494441771003,ssp126
2091,r1i1p1f3,289.350877680052,260.95294372951236,256.1039107000241,ssp126
2092,r1i1p1f3,289.4552085936745,261.6995913314036,256.238511811006,ssp126
2093,r1i1p1f3,289.54887374744084,260.9726789553789,256.11986911801745,ssp126
2094,r1i1p1f3,289.47057737703255,261.75119074311755,256.78034031237917,ssp126
2095,r1i1p1f3,289.5037621578725,262.0803630378974,257.0263158453737,ssp126
2096,r1i1p1f3,289.58420487156087,262.2641061820351,257.1470964240795,ssp126
2097,r1i1p1f3,289.4686220022594,261.11058323691276,256.0392273971269,ssp126
2098,r1i1p1f3,289.44245682861566,261.1159649114892,256.11636861736486,ssp126
2099,r1i1p1f3,289.5108282656022,260.2818673735832,255.20113401129203,ssp126
2100,r1i1p1f3,289.48036984750354,262.00895954370105,256.6430942846773,ssp126
2015,r1i1p1f3,288.06707387072663,258.41137905227004,253.04862320144173,ssp245
2016,r1i1p1f3,288.06353364997454,257.73875581601385,252.75781728277542,ssp245
2017,r1i1p1f3,288.05208043886853,258.431135969186,253.1593408062609,ssp245
2018,r1i1p1f3,288.1795683383877,258.27317031963497,252.9608402615973,ssp245
2019,r1i1p1f3,288.09622892565403,259.9746047028759,254.8022399239724,ssp245
2020,r1i1p1f3,288.1906555971262,259.6322093345393,254.88349802132203,ssp245
2021,r1i1p1f3,288.3371754887513,259.64436589781684,254.7504075251345,ssp245
2022,r1i1p1f3,288.576631225492,260.8623093263888,255.664629366153,ssp245
2023,r1i1p1f3,288.4332699188871,259.81295281419654,255.0875349592528,ssp245
2024,r1i1p1f3,288.4355838502287,261.04095533584126,255.38752451871582,ssp245
2025,r1i1p1f3,288.594923136758,258.33207757741565,253.70584161305783,ssp245
2026,r1i1p1f3,288.6302566525727,259.87311676733873,254.4593217131675,ssp245
2027,r1i1p1f3,288.58577937782076,260.2986881185149,254.86597836072602,ssp245
2028,r1i1p1f3,288.6751886923897,259.8902590711541,254.86783687608,ssp245
2029,r1i1p1f3,288.62519759729764,260.1270141029322,254.6488893803292,ssp245
2030,r1i1p1f3,288.64283823252873,260.18036024954023,254.33500432343328,ssp245
2031,r1i1p1f3,288.5742393371953,259.5223130241408,254.03715318278384,ssp245
2032,r1i1p1f3,288.6976821179261,260.84669155151647,254.91991427168566,ssp245
2033,r1i1p1f3,288.6410496696772,258.7271265373423,253.7298108221967,ssp245
2034,r1i1p1f3,288.7914197604084,259.6342387628035,254.90606560926418,ssp245
2035,r1i1p1f3,288.8484085569679,259.0168307920675,254.58733887619795,ssp245
2036,r1i1p1f3,288.58986152355385,258.6699860006753,254.29698386748302,ssp245
2037,r1i1p1f3,288.7698524448944,259.4541589452937,254.26593311346338,ssp245
2038,r1i1p1f3,288.7954685046213,260.0985940143133,255.02346267495514,ssp245
2039,r1i1p1f3,288.8955239689377,258.597788273473,253.49257802661498,ssp245
2040,r1i1p1f3,289.068866297506,260.44258682387687,255.7696109254691,ssp245
2041,r1i1p1f3,288.9831940650898,260.09269293120497,255.2947298767082,ssp245
2042,r1i1p1f3,289.00313440965346,259.39931978898505,254.60075177619234,ssp245
2043,r1i1p1f3,289.1937351374174,260.7766422139438,256.5492764131036,ssp245
2044,r1i1p1f3,289.2103548403239,260.3788419138878,255.87841889264018,ssp245
2045,r1i1p1f3,289.18897413727115,259.3571125224864,254.79566292448226,ssp245
2046,r1i1p1f3,289.18041327637405,260.011887809647,255.26320626581352,ssp245
2047,r1i1p1f3,289.14036780723734,260.0256765682651,255.34601701961202,ssp245
2048,r1i1p1f3,289.32427177485795,259.47811614877565,254.78334139674504,ssp245
2049,r1i1p1f3,289.4647645740606,260.09840561126987,255.9651566144373,ssp245
2050,r1i1p1f3,289.3709299511311,260.2261517957028,255.81484063910494,ssp245
2051,r1i1p1f3,289.39346789304454,260.7712649480106,256.1795545640834,ssp245
2052,r1i1p1f3,289.3941362841076,259.7405743239555,255.31734337585436,ssp245
2053,r1i1p1f3,289.37986326796704,260.5915953183857,255.44746716561662,ssp245
2054,r1i1p1f3,289.5037298581275,259.7572864592925,255.04823784711763,ssp245
2055,r1i1p1f3,289.5511108687251,260.5591678958887,255.8136871184963,ssp245
2056,r1i1p1f3,289.5164628298862,260.06789943728944,255.68097766724122,ssp245
2057,r1i1p1f3,289.65567060776044,260.89141536921227,256.19051091557515,ssp245
2058,r1i1p1f3,289.71163953147413,261.2472561798927,256.09145392880697,ssp245
2059,r1i1p1f3,289.6405361495914,260.7241564069404,255.76616891205046,ssp245
2060,r1i1p1f3,289.6568578033764,260.18476584328994,255.72293341625644,ssp245
2061,r1i1p1f3,289.7671874861825,260.01310935583325,256.19957922885925,ssp245
2062,r1i1p1f3,289.87129016714,260.59598163905997,256.0130355337299,ssp245
2063,r1i1p1f3,289.6636046829913,260.9276956268717,256.51520952808926,ssp245
2064,r1i1p1f3,289.80648559840927,262.22623327844155,256.9299463253482,ssp245
2065,r1i1p1f3,289.9782573439571,262.2077017566619,258.03635557615263,ssp245
2066,r1i1p1f3,290.0047033851788,261.4013750087613,256.6395145516716,ssp245
2067,r1i1p1f3,289.9337126252066,261.9438912601081,256.69538709321506,ssp245
2068,r1i1p1f3,289.8848329518076,261.64538961229556,256.52890912002397,ssp245
2069,r1i1p1f3,289.934718998792,261.7956381393022,256.93644205080784,ssp245
2070,r1i1p1f3,290.0909541919259,261.041040962172,256.2294527451331,ssp245
2071,r1i1p1f3,290.03478084794966,261.13188734140545,256.5963194456569,ssp245
2072,r1i1p1f3,290.19938248501035,260.7165222423476,256.2738972937814,ssp245
2073,r1i1p1f3,290.2115084799044,261.32290236306045,257.0733885432928,ssp245
2074,r1i1p1f3,290.1002277989463,262.7618844238177,257.6188502469241,ssp245
2075,r1i1p1f3,290.1022274523063,261.42095407896073,256.79762342859493,ssp245
2076,r1i1p1f3,290.02746200478884,261.9544304653188,257.36820768853585,ssp245
2077,r1i1p1f3,290.2754479647071,261.5669247874457,256.8642711493323,ssp245
2078,r1i1p1f3,290.27093597979615,264.2613348697202,259.13264012997325,ssp245
2079,r1i1p1f3,290.2530086063768,262.75679668905883,257.827279628675,ssp245
2080,r1i1p1f3,290.1624913444705,261.64499902368016,256.8084607954348,ssp245
2081,r1i1p1f3,290.24210868893675,260.6848180179465,256.40062748859606,ssp245
2082,r1i1p1f3,290.32707672659274,262.42468225355776,257.9627623500798,ssp245
2083,r1i1p1f3,290.58285369578385,262.2925171765867,258.0815563358095,ssp245
2084,r1i1p1f3,290.5169346843057,261.84354848214326,257.36705882843773,ssp245
2085,r1i1p1f3,290.53838569413705,262.98040416751087,258.70437148605663,ssp245
2086,r1i1p1f3,290.4207591185229,261.98690340409337,257.33796111170153,ssp245
2087,r1i1p1f3,290.438692663271,261.8287562292748,257.5693057145582,ssp245
2088,r1i1p1f3,290.5111107183088,263.5453484809162,258.7294139537761,ssp245
2089,r1i1p1f3,290.549088390128,262.66815888019073,257.8223347008536,ssp245
2090,r1i1p1f3,290.5858126114678,262.7883259307122,258.0785569404316,ssp245
2091,r1i1p1f3,290.5870882009773,262.1684772722421,257.6927833487121,ssp245
2092,r1i1p1f3,290.5893786518653,262.35611694993906,258.09512023098995,ssp245
2093,r1i1p1f3,290.78518559225944,262.2464343831518,258.2887693475709,ssp245
2094,r1i1p1f3,290.75166508918187,263.64206979541166,258.8422134867814,ssp245
2095,r1i1p1f3,290.55709891133614,262.9954414673458,258.67274373280947,ssp245
2096,r1i1p1f3,290.5828231565538,262.8257950190156,258.46158816702274,ssp245
2097,r1i1p1f3,290.6094059850848,261.44304054615327,256.6521953031372,ssp245
2098,r1i1p1f3,290.77968975626726,261.65595972645644,257.50046318046066,ssp245
2099,r1i1p1f3,290.7302560875651,263.70581183069777,259.22456124991606,ssp245
2100,r1i1p1f3,290.7596201105351,262.6865841047065,258.19734493696023,ssp245
2015,r1i1p1f3,288.01269857279084,257.6882794844968,252.72286479777654,ssp585
2016,r1i1p1f3,288.2227019267506,259.04622185206625,253.40893577963277,ssp585
2017,r1i1p1f3,288.1479830891046,260.1205906528439,255.09066772819796,ssp585
2018,r1i1p1f3,288.18209063205353,259.6084480787121,254.27971594352525,ssp585
2019,r1i1p1f3,288.1145642227011,259.3109318220966,254.23240801545975,ssp585
2020,r1i1p1f3,288.2571654593702,258.222670495623,253.2411755959349,ssp585
2021,r1i1p1f3,288.25274961449946,259.1518910857624,254.6671588964499,ssp585
2022,r1i1p1f3,288.169388873712,259.85754600625387,254.5925183029862,ssp585
2023,r1i1p1f3,288.3203700489901,259.6972628130805,254.16737861908854,ssp585
2024,r1i1p1f3,288.4029591946702,259.5602256441406,254.62839472416417,ssp585
2025,r1i1p1f3,288.55432595997866,259.1436204868307,254.27507047012685,ssp585
2026,r1i1p1f3,288.69425173928573,258.4101714233194,252.9649320221312,ssp585
