year,member,tas_global,tas_gis_south,tas_gis_all,scenario
2027,r1i1p3f1,288.4536162624465,259.69487810005586,255.13024144049695,ssp585
2028,r1i1p3f1,288.50377287369975,259.020181922774,254.70311766566218,ssp585
2029,r1i1p3f1,288.7318925745735,259.0373526537603,254.84807680491818,ssp585
2030,r1i1p3f1,288.8524418074962,258.70679327012635,254.5846674442375,ssp585
2031,r1i1p3f1,288.68655245951015,258.2383914585197,254.4378773451214,ssp585
2032,r1i1p3f1,288.6931026969054,259.49996436378933,254.9665259452006,ssp585
2033,r1i1p3f1,288.82106698028355,258.7004829049553,254.7905263058666,ssp585
2034,r1i1p3f1,289.14501839737443,260.7194182664185,256.5669211911925,ssp585
2035,r1i1p3f1,288.88969211748605,260.82252341290894,256.22903934756687,ssp585
2036,r1i1p3f1,288.7643625397709,258.99258552182835,254.84215878011318,ssp585
2037,r1i1p3f1,289.17229607787186,260.2770816857393,255.764982348225,ssp585
2038,r1i1p3f1,289.2185821002908,260.81341496509316,256.67277363136486,ssp585
2039,r1i1p3f1,288.98354932422905,260.22002400307895,255.817661059612,ssp585
2040,r1i1p3f1,289.0854072838921,258.8925547432071,255.16365448884835,ssp585
2041,r1i1p3f1,289.36314900404324,259.1579535236821,255.0975376450098,ssp585
2042,r1i1p3f1,289.50223135215344,260.0621524189828,255.93691978513283,ssp585
2043,r1i1p3f1,289.4836918219586,259.29538885585686,255.04668100313188,ssp585
2044,r1i1p3f1,289.54912470106973,261.44099892721727,257.4317860444817,ssp585
2045,r1i1p3f1,289.2043331522078,260.40398321562344,256.3689611070331,ssp585
2046,r1i1p3f1,289.0875519482714,259.0625222159224,255.0295035184328,ssp585
2047,r1i1p3f1,289.11353410568154,260.0026920458003,255.80129151618007,ssp585
2048,r1i1p3f1,289.49166272647517,259.3984056795065,255.691825104719,ssp585
2049,r1i1p3f1,289.7147140581812,259.6240529884247,255.65072910026694,ssp585
2050,r1i1p3f1,289.77374621339743,261.0708458680204,257.2323823362542,ssp585
2051,r1i1p3f1,289.76275752165,261.5550436773669,257.52621115411984,ssp585
2052,r1i1p3f1,289.8116621683294,260.88936960312594,257.1275267136418,ssp585
2053,r1i1p3f1,289.9163003657874,261.26582374164605,256.86094019707014,ssp585
2054,r1i1p3f1,289.80553400314693,260.75589140265043,256.6634298691115,ssp585
2055,r1i1p3f1,289.5949852972271,260.2024360694067,255.5259719549366,ssp585
2056,r1i1p3f1,289.6372355936483,259.6979551894757,255.89389751303662,ssp585
2057,r1i1p3f1,289.9908459000609,259.8346898636879,255.9122725174798,ssp585
2058,r1i1p3f1,290.0095274264181,260.19033379025007,256.1386158294149,ssp585
2059,r1i1p3f1,289.7097849345599,260.038859243047,256.19209634441336,ssp585
2060,r1i1p3f1,289.823789783396,259.6503560988478,256.0396478609229,ssp585
2061,r1i1p3f1,290.2368229359486,260.2369849319539,256.3391281741802,ssp585
2062,r1i1p3f1,290.3706566663148,261.2294328012113,257.4451905336058,ssp585
2063,r1i1p3f1,290.17566498732555,260.3577630501369,256.3549171457107,ssp585
2064,r1i1p3f1,290.3337855992741,261.8257920967541,258.1397016492722,ssp585
2065,r1i1p3f1,290.3027992570593,262.2482389116816,258.1773089106503,ssp585
2066,r1i1p3f1,289.9868978117171,260.9980623328436,257.1155299161842,ssp585
2067,r1i1p3f1,289.95027256494194,260.72196747339643,256.8667835284701,ssp585
2068,r1i1p3f1,290.45487230735046,260.9247893571885,257.22355195439496,ssp585
2069,r1i1p3f1,290.37761354660387,261.41987313275644,257.71311482492115,ssp585
2070,r1i1p3f1,290.28196003427297,260.8818785882769,257.2367225564718,ssp585
2071,r1i1p3f1,290.60745161981777,260.5939615009526,257.07103754245065,ssp585
2072,r1i1p3f1,290.7515318234582,261.47748796439055,258.0884537475229,ssp585
2073,r1i1p3f1,290.47945402443764,260.5364502754381,256.94285359273454,ssp585
2074,r1i1p3f1,290.3804077240534,260.8586276392111,257.63429256356176,ssp585
2075,r1i1p3f1,290.8043636182072,259.3766032618327,256.10652728736034,ssp585
2076,r1i1p3f1,290.78851563882677,260.7812259582129,257.2141717409935,ssp585
2077,r1i1p3f1,290.7756683106879,261.1712075213139,257.1142374224564,ssp585
2078,r1i1p3f1,290.8154675004374,260.56491346448627,257.4854778469176,ssp585
2079,r1i1p3f1,290.74431184373657,260.42822921269925,256.56833826755405,ssp585
2080,r1i1p3f1,290.97171530689445,260.0832385557856,256.54018185126085,ssp585
2081,r1i1p3f1,291.1479960500585,261.8935152584157,258.30112811021786,ssp585
2082,r1i1p3f1,291.0765072049024,261.77490053383343,258.25440324003824,ssp585
2083,r1i1p3f1,290.742178371312,261.74669482196214,257.9429374005658,ssp585
2084,r1i1p3f1,290.89210484734605,260.0631678904263,256.3459639825836,ssp585
2085,r1i1p3f1,291.22690584473776,261.9796761318212,258.4826083493741,ssp585
2086,r1i1p3f1,291.14049455456103,261.6106532781572,258.1503418825337,ssp585
2087,r1i1p3f1,291.0587555341706,260.77945388656894,257.0206745575134,ssp585
2088,r1i1p3f1,291.2728789101805,261.3696191802162,257.77044584446645,ssp585
2089,r1i1p3f1,291.4495597711796,262.01814432711046,258.34893945485015,ssp585
2090,r1i1p3f1,291.16849663892157,261.916167508615,258.5235217260116,ssp585
2091,r1i1p3f1,291.2881232270686,261.08861868851596,257.8925582896824,ssp585
2092,r1i1p3f1,291.6014239477132,263.25721062751524,259.7829450408451,ssp585
2093,r1i1p3f1,291.6943319637589,262.32270541827666,258.91766918077104,ssp585
2094,r1i1p3f1,291.59794875214226,260.4552216795249,257.3660586449335,ssp585
2095,r1i1p3f1,291.34298984305286,261.93366206182503,258.40604585778783,ssp585
2096,r1i1p3f1,291.3841592310399,260.8232590422689,257.50494997697996,ssp585
2097,r1i1p3f1,291.79024622466585,262.57725341749835,259.6058147942875,ssp585
2098,r1i1p3f1,291.84330727230946,262.79668528587143,259.26892512691194,ssp585
2099,r1i1p3f1,291.88262277151813,261.95394724758745,258.7039781125799,ssp585
2100,r1i1p3f1,292.0299280998801,262.5454630841126,259.1514228275462,ssp585
