,gcm,period_scenario,temp_ch_ipcc,region
290,gfdl-esm4,1951-1970_hist,0.30369420687347537,RGI17_glacier
291,gfdl-esm4,1995-2014_hist,0.798456542865082,RGI17_glacier
292,gfdl-esm4,2021-2040_ssp126,1.074367300426632,RGI17_glacier
293,gfdl-esm4,2041-2060_ssp126,1.163476770129352,RGI17_glacier
294,gfdl-esm4,2061-2080_ssp126,1.297327112321684,RGI17_glacier
295,gfdl-esm4,2081-2100_ssp126,1.233314398318989,RGI17_glacier
296,gfdl-esm4,2021-2040_ssp370,1.2151531072158623,RGI17_glacier
297,gfdl-esm4,2041-2060_ssp370,1.6369930177353065,RGI17_glacier
298,gfdl-esm4,2061-2080_ssp370,2.035086698061718,RGI17_glacier
299,gfdl-esm4,2081-2100_ssp370,2.648397091326452,RGI17_glacier
300,gfdl-esm4,2021-2040_ssp585,1.298828725716756,RGI17_glacier
301,gfdl-esm4,2041-2060_ssp585,1.7664759442616567,RGI17_glacier
302,gfdl-esm4,2061-2080_ssp585,2.1349793200000895,RGI17_glacier
303,gfdl-esm4,2081-2100_ssp585,2.928180206930272,RGI17_glacier
304,gfdl-esm4,1851-1870_hist,0.03618616101491812,RGI18_glacier
305,gfdl-esm4,1901-1920_hist,0.5420164890016523,RGI18_glacier
306,gfdl-esm4,1951-1970_hist,0.20913908271707493,RGI18_glacier
307,gfdl-esm4,1995-2014_hist,0.9328308492669763,RGI18_glacier
308,gfdl-esm4,2021-2040_ssp126,1.1820211623775285,RGI18_glacier
309,gfdl-esm4,2041-2060_ssp126,1.243476541577444,RGI18_glacier
310,gfdl-esm4,2061-2080_ssp126,1.5540798927350683,RGI18_glacier
311,gfdl-esm4,2081-2100_ssp126,1.4242547009755344,RGI18_glacier
312,gfdl-esm4,2021-2040_ssp370,1.2843900634475847,RGI18_glacier
313,gfdl-esm4,2041-2060_ssp370,1.6297944493402228,RGI18_glacier
314,gfdl-esm4,2061-2080_ssp370,2.4220771536423045,RGI18_glacier
315,gfdl-esm4,2081-2100_ssp370,3.2044180367092783,RGI18_glacier
316,gfdl-esm4,2021-2040_ssp585,1.1909313878326704,RGI18_glacier
317,gfdl-esm4,2041-2060_ssp585,1.9120244854773083,RGI18_glacier
318,gfdl-esm4,2061-2080_ssp585,2.7575801249043725,RGI18_glacier
319,gfdl-esm4,2081-2100_ssp585,3.5797570159734122,RGI18_glacier
320,gfdl-esm4,1851-1870_hist,-0.38762487612192187,RGI19_glacier
321,gfdl-esm4,1901-1920_hist,0.6065183661960014,RGI19_glacier
322,gfdl-esm4,1951-1970_hist,-0.09353012938565852,RGI19_glacier
323,gfdl-esm4,1995-2014_hist,0.6997867337462389,RGI19_glacier
324,gfdl-esm4,2021-2040_ssp126,1.7652891768814691,RGI19_glacier
325,gfdl-esm4,2041-2060_ssp126,1.402468020750137,RGI19_glacier
326,gfdl-esm4,2061-2080_ssp126,1.3042548511594831,RGI19_glacier
327,gfdl-esm4,2081-2100_ssp126,1.2282368922573768,RGI19_glacier
328,gfdl-esm4,2021-2040_ssp370,1.6732351588246694,RGI19_glacier
329,gfdl-esm4,2041-2060_ssp370,2.0777165724401727,RGI19_glacier
330,gfdl-esm4,2061-2080_ssp370,2.8004408472835647,RGI19_glacier
331,gfdl-esm4,2081-2100_ssp370,3.2493516049999696,RGI19_glacier
332,gfdl-esm4,2021-2040_ssp585,1.617844688923173,RGI19_glacier
333,gfdl-esm4,2041-2060_ssp585,2.263850476953595,RGI19_glacier
334,gfdl-esm4,2061-2080_ssp585,2.9247099398903846,RGI19_glacier
335,gfdl-esm4,2081-2100_ssp585,4.058041936961857,RGI19_glacier
336,ipsl-cm6a-lr,1851-1870_hist,-0.13191332570118552,global
