ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvHL,glaciers,2100,fixed,2000,11.296609136669112,11.321277564750913,9.71759012468736,13.023169131793829,3.305579007106468,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,gis,2300,joint,2000,12.42731735019344,13.407259379410426,8.331753701089749,21.204951053962013,12.873197352872264,1.5084702385179314,0.9565029288927832,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2100,fixed,2000,28.115653989872424,27.497502080792554,4.494885528309873,61.76667205504027,57.271786526730395,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2100,joint,2000,23.984095582307674,26.512219613575397,4.102391148975174,66.21921174783301,62.11682059885784,1.0845972225760083,0.8530513140810104,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2150,fixed,2000,46.815665294613105,50.02183782952108,7.03900326516717,121.39581849994765,114.35681523478048,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2150,joint,2000,35.83716506619903,48.29455631494984,6.297553074812219,129.2605347357313,122.9629816609191,1.0752571362578585,0.7654951572443566,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2300,fixed,2000,53.74123886393012,61.09506569083624,12.918920118760502,146.47047163535308,133.55155151659258,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2300,joint,2000,41.756911401362046,68.85081395599008,11.306074075329972,209.1147812050718,197.80870712974183,1.4811412138867281,0.7769994195163283,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2100,fixed,2000,22.48249791670974,22.49952177043235,19.964574969376226,24.98167219250295,5.017097223126722,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2100,joint,2000,22.138122091753615,22.502021072490244,14.956369925777175,31.079752743276543,16.12338281749937,3.213687536924202,0.9846824927447153,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2150,fixed,2000,28.185209107663088,28.206551081262628,25.028612138300865,31.31830178360506,6.289689645304197,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2150,joint,2000,27.645341084858583,28.21285312873054,17.41172438896847,40.750805443104454,23.339081054135985,3.7106888209596556,0.9808456974456959,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2300,fixed,2000,25.507049198154437,25.526363256407837,22.650392222905083,28.342435259061894,5.692043036156811,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2300,joint,2000,24.845309252805137,25.516794773248627,11.633845837496045,41.061593397961744,29.427747560465697,5.1699798075200265,0.9740565856830989,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2100,fixed,2000,73.21713625541145,72.5725116986232,48.36992787215033,107.84620252897858,59.47627465682825,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2100,joint,2000,68.06521432918322,71.68465202978024,40.78390090551502,117.99725497092372,77.21335406540871,1.2982210891808794,0.9296350254910789,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2150,fixed,2000,104.39758161905834,108.136455972433,63.63817559672086,180.55460973656693,116.91643413984607,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2150,joint,2000,91.8791185036844,106.55582775394369,52.64250319189543,199.1227441794752,146.48024098757978,1.252862713999401,0.8800885717731163,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2300,fixed,2000,115.76946743494005,123.645143603425,73.7083409287828,209.87353756466064,136.16519663587783,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2300,joint,2000,102.44749531569087,131.4812845752115,59.41640917937174,285.9793166020258,226.56290742265406,1.663882644171628,0.884926721920563,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvHL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
