marker,decline,R,year,shipped_cm,regrow_cm,delta_cm,delta_p05,delta_p95,headroom_cm
vvML,True,1,2300,12.197744298272202,11.888418194502425,-0.19567147684144715,-1.4484929573010321,-0.03585189745309931,2.298326956311236
vvML,True,3,2100,8.815531017333463,8.648076232846698,-0.013728591322470507,-0.6838433158255,-0.00012219112292459773,0.0
vvML,True,3,2150,11.29945406283915,11.194068171253967,-0.010211106408893222,-0.6041425170051861,-7.283414969290198e-05,0.0
vvML,True,3,2300,12.197744298272202,12.041820640214848,-0.07155279602643105,-0.628498241829186,-0.012308075000089066,2.298326956311236
vvML,True,10,2100,8.815531017333463,8.750735915987931,-0.004135291816822928,-0.23214845111222998,-3.666415935645878e-05,0.0
vvML,True,10,2150,11.29945406283915,11.291975781203732,-0.003076041301617316,-0.2011272136419409,-2.191653979579657e-05,0.0
vvML,True,10,2300,12.197744298272202,12.130465711918477,-0.022110737924815993,-0.2174733991779189,-0.003714445784240896,2.298326956311236
vvML,True,30,2100,8.815531017333463,8.8147910826716,-0.0013800365013949545,-0.07988579020696082,-1.222203651902733e-05,0.0
vvML,True,30,2150,11.29945406283915,11.298378850725339,-0.0010265682189576353,-0.06893505713600039,-7.311855845948408e-06,0.0
vvML,True,30,2300,12.197744298272202,12.174919257156441,-0.007434606366318874,-0.07595430222528794,-0.0012402691698215848,2.298326956311236
vvML,True,100,2100,8.815531017333463,8.815449606907771,-0.00041418001733806165,-0.02419534076424785,-3.6666792210482465e-06,0.0
vvML,True,100,2150,11.29945406283915,11.29913120955138,-0.00030809902430828373,-0.020889941626443684,-2.1942236337224604e-06,0.0
vvML,True,100,2300,12.197744298272202,12.18436658396627,-0.0022372375407702094,-0.02317923627058587,-0.0003723041492426307,2.298326956311236
vvM,False,1,2100,9.640437922151985,9.375025112948517,-0.038916443657530664,-1.506897644769421,-0.0003393242777878673,0.0
vvM,False,1,2150,14.846984223464371,14.586492355135753,-0.023246429703991822,-1.1231521291541289,-0.00014359191566875045,0.0
vvM,False,1,2300,21.96196645022118,21.88650028123294,-0.0037377273547551937,-0.399577173895728,-1.147997532555679e-05,0.0
vvM,False,3,2100,9.640437922151985,9.502239348674902,-0.013120139565691247,-0.6586975243722504,-0.00011316608381335428,0.0
vvM,False,3,2150,14.846984223464371,14.708620910240416,-0.007884796806312266,-0.4859449445314272,-4.7882433090329373e-05,0.0
vvM,False,3,2300,21.96196645022118,21.926837695703064,-0.0012770786710500914,-0.17633800453033127,-3.82905707851933e-06,0.0
vvM,False,10,2100,9.640437922151985,9.60043130452015,-0.00395198700074495,-0.22370135844406142,-3.395592266057794e-05,0.0
vvM,False,10,2150,14.846984223464371,14.781156279303064,-0.0023751372656004577,-0.16442048847086888,-1.4366669546994619e-05,0.0
vvM,False,10,2300,21.96196645022118,21.931662328802645,-0.000386624322416651,-0.060240584182844434,-1.1489692713695386e-06,0.0
vvM,False,30,2100,9.640437922151985,9.627135018332806,-0.0013188609603309587,-0.07736449780414549,-1.1319221865502286e-05,0.0
vvM,False,30,2150,14.846984223464371,14.830563060587291,-0.0007926441394605632,-0.05700949459655487,-4.789074617406187e-06,0.0
vvM,False,30,2300,21.96196645022118,21.931693606325243,-0.00012921604787408114,-0.020680242508667845,-3.8301377571770025e-07,0.0
vvM,False,100,2100,9.640437922151985,9.639264183284254,-0.0003958195703965828,-0.023432080368263008,-3.3958275667878054e-06,0.0
vvM,False,100,2150,14.846984223464371,14.842027747416175,-0.00023789132966811621,-0.01735092126767679,-1.4367417893623728e-06,0.0
vvM,False,100,2300,21.96196645022118,21.961926666636458,-3.880090372376799e-05,-0.006259229198317761,-1.1490665201563398e-07,0.0
vvHL,True,1,2100,10.632352638300231,10.436709338866901,-0.03664203050319692,-1.430622476898506,-0.00030987758674418976,0.0
vvHL,True,1,2150,13.44095935757776,13.168003089267142,-0.025771994181139846,-1.1921740536957168,-0.00016722906732749018,0.0
vvHL,True,1,2300,14.532823410231765,14.38641155632762,-0.03832257003300121,-1.0778523477641826,-0.001294552081466987,0.3118309799915515
vvHL,True,3,2100,10.632352638300231,10.561212061090774,-0.012353008511243324,-0.6256803323872862,-0.00010334346974731913,0.0
vvHL,True,3,2150,13.44095935757776,13.275851745070256,-0.008690338158739763,-0.5208252528469399,-5.576449499056226e-05,0.0
vvHL,True,3,2300,14.532823410231765,14.451552490520605,-0.013418359002669078,-0.47144292588142755,-0.00043345800366197015,0.3118309799915515
vvHL,True,10,2100,10.632352638300231,10.607903841216984,-0.0037208778392407993,-0.21259823457230062,-3.1008396942855435e-05,0.0
vvHL,True,10,2150,13.44095935757776,13.439741592022429,-0.0026178400153220593,-0.17632830227193175,-1.673160449211509e-05,0.0
vvHL,True,10,2300,14.532823410231765,14.511985735977554,-0.00409855587689556,-0.16349953208247853,-0.00013024251469566703,0.3118309799915515
vvHL,True,30,2100,10.632352638300231,10.616902395897775,-0.0012417313640442629,-0.07376224239643533,-1.0336642639341433e-05,0.0
vvHL,True,30,2150,13.44095935757776,13.44055287990684,-0.0008736450442814458,-0.06044362952885205,-5.577416391489012e-06,0.0
vvHL,True,30,2300,14.532823410231765,14.513759650447962,-0.001373329804744472,-0.05711137858458386,-4.34337492491112e-05,0.3118309799915515
vvHL,True,100,2100,10.632352638300231,10.626918250703472,-0.0003726708776614629,-0.022408416507498252,-3.101046385278753e-06,0.0
vvHL,True,100,2150,13.44095935757776,13.440837355742396,-0.0002622021288409826,-0.018377683153186553,-1.6732474801273162e-06,0.0
vvHL,True,100,2300,14.532823410231765,14.524639108212233,-0.0004127552054509209,-0.01742854484658949,-1.3032181798422523e-05,0.3118309799915515
vvH,False,1,2100,10.618768979643065,10.433730276199405,-0.036774479628409296,-1.4357538691232035,-0.0003082421210143241,0.0
vvH,False,1,2150,17.155241364186065,17.004457207995134,-0.017966360164690443,-0.9860450889778781,-8.852344227232589e-05,0.0
vvH,False,1,2300,26.097198443940915,25.962163495970845,-0.0014840399792994674,-0.18570095991059538,-2.746173989720553e-06,0.0
vvH,False,3,2100,10.618768979643065,10.545352070087773,-0.012397678642153132,-0.6279059930050233,-0.0001034843817548926,0.0
vvH,False,3,2150,17.155241364186065,17.11581017998043,-0.00607889111130433,-0.4271451391260429,-2.9858210893429806e-05,0.0
vvH,False,3,2300,26.097198443940915,26.02671071238769,-0.0004983470265980117,-0.07779631049776031,-9.162748465740856e-07,0.0
vvH,False,10,2100,10.618768979643065,10.595145574561155,-0.0037343349801171044,-0.21334664922748184,-3.105066736575072e-05,0.0
vvH,False,10,2150,17.155241364186065,17.150801378504234,-0.001833431912146466,-0.14046889016688197,-8.99492658845703e-06,0.0
vvH,False,10,2300,26.097198443940915,26.095192565927725,-0.00014989513378083075,-0.026212776039234238,-2.749757374687085e-07,0.0
vvH,False,30,2100,10.618768979643065,10.600826949286244,-0.0012462224687190826,-0.07402088582394181,-1.0350732475927782e-05,0.0
vvH,False,30,2150,17.155241364186065,17.15375216538505,-0.0006120839942127532,-0.04815241962147638,-3.0018985947677415e-06,0.0
vvH,False,30,2300,26.097198443940915,26.096512246514873,-5.0002478891642e-05,-0.009065396206302976,-9.166747467759274e-08,0.0
vvH,False,100,2100,10.618768979643065,10.609799159495186,-0.0003740187766556602,-0.022485983952328502,-3.10527330604771e-06,0.0
vvH,False,100,2150,17.155241364186065,17.15479362735748,-0.00018372422229795404,-0.014592837356435772,-9.009471977350369e-07,0.0
vvH,False,100,2300,26.097198443940915,26.096990658930682,-1.5004680406605075e-05,-0.002756151554338614,-2.7501179644673424e-08,0.0
