year,arm,med_cm,p05_cm,p95_cm
2252,control,221.43819338833524,131.82424366706007,331.9171232715973
2253,control,222.73466009909743,132.632406021594,333.7759320213147
2254,control,224.00970704302475,133.40370952829895,335.6305340847514
2255,control,225.25518425861594,134.17489116937736,337.4853879099215
2256,control,226.56268743796508,134.9052899866078,339.3404541638733
2257,control,227.86691885706176,135.63568544343894,341.19518533435433
2258,control,229.13438253077265,136.37139335510017,343.06929051013645
2259,control,230.33298408728376,137.1413395285924,345.03661409639824
2260,control,231.56271635383254,137.91064023577243,347.0021223714861
2261,control,232.7396115816881,138.67982597758703,348.9665099651752
2262,control,233.91577802262952,139.44928720027616,350.7802095873128
2263,control,235.11289609847802,140.21049383873438,352.5213754558303
2264,control,236.39265902141204,140.93205936808081,354.25560087695743
2265,control,237.65490103309597,141.65305037901652,356.0279526144635
2266,control,238.90173429905138,142.45246759013213,357.8776021857527
2267,control,240.1490490007312,143.25682410326772,359.7281444443871
2268,control,241.34977374441092,143.99822192741536,361.5783582924346
2269,control,242.57266196506367,144.71408490249823,363.3944500789958
2270,control,243.78681264004769,145.4316719925124,365.16021346180105
2271,control,244.96017681114392,146.14927182300272,366.9254979777928
2272,control,246.13233931631748,146.86608020769833,368.6890249914509
2273,control,247.34325594269367,147.582890242622,370.5090940500689
2274,control,248.6028991826741,148.29961177396558,372.48547881485825
2275,control,249.86455147299972,149.01619236520213,374.46097678432676
2276,control,251.13809193703435,149.7505385274033,376.3983321060527
2277,control,252.45650474704146,150.49578208829206,378.2122800793431
2278,control,253.76381897135315,151.24098921396623,379.99899251541024
2279,control,255.0093000737637,151.98613657928317,381.7852343264026
2280,control,256.3000449321894,152.73162229780786,383.57115525304573
2281,control,257.5900126405429,153.47654164291293,385.3562767423196
2282,control,258.87930388133583,154.22094758034729,387.1405518577377
2283,control,260.1681169967594,154.9658287783791,388.9241054367052
2284,control,261.4567612046785,155.71521036467408,390.70707499048694
2285,control,262.7455591052617,156.46475587023804,392.50398582732976
2286,control,263.99322852025136,157.2225547739719,394.50166882910145
2287,control,265.1844111085363,158.0420790953406,396.4989374705807
2288,control,266.35909817285665,158.8615559960798,398.4957316097773
2289,control,267.574713846059,159.681366125394,400.4213760099905
2290,control,268.7839773881483,160.50176562437562,402.2750165960525
2291,control,270.0890946173954,161.32210547265305,404.1353204579479
2292,control,271.3414489315303,162.14220897862248,406.2364279497748
2293,control,272.5335624165001,162.96182852276684,408.11041040806543
2294,control,273.73473027961495,163.78118152518525,409.91018378646663
2295,control,274.94878709881107,164.5872846589636,411.6951983383518
2296,control,276.16682230914756,165.3382237750148,413.4775659003815
2297,control,277.4315363096034,166.08900327300037,415.25426418440554
2298,control,278.69680544113294,166.84010847245892,417.0307851547179
2299,control,279.9491032531864,167.59078089235507,418.86370615601453
2300,control,281.1895243759867,168.34130464984796,420.69676856599915
1990,tant12,-0.32097222355480826,-0.3958341726408673,-0.25134501945792886
1991,tant12,-0.30612646470072624,-0.3643116561770572,-0.24162647287537464
1992,tant12,-0.2801385378140989,-0.33313376871664396,-0.2314824025086022
1993,tant12,-0.26745727748316717,-0.30281444360633286,-0.22233626618712884
1994,tant12,-0.2636155510065542,-0.30293965630604525,-0.21629051440266964
1995,tant12,-0.25852722877607875,-0.3020621345168813,-0.2080272972946376
1996,tant12,-0.249592552922839,-0.279408986998405,-0.19822215554489608
1997,tant12,-0.22795472844418985,-0.24982266086478594,-0.18636989733636283
1998,tant12,-0.2015213604488506,-0.21899151209879864,-0.17380871621203203
1999,tant12,-0.17407414140208355,-0.18851498815252002,-0.15863549882841105
2000,tant12,-0.14557503383025883,-0.15967842667520252,-0.13551224365197653
2001,tant12,-0.11615106839876349,-0.13312922520810017,-0.10784051841746359
2002,tant12,-0.0852035956614205,-0.10333568993255884,-0.07847627140489497
2003,tant12,-0.053893033491708986,-0.07153879422445414,-0.0480566068745107
2004,tant12,-0.022467184040578514,-0.03903701612648448,-0.016955308047207407
2005,tant12,0.009329647465675162,-0.006151057773746665,0.015182889437157777
2006,tant12,0.04083525471326943,0.02589614610113552,0.04791261285078737
2007,tant12,0.07258476548757531,0.05816819996681402,0.0812077023180848
2008,tant12,0.10439201762903105,0.0905173517823301,0.11463363141057221
2009,tant12,0.13621797235710642,0.12223489335038537,0.14809133510709743
2010,tant12,0.16824962851009106,0.15422667701289242,0.18153379887967933
2011,tant12,0.20086293842193748,0.1861866145864061,0.21517977093199953
2012,tant12,0.23495463327489763,0.2191104550361439,0.2503434111936537
2013,tant12,0.26832548058354055,0.2511951401757085,0.2846418387379495
2014,tant12,0.30228054116463077,0.2834262027891468,0.3200325669276058
2015,tant12,0.336818818624821,0.3161347532950714,0.3558326056032941
2016,tant12,0.3744323155789009,0.3518579221768219,0.3951933303191439
2017,tant12,0.41152090103348954,0.3852334298427272,0.43448323211369444
2018,tant12,0.44998084180169773,0.41943718222181897,0.4760571588323537
2019,tant12,0.48849827024400266,0.45343863596934025,0.5180607077048642
2020,tant12,0.5275209200825941,0.4876468132732866,0.5613770985657998
2021,tant12,0.5670833314280813,0.5218838467669263,0.6061847119328967
2022,tant12,0.6054654671013353,0.555907979956603,0.6499019698538206
2023,tant12,0.6476438879163637,0.590088137929621,0.6986081038429378
2024,tant12,0.6905383635863332,0.6237947897609709,0.7477782916744777
2025,tant12,0.7364704495540428,0.6587888525871065,0.8027126614588647
2026,tant12,0.7828113847004039,0.6944814419126931,0.8590239801580903
2027,tant12,0.8300951385073073,0.7299311483519078,0.9164552661675177
2028,tant12,0.8776249322792626,0.7660944388030999,0.9739232014771262
2029,tant12,0.9241505688810714,0.8024962453286871,1.0303904420650536
2030,tant12,0.9704631763829299,0.8387647924175246,1.0861550211015654
2031,tant12,1.0169749021956365,0.8742606659685891,1.1432474948269484
2032,tant12,1.064576115583955,0.9111408133709499,1.2031351119461775
2033,tant12,1.114070153113121,0.9474742061359198,1.2651979066642736
2034,tant12,1.1652364880120931,0.9827454220481843,1.329477122718838
2035,tant12,1.2193775076345563,1.0206717360842008,1.3996828924714608
2036,tant12,1.2738132830345454,1.059707997818017,1.466967485898306
2037,tant12,1.3279969031678263,1.098521775933673,1.5350827110632803
2038,tant12,1.3841092175607903,1.1366196409691514,1.6106400055651229
2039,tant12,1.4416366362504012,1.175802850078163,1.687851256778556
2040,tant12,1.4970554803041476,1.213524838067111,1.7601398126887404
2041,tant12,1.5519431037594034,1.250759487620411,1.8311476227492136
2042,tant12,1.6121499414019893,1.2905684973029248,1.9226010912246756
2043,tant12,1.6781297988512307,1.3302491176260816,2.0759044428498576
2044,tant12,1.7408855852696539,1.3699638606649436,2.1745762846677525
2045,tant12,1.8029539178234866,1.4101639537503534,2.2604280271628303
2046,tant12,1.866454120432769,1.4515212362329795,2.783468334018964
2047,tant12,1.9283736161115819,1.4915266605534483,2.853776782758109
2048,tant12,2.0068055415576573,1.5356733700206966,3.8964197725868885
2049,tant12,2.0793442605834747,1.577890071281538,5.261102384973826
2050,tant12,2.2156233551743645,1.6478113610917835,6.408666655193546
2051,tant12,2.2941046065036694,1.692767782498623,7.644966651961452
2052,tant12,2.4342110428728665,1.7682957699711377,8.806534279096825
2053,tant12,2.5449502796899734,1.8249326869834015,10.049054869097281
2054,tant12,2.7251574590047163,1.893093002196808,11.247420001551223
2055,tant12,2.872107246579519,1.949104018829745,12.55324553419187
2056,tant12,3.1077875345530823,2.016741079550175,13.79203952244202
2057,tant12,3.270242101916803,2.0739017670181203,15.166066901677658
2058,tant12,3.3929944414623563,2.128814269307173,16.35742258506842
2059,tant12,3.821369849548792,2.2129431562158146,17.676291857468748
2060,tant12,4.955350420236769,2.304158414601105,18.879863357709347
2061,tant12,6.088535087057641,2.371798576004752,20.31733929214751
2062,tant12,7.166485412132207,2.4886373245071023,21.55511180756199
2063,tant12,8.176921427512326,2.614718275028843,23.013930015081414
2064,tant12,9.137425310394256,2.784649244875464,24.320178096302847
2065,tant12,10.1576380203709,2.9932810073397764,25.839479494900285
2066,tant12,11.089058149770757,3.0853358866207623,27.12374068749677
2067,tant12,12.037447872879621,3.3027822082393463,28.44627659784422
2068,tant12,13.036178649353156,3.640945952127503,30.024820076468583
2069,tant12,14.034358929897612,3.7743060142028684,31.484395796399287
2070,tant12,15.044754407597495,4.323182664671129,32.771521590465355
2071,tant12,16.212050201793705,4.910905410835307,34.33448118080253
2072,tant12,17.26802603263538,5.426779924596511,35.69741333979662
2073,tant12,18.321839157857628,6.142087373282522,37.22274737603937
2074,tant12,19.472745724106783,6.937419384661114,38.69100259896503
2075,tant12,20.548320364061475,7.844940020977601,40.09192279699112
2076,tant12,21.601308022398612,8.802059742856933,41.628623865054806
2077,tant12,22.661468165738576,9.558787612146832,42.99864538369838
2078,tant12,23.73750069373327,10.256492542141318,44.37668781288782
2079,tant12,24.80217838716828,11.120740230720532,45.915965326683576
2080,tant12,25.915673394675682,11.939647637255554,47.4075607560894
2081,tant12,27.099900964681545,12.653262169074972,48.8794374129863
2082,tant12,28.11889196026619,13.450550366391862,50.44687059641114
2083,tant12,29.181401721206498,14.250577763920734,51.97118300415606
2084,tant12,30.282734919742087,15.031907385377897,53.287053473409586
2085,tant12,31.448954225331274,15.753367856437556,54.63042279902002
2086,tant12,32.51608127055016,16.42027784357716,56.13522830069471
2087,tant12,33.62496258948057,17.12403995880653,57.60933467451437
2088,tant12,34.747384537564116,17.909185014686013,59.15626276792235
2089,tant12,35.917588588096436,18.711876472231452,60.70967771634565
2090,tant12,37.08040963073934,19.442742257035015,62.28045408609891
2091,tant12,38.16990483691754,20.117585006831128,63.8318439996319
2092,tant12,39.34001462787924,20.793827842605285,65.405623732151
2093,tant12,40.451818263644014,21.652970999872014,66.98544557388101
2094,tant12,41.647915164615995,22.30533449947057,68.84594073060245
2095,tant12,42.74287559403154,23.01398952828412,70.41284937496005
2096,tant12,43.88415130527041,23.814372246271265,72.25562034830682
2097,tant12,45.0277488814083,24.490678910538655,74.11649324763381
2098,tant12,46.128799632747366,25.234810300083424,75.62643605179971
2099,tant12,47.3309305871486,26.02989068548746,77.27972088385461
2100,tant12,48.58205066159971,26.89731888734063,78.83410826445339
2101,tant12,49.84289897226019,27.637885269442,80.49779006580036
2102,tant12,51.12019574231789,28.270963555158716,82.16881520017968
2103,tant12,52.36721894803306,28.87059042061674,83.78610667873298
2104,tant12,53.66448812202202,29.70630100148707,85.77907121381216
2105,tant12,54.863065115116285,30.612374451048407,87.50360443682517
2106,tant12,56.07561347240472,31.510925316403434,89.17818800901684
2107,tant12,57.32477917432752,32.33675669568089,90.99830787146665
2108,tant12,58.529738453125134,33.15196064342597,92.8256758800465
2109,tant12,59.7296444489114,33.965132145411204,94.64394144662921
2110,tant12,61.13870884888509,34.79282387857126,96.47094055173729
2111,tant12,62.47772892594789,35.63336541940885,98.31109181672412
2112,tant12,63.75835186620299,36.43011757772077,100.1473682073188
2113,tant12,64.9986908887235,37.25313196792199,102.00016284324539
2114,tant12,66.30718876876423,38.10878423669694,103.87887941884306
2115,tant12,67.63435365450366,38.94209199608673,106.01466461248184
2116,tant12,68.97319446405417,39.71865130818935,108.04159507819125
2117,tant12,70.25397109151149,40.50804991303641,110.04294240042034
2118,tant12,71.59768225277567,41.31097924015858,111.93269460678187
2119,tant12,72.88918355338444,42.085136971198715,113.88256144461008
2120,tant12,74.23293965028503,42.871199752338256,115.96409274636275
2121,tant12,75.56615353827198,43.64782724250321,117.80899333633332
2122,tant12,76.87697855869538,44.417795769841696,119.82737908672858
2123,tant12,78.20260459629603,45.238564032201445,122.0051469388863
2124,tant12,79.53715228374139,46.05949423667686,124.02934678303946
2125,tant12,80.93937274235043,46.8839872594471,125.95750058065404
2126,tant12,82.36000505592193,47.70881066884812,127.74417726933248
2127,tant12,83.7104465627964,48.513902211977616,129.67706560084343
2128,tant12,85.09470399410532,49.34033461464552,131.65081296797794
2129,tant12,86.42219204279526,50.18064461825459,133.59481192919455
2130,tant12,87.81558033129048,51.022486240778186,135.70930513268993
2131,tant12,89.20053371920511,51.9061720707135,137.8154900919125
2132,tant12,90.61519732820034,52.722885085310274,139.86173206033573
2133,tant12,91.97048874155824,53.51847031425132,141.94066454801558
2134,tant12,93.32636434732436,54.31829546063911,143.95673948965188
