year,gmean,omean,Gload1,Oload1,Gload2,Oload2,Gload3,Oload3
1873,0.04115875986517421,0.6140804217586111,3.7881058437625546e-05,-9.796503631793331e-05,-0.0004701599693041458,-6.294649844282363e-05,0.00010047705094539285,-0.000701846850020992
1874,0.028746783868543103,0.7852646268391098,-7.612865353234379e-05,-9.54834974352083e-05,0.0005184827553286124,-5.862790521704917e-05,0.0007253098187159928,-0.0005267394396951861
1875,0.03145693089426183,1.1100161955737708,-8.681642417711306e-05,-9.029937090328767e-05,-0.00028828554162232674,-3.2279818622064566e-05,0.0002766818268972419,-0.00028260864939171884
1876,0.03322316692818316,1.4372249136876203,-0.00020149025772606157,-9.0243123498892e-05,0.00010395996941660164,-1.6979240847042628e-05,-0.0004560873308881771,-6.228378471376391e-05
1877,0.03640989343306796,1.6996491893092291,-0.0005670536850832825,-7.71371083005763e-05,7.129860473354318e-05,-2.5624463212663885e-06,0.0012015438307564756,0.0001307498391382719
1878,0.03059175816146996,1.9802724288526818,-0.0002635466060010682,-6.628639748009571e-05,-0.0005101441812459631,2.496293547633564e-05,-0.0007574451665700338,0.00037468837811835946
1879,0.03376654300944336,2.265857687918447,-5.9670976544087154e-05,-5.918557960328001e-05,-0.00024679483586432637,5.1937334460511154e-05,-0.001936877752541727,0.0006688427707154822
1880,0.02757317710999385,2.558170699160613,-5.384832743906562e-05,-4.61940341693085e-05,0.0003425771169895134,6.780409840400406e-05,-0.0017820393006118705,0.0009738704196387191
1881,0.03278952786030046,2.782128580811436,-9.195527987420631e-06,-3.704947258743539e-05,0.0008132965096467521,7.071088458135804e-05,0.00010943246610924703,0.0012183970892472335
1882,0.033490595975792445,3.0389455982051348,-9.42498804138709e-05,-2.7059075323817726e-05,2.2883424731924393e-05,9.390806975046007e-05,-0.0005503423879451423,0.0014881906843175223
1883,0.03621479521534374,3.3721383031349075,2.318335857964137e-05,-2.2482054113860422e-05,5.493243309070857e-05,0.00011791540964074599,-0.00026363835959159154,0.00174949349719691
1884,0.00040644341026517186,2.9506779272621433,-0.00010097216677667139,-7.641589964541269e-06,0.00014719620271613329,0.00014720141803976992,0.0011386038864810418,0.001924241615543938
1885,-0.14769981303777557,0.3385305024683746,-0.00012885206102710543,5.93906868009692e-05,0.0006146374865741966,0.00021053854338903838,0.003698716075031975,0.002012064709207462
1886,-0.15009283410283192,-0.5154936932925823,0.00040304967043387237,0.00011289368595022984,0.0008440128450677432,0.00026168860888898144,0.0076691766051705645,0.0020611361524674977
1887,-0.10324688711474114,-0.5059756728362549,0.00043043685657434495,0.00015139711149339582,0.0004973615933560902,0.00030026333732457685,0.007017976451909135,0.002169997405945985
1888,-0.06573325258235936,-0.3485030045383453,0.0004662712489128972,0.0001789704006307547,-5.193578258493733e-05,0.0003458933805982147,0.0057948554003046365,0.0023330796637690858
1889,-0.04169138302446669,0.019852446089550238,0.0004884235054539537,0.00020528537868449306,0.00015904297973272182,0.00038696541967204204,0.005611952458138904,0.0025379325145988966
1890,-0.013899829349834776,0.4333594673449331,0.0004945974485042471,0.00021997452713972651,0.0004744906761462653,0.00041182147030902484,0.004942124767523978,0.0027285968640044615
1891,-0.012999392901843588,0.5685304905683616,0.000586064507793119,0.00024000382696279493,0.00024376656308386558,0.0004475059267428098,0.001489624655662256,0.0030150912640950433
1892,-0.02423413418932283,0.5442038191833318,0.0008682096486855865,0.0002515828274073546,0.00015014405087189185,0.000488806456215917,0.002224013291921034,0.0032738838905085866
1893,-0.019448088729168832,0.6194521835828465,0.0007391235605613757,0.00025798003225271926,0.00031841898165642764,0.0005262892854348308,0.002544923738848083,0.0035153137044345324
1894,0.002505276409137606,0.9857679148046705,0.00024099324159784316,0.0002724223556093235,0.0009325292006259784,0.0005423443129802508,0.00016030767983134378,0.0038339031749610904
1895,0.018098740091492045,1.4339893299391064,0.00040948880172253385,0.0002890704101199685,0.001007367521330342,0.0005629401866569887,0.003520659948805737,0.004135431959208069
1896,0.032237639034283054,1.8595019578777385,0.00042791202545290304,0.00029722681968630564,0.0005060156505826485,0.000589701963368159,0.002846827084344741,0.004425441316198956
1897,0.037567032898759865,2.2521747542365356,0.000554264416812386,0.00029823766194578846,0.0007582468275716093,0.0006078280634007543,-0.0011986334017760401,0.004755178821157178
1898,0.042605540896040475,2.600453419014189,0.0003074663928624366,0.0003112642190200996,5.507022479084399e-05,0.0006430569868449761,-0.001428970217684425,0.005150658886530841
1899,0.04657160727728124,2.9231458609364553,0.000470507036888142,0.0003201845741347624,8.832584347137764e-05,0.000678179968087508,-0.0008410202513837785,0.005510963957665445
1900,0.04278687057272708,3.2175151660230275,0.00018634146098811362,0.0003401964898797734,4.764581944882812e-05,0.0007233162934975091,0.0005570619261434404,0.005869661755492454
1901,0.040650797489812006,3.5099916619176317,0.0001332001773599023,0.0003623152793114258,-0.00010978607956449851,0.0007753492286833428,0.0008094278386247525,0.006221799475565733
1902,0.03709129019452781,3.803316177356742,1.376420529139891e-05,0.00038820434590410236,0.0003522057168977991,0.0008138090323608133,0.0018999752331430614,0.00653069442244952
1903,0.024104608813182226,3.7520417962746904,0.0003283050902187403,0.00040767807813752387,0.0003541391421368508,0.0008565615336044375,0.002563539360816097,0.00680493700120383
1904,-0.04058173392154457,2.717306140597829,0.0007368272755085051,0.0004358414243618484,0.00043293933363606433,0.00091384021087948,0.005725141043875632,0.0069708433993164705
1905,-0.05022873875813539,2.489506970256037,0.0006172316856907353,0.00047510218474765704,0.0008081427789031188,0.0009709694806793778,0.0059190306999925444,0.007187868539888251
1906,-0.016619324774553818,2.753149365922665,0.0006648269688132631,0.0005057978377712779,0.0007649796826703609,0.0010192443095079606,0.004854955933107036,0.007456195690819398
1907,0.007349915948496005,3.167798207116008,0.0006945197238260621,0.000528556768002932,0.0008868482946266511,0.0010598709298229475,0.006174405667127858,0.00770128897480273
1908,0.0032795288893885653,3.2658110828567932,0.0008206870949766517,0.0005608463241944817,0.00126180045009932,0.0011012718264631742,0.0037341646552216477,0.008010866520391955
1909,0.012629578460425771,3.5642935566057474,0.000787566383349586,0.0005909321038380049,0.0012919312476551983,0.0011384305367631872,0.0027309761265671556,0.00836862518477505
1910,0.023581834986558994,3.922055398622739,0.0009931534990223877,0.0006133883720388199,0.000707438231771904,0.001183276499692691,0.0031926339299539483,0.008702438626418122
1911,0.02651838104137796,4.233270594809316,0.0011118056726886817,0.0006393275108302856,0.000750359474467999,0.001231565012330613,0.005064236488445755,0.009037629568231204
1912,0.031440697669898245,4.53138035261819,0.001187847917234247,0.0006566935794447411,0.0015864953078222066,0.0012562950419222367,0.006715019447591468,0.00932197036971471
1913,-0.013590963722481473,3.9787437038385947,0.0011715564103537194,0.0006875637678654018,0.0015039374705874157,0.0012971018690793837,0.00419752532958006,0.009609078829189667
1914,-0.03193779930124707,3.6088031475245943,0.0013174678065805386,0.0007265046688981486,0.0012624113765913037,0.0013532248405341155,0.009220882141150792,0.009820920421798652
1915,-0.015847604629594912,3.757815391263089,0.0011920302553119044,0.0007648966408135657,0.0015808258218715505,0.0013966127112902875,0.008470017795581406,0.010078723414322964
1916,0.012168825371994187,4.207132911593304,0.0010420091733181185,0.0007904436054049234,0.0010569772488476302,0.0014395218885150135,0.006696108555618816,0.010351179384682047
1917,0.038661410577885844,4.669521141394021,0.0009438066681080322,0.0008083108727723491,0.000850642005496061,0.0014811878408621654,0.006253174695675008,0.010652599985026117
1918,0.05490466514740952,5.11623423906182,0.001177004847685767,0.0008213739214968473,0.000826727387894061,0.0015271233421289753,0.004181471551665497,0.01101348719157689
1919,0.06824565597143302,5.555734510167075,0.0009148116790445152,0.0008405812056446735,0.001438702787897229,0.001564342110118772,0.004091739129524798,0.011369014341610225
1920,0.0808664400195866,5.999494333483999,0.0010536772314294536,0.000846374645714399,0.0011514987162287503,0.0015973199748747914,0.0018708412127228656,0.011760860455430951
1921,0.0783066440746095,6.361715190458461,0.0011151608058630924,0.0008563052582609894,0.0010047204606721068,0.0016363545490091413,0.0028620062494359314,0.012167856669420161
1922,0.08940295789174962,6.770067529954002,0.0009420145772405785,0.0008559478290614992,0.0005109851262717199,0.0016777596044247908,-0.0007184743483779298,0.012621904912592786
1923,0.08346828759765847,6.942083636377523,0.0009131354318680455,0.0008604584325198238,0.0007968775892317972,0.0017177509529755384,0.0002510071447272267,0.013037929883594066
1924,0.07533858370796329,7.168305959002439,0.000984101996073979,0.0008834786679304704,0.0015677788972783132,0.0017575955153674397,0.0002947140714809319,0.013522845741699078
1925,0.08358918557646218,7.543600676781296,0.001208714129826544,0.0008924882141024821,0.0011371743826003287,0.0017976053480508601,0.004085661730737131,0.013892625876287382
1926,0.09590406320349174,7.938647456577291,0.0009612989514594497,0.0009018693796721555,0.0014119515655256056,0.0018282248579442747,0.0036245609211064075,0.014275392758277054
1927,0.10618546388403267,8.36579408199518,0.0009098066847959358,0.0009054925690443955,0.001591920606631989,0.0018522545511612375,0.002823601332227467,0.014663774068452961
1928,0.11862892041130381,8.784310787402704,0.0010370349036223688,0.0009054119794558272,0.0015079954179661578,0.0018782228831322448,0.0009564082950118917,0.01509301961505739
1929,0.12024737950952166,9.132822320701047,0.0006588443446597461,0.0009146099444629597,0.0013577762709902842,0.001908979792410998,-0.00018089742025166383,0.01555959629431391
1930,0.1031112191790807,9.172875971576513,0.00078723942938487,0.0009303746819425522,0.001286496039017045,0.001944254694787127,0.0025176211859770795,0.015951107309562274
1931,0.11135885646778979,9.603682047388835,0.0007497372684151162,0.0009468182206679627,0.001228343424568298,0.0019777178496343467,0.00396533622310385,0.016342322285721474
1932,0.12731167919364395,10.07250570236678,0.0006353393849453627,0.0009454957617000146,0.001270933881786979,0.0019973465746375065,0.0013085066982173863,0.016709146897515802
1933,0.12416196465982282,10.272817893459445,0.0006376586625256138,0.0009501914072032823,0.0011641814154598408,0.002023693805932045,0.0036950852392369365,0.017048222050025433
1934,0.12868337370841992,10.690842154935353,0.0006676118347310048,0.0009509791332526246,0.0006980407790197213,0.002060044168400796,0.004622562045826059,0.017356012670011366
1935,0.14113533460645572,11.110328493743157,0.0004413800426199409,0.0009645153248871347,0.0009166099451186831,0.002094973231872132,0.003937862020345271,0.017715834534481327
1936,0.15129951244381093,11.535537777116394,0.00042806557287700044,0.0009720800912289279,0.0007535777597210944,0.0021319450932609355,0.0033823234878093502,0.018093949690061263
1937,0.16500700494768036,11.987331416282947,0.00030891329327248303,0.0009880483977108285,0.0008276083071462209,0.0021739099521958165,0.0026451236399298804,0.01852042679546417
1938,0.16365264711273567,12.438890270652319,0.00017274089634986933,0.0010054813457624247,0.0012303852951429824,0.002210129054608554,0.0020001036565938583,0.01895594676923232
1939,0.1804445401000538,12.909014373599822,0.0004235330718287188,0.0010035795323535602,0.0006846475277204007,0.002251086407352181,0.0016166095681805143,0.019359247792024022
1940,0.18387980464896192,13.326649451447862,0.0008032708703475535,0.0010032575430795815,0.0009013711484808405,0.002294804070434377,0.0025174396776802667,0.019754386001058555
1941,0.1850511843859059,13.692761826186784,0.00031211523222209134,0.001008580545418443,0.0006887315807975932,0.0023388543123543004,0.0045897184732873065,0.02008705724985992
1942,0.18273909511722966,14.038833005098748,0.0006061146808627121,0.0010086850256282283,0.0004830022906549088,0.002391535531726077,0.004599980705394296,0.02043487108035799
1943,0.1766391973966161,14.359461510135993,0.0007052694378896915,0.0010179635241276935,0.000869928610689997,0.0024385968838574936,0.0035370570389802493,0.02083166126639098
1944,0.1748249617642159,14.671772768811804,0.0007224037858142304,0.001025554270212239,0.0014228556152308881,0.0024732180515054684,0.005580473956827609,0.02115359659758791
1945,0.17860501771470097,15.023488003922033,0.0004743739856374977,0.0010376529050558116,0.001020432523015706,0.002513937538781083,0.005370526822695679,0.021517260999579978
1946,0.19599328037523872,15.515520123114879,0.0004655720555364498,0.0010347926775017568,0.0005901707745470486,0.0025564885339356305,0.003874039269437724,0.021870645936679402
1947,0.20636437357031048,16.055499553616087,0.00014968507682828444,0.0010306405621368627,0.000988380050616744,0.0025839220823025257,0.004230053719031504,0.022178410659052968
1948,0.22093894119969276,16.61309500179546,-0.0002561261360626224,0.0010266674356207194,0.0006968066485146952,0.0026168899238865205,0.0028150707954870875,0.022521446607041938
1949,0.2289348650471008,17.163818523083698,-3.075955866987271e-05,0.0010245363671889526,0.0005142699881360404,0.002656578823301352,0.007406827815657107,0.022795851636840142
1950,0.2309754428417439,17.717346505726628,1.9026733699243715e-05,0.0010282929286519079,0.00032689526955387527,0.002705399789109657,0.005678059716258505,0.023144069716635098
1951,0.23058448301890153,18.177835633391663,0.00010946019298269052,0.0010458614843611399,0.00016555386353164862,0.002766376244348019,0.004682856902977767,0.023558306807373336
1952,0.23277202533440883,18.60982780534283,0.00030186031575302674,0.0010378571645717379,5.185999841102124e-05,0.002819770277749259,0.0048499557922691535,0.023871994934416756
1953,0.23564103531906666,19.029278306169157,0.0005198572983957012,0.0010321065774252845,0.0005694136590320621,0.0028652737625627415,0.004503562529848535,0.024216509488915235
1954,0.23277597634960195,19.445862350913856,0.0002798614668248312,0.0010387997914382732,-0.00021283396172888308,0.0029339361018593845,0.00602390065946345,0.024554955059012798
1955,0.23516231526658574,19.874038736269718,0.0003265376018025514,0.0010444247857631576,-0.0001469148172285882,0.0030040377167223067,0.0029075315900566343,0.024948034463153836
1956,0.23934771343525899,20.320237853556154,0.0002668670735014275,0.0010506976599066002,0.0006363156575324957,0.003056380939245909,0.0037374058987760736,0.025327607750226005
1957,0.24167783147259475,20.823477004306255,0.0004111601281081892,0.0010674466347087872,0.0010306077455035823,0.003114621826814467,0.005885108717778366,0.02570519658528135
1958,0.25518252347137427,21.38064287051267,0.0004276328403842972,0.001091593801174238,0.001225321137979575,0.003172941926476068,0.008724942940785728,0.0260743672189811
1959,0.271879803801611,21.976553610898954,0.00037918824058896463,0.0010974999533500803,0.0009511004082734572,0.0032268565355247545,0.0051661609558961655,0.026458934533359516
1960,0.28416746130096066,22.508981421276154,0.0002133341687998788,0.0011018208316458137,0.0007991364403322976,0.0032813605918451424,0.006255866371131007,0.026801624456294935
1961,0.2846535993364473,23.003520217138075,0.00046885374854203855,0.001105421112889996,0.0005579679478531736,0.0033416779414576115,0.007922026309992888,0.02710504960678707
1962,0.2816532646308178,23.41471479181743,0.00038008354431654873,0.0011233831065114207,0.0006336446516778636,0.0034061765899751637,0.0067868525282097514,0.027470177458459685
1963,0.26266657637454405,23.545537184871538,0.00034870402459982167,0.001143109931792425,0.0011001551629321311,0.003461931984555052,0.008763859798935299,0.02773499322609252
1964,0.17865002056991378,22.37333074226227,0.00045241868257828134,0.0012091383352602276,0.0013307874060613028,0.0035539212752311406,0.009738307727331804,0.02801362752569419
1965,0.14856575205130138,21.725989161270522,0.000846053808306863,0.001252993972840772,0.0014022263409118891,0.0036333403565612598,0.013307002515394968,0.028135963867517322
1966,0.15875577315540504,21.611535429458073,0.0008632678164030395,0.00129506250965953,0.0014003556765641795,0.003712101749961433,0.012802902300529502,0.028279980442600137
1967,0.2078363215472044,22.202519660600252,0.0009680161091335625,0.0013149606768313718,0.0011703500197577175,0.003776236540765284,0.01137957431457919,0.028452048688135594
1968,0.22029990955315384,22.4186771061721,0.0012354056963902165,0.0013371909934829576,0.001475441247039528,0.0038405410018965322,0.009076921138779696,0.02870403188389212
1969,0.24617816722541377,22.82987936920365,0.0009769525810854095,0.001349611249723863,0.001428469044694491,0.0038994371292154616,0.008569881840480093,0.028935200010072774
1970,0.2699090512541183,23.372539645952333,0.0007581190131934743,0.0013529648497389525,0.0016359793209753217,0.003942235226880963,0.008566262546582963,0.029132880412441345
1971,0.28529123484384744,23.8595640238663,0.000801335874681215,0.001363749808973082,0.0013265042935423003,0.003998007384363653,0.006080474303076466,0.029389445965891662
1972,0.2764480560007045,24.144369379993954,0.0008079016949646429,0.0013841447126714142,0.0018406403998036727,0.004049272792236429,0.007419529756842326,0.029632322654289958
1973,0.2850079086298518,24.577025150157887,0.0010745380085935743,0.001423739115006135,0.0012431386992919683,0.004128251843130966,0.007113503220043982,0.029970452338623072
1974,0.3032282407269318,25.197295024585927,0.0012290986819189895,0.0014347925573966727,0.0019006734718446923,0.004179400281995364,0.0066442768555261275,0.030212249422132152
1975,0.3087815287630956,25.64792556832718,0.0010047117971691273,0.0014510322377737767,0.0019290563243315496,0.004233954508441224,0.005012748323847305,0.030511792801518924
1976,0.3048973789433998,25.797790228854886,0.000882558038011081,0.0014672278703473333,0.0014372984993440356,0.004301643521590604,0.004879129001035686,0.030785073377068796
1977,0.31656138458606725,26.319520632193125,0.0010495460808716995,0.0014925862597285748,0.001776362102314607,0.004369306176523527,0.007887276882189187,0.031050887435019672
1978,0.340776750292131,27.036181580404193,0.0010516699669606338,0.0015146410370648219,0.0017479994418905717,0.004431356189943075,0.010026859324563757,0.03125916780938846
1979,0.36852911714888736,27.855328461012274,0.0011219666989445635,0.0015383483984422084,0.001542858221297735,0.004506867015831542,0.006628820464568492,0.03159789884592252
1980,0.40269806805982983,28.67536534053984,0.0010650231086125133,0.0015518213504168974,0.0012008036881303885,0.004586901595376445,0.004453914061853369,0.031979446257661505
1981,0.41984287018710503,29.4330984527135,0.0010280138077350624,0.001560689037437748,0.0013678522367382923,0.004658557837572807,0.004478473377291646,0.032358660491152304
1982,0.4360573898811933,30.210974533640787,0.0012148860487549591,0.0015571697093970768,0.0008939225040393047,0.004734611586296006,0.003979646625281337,0.03271937379650532
1983,0.4176085261072319,30.40490400127689,0.0015395095289406527,0.001586937343373809,0.0014304527765655096,0.004824038724168297,0.00797202354807719,0.03308081088074115
1984,0.3853274241900851,30.081206348694533,0.0011857459403861884,0.0015971479671135053,0.0016472804566752984,0.00490069573541607,0.008085758082674003,0.033302166467880014
1985,0.397233669309444,30.44062788412135,0.0011295963817764439,0.0016188368542428876,0.0013618530944482113,0.0049787075705304195,0.010193369401674863,0.03352986596352033
1986,0.43385747921225265,31.1770176945261,0.000961591479626258,0.0016386955420083374,0.0012457983706610505,0.00505386141871412,0.004292782324018482,0.03389518001188566
1987,0.4613915786283968,31.92676213259944,0.0010476396503339698,0.001652405976972834,0.001151694253374773,0.005128495993001627,0.005083238837081553,0.03426569487724306
1988,0.48776549472348935,32.78580110586957,0.0008902277735243833,0.001678216394837909,0.0014764964289877209,0.005207064865228191,0.0051018260983563355,0.03466620902985004
1989,0.5223545160611607,33.792612050977965,0.0007611297873157384,0.0016990509438621617,0.0014357774582721683,0.005278264087686228,0.006857994998418089,0.035036790958482014
1990,0.5670081984631812,34.94825740701791,0.0009582387702069616,0.0016930581047086366,0.0008846664603087263,0.005354907693724932,0.0033812978951660213,0.0354633816597502
1991,0.5977258440036574,36.0446935204465,0.0009237016541543437,0.0016904098058151383,0.0011122363033995145,0.005428607764281435,0.0012517879002669418,0.03597720926799953
1992,0.5557490961628642,36.01609568412826,0.0014541070163364572,0.0017539364936086097,0.001447951948683885,0.005546819519756066,0.007022372308062053,0.03650814565342688
1993,0.447327596209742,34.486256831696885,0.0013774380464671994,0.0017818488125113856,0.0010813435647430848,0.005662035632341015,0.01017024641028198,0.03671582339795717
1994,0.4686073812978384,34.49573869178065,0.0016846667092484861,0.0018080794473866939,0.0017354897507631981,0.005759761860178266,0.01266606828883379,0.03695979988196089
1995,0.5305728406139641,35.4513041077791,0.0019301036245384868,0.0018556410464186871,0.002095527329098675,0.0058591207407745274,0.011987317555390925,0.03740606133139514
1996,0.5967403968760466,36.68743926543846,0.001574636359248632,0.0018640880306220438,0.0016657937202528323,0.005936666629541495,0.0111848201793404,0.037820087467469135
1997,0.6441627055344442,38.00819924775325,0.0012544937321243067,0.0018551767246403942,0.00028311277692030074,0.006028686295476902,0.007712877115933199,0.038292327129211025
1998,0.6778141898441158,39.186070026935646,0.0017754268274255494,0.0019061557783184339,0.0006892018185726437,0.0061569230438956206,0.011352871239507538,0.038892787924596314
1999,0.705469142155294,40.447563628471286,0.001796658196613538,0.0019452372318657712,0.0008648647856966326,0.006280291713657475,0.009899363379603433,0.03953367857525849
2000,0.7437441030742168,41.94393020836698,0.001427948380107701,0.0019104026737557622,0.0005800324811927052,0.006362044052322543,0.007838969220819541,0.040020014094094135
2001,0.7936113083876046,43.49321709976023,0.0009479143882254815,0.0018426450522508746,-0.0003996966098775369,0.006441017984561482,0.006498852313717999,0.040461150235432126
2002,0.8310921508162573,44.979941923276655,0.0005603872170429541,0.0017729100322010432,-0.00030437089338253954,0.006515428095479567,0.0015738004996004751,0.040994678892429665
2003,0.852963908662685,46.35580850965464,0.0007699288867996294,0.0017433628804340983,-0.0004070755988901498,0.006613647707812965,0.004413897861713297,0.04164810455779916
2004,0.8653483910432541,47.585050424867994,0.0007276519342548011,0.0017170427737137558,-0.0004632138336442065,0.006713988104160791,0.00736085472614267,0.0422182418158022
2005,0.8738640391033543,48.83728862016131,0.000861080298274813,0.00167472190624701,-0.00028935503655098244,0.006807903495618614,0.005659848237680738,0.04277292000259415
2006,0.8811502017838002,49.99937141537719,0.0006867266029951168,0.0016391932190344656,0.00012998550951580907,0.006900461136824503,0.005061759768973773,0.0433226005922678
2007,0.891055533328501,51.12981083078709,0.0004029555994267831,0.001613455649825689,2.5514074685399124e-05,0.006997585535684852,0.007085847530706754,0.043824506733429976
2008,0.900049941825084,52.304584154462695,0.00010572262330958433,0.0015854951143602757,-0.00014053409549925604,0.007094668228111841,0.0048053126100622194,0.04437153804769627
2009,0.924383786780669,53.56611466622593,0.00014417077413579057,0.0015307299240635232,-0.0005176629867542826,0.007182932863721315,0.008165047053743612,0.04479481482864618
2010,0.9463088857220703,54.864432482571345,-8.584514131133158e-05,0.0014697971703550668,-0.00017120529919161792,0.00726230499783243,0.008416521891291065,0.04523551089392463
2011,0.9718671959982095,56.238387013638636,1.3843608157358765e-05,0.0014266366400021312,-0.00025368778709714744,0.007354134768513391,0.008391551312034609,0.045777482597229587
2012,1.004691246927509,57.642375906528805,-0.00028077592121740106,0.001357344695921168,-0.0005474385473791784,0.007431552369009263,0.009276900020696163,0.04622316162538909
2013,1.0327694515771282,59.09430913346034,-0.0005671236339370891,0.0013099516293844657,-0.0011479954888329938,0.007536142322579176,0.007076262664409211,0.046819500896565995
2014,1.0711782607978844,60.68249628623782,-0.0005360994709740425,0.0012236802809422987,-0.0009576034438262017,0.007613231306333234,0.0065599364894200545,0.04736009664110456
2015,1.1054666739940513,62.23224579135715,-0.0005005281787344564,0.0011481717431887988,-0.0006582510092857591,0.007693480558358712,0.0069998049499971045,0.04796450329734153
2016,1.1249282584221125,63.70466989359782,-0.0002038877375184482,0.0010785260358756237,-0.0008631429626360955,0.007786843502002465,0.0065292743206510125,0.04864240131308975
2017,1.1493367870005127,65.29501599404138,-0.0007534566786655051,0.0009692867000844412,-0.0017367697936298324,0.00786828300411199,0.006412969779549724,0.049212497157108556
2018,1.1855342120680947,66.92346697528892,-0.0013137526136686537,0.0008656362837239662,-0.002020173145576044,0.007948650377860782,0.004573863567979607,0.04984148292872798
2019,1.2069274748679961,68.53983205693531,-0.0016290490962848547,0.0007621503296730966,-0.0029534156956215114,0.008046190506899467,0.004119514497993295,0.05048113996115918
2020,1.212534153051442,70.01370402080046,-0.001663233931393358,0.000700299921140153,-0.003225493217633716,0.008176462689285421,0.007608163004524423,0.051184835099813454
2021,1.246629403330773,71.64362247650303,-0.0019839030218684983,0.0005697956242182481,-0.0034232696520575447,0.00826176860646832,0.005288300230804671,0.05178472908699585
2022,1.2861871391295614,73.42123053140958,-0.0026275373666812324,0.00043849718822642337,-0.004068913554706928,0.008351712027525214,0.0033743400760266303,0.052430461873261766
2023,1.3183000464022647,75.09892347487494,-0.0027760493273028906,0.0002982858882291162,-0.004577720531672145,0.008451904150692321,-0.00019630730042241064,0.05314942264733243
