year,ssp,component,med_shipped,cell_lo,cell_hi,cell_width,post_p05,post_p95,post_width,n_cells
2100,SSP5-8.5,te,26.919622545054374,26.919622545054374,26.919622545054374,0.0,24.557335031095477,28.686681571648172,4.129346540552696,25
2100,SSP5-8.5,lws,2.596380650083528,2.596380650083528,2.596380650083528,0.0,2.596380650083528,2.596380650083528,0.0,25
2100,SSP5-8.5,total,94.66868952500033,94.66868952500033,94.66868952500033,0.0,74.33576137477942,124.46541882504165,50.12965745026223,25
2150,SSP1-2.6,glaciers,9.739958013239882,9.739958013239882,9.739958013239882,0.0,7.604233151222081,12.119478670521469,4.515245519299388,25
2150,SSP1-2.6,gis,7.924540064676151,7.924540064676151,7.924540064676151,0.0,6.881166384388376,9.086235664312948,2.2050692799245724,25
2150,SSP1-2.6,ais,6.770474117406273,6.770474117406273,6.770474117406273,0.0,5.053111834023017,8.304348849121771,3.251237015098754,25
2150,SSP1-2.6,te,17.141098851382175,17.141098851382175,17.141098851382175,0.0,15.63690971483746,18.26627560303901,2.6293658882015496,25
2150,SSP1-2.6,lws,4.2307986469202445,4.2307986469202445,4.2307986469202445,0.0,4.2307986469202445,4.2307986469202445,0.0,25
2150,SSP1-2.6,total,45.77943011932555,45.77943011932555,45.77943011932555,0.0,42.68639800401917,49.01906801262376,6.332670008604595,25
2150,SSP2-4.5,glaciers,13.951390449878557,13.951390449878557,13.951390449878557,0.0,11.108592098734697,16.953848003841884,5.845255905107187,25
2150,SSP2-4.5,gis,12.428374505666264,12.428374505666264,12.428374505666264,0.0,10.60409771591712,14.5293606745011,3.92526295858398,25
2150,SSP2-4.5,ais,11.905364911780225,11.905364911780225,11.905364911780225,0.0,6.471177122854362,101.88798182026315,95.41680469740879,25
2150,SSP2-4.5,te,26.552820503033608,26.552820503033608,26.552820503033608,0.0,24.2227211032472,28.295801894131557,4.073080790884358,25
2150,SSP2-4.5,lws,4.2307986469202445,4.2307986469202445,4.2307986469202445,0.0,4.2307986469202445,4.2307986469202445,0.0,25
2150,SSP2-4.5,total,70.74662988209161,70.74662988209161,70.74662988209161,0.0,61.92231260081241,159.02373703983454,97.10142443902214,25
2150,SSP5-8.5,glaciers,21.968917814288222,21.968917814288222,21.968917814288222,0.0,17.78766218287768,26.17852543563584,8.390863252758162,25
2150,SSP5-8.5,gis,28.176998920055166,28.176998920055166,139.46907690591667,111.2920779858615,22.810233580529605,34.35082606083742,11.540592480307815,25
2150,SSP5-8.5,ais,94.34845106432459,94.34845106432459,95.19756165196975,0.849110587645157,53.76145648576979,148.5505844726424,94.78912798687261,25
2150,SSP5-8.5,te,49.71183275757605,49.71183275757605,49.71183275757605,0.0,45.34945205841542,52.97501903204092,7.625566973625496,25
2150,SSP5-8.5,lws,4.2307986469202445,4.2307986469202445,4.2307986469202445,0.0,4.2307986469202445,4.2307986469202445,0.0,25
2150,SSP5-8.5,total,198.62975459281333,198.62975459281333,310.6978197942901,112.0680652014768,157.7966646528028,252.71514379410206,94.91847914129926,25
2300,SSP1-2.6,glaciers,12.389890398500548,12.389890398500548,12.389890398500548,0.0,9.670448688807996,15.297821873314353,5.627373184506357,25
2300,SSP1-2.6,gis,10.084433087672751,10.084433087672751,10.084433087672751,0.0,8.255647949560332,12.389574384145227,4.133926434584895,25
2300,SSP1-2.6,ais,13.46796868902489,13.46796868902489,13.46796868902489,0.0,10.022286109670151,16.593199281872412,6.5709131722022605,25
2300,SSP1-2.6,te,22.689629144239433,22.689629144239433,22.689629144239433,0.0,20.698537793159527,24.179022761192723,3.4804849680331955,25
2300,SSP1-2.6,lws,8.483616077316128,8.483616077316128,8.483616077316128,0.0,8.483616077316128,8.483616077316128,0.0,25
2300,SSP1-2.6,total,67.14118061825113,67.14118061825113,67.14118061825113,0.0,62.2427727676044,72.08890062800259,9.846127860398191,25
2300,SSP2-4.5,glaciers,19.084370728197218,19.084370728197218,19.084370728197218,0.0,15.215913572864524,22.989898928788048,7.773985355923523,25
2300,SSP2-4.5,gis,18.319823357830685,18.319823357830685,18.319823357830685,0.0,14.78614981034224,22.96458828197072,8.17843847162848,25
2300,SSP2-4.5,ais,131.34861718409843,131.34861718409843,131.34861718409843,0.0,15.355865575529485,296.1238522008858,280.7679866253563,25
2300,SSP2-4.5,te,41.850416436752425,41.850416436752425,41.850416436752425,0.0,38.17790148833303,44.59756328130804,6.419661792975013,25
2300,SSP2-4.5,lws,8.483616077316128,8.483616077316128,8.483616077316128,0.0,8.483616077316128,8.483616077316128,0.0,25
2300,SSP2-4.5,total,219.06643068930066,219.06643068930066,219.06643068930066,0.0,102.12131716339869,385.9894867401987,283.8681695768,25
2300,SSP5-8.5,glaciers,27.62120329854441,27.62120329854441,27.62120329854441,0.0,22.362636284562953,32.96233680483189,10.59970052026894,25
2300,SSP5-8.5,gis,230.26797956315613,175.26500358699147,293.26182929777633,117.99682571078486,219.12492016650353,245.9753992538079,26.850479087304365,25
2300,SSP5-8.5,ais,283.2411086023044,282.6705123589835,284.4619468901127,1.7914345311291981,169.96029858701104,422.6193510907674,252.65905250375636,25
2300,SSP5-8.5,te,99.74146952766111,99.74146952766111,99.74146952766111,0.0,90.98881975722844,106.28870338131574,15.2998836240873,25
2300,SSP5-8.5,lws,8.483616077316128,8.483616077316128,8.483616077316128,0.0,8.483616077316128,8.483616077316128,0.0,25
2300,SSP5-8.5,total,649.6633719319213,594.2771676762701,713.8972239988183,119.62005632254818,537.0894467557596,790.9052758920194,253.81582913625982,25
