year,driver_K,eq_cm,fast_cm,slow_cm,sea_level_cm,eq_m,fast_m,slow_m,sea_level_m
1883,-0.145265500559,61.511016783857585,46.218673950046679,12.706866738974725,58.925540689021403,0.61511016783857586,0.46218673950046679,0.12706866738974726,0.58925540689021405
1884,-1.0805867584760001,58.445014993980507,46.232063958484865,12.706866739635863,58.938930698120728,0.58445014993980504,0.46232063958484865,0.12706866739635864,0.58938930698120728
1885,-0.14901543888999999,61.498724411009803,46.229962945051192,12.706866739630676,58.936829684681868,0.61498724411009809,0.4622996294505119,0.12706866739630676,0.58936829684681868
1886,-0.68146888097400005,59.753331378789611,46.243187163322389,12.706866740289144,58.950053903611533,0.59753331378789609,0.46243187163322391,0.12706866740289144,0.58950053903611532
1887,-0.85634855554400002,59.180072307955655,46.246035143215067,12.706866740568287,58.952901883783355,0.59180072307955656,0.4624603514321507,0.12706866740568287,0.5895290188378336
1888,0.48219714685100001,63.567851891320515,46.246393579715864,12.706866740722852,58.953260320438716,0.63567851891320515,0.46246393579715867,0.12706866740722852,0.58953260320438716
1889,0.170514074278,62.546148545764773,46.277047797879511,12.710650580712773,58.987698378592285,0.62546148545764768,0.46277047797879511,0.12710650580712773,0.58987698378592279
1890,-0.060575663754000003,61.788631762701115,46.298071681574825,12.711716511325946,59.009788192900771,0.61788631762701118,0.46298071681574826,0.12711716511325946,0.59009788192900769
1891,-0.118815774015,61.59771951646335,46.312917683007655,12.711716512042571,59.024634195050226,0.61597719516463345,0.46312917683007654,0.1271171651204257,0.5902463419505023
1892,0.174841203206,62.56033296093333,46.326266835983674,12.7117165127177,59.037983348701374,0.62560332960933329,0.46326266835983676,0.127117165127177,0.59037983348701373
1893,0.51702640560199997,63.682022898091468,46.347023723067871,12.712811969211749,59.05983569227962,0.63682022898091473,0.46347023723067871,0.12712811969211749,0.59059835692279616
1894,-0.69340866306100002,59.71419253431278,46.377925517583883,12.716938112652151,59.094863630236034,0.59714192534312782,0.46377925517583884,0.12716938112652151,0.59094863630236039
1895,0.94679287030000003,65.090805964700806,46.379862739414264,12.716938112912722,59.096800852326986,0.65090805964700804,0.46379862739414263,0.12716938112912721,0.59096800852326981
1896,-0.405144078139,60.659129608978795,46.425800696355509,12.726517824576185,59.152318520931694,0.6065912960897879,0.46425800696355507,0.12726517824576183,0.5915231852093169
1897,0.15382868704399999,62.491453512703977,46.432333893339965,12.726517825032538,59.158851718372503,0.62491453512703976,0.46432333893339967,0.12726517825032538,0.59158851718372507
1898,-0.53540852706700004,60.232120140103831,46.451683976336405,12.727449285608266,59.179133261944671,0.60232120140103829,0.46451683976336405,0.12727449285608267,0.59179133261944672
1899,-0.057135530679999998,61.799908587720346,46.455721942241503,12.727449285970877,59.18317122821238,0.61799908587720342,0.46455721942241501,0.12727449285970877,0.59183171228212383
1900,0.86293753202800005,64.815926488738427,46.469515268565011,12.727449286674222,59.196964555239234,0.64815926488738429,0.46469515268565009,0.12727449286674222,0.59196964555239229
1901,0.92632526880199995,65.023712757638336,46.511370338706918,12.735751450131879,59.247121788838797,0.65023712757638341,0.4651137033870692,0.1273575145013188,0.59247121788838797
1902,0.43068448191499997,63.398992345407009,46.555201530788864,12.74490507727738,59.300106608066244,0.63398992345407013,0.46555201530788864,0.1274490507727738,0.59300106608066239
1903,0.14954607943199999,62.477415039299686,46.581551711811812,12.748056873607759,59.329608585419571,0.62477415039299689,0.46581551711811814,0.12748056873607758,0.59329608585419569
1904,-0.13467912273499999,61.545719142092217,46.599622588504197,12.748936368783681,59.348558957287878,0.61545719142092215,0.46599622588504197,0.12748936368783681,0.59348558957287878
1905,0.510982560546,63.662211053120998,46.610598126737592,12.748936369410288,59.35953449614788,0.63662211053120998,0.4661059812673759,0.12748936369410288,0.59359534496147881
1906,-0.29484623917699998,61.020688131053014,46.638977229527939,12.752868002770214,59.391845232298152,0.61020688131053014,0.46638977229527939,0.12752868002770212,0.59391845232298157
1907,-0.36504611619999999,60.790571530174077,46.646295886685138,12.752868003278785,59.399163889963923,0.60790571530174076,0.46646295886685141,0.12752868003278783,0.59399163889963924
1908,0.80531568168500001,64.627040910877071,46.652203918712935,12.752868003737355,59.40507192245029,0.64627040910877076,0.46652203918712937,0.12752868003737355,0.59405071922450292
1909,0.872978200865,64.848840001999491,46.690167871666361,12.760236884510114,59.450404756176475,0.64848840001999486,0.4669016787166636,0.12760236884510115,0.59450404756176478
1910,-0.095180287020999996,61.675197115539426,46.730224226843248,12.768477184210489,59.498701411053737,0.61675197115539426,0.46730224226843248,0.12768477184210489,0.59498701411053734
1911,0.38777968457200002,63.258349561620712,46.741168358528441,12.7684771848457,59.509645543374141,0.63258349561620708,0.4674116835852844,0.127684771848457,0.59509645543374146
1912,1.100420996153,65.594402033809459,46.764635973942802,12.771166430896052,59.535802404838854,0.65594402033809462,0.46764635973942803,0.12771166430896053,0.59535802404838856
1913,0.24910448708999999,62.803769490770762,46.812666348839777,12.782730529514694,59.595396878354471,0.62803769490770767,0.46812666348839777,0.12782730529514694,0.59595396878354467
1914,-0.68262017379999995,59.749557417880126,46.831589768774094,12.784258950190306,59.615848718964401,0.59749557417880128,0.46831589768774096,0.12784258950190305,0.59615848718964404
1915,1.173516310783,65.834009937072892,46.831224710998995,12.784258950391241,59.615483661390236,0.6583400993707289,0.46831224710998998,0.12784258950391242,0.59615483661390234
1916,1.358443085814,66.440203604160004,46.881500809185255,12.796914968296875,59.67841577748213,0.66440203604160009,0.46881500809185256,0.12796914968296874,0.5967841577748213
1917,0.71042389749299995,64.315983744459999,46.939010617819051,12.812710461537101,59.751721079356152,0.64315983744460004,0.46939010617819049,0.12812710461537102,0.59751721079356157
1918,-0.52303223375800001,60.272689877096603,46.970934599216946,12.818570134431823,59.789504733648769,0.60272689877096608,0.46970934599216946,0.12818570134431823,0.59789504733648768
1919,0.27757374507600002,62.897092287834028,46.972128335900287,12.818570134712139,59.790698470612426,0.62897092287834022,0.46972128335900287,0.1281857013471214,0.59790698470612424
1920,-0.255285844845,61.150367894881192,46.990536105306212,12.82024254695078,59.810778652256992,0.61150367894881197,0.46990536105306213,0.1282024254695078,0.59810778652256991
1921,-0.16896806595,61.433319300454585,46.996318998062257,12.820242547420165,59.816561545482422,0.61433319300454581,0.46996318998062259,0.12820242547420166,0.59816561545482427
1922,0.37029233946099999,63.201025694599949,47.003801643342243,12.82024254795104,59.824044191293282,0.63201025694599944,0.47003801643342241,0.12820242547951038,0.5982404419129328
1923,1.15824479322,65.783949597071029,47.024541166680237,12.822642145749413,59.84718331242965,0.65783949597071034,0.47024541166680239,0.12822642145749413,0.59847183312429653
1924,1.0053192058139999,65.282656463042414,47.072133955753522,12.834729508416181,59.906863464169703,0.6528265646304241,0.4707213395575352,0.12834729508416182,0.59906863464169702
1925,0.71909958124999995,64.344422809329131,47.113285919652085,12.844359656040943,59.957645575693029,0.64344422809329127,0.47113285919652087,0.12844359656040943,0.5995764557569303
1926,1.713199281946,67.603101510204624,47.143862391874862,12.85016119546421,59.994023587339072,0.67603101510204622,0.47143862391874863,0.1285016119546421,0.59994023587339074
1927,1.7379700221809999,67.68430049210977,47.214466503361656,12.872500786106052,60.086967289467708,0.67684300492109772,0.47214466503361657,0.12872500786106053,0.60086967289467708
1928,2.3993642269189999,69.852363923125026,47.285389965261778,12.895105609858582,60.180495575120361,0.69852363923125027,0.47285389965261776,0.12895105609858581,0.60180495575120363
1929,2.424399800637,69.934431034484106,47.390222843326285,12.933931873306882,60.324154716633167,0.69934431034484101,0.47390222843326285,0.12933931873306881,0.60324154716633172
1930,1.4193695649560001,66.639921821317074,47.495002329604603,12.972802952228342,60.467805281832945,0.66639921821317072,0.47495002329604602,0.12972802952228343,0.60467805281832943
1931,1.364450050966,66.459894556067567,47.548183910146925,12.987975471295023,60.536159381441948,0.66459894556067567,0.47548183910146924,0.12987975471295024,0.60536159381441945
1932,2.296457330495,69.515033058509218,47.598453916583544,13.002036455767225,60.60049037235077,0.69515033058509212,0.47598453916583544,0.13002036455767224,0.60600490372350768
1933,1.9385813560539999,68.341908456772131,47.693103933614374,13.036267196180546,60.72937112979492,0.68341908456772127,0.47693103933614373,0.13036267196180545,0.60729371129794918
1934,1.348511047311,66.407646183306412,47.767777384521601,13.061194885056331,60.828972269577932,0.66407646183306412,0.47767777384521604,0.13061194885056332,0.6082897226957793
1935,1.6535378854030001,67.407530259108739,47.814926057319795,13.074284166296877,60.889210223616672,0.67407530259108739,0.47814926057319795,0.13074284166296876,0.60889210223616674
1936,1.8855388066159999,68.168033918863387,47.874602457521952,13.092724534437231,60.967326991959183,0.68168033918863391,0.47874602457521953,0.13092724534437231,0.60967326991959181
1937,1.179001380676,65.851990105883544,47.944358201912259,13.115712125433035,61.060070327345294,0.6585199010588354,0.47944358201912257,0.13115712125433035,0.61060070327345295
1938,0.50864724850999998,63.654555853560751,47.982921857618983,13.125693137439704,61.108614995058687,0.63654555853560746,0.47982921857618982,0.13125693137439703,0.61108614995058685
1939,2.0931941503789999,68.848732288825374,47.999126386228255,13.128243804660322,61.127370190888577,0.68848732288825376,0.47999126386228252,0.13128243804660322,0.61127370190888575
1940,1.6160466848149999,67.284633353757272,48.077555607088982,13.155428735017644,61.232984342106626,0.67284633353757273,0.48077555607088984,0.13155428735017644,0.61232984342106622
1941,2.6540136828029999,70.687109932501897,48.132411481382483,13.172217047848484,61.304628529230968,0.70687109932501901,0.48132411481382481,0.13172217047848483,0.61304628529230965
1942,2.0110560293669999,68.579481885385619,48.239702810249703,13.213365668346853,61.453068478596556,0.68579481885385618,0.48239702810249702,0.13213365668346852,0.61453068478596551
1943,0.890432513047,64.906055586418333,48.310849971065103,13.237438856374744,61.548288827439848,0.64906055586418332,0.48310849971065101,0.13237438856374745,0.61548288827439845
1944,0.94326511683500003,65.079241918287465,48.335502020133802,13.242913731953649,61.578415752087452,0.65079241918287467,0.48335502020133803,0.13242913731953648,0.61578415752087456
1945,1.5424985103740001,67.043540966976181,48.361642862624912,13.248928204491534,61.610571067116446,0.67043540966976178,0.4836164286262491,0.13248928204491534,0.61610571067116449
1946,2.022423778396,68.616745594057662,48.409981634398228,13.263359253202765,61.673340887600993,0.6861674559405766,0.4840998163439823,0.13263359253202764,0.61673340887600991
1947,2.286252247388,69.481580591982819,48.479452869091226,13.286968646491772,61.766421515582998,0.69481580591982817,0.48479452869091227,0.13286968646491773,0.61766421515583003
1948,1.1890915920939999,65.885066020715982,48.561321325161558,13.316317734720549,61.877639059882107,0.65885066020715977,0.48561321325161555,0.13316317734720548,0.61877639059882106
1949,0.15822567696600001,62.50586693360809,48.593632856764529,13.324755809323925,61.918388666088454,0.6250586693360809,0.48593632856764529,0.13324755809323924,0.61918388666088453
1950,1.436029156749,66.694532296406365,48.59619835491911,13.325046689587793,61.921245044506904,0.66694532296406361,0.48596198354919112,0.13325046689587794,0.61921245044506901
1951,1.011905199623,65.30424548246819,48.637477051624337,13.336936695202439,61.974413746826777,0.65304245482468193,0.48637477051624339,0.13336936695202439,0.61974413746826773
1952,1.600835447551,67.234770613781137,48.662835391985716,13.343065479307008,62.005900871292724,0.67234770613781136,0.48662835391985715,0.13343065479307006,0.62005900871292718
1953,1.1949757486920001,65.904354403727353,48.710049553566577,13.35744635732997,62.067495910896547,0.6590435440372735,0.48710049553566576,0.13357446357329969,0.62067495910896542
1954,1.328600303942,66.342378368327957,48.740972305274468,13.365613679662111,62.106585984936579,0.66342378368327959,0.48740972305274466,0.13365613679662111,0.6210658598493658
1955,1.225364204438,66.00396836943186,48.77646337105292,13.375512795562422,62.151976166615341,0.66003968369431865,0.48776463371052919,0.13375512795562422,0.62151976166615341
1956,1.0522855068029999,65.436612937010366,48.807759614798186,13.383918869085875,62.191678483884061,0.65436612937010363,0.48807759614798185,0.13383918869085876,0.62191678483884061
1957,1.3763879073950001,66.499027088198957,48.832711003627686,13.390156480317948,62.222867483945635,0.66499027088198959,0.48832711003627688,0.1339015648031795,0.62222867483945632
1958,1.4530091139450001,66.750192935693988,48.868982910163872,13.40050420022213,62.269487110386002,0.66750192935693986,0.48868982910163872,0.1340050420022213,0.62269487110386001
1959,1.079868468421,65.527030436853408,48.907798991236817,13.411882978292894,62.319681969529711,0.65527030436853406,0.48907798991236817,0.13411882978292894,0.62319681969529706
1960,2.052338850281,68.71480779799812,48.932633556818438,13.41822050530579,62.350854062124228,0.68714807797998123,0.48932633556818439,0.13418220505305789,0.62350854062124228
1961,1.2478281437750001,66.077605611857322,48.996666330257135,13.440238628463852,62.436904958720987,0.66077605611857326,0.48996666330257133,0.13440238628463852,0.62436904958720985
1962,1.6417123516650001,67.368765923004901,49.02637160798438,13.448368342848475,62.474739950832856,0.67368765923004903,0.49026371607984381,0.13448368342848474,0.62474739950832858
1963,1.335945138889,66.366454884180925,49.070931983856113,13.462230934177619,62.533162918033732,0.66366454884180925,0.49070931983856114,0.13462230934177619,0.62533162918033736
1964,1.3836014152430001,66.522673111194862,49.103014485156358,13.471320411963028,62.574334897119385,0.66522673111194863,0.4910301448515636,0.13471320411963028,0.62574334897119388
1965,1.592200411319,67.206464792311905,49.136505727690356,13.480977631445953,62.617483359136308,0.67206464792311904,0.49136505727690355,0.13480977631445953,0.62617483359136306
1966,1.0474984571479999,65.420920892500291,49.177723245068606,13.49365698279184,62.671380227860446,0.65420920892500289,0.49177723245068605,0.13493656982791841,0.62671380227860451
1967,0.45536596732899998,63.47989874822381,49.198685812293313,13.499027060839694,62.697712873133007,0.63479898748223806,0.49198685812293314,0.13499027060839694,0.62697712873133005
1968,0.89166358713000005,64.910091071883883,49.202891548145445,13.499984353571463,62.702875901716908,0.6491009107188388,0.49202891548145444,0.13499984353571462,0.62702875901716904
1969,0.52506815175300003,63.708383902809373,49.218746645117371,13.503814812542494,62.722561457659864,0.63708383902809373,0.49218746645117373,0.13503814812542494,0.62722561457659864
1970,0.64030770165999995,64.08614145219552,49.224455903457219,13.505085414352997,62.729541317810217,0.64086141452195522,0.4922445590345722,0.13505085414352996,0.62729541317810211
1971,-0.16737592729100001,61.438538362821561,49.233041365849829,13.507001263232084,62.740042629081913,0.6143853836282156,0.49233041365849828,0.13507001263232085,0.62740042629081916
1972,0.043621723485,62.130192882018299,49.2251340495894,13.507001263077335,62.732135312666735,0.62130192882018298,0.49225134049589397,0.13507001263077334,0.62732135312666737
1973,0.33126301575200001,63.073086790895374,49.220655544707014,13.506999889752635,62.727655434459649,0.63073086790895372,0.49220655544707015,0.13506999889752636,0.6272765543445965
1974,1.1006509927320001,65.595155967195353,49.221860500581307,13.507470243324654,62.729330743905962,0.65595155967195351,0.49221860500581305,0.13507470243324654,0.62729330743905964
1975,0.41728440836199998,63.355066636298801,49.244097655201898,13.513300211647355,62.757397866849253,0.63355066636298796,0.49244097655201896,0.13513300211647356,0.62757397866849252
1976,0.86687144673299998,64.828821939819704,49.247026114994931,13.514055125956439,62.76108124095137,0.64828821939819703,0.4924702611499493,0.1351405512595644,0.62761081240951366
1977,1.734130756224,67.671715301517395,49.261708653342922,13.517584330158542,62.779292983501463,0.67671715301517399,0.49261708653342923,0.13517584330158541,0.62779292983501467
1978,1.040242910605,65.397137065821397,49.307263422915845,13.532185774564304,62.83944919748015,0.65397137065821398,0.49307263422915848,0.13532185774564304,0.62839449197480146
1979,0.89018624265000001,64.905248307131558,49.326653930451741,13.537196823988317,62.863850754440058,0.64905248307131558,0.49326653930451742,0.13537196823988318,0.62863850754440054
1980,1.7041078107280001,67.5732994857226,49.341239247803472,13.540779760691343,62.882019008494815,0.67573299485722604,0.4934123924780347,0.13540779760691343,0.62882019008494816
1981,0.59078692375300002,63.923811351800808,49.384565342957863,13.554590539026975,62.939155881984838,0.63923811351800808,0.49384565342957865,0.13554590539026976,0.62939155881984843
1982,0.048283164306,62.145473178258356,49.390420206903116,13.556003574059162,62.946423780962277,0.62145473178258359,0.49390420206903118,0.13556003574059161,0.6294642378096228
1983,-0.93093294519000003,58.935583187008277,49.384782523657407,13.555986394534933,62.94076891819234,0.58935583187008278,0.49384782523657406,0.13555986394534933,0.62940768918192336
1984,-0.53821409470899995,60.222923433262004,49.369392722111101,13.555986393787244,62.925379115898345,0.60222923433261999,0.493693927221111,0.13555986393787245,0.6292537911589835
1985,1.854476997623,68.066212687748148,49.356340772363176,13.555986393319323,62.912327165682498,0.68066212687748151,0.49356340772363178,0.13555986393319322,0.62912327165682502
1986,1.054518652696,65.443933233910542,49.405870075714738,13.572222519184372,62.97809259489911,0.65443933233910545,0.49405870075714736,0.13572222519184371,0.62978092594899104
1987,1.2435260094389999,66.063503129461225,49.424694075641185,13.577079338921187,63.001773414562372,0.66063503129461221,0.49424694075641185,0.13577079338921189,0.63001773414562368
1988,1.016936010659,65.320736581660412,49.449577255186931,13.583949273694714,63.033526528881644,0.6532073658166041,0.49449577255186933,0.13583949273694715,0.63033526528881645
1989,-0.30678672279800001,60.981546986933701,49.466769179559954,13.588355812291113,63.055124991851066,0.60981546986933699,0.49466769179559955,0.13588355812291111,0.63055124991851064
1990,0.249867928401,62.806272066657044,49.455472878228747,13.588355811955694,63.043828690184441,0.62806272066657043,0.49455472878228746,0.13588355811955694,0.63043828690184445
1991,1.045443697829,65.414185350357414,49.453058883103125,13.588464026749676,63.041522909852802,0.65414185350357412,0.49453058883103124,0.13588464026749678,0.63041522909852798
1992,-0.16213108218300001,61.455731069982484,49.471107108647985,13.593110983580331,63.064218092228316,0.61455731069982489,0.49471107108647983,0.13593110983580331,0.63064218092228319
1993,-0.28883917813799997,61.040379397280077,49.461630575429709,13.593110983343209,63.054741558772918,0.61040379397280076,0.4946163057542971,0.1359311098334321,0.6305474155877292
1994,0.43135562830800001,63.401192376706192,49.450580842879759,13.593110983015819,63.043691825895579,0.63401192376706195,0.4945058084287976,0.13593110983015819,0.63043691825895576
1995,0.64406703856400005,64.098464633753565,49.452058103173869,13.59367817159729,63.045736274771158,0.6409846463375356,0.49452058103173868,0.1359367817159729,0.63045736274771158
1996,1.5637703823489999,67.113270588747667,49.458647804361163,13.59521345391255,63.053861258273713,0.67113270588747664,0.49458647804361161,0.1359521345391255,0.63053861258273713
1997,1.152324482045,65.76454269863315,49.494916465484941,13.606177457842712,63.101093923327653,0.65764542698633155,0.49494916465484939,0.13606177457842711,0.63101093923327656
1998,1.419780753248,66.64126970476201,49.515968963936466,13.611776124579229,63.127745088515695,0.66641269704762007,0.49515968963936463,0.13611776124579231,0.63127745088515697
1999,1.005697402285,65.283896198638274,49.546112881726977,13.62053307206758,63.166645953794557,0.65283896198638269,0.49546112881726978,0.13620533072067581,0.63166645953794553
2000,1.63561046094,67.348763803170542,49.561968663818234,13.624573412325724,63.186542076143958,0.67348763803170542,0.49561968663818234,0.13624573412325724,0.63186542076143959
2001,1.836967910934,68.008817551399872,49.599837877088881,13.63629372155939,63.236131598648271,0.68008817551399869,0.49599837877088881,0.13636293721559389,0.63236131598648271
2002,1.666656152821,67.450532202070292,49.645539790599329,13.651169924383908,63.296709714983237,0.6745053220207029,0.4964553979059933,0.13651169924383907,0.63296709714983235
2003,2.8844118561159999,71.442359752585375,49.683639591792833,13.663059822567341,63.346699414360174,0.71442359752585372,0.49683639591792833,0.13663059822567342,0.63346699414360175
2004,2.1340064678489998,68.982515881738379,49.780691371848292,13.701108949583855,63.481800321432146,0.68982515881738382,0.4978069137184829,0.13701108949583854,0.63481800321432147
2005,2.5793329512150001,70.442305000741797,49.837268984248695,13.720608257596197,63.557877241844892,0.70442305000741801,0.49837268984248695,0.13720608257596198,0.63557877241844896
2006,1.933603078242,68.325589562538838,49.915146019746281,13.749613577384636,63.664759597130917,0.68325589562538835,0.49915146019746282,0.13749613577384637,0.63664759597130915
2007,2.1178519225349999,68.929560959108187,49.96097786945424,13.764663435429519,63.725641304883759,0.68929560959108183,0.49960977869454237,0.13764663435429519,0.63725641304883762
2008,1.586523796224,67.187856734498197,50.014392501068798,13.78288966859035,63.797282169659148,0.67187856734498197,0.50014392501068794,0.13782889668590351,0.63797282169659153
2009,1.8395675571100001,68.017339243557728,50.044949949541149,13.792087217592069,63.837037167133218,0.68017339243557728,0.50044949949541151,0.13792087217592069,0.63837037167133215
2010,3.8530773633450002,74.617664658592176,50.085153645175517,13.804979585709837,63.890133230885354,0.74617664658592175,0.50085153645175517,0.13804979585709837,0.63890133230885349
2011,1.4524555619720001,66.748378381255463,50.237556827693318,13.870758599787301,64.108315427480619,0.66748378381255469,0.50237556827693319,0.138707585997873,0.64108315427480622
2012,2.3183246091199998,69.586714435187545,50.260611457392272,13.877293250218884,64.137904707611156,0.69586714435187547,0.50260611457392268,0.13877293250218883,0.6413790470761116
2013,1.9707545116230001,68.447372704190428,50.319297205871528,13.897740098840494,64.217037304712022,0.68447372704190423,0.50319297205871527,0.13897740098840494,0.64217037304712021
2014,2.2635579850180001,69.407188346048713,50.361498267543169,13.911381653613176,64.272879921156346,0.69407188346048709,0.5036149826754317,0.13911381653613175,0.64272879921156345
2015,0.67304561940600005,64.193457001325257,50.416196580908405,13.930173997620614,64.346370578529019,0.6419345700132526,0.50416196580908401,0.13930173997620612,0.64346370578529022
2016,2.862350220498,71.370041269796857,50.414583697932372,13.930273110513596,64.344856808445968,0.71370041269796858,0.50414583697932369,0.13930273110513597,0.64344856808445972
2017,1.884371121207,68.164206222738969,50.499030111357982,13.962297885326066,64.461327996684048,0.68164206222738966,0.50499030111357979,0.13962297885326067,0.64461327996684048
2018,1.5321068552599999,67.009476913679393,50.535323445466844,13.973659288409905,64.508982733876749,0.67009476913679389,0.5053532344546684,0.13973659288409906,0.64508982733876752
2019,2.6378123722710001,70.634001712551793,50.557736572215788,13.980051588963235,64.537788161179023,0.70634001712551797,0.50557736572215783,0.13980051588963235,0.64537788161179022
2020,2.0076378545429998,68.568277039949052,50.628011229427528,14.005647483802932,64.63365871323046,0.68568277039949055,0.50628011229427528,0.14005647483802933,0.64633658713230457
2021,2.6750097963270001,70.755935612555831,50.667753277718937,14.01838405658048,64.686137334299417,0.70755935612555831,0.50667753277718941,0.1401838405658048,0.64686137334299421
2022,1.8056043781669999,67.90600726371899,50.738309314528784,14.044116783961336,64.78242609849012,0.67906007263718993,0.50738309314528784,0.14044116783961336,0.6478242609849012
2023,1.894689728631,68.198030824246999,50.768444867863629,14.053240089778548,64.821684957642177,0.68198030824247002,0.50768444867863627,0.14053240089778549,0.64821684957642178
