transient,anchor,phi,tau_s,kappa,nu,rmax,sigma,rho,logJ,ll_flow,ll_prior,flow_win,flow_win_deficit,rate_modern_mm_yr,flow_1900_1919,flow_1920_1949,flow_1950_1979,flow_1980_1999,flow_2000_2023,S1900_mm,inv_z,S2020_mm,com1p2,com1p5,com2p0,com3p0,sens_mm,ds126,ds245,ds585,spread,g_s1900,g_inv,g_lad,g_spread,npass,feasible,arm,kappa_f,kappa_s
P,t2,0.40000,300.00000,0.01632,0.50000,,0.05622,0.99000,-39.88969,-36.21203,-9.12868,39.59356,13.22746,0.94636,-39.85420,-34.02502,-5.78027,12.11582,25.96811,24.97566,0.40553,85.66179,45.82019,53.46554,63.88647,78.24993,73.69345,8.11590,9.45666,11.49932,3.38342,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,300.00000,0.01425,1.00000,,0.06249,0.99000,-41.38527,-37.88326,-9.05123,37.29090,15.53013,1.04406,-39.18928,-33.68189,-6.03173,11.67437,24.07271,22.22923,0.46079,83.96639,46.12737,53.72937,64.09121,78.37324,73.69345,8.39971,9.96899,12.43360,4.03388,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,300.00000,0.01203,1.50000,,0.06891,0.99000,-43.25331,-39.72070,-9.09090,34.83475,17.98627,1.13458,-38.47316,-33.38565,-6.28190,11.20639,22.05411,19.90304,0.50542,82.91195,46.31667,53.89196,64.21739,78.44924,73.69345,8.58635,10.29831,12.97026,4.38390,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,463.00000,0.01941,0.50000,,0.06813,0.99000,-43.64880,-40.08265,-9.02109,37.73226,15.08876,0.88547,-41.41813,-35.30292,-6.81581,11.10688,25.02648,24.13033,0.50164,78.82602,47.03779,54.51132,64.69805,78.73872,73.69345,7.22448,8.52954,10.49660,3.27212,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,463.00000,0.01758,1.00000,,0.07155,0.99000,-44.49229,-41.07185,-8.94105,36.28267,16.53836,0.98217,-40.93454,-34.97690,-6.94786,10.87735,23.79015,21.45271,0.55214,77.46931,47.27297,54.71331,64.85481,78.83314,73.69345,7.45390,8.96061,11.29255,3.83865,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,463.00000,0.01516,1.50000,,0.07580,0.99000,-45.81019,-42.34514,-8.96822,34.41854,18.40248,1.06751,-40.28827,-34.62666,-7.09036,10.57810,22.20810,19.04293,0.59537,76.48579,47.44215,54.85863,64.96758,78.90105,73.69345,7.60606,9.23732,11.74867,4.14261,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,700.00000,0.02146,0.50000,,0.07775,0.99000,-46.99251,-43.07728,-9.36229,35.94352,16.87750,0.83544,-42.29460,-36.11700,-7.58957,10.32680,23.96964,23.44693,0.57561,73.50885,47.94770,55.29283,65.30455,79.10400,73.69345,6.52981,7.80677,9.71699,3.18718,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,700.00000,0.01983,1.00000,,0.07964,0.99000,-47.49959,-43.70373,-9.28344,35.02288,17.79814,0.93052,-41.97568,-35.84769,-7.67952,10.19841,23.16735,20.82022,0.62343,72.32885,48.14540,55.46264,65.43633,79.18337,73.69345,6.72984,8.19336,10.43834,3.70850,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,700.00000,0.01731,1.50000,,0.08250,0.99000,-48.48924,-44.63206,-9.30521,33.62112,19.19990,1.01225,-41.45624,-35.52321,-7.77321,9.99841,21.95381,18.37115,0.66583,71.37557,48.30403,55.59888,65.54207,79.24705,73.69345,6.86519,8.44393,10.85504,3.98985,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,1000.00000,0.02273,0.50000,,0.08405,0.99000,-50.25014,-45.01475,-10.67106,34.70879,18.11223,0.80145,-42.77845,-36.60110,-8.07725,9.82753,23.20953,23.00425,0.62398,70.00968,48.52963,55.79265,65.69244,79.33761,73.69345,6.06439,7.32335,9.19743,3.13304,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,1000.00000,0.02121,1.00000,,0.08523,0.99000,-50.59876,-45.46586,-10.59311,34.05143,18.76959,0.89503,-42.54919,-36.36659,-8.15203,9.74352,22.62855,20.39066,0.67068,68.89521,48.71225,55.94950,65.81417,79.41093,73.69345,6.24916,7.68601,9.87869,3.62953,True,True,True,False,3,False,P_grid,,
P,t2,0.40000,1000.00000,0.01862,1.50000,,0.08736,0.99000,-51.42009,-46.21320,-10.61237,32.91059,19.91043,0.97459,-42.11345,-36.06853,-8.22654,9.59219,21.62951,17.92172,0.71263,67.95442,48.86541,56.08105,65.91625,79.47241,73.69345,6.37610,7.92328,10.27544,3.89934,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,150.00000,0.00858,0.50000,,0.04751,0.99000,-36.31391,-32.01356,-9.73397,39.18263,13.63839,1.05052,-35.90928,-31.58327,-4.81606,12.93475,24.90552,25.93494,0.26464,95.88304,43.89141,51.80893,62.60084,77.47564,73.69345,9.76694,11.25552,13.60419,3.83725,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,150.00000,0.00674,1.00000,,0.05811,0.99000,-39.46799,-35.33108,-9.71414,36.14663,16.67439,1.16056,-35.87832,-31.79710,-5.30138,12.13209,22.57205,22.82168,0.34553,92.63995,44.51810,52.34719,63.01856,77.72722,73.69345,10.37647,12.26979,15.43489,5.05842,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,150.00000,0.00498,1.50000,,0.06753,0.99000,-42.67069,-38.41796,-9.85080,33.47798,19.34304,1.26380,-35.93152,-32.04508,-5.73668,11.43558,20.52619,20.15146,0.41916,89.74398,45.06600,52.81777,63.38376,77.94716,73.69345,10.80847,12.98319,16.63207,5.82360,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,300.00000,0.01354,0.50000,,0.05383,0.99000,-38.86915,-34.96055,-9.34068,39.22412,13.59690,1.00816,-38.54370,-33.17550,-5.45580,12.36219,25.39253,25.54906,0.35751,89.55437,45.10149,52.84826,63.40742,77.96141,73.69345,8.72751,10.22419,12.55315,3.82564,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,300.00000,0.01141,1.00000,,0.06337,0.99000,-41.37619,-37.66857,-9.27299,36.00278,16.81824,1.12917,-37.86838,-32.92928,-5.86837,11.66632,22.80875,22.10598,0.43203,87.01055,45.57331,53.25349,63.72190,78.15082,73.69345,9.15783,10.97682,13.91595,4.75811,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,300.00000,0.00925,1.50000,,0.07238,0.99000,-44.18697,-40.41556,-9.33145,32.87922,19.94180,1.24384,-37.23986,-32.77531,-6.24573,11.00049,20.30407,19.18845,0.49386,85.23847,45.89722,53.53170,63.93781,78.28085,73.69345,9.45058,11.47481,14.72439,5.27381,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,463.00000,0.01595,0.50000,,0.06111,0.99000,-41.36224,-37.56306,-9.21679,38.46813,14.35289,0.96918,-40.04997,-34.28677,-6.20864,11.70479,25.21653,25.39685,0.42110,85.05287,45.93092,53.56065,63.96027,78.29438,73.69345,8.02070,9.50945,11.80278,3.78208,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,463.00000,0.01380,1.00000,,0.06838,0.99000,-43.23459,-39.63745,-9.13964,35.76370,17.05733,1.09044,-39.32495,-33.90257,-6.48258,11.19990,22.98126,21.90843,0.49210,82.78906,46.33864,53.91083,64.23204,78.45806,73.69345,8.38561,10.16381,12.99470,4.60910,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,463.00000,0.01148,1.50000,,0.07600,0.99000,-45.59893,-41.94481,-9.18115,32.85779,19.96323,1.20272,-38.54765,-33.58336,-6.76000,10.65217,20.59054,18.91417,0.55091,81.24731,46.61281,54.14632,64.41479,78.56812,73.69345,8.63069,10.59061,13.68934,5.05865,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,700.00000,0.01753,0.50000,,0.06779,0.99000,-43.90687,-39.76771,-9.54802,37.48222,15.33880,0.93425,-41.00675,-35.06133,-6.84602,11.12431,24.76226,25.17323,0.47330,81.30555,46.60251,54.13747,64.40792,78.56398,73.69345,7.45723,8.93493,11.19541,3.73818,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,700.00000,0.01548,1.00000,,0.07327,0.99000,-45.33212,-41.38541,-9.46807,35.29369,17.52733,1.05549,-40.35925,-34.66172,-7.03833,10.75616,22.91731,21.72562,0.54096,79.28752,46.95731,54.44220,64.64441,78.70642,73.69345,7.78463,9.53344,12.29134,4.50672,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,700.00000,0.01306,1.50000,,0.07962,0.99000,-47.34211,-43.33705,-9.50144,32.69907,20.12196,1.16507,-39.57527,-34.27787,-7.24241,10.31065,20.74373,18.68359,0.59831,77.84049,47.20883,54.65823,64.81206,78.80739,73.69345,8.00415,9.92172,12.92608,4.92194,True,True,True,True,4,False,P_grid,,
P,t2,0.50000,1000.00000,0.01847,0.50000,,0.07247,0.99000,-46.71521,-41.26853,-10.85024,36.69711,16.12391,0.90928,-41.55092,-35.52992,-7.26823,10.72806,24.34643,24.97827,0.50896,78.72572,47.05525,54.52632,64.70969,78.74573,73.69345,7.07668,8.54548,10.78292,3.70624,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,1000.00000,0.01651,1.00000,,0.07690,0.99000,-47.88496,-42.62082,-10.76990,34.84596,17.97506,1.03045,-40.98004,-35.14519,-7.42364,10.43532,22.76844,21.57821,0.57434,76.87125,47.37598,54.80179,64.92347,78.87449,73.69345,7.38330,9.11344,11.82696,4.44366,True,True,True,False,3,False,P_grid,,
P,t2,0.50000,1000.00000,0.01404,1.50000,,0.08242,0.99000,-49.67445,-44.34863,-10.79935,32.48891,20.33211,1.13825,-40.22628,-34.74451,-7.58832,10.05366,20.77257,18.51635,0.63078,75.47852,47.61430,55.00648,65.08233,78.97016,73.69345,7.58924,9.48125,12.43027,4.84103,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,150.00000,0.00790,0.50000,,0.05074,0.99000,-37.81609,-32.88763,-10.40318,38.14757,14.67346,1.08817,-35.70304,-31.55258,-4.95536,12.68780,24.09143,25.28751,0.27843,95.61494,43.94376,51.85389,62.63573,77.49665,73.69345,10.12826,11.77376,14.42738,4.29911,True,True,True,False,3,False,P_grid,,
P,t2,0.65000,150.00000,0.00612,1.00000,,0.06358,0.99000,-41.84556,-37.05119,-10.39542,34.53771,18.28331,1.22620,-35.81896,-31.88127,-5.54786,11.72676,21.32856,21.33424,0.38479,91.22020,44.78807,52.57906,63.19850,77.83559,73.69345,10.95455,13.14059,16.89812,5.94357,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,150.00000,0.00443,1.50000,,0.07494,0.99000,-45.87420,-40.86401,-10.55273,31.46625,21.35477,1.35317,-36.06362,-32.26064,-6.08298,10.90318,18.99925,17.93065,0.48392,87.08732,45.55919,53.24137,63.71249,78.14515,73.69345,11.54084,14.11110,18.54924,7.00840,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,300.00000,0.01062,0.50000,,0.05365,0.99000,-38.78494,-34.24772,-9.98733,38.11792,14.70310,1.07693,-36.97150,-32.26121,-5.22261,12.43702,24.24868,25.47615,0.31886,92.97483,44.45404,52.29217,62.97586,77.70150,73.69345,9.53585,11.22148,13.91729,4.38144,True,True,True,False,3,False,P_grid,,
P,t2,0.65000,300.00000,0.00856,1.00000,,0.06668,0.99000,-42.63354,-38.28041,-9.94194,34.12768,18.69334,1.22708,-36.61305,-32.31889,-5.82951,11.46672,21.13684,21.10604,0.42359,88.96791,45.21099,52.94231,63.48040,78.00537,73.69345,10.22158,12.38510,16.01906,5.79747,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,300.00000,0.00655,1.50000,,0.07845,0.99000,-46.62370,-42.09543,-10.03878,30.53072,22.29031,1.36975,-36.36046,-32.44889,-6.35816,10.60471,18.33476,17.36996,0.51547,85.68711,45.81558,53.46158,63.88339,78.24808,73.69345,10.70471,13.18638,17.33673,6.63202,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,463.00000,0.01202,0.50000,,0.05636,0.99000,-39.79160,-35.36664,-9.84325,38.05091,14.77011,1.06208,-37.90300,-32.86685,-5.54632,12.18306,24.39038,25.80438,0.34583,91.08890,44.81290,52.60039,63.21506,77.84556,73.69345,9.10820,10.81198,13.51773,4.40953,True,True,True,False,3,False,P_grid,,
P,t2,0.65000,463.00000,0.00987,1.00000,,0.06871,0.99000,-43.33519,-39.12482,-9.78531,34.05307,18.76795,1.21548,-37.32313,-32.74049,-6.09347,11.27872,21.22187,21.31206,0.44831,87.31981,45.51638,53.20460,63.68396,78.12797,73.69345,9.73022,11.88163,15.45170,5.72148,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,463.00000,0.00774,1.50000,,0.08020,0.99000,-47.15986,-42.80144,-9.86175,30.32539,22.49563,1.36142,-36.83851,-32.72194,-6.58237,10.44048,18.27477,17.48483,0.53607,84.42122,46.04531,53.65889,64.03651,78.34030,73.69345,10.16436,12.60750,16.63583,6.47147,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,700.00000,0.01302,0.50000,,0.05901,0.99000,-41.15141,-36.38290,-10.16117,37.89409,14.92693,1.04723,-38.63225,-33.38051,-5.87313,11.93012,24.45148,26.04256,0.36884,89.44289,45.12234,52.86616,63.42131,77.96978,73.69345,8.75398,10.46810,13.17551,4.42153,True,True,True,False,3,False,P_grid,,
P,t2,0.65000,700.00000,0.01082,1.00000,,0.07053,0.99000,-44.39640,-39.86223,-10.09632,34.00518,18.81584,1.20211,-37.93362,-33.12789,-6.35040,11.10381,21.32643,21.49308,0.46938,85.85010,45.78586,53.43605,63.86358,78.23615,73.69345,9.33447,11.47606,15.00027,5.66580,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,700.00000,0.00861,1.50000,,0.08160,0.99000,-48.04552,-43.38136,-10.16135,30.25655,22.56447,1.34886,-37.30556,-33.00023,-6.79390,10.30302,18.32807,17.61501,0.55455,83.17488,46.26959,53.85152,64.18601,78.43034,73.69345,9.73670,12.15368,16.10250,6.36579,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,1000.00000,0.01365,0.50000,,0.06105,0.99000,-43.20242,-37.12209,-11.45598,37.72241,15.09861,1.03603,-39.10268,-33.72840,-6.11857,11.73789,24.44964,26.18708,0.38501,88.27335,45.34011,53.05320,63.56647,78.05720,73.69345,8.50928,10.22884,12.93522,4.42594,True,True,True,False,3,False,P_grid,,
P,t2,0.65000,1000.00000,0.01143,1.00000,,0.07189,0.99000,-46.23139,-40.39669,-11.38749,33.95833,18.86269,1.19149,-38.35466,-33.40746,-6.54469,10.97162,21.39694,21.61020,0.48429,84.78828,45.97889,53.60185,63.99225,78.31364,73.69345,9.06515,11.20005,14.69530,5.63014,True,True,True,True,4,False,P_grid,,
P,t2,0.65000,1000.00000,0.00918,1.50000,,0.08260,0.99000,-49.74670,-43.79251,-11.44639,30.23119,22.58983,1.33826,-37.64921,-33.21257,-6.95335,10.20297,18.39243,17.70391,0.56800,82.23391,46.43769,53.99590,64.29806,78.49782,73.69345,9.44873,11.84964,15.75100,6.30227,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,150.00000,0.00746,0.50000,,0.05377,0.99000,-39.69105,-33.77260,-11.43133,37.21244,15.60858,1.12331,-35.59012,-31.56148,-5.08750,12.45771,23.36175,24.58163,0.29531,95.11753,44.04061,51.93708,62.70029,77.53553,73.69345,10.47030,12.26821,15.21946,4.74916,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,150.00000,0.00575,1.00000,,0.06878,0.99000,-44.56340,-38.72729,-11.43157,33.03846,19.78256,1.29004,-35.81401,-31.98237,-5.78578,11.34567,20.17553,19.84525,0.42536,89.69332,45.07549,52.82592,63.39008,77.95097,73.69345,11.51781,13.99356,18.33867,6.82085,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,150.00000,0.00413,1.50000,,0.08204,0.99000,-49.38471,-43.20838,-11.60145,29.55722,23.26380,1.44185,-36.19625,-32.46657,-6.41855,10.39920,17.55475,15.76218,0.54788,84.47467,46.03565,53.65059,64.03008,78.33642,73.69345,12.25994,15.22406,20.44862,8.18868,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,300.00000,0.00869,0.50000,,0.05511,0.99000,-39.86233,-34.34327,-11.01610,37.09608,15.72494,1.12393,-36.06249,-31.81204,-5.18874,12.34897,23.32739,24.78031,0.30973,94.24974,44.20879,52.08152,62.81239,77.60304,73.69345,10.20070,12.03442,15.03318,4.83248,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,300.00000,0.00681,1.00000,,0.07049,0.99000,-44.74668,-39.33962,-10.99536,32.66652,20.15450,1.29903,-36.05892,-32.12200,-5.91587,11.20737,19.92411,19.71993,0.44111,88.92844,45.21834,52.94862,63.48530,78.00832,73.69345,11.16471,13.64098,17.93618,6.77147,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,300.00000,0.00501,1.50000,,0.08418,0.99000,-49.64194,-43.90549,-11.13226,28.86028,23.96075,1.46218,-36.19279,-32.49023,-6.55485,10.22407,17.02121,15.36551,0.56155,84.10187,46.10295,53.70840,64.07494,78.36344,73.69345,11.84893,14.77181,19.83659,7.98766,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,463.00000,0.00933,0.50000,,0.05600,0.99000,-40.10517,-34.71698,-10.86334,37.05958,15.76144,1.12182,-36.40733,-32.01065,-5.28126,12.27033,23.35151,25.10351,0.31667,93.78898,44.29767,52.15787,62.87163,77.63873,73.69345,10.00776,11.86383,14.88849,4.88073,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,463.00000,0.00737,1.00000,,0.07140,0.99000,-44.93202,-39.68407,-10.83353,32.53041,20.29061,1.30021,-36.27693,-32.24396,-6.01027,11.12877,19.85530,19.90125,0.44815,88.54010,45.29059,53.01067,63.53346,78.03733,73.69345,10.92975,13.40963,17.68165,6.75190,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,463.00000,0.00549,1.50000,,0.08521,0.99000,-49.81974,-44.26076,-10.95596,28.57886,24.24217,1.46795,-36.27692,-32.54344,-6.64524,10.13499,16.82151,15.43861,0.56682,83.94005,46.13212,53.73345,64.09438,78.37515,73.69345,11.58420,14.49122,19.48442,7.90022,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,700.00000,0.00980,0.50000,,0.05675,0.99000,-40.74752,-35.02954,-11.17314,37.04220,15.77882,1.11889,-36.69788,-32.18748,-5.37236,12.20022,23.38957,25.38498,0.32222,93.39850,44.37278,52.22237,62.92169,77.66888,73.69345,9.84472,11.71723,14.75979,4.91507,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,700.00000,0.00779,1.00000,,0.07209,0.99000,-45.50392,-39.94973,-11.13735,32.45692,20.36411,1.29933,-36.47272,-32.35605,-6.09358,11.06702,19.83455,20.09003,0.45356,88.21118,45.35164,53.06310,63.57415,78.06183,73.69345,10.73688,13.21953,17.47456,6.73768,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,700.00000,0.00585,1.50000,,0.08593,0.99000,-50.36738,-44.51865,-11.25020,28.41094,24.41008,1.46988,-36.37415,-32.60130,-6.72079,10.07029,16.71245,15.55949,0.57076,83.77858,46.16118,53.75842,64.11375,78.38682,73.69345,11.36977,14.26619,19.21016,7.84039,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,1000.00000,0.01011,0.50000,,0.05729,0.99000,-42.27275,-35.25120,-12.46228,37.03247,15.78855,1.11634,-36.90075,-32.31578,-5.44306,12.14824,23.42177,25.57935,0.32612,93.11614,44.42696,52.26891,62.95781,77.69063,73.69345,9.73010,11.61304,14.66649,4.93640,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,1000.00000,0.00806,1.00000,,0.07254,0.99000,-46.97065,-40.12894,-12.42290,32.42002,20.40100,1.29796,-36.61459,-32.43907,-6.15457,11.02457,19.83400,20.22950,0.45727,87.97203,45.39593,53.10115,63.60368,78.07961,73.69345,10.60348,13.08785,17.33181,6.72833,True,True,True,True,4,False,P_grid,,
P,t2,0.80000,1000.00000,0.00609,1.50000,,0.08638,0.99000,-51.81006,-44.68539,-12.53000,28.31928,24.50174,1.47009,-36.45271,-32.64763,-6.77433,10.02833,16.65881,15.65953,0.57348,83.64609,46.18501,53.77888,64.12964,78.39638,73.69345,11.22263,14.11251,19.02597,7.80334,True,True,True,True,4,False,P_grid,,
P2,t2,0.10000,,,0.50000,,0.05760,0.99000,-33.99580,-34.95417,-4.59574,36.06459,16.75643,1.16786,-35.52655,-31.60762,-5.25805,12.16838,22.47236,23.61399,0.32043,94.25791,44.20721,52.08017,62.81133,77.60241,73.69345,10.90291,12.90001,16.24071,5.33779,True,True,True,True,4,False,P2_grid,0.00847,0.00694
P2,t2,0.10000,,,1.00000,,0.07538,0.99000,-39.92265,-40.90783,-4.55761,31.22882,21.59220,1.36982,-35.93164,-32.16147,-6.10180,10.86802,18.80190,17.91237,0.48243,87.39579,45.50238,53.19257,63.67463,78.12235,73.69345,12.21359,15.06544,20.17548,7.96188,True,True,True,True,4,False,P2_grid,0.00861,0.00514
P2,t2,0.10000,,,1.50000,,0.08954,0.99000,-49.86022,-45.70073,-9.44072,27.54024,25.28078,1.52427,-36.45729,-32.71573,-6.85400,9.84158,16.05494,14.05629,0.61119,81.96935,46.48476,54.03633,64.32943,78.51672,73.69345,12.23823,15.47740,21.17579,8.93756,True,True,True,True,4,False,P2_grid,0.00010,0.00488
P2,t2,0.10000,,,2.00000,,0.10399,0.99000,-50.92401,-50.69007,-4.90107,25.05156,27.76946,1.63981,-38.01725,-33.88300,-7.67488,8.87964,14.45530,9.36196,0.80044,71.84720,48.22567,55.53158,65.48984,79.21559,73.69345,13.54252,17.46135,24.47369,10.93117,False,True,True,True,3,False,P2_grid,0.01288,0.00203
P2,t2,0.20000,,,0.50000,,0.05762,0.99000,-33.76249,-34.95228,-4.36398,36.05387,16.76716,1.16828,-35.51525,-31.60314,-5.25813,12.16732,22.46288,23.62535,0.31990,94.29671,44.19971,52.07373,62.80633,77.59940,73.69345,10.90576,12.90360,16.24547,5.33971,True,True,True,True,4,False,P2_grid,0.00791,0.00689
P2,t2,0.20000,,,1.00000,,0.07539,0.99000,-39.69746,-40.91131,-4.33108,31.22200,21.59902,1.36975,-35.93343,-32.16261,-6.10495,10.86589,18.79697,17.97762,0.48142,87.45963,45.49060,53.18246,63.66678,78.11762,73.69345,12.19892,15.04903,20.15364,7.95471,True,True,True,True,4,False,P2_grid,0.00787,0.00494
P2,t2,0.20000,,,1.50000,,0.09053,0.99000,-45.33127,-46.13264,-4.42467,27.70300,25.11802,1.52061,-36.89423,-32.95868,-6.93070,9.79078,16.25973,13.56647,0.63956,80.06693,46.82084,54.32499,64.55345,78.65163,73.69345,12.88735,16.32977,22.55633,9.66898,True,True,True,True,4,False,P2_grid,0.01014,0.00298
P2,t2,0.20000,,,2.00000,,0.10276,0.99000,-50.34936,-50.44588,-4.71816,25.75431,27.06671,1.57366,-38.56513,-34.14109,-7.80554,8.90927,15.12567,10.52519,0.79654,71.25465,48.32408,55.61611,65.55543,79.25510,73.69345,13.07861,16.95338,23.97338,10.89477,True,True,True,True,4,False,P2_grid,0.01349,0.00156
P2,t2,0.30000,,,0.50000,,0.05762,0.99000,-33.68609,-34.95048,-4.28929,36.04775,16.77327,1.16852,-35.50789,-31.60015,-5.25802,12.16685,22.45738,23.62920,0.31962,94.31826,44.19555,52.07015,62.80356,77.59773,73.69345,10.90806,12.90634,16.24897,5.34091,True,True,True,True,4,False,P2_grid,0.00762,0.00687
P2,t2,0.30000,,,1.00000,,0.07540,0.99000,-39.62843,-40.91180,-4.26299,31.21804,21.60298,1.36968,-35.93389,-32.16295,-6.10680,10.86478,18.79400,18.02161,0.48070,87.50490,45.48225,53.17529,63.66121,78.11427,73.69345,12.18805,15.03679,20.13724,7.94918,True,True,True,True,4,False,P2_grid,0.00743,0.00474
P2,t2,0.30000,,,1.50000,,0.09014,0.99000,-45.17634,-46.07253,-4.37337,27.97894,24.84208,1.49799,-37.14971,-33.07578,-6.98779,9.80014,16.52344,14.12758,0.63818,79.86748,46.85583,54.35504,64.57677,78.66568,73.69345,12.63613,16.03979,22.21358,9.57745,True,True,True,True,4,False,P2_grid,0.01018,0.00246
P2,t2,0.30000,,,2.00000,,0.10120,0.99000,-49.85054,-50.09497,-4.71776,26.48910,26.33193,1.49815,-39.07002,-34.38746,-7.95484,8.94185,15.82684,11.80543,0.78659,70.95396,48.37388,55.65888,65.58862,79.27509,73.69345,12.40407,16.18967,23.16561,10.76154,True,True,True,True,4,False,P2_grid,0.01328,0.00110
P2,t2,0.50000,,,0.50000,,0.05763,0.99000,-34.00989,-34.94790,-4.61569,36.04080,16.78022,1.16881,-35.49880,-31.59640,-5.25779,12.16642,22.45106,23.63125,0.31930,94.34202,44.19095,52.06620,62.80050,77.59588,73.69345,10.91127,12.91005,16.25363,5.34237,True,True,True,True,4,False,P2_grid,0.00731,0.00688
P2,t2,0.50000,,,1.00000,,0.07540,0.99000,-39.96658,-40.90917,-4.60605,31.21443,21.60659,1.36946,-35.93481,-32.16336,-6.10941,10.86370,18.79130,18.09263,0.47951,87.57767,45.46882,53.16376,63.65226,78.10888,73.69345,12.16764,15.01361,20.10596,7.93832,True,True,True,True,4,False,P2_grid,0.00688,0.00429
P2,t2,0.50000,,,1.50000,,0.08868,0.99000,-45.21162,-45.75807,-4.83194,28.78511,24.03591,1.42834,-37.78521,-33.38555,-7.16237,9.83256,17.29170,15.76461,0.62760,79.65950,46.89226,54.38633,64.60106,78.68031,73.69345,11.62761,14.83810,20.67979,9.05218,True,True,True,True,4,False,P2_grid,0.01026,0.00123
P2,t2,0.50000,,,2.00000,,0.09701,0.99000,-49.15444,-48.93799,-5.42423,27.50804,25.31299,1.37192,-39.28537,-34.45636,-8.10665,9.06712,16.72894,14.20424,0.73610,72.79689,48.06717,55.39544,65.38418,79.15196,73.69345,10.13745,13.37183,19.48871,9.35126,True,True,True,True,4,False,P2_grid,0.01136,0.00032
P,t2,0.30132,123.02329,0.00893,0.00000,,0.03484,0.99000,-32.58665,-28.02615,-9.67505,42.47542,10.34560,0.94409,-35.45578,-31.13552,-4.29185,13.91869,27.39305,29.51309,0.16046,100.61793,42.95060,51.00088,61.97374,77.09796,73.69345,9.00092,9.98026,11.32596,2.32504,True,True,True,False,3,False,P_free,,
R,t2,,,0.01485,0.88175,0.00068,0.00500,0.03091,-16.60999,-19.00674,-2.67714,52.47228,0.34874,0.68477,-35.74022,-30.53963,-5.19918,16.77661,35.69568,29.89741,0.12234,99.35508,43.20460,51.21904,62.14304,77.19992,73.69345,6.53957,6.53957,6.53957,0.00000,True,True,True,False,3,False,R_free,,
