block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,total,,,hindcast/full,BRICK 2.0,1.819830591542203,cm,1.1832391165025065,bias -1.3318 cm = -0.87 sd; cov90 25%; n=105,PASS
H,total,,,hindcast/1920-1949,L16MID,0.9704376131914595,cm,0.6309706790236881,bias +0.9268 cm = +0.60 sd; cov90 33%; n=30,PASS
H,total,,,hindcast/1920-1949,L14*,0.9776578226347974,cm,0.6356652007458766,bias +0.9346 cm = +0.61 sd; cov90 40%; n=30,PASS
H,total,,,hindcast/1920-1949,BRICK 2.0,2.5470114233655377,cm,1.6560462057904362,bias -2.4846 cm = -1.62 sd; cov90 0%; n=30,WARN
H,total,,,hindcast/1950-1992,L16MID,0.6568544354062948,cm,0.42708143572982293,bias +0.6140 cm = +0.40 sd; cov90 5%; n=43,PASS
H,total,,,hindcast/1950-1992,L14*,0.658958633633778,cm,0.42844956838085363,bias +0.6151 cm = +0.40 sd; cov90 5%; n=43,PASS
H,total,,,hindcast/1950-1992,BRICK 2.0,1.8671936241473779,cm,1.2140341768312453,bias -1.5605 cm = -1.01 sd; cov90 12%; n=43,WARN
H,total,,,hindcast/1993-2026,L16MID,0.2982146276165735,cm,0.19389673640453,bias +0.1362 cm = +0.09 sd; cov90 41%; n=32,PASS
H,total,,,hindcast/1993-2026,L14*,0.3053001355292538,cm,0.19850367628208557,bias +0.1368 cm = +0.09 sd; cov90 41%; n=32,PASS
H,total,,,hindcast/1993-2026,BRICK 2.0,0.31640174648784053,cm,0.2057218538440205,bias +0.0564 cm = +0.04 sd; cov90 66%; n=32,PASS
H,ais,,,rmse_ratio/full,L16MID vs L14*,1.0310521415818878,ratio,,<1 means the candidate is closer to the observations,WORSE
H,ais,,,rmse_ratio/full,L16MID vs BRICK 2.0,0.026998074515628377,ratio,,<1 means the candidate is closer to the observations,BETTER
H,ais,,,rmse_ratio/1920-1949,L16MID vs L14*,1.5672190481933657,ratio,,<1 means the candidate is closer to the observations,WORSE
H,ais,,,rmse_ratio/1920-1949,L16MID vs BRICK 2.0,0.004594017625421106,ratio,,<1 means the candidate is closer to the observations,BETTER
H,ais,,,rmse_ratio/1950-1992,L16MID vs L14*,1.2015067163315294,ratio,,<1 means the candidate is closer to the observations,WORSE
H,ais,,,rmse_ratio/1950-1992,L16MID vs BRICK 2.0,0.00988754316684886,ratio,,<1 means the candidate is closer to the observations,BETTER
H,ais,,,rmse_ratio/1993-2026,L16MID vs L14*,1.0203695728122895,ratio,,<1 means the candidate is closer to the observations,WORSE
H,ais,,,rmse_ratio/1993-2026,L16MID vs BRICK 2.0,0.5595292231024604,ratio,,<1 means the candidate is closer to the observations,BETTER
H,glaciers,,,rmse_ratio/full,L16MID vs L14*,0.9868505683172238,ratio,,<1 means the candidate is closer to the observations,SAME
H,glaciers,,,rmse_ratio/full,L16MID vs BRICK 2.0,0.3651155994205783,ratio,,<1 means the candidate is closer to the observations,BETTER
H,glaciers,,,rmse_ratio/1920-1949,L16MID vs L14*,0.9852905124538391,ratio,,<1 means the candidate is closer to the observations,SAME
H,glaciers,,,rmse_ratio/1920-1949,L16MID vs BRICK 2.0,0.35411698769554245,ratio,,<1 means the candidate is closer to the observations,BETTER
H,glaciers,,,rmse_ratio/1950-1992,L16MID vs L14*,1.00785716076753,ratio,,<1 means the candidate is closer to the observations,SAME
H,glaciers,,,rmse_ratio/1950-1992,L16MID vs BRICK 2.0,1.0191866011829052,ratio,,<1 means the candidate is closer to the observations,SAME
H,glaciers,,,rmse_ratio/1993-2026,L16MID vs L14*,0.9875463716797076,ratio,,<1 means the candidate is closer to the observations,SAME
H,glaciers,,,rmse_ratio/1993-2026,L16MID vs BRICK 2.0,0.3403773067300944,ratio,,<1 means the candidate is closer to the observations,BETTER
H,gis,,,rmse_ratio/full,L16MID vs L14*,0.99929042968205,ratio,,<1 means the candidate is closer to the observations,SAME
H,gis,,,rmse_ratio/full,L16MID vs BRICK 2.0,0.08149102401684487,ratio,,<1 means the candidate is closer to the observations,BETTER
H,gis,,,rmse_ratio/1920-1949,L16MID vs L14*,1.0018282100825555,ratio,,<1 means the candidate is closer to the observations,SAME
H,gis,,,rmse_ratio/1920-1949,L16MID vs BRICK 2.0,0.10238267103909296,ratio,,<1 means the candidate is closer to the observations,BETTER
H,gis,,,rmse_ratio/1950-1992,L16MID vs L14*,0.996340516944746,ratio,,<1 means the candidate is closer to the observations,SAME
H,gis,,,rmse_ratio/1950-1992,L16MID vs BRICK 2.0,0.05390221111307715,ratio,,<1 means the candidate is closer to the observations,BETTER
H,gis,,,rmse_ratio/1993-2026,L16MID vs L14*,0.9966159796175225,ratio,,<1 means the candidate is closer to the observations,SAME
H,gis,,,rmse_ratio/1993-2026,L16MID vs BRICK 2.0,0.2706320568345973,ratio,,<1 means the candidate is closer to the observations,BETTER
H,te,,,rmse_ratio/full,L16MID vs L14*,0.9967985403645165,ratio,,<1 means the candidate is closer to the observations,SAME
H,te,,,rmse_ratio/full,L16MID vs BRICK 2.0,0.9843643562434742,ratio,,<1 means the candidate is closer to the observations,SAME
H,te,,,rmse_ratio/1920-1949,L16MID vs L14*,0.9898450003213186,ratio,,<1 means the candidate is closer to the observations,SAME
H,te,,,rmse_ratio/1920-1949,L16MID vs BRICK 2.0,0.9343300585068712,ratio,,<1 means the candidate is closer to the observations,BETTER
H,te,,,rmse_ratio/1950-1992,L16MID vs L14*,0.9961395892225235,ratio,,<1 means the candidate is closer to the observations,SAME
H,te,,,rmse_ratio/1950-1992,L16MID vs BRICK 2.0,0.969869626569772,ratio,,<1 means the candidate is closer to the observations,BETTER
H,te,,,rmse_ratio/1993-2026,L16MID vs L14*,1.0092707568445194,ratio,,<1 means the candidate is closer to the observations,SAME
H,te,,,rmse_ratio/1993-2026,L16MID vs BRICK 2.0,1.1004910053903372,ratio,,<1 means the candidate is closer to the observations,WORSE
H,total,,,rmse_ratio/full,L16MID vs L14*,0.9932428229372634,ratio,,<1 means the candidate is closer to the observations,SAME
H,total,,,rmse_ratio/full,L16MID vs BRICK 2.0,0.37786642572298085,ratio,,<1 means the candidate is closer to the observations,BETTER
H,total,,,rmse_ratio/1920-1949,L16MID vs L14*,0.9926147888594812,ratio,,<1 means the candidate is closer to the observations,SAME
H,total,,,rmse_ratio/1920-1949,L16MID vs BRICK 2.0,0.38101031047169587,ratio,,<1 means the candidate is closer to the observations,BETTER
H,total,,,rmse_ratio/1950-1992,L16MID vs L14*,0.9968067825200502,ratio,,<1 means the candidate is closer to the observations,SAME
H,total,,,rmse_ratio/1950-1992,L16MID vs BRICK 2.0,0.3517869956878394,ratio,,<1 means the candidate is closer to the observations,BETTER
H,total,,,rmse_ratio/1993-2026,L16MID vs L14*,0.9767916646994043,ratio,,<1 means the candidate is closer to the observations,BETTER
H,total,,,rmse_ratio/1993-2026,L16MID vs BRICK 2.0,0.9425189049265695,ratio,,<1 means the candidate is closer to the observations,BETTER
R,ais,,,rate/1993-2026/obs,observations,0.03260828549822247,cm/yr,,"se: estimator 0.003405, band-correlated 0.0005689, band-independent 0.003061; CONSERVATIVE 0.003405 cm/yr; |obs|/se = 9.58",
R,ais,,,rate/1993-2026,L16MID,0.0316438489701897,cm/yr,-0.2832098848269303,0.97x obs; z=-0.28 vs the obs error bar,UNRESOLVED
R,ais,,,rate/1993-2026,L14*,0.03170678548084171,cm/yr,-0.2647283762827434,0.97x obs; z=-0.26 vs the obs error bar,UNRESOLVED
R,ais,,,rate/1993-2026,BRICK 2.0,0.039300587306418076,cm/yr,1.9652159258133535,1.21x obs; z=+1.97 vs the obs error bar,WARN
R,glaciers,,,rate/1993-2026/obs,observations,0.0680128070410857,cm/yr,,"se: estimator 0.0005236, band-correlated 0.0001274, band-independent 0.009223; CONSERVATIVE 0.009223 cm/yr; |obs|/se = 7.37",
R,glaciers,,,rate/1993-2026,L16MID,0.06317463058434154,cm/yr,-0.5245931593448895,0.93x obs; z=-0.52 vs the obs error bar,UNRESOLVED
R,glaciers,,,rate/1993-2026,L14*,0.06304210058046178,cm/yr,-0.5389631051426212,0.93x obs; z=-0.54 vs the obs error bar,UNRESOLVED
R,glaciers,,,rate/1993-2026,BRICK 2.0,0.09007832839929941,cm/yr,2.3925174423437903,1.32x obs; z=+2.39 vs the obs error bar,FAIL
R,gis,,,rate/1993-2026/obs,observations,0.06596002331306076,cm/yr,,"se: estimator 0.01044, band-correlated 0.0006502, band-independent 0.003349; CONSERVATIVE 0.01044 cm/yr; |obs|/se = 6.32",
R,gis,,,rate/1993-2026,L16MID,0.06574889887351236,cm/yr,-0.02021764215694341,1.00x obs; z=-0.02 vs the obs error bar,UNRESOLVED
R,gis,,,rate/1993-2026,L14*,0.06577697052670764,cm/yr,-0.01752945200581754,1.00x obs; z=-0.02 vs the obs error bar,UNRESOLVED
R,gis,,,rate/1993-2026,BRICK 2.0,0.058529029565980606,cm/yr,-0.711604837271839,0.89x obs; z=-0.71 vs the obs error bar,UNRESOLVED
R,te,,,rate/1993-2026/obs,observations,0.12339511197094218,cm/yr,,"se: estimator 0.003756, band-correlated 0.002392, band-independent 0.005651; CONSERVATIVE 0.005651 cm/yr; |obs|/se = 21.84",
R,te,,,rate/1993-2026,L16MID,0.14732244030796068,cm/yr,4.23441064352177,1.19x obs; z=+4.23 vs the obs error bar,FAIL
R,te,,,rate/1993-2026,L14*,0.14708022251666777,cm/yr,4.191545448584221,1.19x obs; z=+4.19 vs the obs error bar,FAIL
R,te,,,rate/1993-2026,BRICK 2.0,0.14454469013049676,cm/yr,3.7428331990688393,1.17x obs; z=+3.74 vs the obs error bar,FAIL
R,total,,,rate/1993-2026/obs,observations,0.32469016393680694,cm/yr,,"se: estimator 0.02949, band-correlated 0.02545, band-independent 0.02945; CONSERVATIVE 0.02949 cm/yr; |obs|/se = 11.01",
R,total,,,rate/1993-2026,L16MID,0.33816118043751614,cm/yr,0.4568139934659827,1.04x obs; z=+0.46 vs the obs error bar,UNRESOLVED
R,total,,,rate/1993-2026,L14*,0.33729908125462116,cm/yr,0.4275794534829544,1.04x obs; z=+0.43 vs the obs error bar,UNRESOLVED
R,total,,,rate/1993-2026,BRICK 2.0,0.33830577139123374,cm/yr,0.4617171996184892,1.04x obs; z=+0.46 vs the obs error bar,UNRESOLVED
R,ais,,,accel/1900-2026/obs,observations,0.00020498533831302088,cm/yr2,,"se: estimator 0.0001336, band-correlated 3.924e-05, band-independent 2.522e-05; CONSERVATIVE 0.0001336 cm/yr2; |obs|/se = 1.53",
R,ais,,,accel/1900-2026,L16MID,0.00021076205194357707,cm/yr2,0.04324461553317109,ratio NOT INTERPRETABLE (obs is 1.53 se from zero); z=+0.04 vs the obs error bar,UNRESOLVED
R,ais,,,accel/1900-2026,L14*,0.00020186223925190244,cm/yr2,-0.023379593798052142,ratio NOT INTERPRETABLE (obs is 1.53 se from zero); z=-0.02 vs the obs error bar,UNRESOLVED
R,ais,,,accel/1900-2026,BRICK 2.0,-9.541357568254188e-05,cm/yr2,-2.2487934097348523,ratio NOT INTERPRETABLE (obs is 1.53 se from zero); z=-2.25 vs the obs error bar,FAIL
R,glaciers,,,accel/1900-2026/obs,observations,-0.0005481419702105564,cm/yr2,,"se: estimator 0.000447, band-correlated 3.442e-05, band-independent 7.199e-05; CONSERVATIVE 0.000447 cm/yr2; |obs|/se = 1.23",
R,glaciers,,,accel/1900-2026,L16MID,-0.00010707011887841494,cm/yr2,0.9867768610104282,ratio NOT INTERPRETABLE (obs is 1.23 se from zero); z=+0.99 vs the obs error bar,UNRESOLVED
R,glaciers,,,accel/1900-2026,L14*,-9.9967332633772e-05,cm/yr2,1.002667390169676,ratio NOT INTERPRETABLE (obs is 1.23 se from zero); z=+1.00 vs the obs error bar,WARN
R,glaciers,,,accel/1900-2026,BRICK 2.0,0.0008224198307519784,cm/yr2,3.0662547784219836,ratio NOT INTERPRETABLE (obs is 1.23 se from zero); z=+3.07 vs the obs error bar,FAIL
R,gis,,,accel/1900-2026/obs,observations,-0.0002782475046792864,cm/yr2,,"se: estimator 0.0005241, band-correlated 6.83e-05, band-independent 2.759e-05; CONSERVATIVE 0.0005241 cm/yr2; |obs|/se = 0.53",
R,gis,,,accel/1900-2026,L16MID,-0.0002505830335207863,cm/yr2,0.05278239197420258,ratio NOT INTERPRETABLE (obs is 0.53 se from zero); z=+0.05 vs the obs error bar,UNRESOLVED
R,gis,,,accel/1900-2026,L14*,-0.0002502700610752935,cm/yr2,0.05337952734687898,ratio NOT INTERPRETABLE (obs is 0.53 se from zero); z=+0.05 vs the obs error bar,UNRESOLVED
R,gis,,,accel/1900-2026,BRICK 2.0,0.00014986911703895823,cm/yr2,0.8168245548138999,ratio NOT INTERPRETABLE (obs is 0.53 se from zero); z=+0.82 vs the obs error bar,UNRESOLVED
R,te,,,accel/1900-2026/obs,observations,0.0008428010711617734,cm/yr2,,"se: estimator 0.0002431, band-correlated 2.312e-05, band-independent 4.655e-05; CONSERVATIVE 0.0002431 cm/yr2; |obs|/se = 3.47",
R,te,,,accel/1900-2026,L16MID,0.001001472445472494,cm/yr2,0.6526856617152786,1.19x obs; z=+0.65 vs the obs error bar,UNRESOLVED
R,te,,,accel/1900-2026,L14*,0.0009998258908588422,cm/yr2,0.6459126530851451,1.19x obs; z=+0.65 vs the obs error bar,UNRESOLVED
R,te,,,accel/1900-2026,BRICK 2.0,0.0013015024981817486,cm/yr2,1.8868421964884132,1.54x obs; z=+1.89 vs the obs error bar,WARN
R,total,,,accel/1900-2026/obs,observations,0.0008937588048438077,cm/yr2,,"se: estimator 0.001159, band-correlated 0.0001276, band-independent 0.0002363; CONSERVATIVE 0.001159 cm/yr2; |obs|/se = 0.77",
R,total,,,accel/1900-2026,L16MID,0.001030200259095843,cm/yr2,0.11775891262609288,ratio NOT INTERPRETABLE (obs is 0.77 se from zero); z=+0.12 vs the obs error bar,UNRESOLVED
R,total,,,accel/1900-2026,L14*,0.001022619220270505,cm/yr2,0.11121592396079366,ratio NOT INTERPRETABLE (obs is 0.77 se from zero); z=+0.11 vs the obs error bar,UNRESOLVED
R,total,,,accel/1900-2026,BRICK 2.0,0.0022411471619516125,cm/yr2,1.1628942881610038,ratio NOT INTERPRETABLE (obs is 0.77 se from zero); z=+1.16 vs the obs error bar,WARN
P,ais,ssp126,2100,median_joint,L16MID,4.740259555803999,cm,,mean 10.49 cm,
P,ais,ssp126,2100,spread_joint,L16MID,51.11479620681455,cm,,p5-p95,
P,ais,ssp126,2100,median_joint,L14*,4.289572032611721,cm,,champion,
P,ais,ssp126,2100,spread_joint,L14*,6.906952206722018,cm,,champion,
P,ais,ssp126,2100,median_fixed,BRICK 2.0,4.213139291240442,cm,,spread 36.27 cm (parameter only),
P,ais,ssp126,2100,median_vs_lit,L16MID,0.5299635943666093,x lit median,,"ours 4.74 cm vs lit 3.66-11.90 (median 8.94), n_lit=5 [1 SEJ comparator(s) excluded from the score; full range 3.66-11.90]",PASS
P,ais,ssp126,2100,median_vs_lit,BRICK 2.0,0.4710312623322722,x lit median,,"BRICK 2.0 4.21 cm vs the same lit median 8.94; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,ais,ssp126,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.05893233203433712,|ratio-1| diff,,L16MID 0.530x vs BRICK 2.0 0.471x of the lit median; closer to 1 is better,BETTER
P,ais,ssp126,2100,spread_vs_lit_ALL,L16MID,2.4051951560480376,x lit spread,,the same cell scored against ALL 6 comparators including the SEJ envelope; the score reported above is 2.422 => the classification is worth 1.01x here,
P,ais,ssp126,2100,spread_vs_lit,L16MID,2.421824264858819,x lit spread,,"ours 51.11 cm vs model-based lit 9.86-39.27 (median 21.11, n=5); ALL comparators 9.86-91.07",FAIL
P,ais,ssp126,2150,median_joint,L16MID,7.212069013002951,cm,,mean 17.69 cm,
P,ais,ssp126,2150,spread_joint,L16MID,94.08833232153466,cm,,p5-p95,
P,ais,ssp126,2150,median_joint,L14*,6.526341170373237,cm,,champion,
P,ais,ssp126,2150,spread_joint,L14*,14.776167835393355,cm,,champion,
P,ais,ssp126,2150,median_fixed,BRICK 2.0,6.3700300381374895,cm,,spread 42.20 cm (parameter only),
P,ais,ssp126,2150,median_vs_lit,L16MID,0.4024065759982852,x lit median,,"ours 7.21 cm vs lit 5.34-26.34 (median 17.92), n_lit=4 [1 SEJ comparator(s) excluded from the score; full range 5.34-26.34]",PASS
P,ais,ssp126,2150,median_vs_lit,BRICK 2.0,0.3554239389600367,x lit median,,"BRICK 2.0 6.37 cm vs the same lit median 17.92; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,ais,ssp126,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.046982637038248565,|ratio-1| diff,,L16MID 0.402x vs BRICK 2.0 0.355x of the lit median; closer to 1 is better,BETTER
P,ais,ssp126,2150,spread_vs_lit_ALL,L16MID,1.9155745719519708,x lit spread,,the same cell scored against ALL 5 comparators including the SEJ envelope; the score reported above is 2.039 => the classification is worth 1.06x here,
P,ais,ssp126,2150,spread_vs_lit,L16MID,2.038985587215877,x lit spread,,"ours 94.09 cm vs model-based lit 33.17-72.55 (median 46.14, n=4); ALL comparators 33.17-156.27; ⚠ THE COMPARATORS DO NOT AGREE -- scored one at a time they give 2xhigh/2xin and the median's 'high' is not a majority, so the median is not a summary here; verdict CAPPED at WARN",WARN
P,ais,ssp126,2300,median_joint,L16MID,14.153936045480492,cm,,mean 39.78 cm,
P,ais,ssp126,2300,spread_joint,L16MID,219.44109703025237,cm,,p5-p95,
P,ais,ssp126,2300,median_joint,L14*,12.671970226974132,cm,,champion,
P,ais,ssp126,2300,spread_joint,L14*,77.0882067221438,cm,,champion,
P,ais,ssp126,2300,median_fixed,BRICK 2.0,12.639221286117728,cm,,spread 47.46 cm (parameter only),
P,ais,ssp126,2300,median_vs_lit,L16MID,1.625463608102247,x lit median,,"ours 14.15 cm vs lit 8.71-8.71 (median 8.71), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,ais,ssp126,2300,median_vs_lit,BRICK 2.0,1.4515110262841524,x lit median,,"BRICK 2.0 12.64 cm vs the same lit median 8.71; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,ais,ssp126,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,0.1739525818180947,|ratio-1| diff,,"L16MID 1.625x vs BRICK 2.0 1.452x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,ais,ssp126,2300,spread_vs_lit,L16MID,3.1530546026511126,x lit spread,,"ours 219.44 cm vs model-based lit 69.60-69.60 (median 69.60, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN",WARN
P,ais,ssp245,2100,median_joint,L16MID,8.464274833033645,cm,,mean 21.47 cm,
P,ais,ssp245,2100,spread_joint,L16MID,60.17894367402844,cm,,p5-p95,
P,ais,ssp245,2100,median_joint,L14*,5.5127858378434205,cm,,champion,
P,ais,ssp245,2100,spread_joint,L14*,43.25957939728911,cm,,champion,
P,ais,ssp245,2100,median_fixed,BRICK 2.0,29.212981462723413,cm,,spread 65.10 cm (parameter only),
P,ais,ssp245,2100,median_vs_lit,L16MID,0.815440711385442,x lit median,,"ours 8.46 cm vs lit 5.54-12.73 (median 10.38), n_lit=5 [1 SEJ comparator(s) excluded from the score; full range 5.54-13.71]",PASS
P,ais,ssp245,2100,median_vs_lit,BRICK 2.0,2.814352659330553,x lit median,,"BRICK 2.0 29.21 cm vs the same lit median 10.38; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",FAIL
