year,mean,median,p5,p95,var_total_gmsl,var_internal,var_emi,var_clim,var_brk,var_ais,var_gis,var_te,var_gsic
1860,-13.845954290913678,-13.575221549999998,-18.205826499999997,-10.506947265000022,5.370489766528787,0.0,4.884746129146568e-08,0.9656584807187522,4.46950355878083,3.8894078960305127,0.5132013529092322,0.024313449340580533,0.4497701268497746
1861,-13.979786916776,-13.710583249999999,-18.27374867425,-10.645426450000004,5.296604793236794,0.0,4.8847461291385394e-08,0.9664058384559392,4.3935295338981195,3.8243656752212574,0.5088529723565708,0.030746160586759077,0.4501018868453064
1862,-14.1132419610376,-13.842381549999999,-18.379667805,-10.795166520000018,5.223362141342186,0.0,4.8847461291392925e-08,0.9671526083780576,4.318218645799732,3.758355250423031,0.5045832952559287,0.037663858360761665,0.45041689221028774
1863,-13.8134470588496,-13.55861375,-18.02590364599999,-10.523272765000018,5.1465697468278435,0.0,4.8847461291465306e-08,0.9681719295658118,4.23894902492591,3.6893786371684203,0.5001133729855715,0.028753877242776883,0.451301455318623
1864,-13.6717890445636,-13.4155733,-17.84958156899999,-10.412299205000041,5.0677207947893255,0.0,4.884746129137273e-08,0.9690941327434195,4.157662001357666,3.617973620503489,0.4954509960710694,0.025847536563418712,0.45241957016291534
1865,-13.438915954833599,-13.1893071,-17.592816770000002,-10.199285670000002,4.9904828165534525,0.0,4.884746129146893e-08,0.9697341019534739,4.078350768108801,3.5479495983684584,0.4909732221039166,0.02041552308902604,0.45300701867530563
1866,-14.4807359839688,-14.2378375,-18.591569779999986,-11.221764365000006,4.923760207161955,0.0,4.884746129142853e-08,0.9702913598984192,4.009862288908964,3.4813300169323935,0.4866982073021634,0.06327625946383744,0.4532737621549388
1867,-13.840231504417599,-13.5889876,-17.910482066499974,-10.629232015000019,4.843062599946165,0.0,4.884746129145011e-08,0.9707522016362621,3.9272463160083215,3.4145767464449452,0.4825784680441301,0.03714724399892138,0.453359519857898
1868,-14.066918616458402,-13.823369750000001,-18.1174683622,-10.863847175000235,4.776707321080528,0.0,4.8847461291460006e-08,0.9712384550367377,3.8592174352609536,3.353182256648263,0.4785549348489602,0.04890400166146854,0.45343140942738547
1869,-13.793161218877598,-13.546234765000001,-17.81300824,-10.609964855000051,4.705332462466513,0.0,4.8847461291400184e-08,0.9716564656211889,3.786147672201178,3.291326254848966,0.47460988151921296,0.03976163074651858,0.4534395513466973
1870,-13.801052712969602,-13.559997,-17.78256159999999,-10.631343455000106,4.638510576705824,0.0,4.884746129146104e-08,0.9718699136496873,3.717957120418527,3.2314975857517383,0.47074561570260753,0.04242020220753171,0.4532701904260443
1871,-13.793172861333598,-13.56173905,-17.7403203965,-10.637590200000144,4.5724930637805175,0.0,4.8847461291429877e-08,0.9720393179186496,3.6506458185126105,3.1723239842163675,0.4669439835012227,0.04444282740726666,0.45304492033955657
1872,-12.2378173637392,-11.99381839,-16.230887259999985,-9.164769670000027,4.510540690291908,0.0,4.884746129137263e-08,0.9721020235736794,3.587619530846892,3.1141392569955584,0.46320259707052913,0.003888788019502207,0.45272783998449473
1873,-12.818545584808,-12.583250549999999,-16.73930337999999,-9.743478310000215,4.440978216939564,0.0,4.8847461291413134e-08,0.9721930887301085,3.5167654683168714,3.060028193251876,0.4595097059573006,0.016059027645244348,0.45241922228980447
1874,-13.479065410155199,-13.25060496,-17.332508,-10.387478165000024,4.378156793296725,0.0,4.88474612913763e-08,0.9725338981443867,3.4524989750358,3.001843831499072,0.45582438856597907,0.03898315876698282,0.45235212402381514
1875,-13.042563862920199,-12.809048615,-16.873938575,-9.97602305,4.310361846486081,0.0,4.884746129138332e-08,0.9728089323573202,3.3832273587154966,2.94324296794736,0.45215771780129793,0.025375827635727786,0.45226374481442766
1876,-13.166298765334401,-12.9385956,-16.9558541,-10.116076620000001,4.247904485788483,0.0,4.884746129132797e-08,0.9728220086105841,3.3196990377705213,2.8873563812778844,0.4485576413306189,0.03148636395517492,0.45192131850481343
1877,-14.0156218391016,-13.8056527,-17.75439555,-10.939764500000038,4.199578141197789,0.0,4.8847461291495475e-08,0.9728441332330665,3.2705832433917075,2.8312426310211487,0.444998505551103,0.07135313809395724,0.45156718910628335
1878,-13.6386124614148,-13.42204667,-17.348947319999986,-10.5941369,4.129496856085491,0.0,4.8847461291348336e-08,0.9727981558954025,3.1993621779434958,2.774671145310362,0.4414896270069931,0.05512242921634357,0.4511428322292479
1879,-13.3750298718856,-13.151379799999999,-17.072326925,-10.362950565000114,4.065352099004476,0.0,4.884746129146326e-08,0.9726468658405086,3.134310044699426,2.7213077192535056,0.4380337972509705,0.04604407572021636,0.45061784641757274
1880,-13.2107735661184,-12.9878988,-16.87877545,-10.214065250000003,4.003864211836023,0.0,4.884746129146324e-08,0.9724042748158152,3.0720742798715026,2.66857441822285,0.4346283650940943,0.04168396395990089,0.4500151986437768
1881,-12.840292011366401,-12.6249312,-16.467883979999982,-9.880729770000029,3.9408179282930624,0.0,4.8847461291462573e-08,0.972053961156083,3.008376783654544,2.616212931183944,0.43127236674202435,0.030014049357614567,0.44932754703300437
1882,-12.166472947785602,-11.95250605,-15.777504219999997,-9.2408542,3.880466981742656,0.0,4.884746129142777e-08,0.9716431834395513,2.9474972406249917,2.5647570152353487,0.4279572600098602,0.012635160838254075,0.4485834834026918
1883,-12.0255100102016,-11.816261,-15.604518244999989,-9.126197727500006,3.8229805949650992,0.0,4.884746129139918e-08,0.9711074370816436,2.8896599501716693,2.514708505666894,0.4246847895494582,0.01094575531638836,0.44772183262747844
1884,-12.60128275489328,-12.396925999999999,-16.146574349999998,-9.6957197,3.7649020376421003,0.0,4.884746129148926e-08,0.9708867945376588,2.8308399436899223,2.4626107614736443,0.42142168599703167,0.027990658772457034,0.44717661525862007
1885,-13.1781871961568,-12.995728999999999,-16.681025189999996,-10.249174850000001,3.707482360598369,0.0,4.884746129136287e-08,0.9714777081685133,2.771739562223192,2.40092999918093,0.4178841512383805,0.05238395090981031,0.4480505190719746
1886,-13.3162811443416,-13.13731345,-16.764698179999996,-10.408303700000001,3.6407117391560733,0.0,4.8847461291400184e-08,0.9716029660357098,2.7036104192195176,2.3336698925562547,0.41452855219027257,0.060871074159671634,0.44887503171391124
1887,-12.8512812299404,-12.680237,-16.281539364999997,-9.9825888,3.564031359749405,0.0,4.8847461291437487e-08,0.9712318505880719,2.625934714566779,2.270982006114328,0.4117519816328627,0.04210032572330047,0.4481375601672888
1888,-13.032149221209202,-12.851869,-16.414121399999996,-10.173814190000085,3.5058324052443672,0.0,4.884746129147313e-08,0.9705363331459277,2.5674763183687954,2.214152770697183,0.40903081371698574,0.05210718659140977,0.4468767179565567
1889,-11.900784023718801,-11.7165967,-15.267738349999995,-9.120962730000052,3.431524378203001,0.0,4.8847461291361704e-08,0.9697390732580186,2.4926938065964146,2.159899769241375,0.40628975397500866,0.014654154378999648,0.44547744301289416
1890,-12.637239934882,-12.465482115,-15.9716579,-9.831038878500092,3.382886338766054,0.0,4.884746129146754e-08,0.968655491088347,2.444366868627191,2.1104081524368983,0.403544846346354,0.04001103635116543,0.4438640240709118
1891,-13.42759004684999,-13.27356395,-16.695393725,-10.61760218000009,3.348698203921328,0.0,4.884746129139062e-08,0.9675478975990721,2.410801733968372,2.0596168167460527,0.40079270609175255,0.08015784732674516,0.4423114606154123
1892,-12.708569639642,-12.539390999999998,-15.964929989999998,-9.935187190000045,3.2728984921857704,0.0,4.8847461291363504e-08,0.9665555140173262,2.3346554340135075,2.00894630058511,0.3981226311401119,0.046891820403444376,0.44091052481358517
1893,-11.7804998661652,-11.6151694835,-15.022767704999996,-9.067631572500005,3.205953153557572,0.0,4.884746129137448e-08,0.9655521162341162,2.267531549715579,1.9613380225303638,0.3954910246426246,0.01698278637158386,0.4394861884939015
1894,-13.404234009786208,-13.2689772,-16.588879799999997,-10.639950590000034,3.191960929461338,0.0,4.884746129148197e-08,0.9643311493404676,2.2546115642809026,1.9160220562760137,0.3928147261525295,0.08836614678228329,0.43785929925907124
1895,-12.523041816352402,-12.366435000000001,-15.678391789999987,-9.8051724,3.113040727084768,0.0,4.884746129144494e-08,0.9629252019080127,2.175666984483268,1.868896883799974,0.3900960529977662,0.04594377352040786,0.43612267587118037
1896,-13.3328930097404,-13.2069544,-16.43446619,-10.598027070000029,3.091942494026279,0.0,4.884746129139474e-08,0.9612592113882293,2.1559575020178583,1.826910272953868,0.3873773426251203,0.0905225449218288,0.43423437500783396
1897,-12.0101817509976,-11.8595322,-15.114873774299985,-9.352386140000052,3.0057062357985593,0.0,4.8847461291426727e-08,0.9595298452361977,2.0698847883905214,1.7835145274906723,0.38466962166620067,0.030602680820116752,0.43232732766242277
1898,-12.835149185722,-12.7048914,-15.8912387,-10.135883215000112,2.9812154955199763,0.0,4.8847461291409455e-08,0.9578735970786886,2.046682064535586,1.743961854080996,0.38198059501555026,0.06936038578774521,0.4304888216906865
1899,-12.067141821614213,-11.918071,-15.119608030950001,-9.427326160000025,2.9133900002694784,0.0,4.884746129142708e-08,0.9561272958521113,1.9793922148306418,1.7019305253897807,0.3793320061229041,0.03702804198812759,0.42858567765604483
1900,-12.4592524955016,-12.3256905,-15.46258952,-9.816132511500003,2.878375055160307,0.0,4.884746129145215e-08,0.9542956483135817,1.9456478729105713,1.6626852819162956,0.3767205287156668,0.056442668923666325,0.426611048210704
1901,-12.171436386237051,-12.031922100000001,-15.1488028311,-9.56334161000003,2.824961911868087,0.0,4.8847461291379855e-08,0.9523013047556366,1.8933287529544383,1.6222704725725412,0.37415936367040464,0.046018491877035037,0.4244971220575686
1902,-10.9751674099656,-10.820209000000002,-13.94450849499999,-8.456546200000213,2.762227509014588,0.0,4.884746129142748e-08,0.950194582893222,1.831634723416967,1.5832697949164287,0.3716397075413989,0.010384977005996592,0.4222778415122185
1903,-11.8616499795472,-11.723473499999999,-14.776174954999997,-9.320329927500008,2.729463116474129,0.0,4.88474612914317e-08,0.9481631740621048,1.800390856447788,1.545674816717126,0.3691800891805567,0.03852660222864433,0.42009046088363255
1904,-11.585349378498961,-11.44717533,-14.474168915,-9.067814325000002,2.6770031547878994,0.0,4.884746129142846e-08,0.9469512244396553,1.7481898077698705,1.5029678821595405,0.36699469929671674,0.030126381326077672,0.4184926411835329
1905,-12.0664439744776,-11.944141,-14.951536299999999,-9.535353630000015,2.6417033670449537,0.0,4.884746129144175e-08,0.9460299383633374,1.7131635258858493,1.4597392714830282,0.3650960153121698,0.05127233937072763,0.41703716776551275
1906,-11.352599757412799,-11.2157235,-14.175847164999999,-8.890968394999998,2.578457042007907,0.0,4.8847461291408416e-08,0.9443872645754426,1.6504198701237922,1.4171599470155998,0.3632499756654701,0.025744753972469052,0.4147364335434659
1907,-11.0687086205296,-10.93674365,-13.874922449999996,-8.631602149999999,2.5295385508144554,0.0,4.884746129141559e-08,0.9421225480783478,1.6029340835865336,1.3784321564174329,0.3612719841218569,0.019077250506261488,0.41196467584741997
1908,-11.7156099582484,-11.59037885,-14.500163169999995,-9.2580033,2.4991044126672484,0.0,4.884746129146753e-08,0.9396465516736913,1.5744859964309872,1.3407473304741382,0.35920870585421927,0.043204993394139565,0.4091216383702031
1909,-11.640320150385794,-11.524920299999998,-14.392957509999983,-9.21138860000007,2.4541558883398538,0.0,4.884746129137041e-08,0.9370191925980689,1.5313780073193344,1.3026390929747875,0.3571856972109234,0.04218502265102694,0.40618235157466076
1910,-11.49946634237484,-11.395154,-14.218262919999983,-9.08697595,2.408872715030235,0.0,4.884746129138804e-08,0.9340279769565597,1.4883091119790102,1.26653144881705,0.35514092626229576,0.038813858195317116,0.4030098310395239
1911,-10.758920229501992,-10.6424135,-13.444836224999982,-8.392554613000138,2.353521411732092,0.0,4.8847461291392614e-08,0.9308537734369876,1.4351589092050885,1.2315243322589322,0.3530664221938415,0.016724893211293525,0.3997545830818888
1912,-11.2378335081684,-11.1299704,-13.896894464999985,-8.863002870000004,2.3219149552031593,0.0,4.884746129143951e-08,0.9274865238597342,1.406417376211,1.1978646339486827,0.3510216689496334,0.03346193093119217,0.39637781952353174
1913,-11.2135668148008,-11.1115773,-13.859812000000002,-8.852768950000055,2.2807862522007407,0.0,4.884746129143369e-08,0.9246549582045921,1.3674022165287425,1.1622922259074333,0.34919050064578905,0.03445952421279243,0.39331116023405616
1914,-11.2309139442176,-11.1371186,-13.864980049999994,-8.883085670000018,2.240883839991201,0.0,4.8847461291517505e-08,0.9225100759851559,1.3289063426181744,1.1259593428008783,0.34771548309988437,0.03707017215603006,0.3905947842966306
1915,-12.3444221178696,-12.286308900000002,-14.911728,-9.96024205,2.243828600638561,0.0,4.884746129142292e-08,0.920148370389354,1.3343487273189623,1.0897128628136836,0.3464185527960929,0.09484952500370017,0.3875434948262613
1916,-10.38917213544468,-10.297303603500001,-12.942209849999996,-8.09204700000001,2.1430990573007302,0.0,4.8847461291449305e-08,0.9170655724096921,1.2348380692587306,1.054026065407299,0.3450046373011368,0.014087394094551203,0.383975005921783
1917,-10.54781970329,-10.4537583,-13.088303964999996,-8.259138230000092,2.1080929114949134,0.0,4.884746129145023e-08,0.9135077486667061,1.2028207844695673,1.0235199734743314,0.3433426008911921,0.019951657464571917,0.3802587081356457
1918,-10.753502290675565,-10.66735,-13.286134149999988,-8.475797350000041,2.0748959243804146,0.0,4.8847461291379485e-08,0.9097136039356687,1.1728583736503533,0.9922269231391828,0.3415193744037072,0.027937522694286017,0.3765340189344521
1919,-10.5987517348116,-10.5220418,-13.102814504999998,-8.337684015000004,2.0351873157934213,0.0,4.884746129140352e-08,0.9056851030018062,1.1364592381714418,0.9619698199692124,0.3396169280287888,0.02477197980102552,0.3727526802519122
1920,-11.676671372511176,-11.6196701,-14.1100777,-9.395623785000016,2.035718856339082,0.0,4.884746129144341e-08,0.9014570111470479,1.14128550140961,0.9329811971976207,0.3376706400243035,0.07296545196535054,0.3689235643138688
1921,-10.5488983466196,-10.475707049999999,-12.992549149999995,-8.32956980500002,1.9635578854354625,0.0,4.884746129147988e-08,0.8972122276166883,1.0720121212526443,0.9036383667130714,0.33569434963664535,0.026723255205200358,0.3651851746767658
1922,-11.30768767312628,-11.2495398,-13.6921503,-9.067316555800053,1.9547985942565325,0.0,4.8847461291413134e-08,0.8929840320619192,1.0673749396145111,0.8769458635676661,0.33375456312579255,0.0601857758947853,0.36148385288222634
1923,-10.88428412312632,-10.82684965,-13.231047949999992,-8.67427143,1.9070126300853953,0.0,4.8847461291381146e-08,0.8890377867595425,1.0226582935241466,0.84895905564295,0.33185555562292385,0.043558220289019636,0.3580112641394334
1924,-10.63059780259048,-10.576954000000002,-12.948870537999994,-8.45607571500004,1.8677891692182464,0.0,4.884746129143102e-08,0.8854072139165439,0.9863228998635049,0.8224267625768664,0.33003004971701116,0.0359840272417797,0.35475132464381537
1925,-10.848122451617959,-10.7965525,-13.133740249999986,-8.67353365,1.8434825959681076,0.0,4.884746129147779e-08,0.8815056246872658,0.965489792881137,0.7960919282240418,0.3282573473329645,0.0471928357783888,0.351288042496222
1926,-10.887292438426838,-10.835185,-13.152745900000001,-8.7289958,1.814285140620673,0.0,4.8847461291433476e-08,0.8774622448747272,0.9398152342409676,0.7700696240741278,0.32645084703385874,0.05145510288368874,0.3477641792856601
1927,-10.7007406256508,-10.648552200000001,-12.936191019999994,-8.569892075000043,1.777824831104286,0.0,4.884746129142657e-08,0.8733327170787946,0.906799788247514,0.7449732383910178,0.32461109773146546,0.04590657208448923,0.3442418820281579
1928,-9.9454699609256,-9.88628315,-12.155956454999993,-7.855748200000001,1.7271998330567297,0.0,4.8847461291451674e-08,0.8691393724186461,0.8593761054565653,0.720881312207036,0.3227291489501847,0.021188702777216982,0.3407448824463511
1929,-10.88680143625192,-10.838089005,-13.045995999999999,-8.775271216500045,1.7284454588923555,0.0,4.884746129141559e-08,0.864804089008107,0.8649666735696986,0.6978876676796443,0.32083762519288633,0.06024389937235818,0.33720279353126137
1930,-10.36172104159784,-10.3213545,-12.5139154,-8.312251720000042,1.6807479046162646,0.0,4.8847461291366005e-08,0.8606692742869478,0.8204313478071142,0.6736619533249519,0.31905384831100553,0.039500574188518836,0.3337660758530035
1931,-9.104692426165519,-9.035019349999999,-11.271067049999997,-7.0886743999999995,1.6260656652404615,0.0,4.884746129142315e-08,0.8564308856814039,0.7688926338936659,0.6508817031387351,0.31734460997945324,0.0064785352324716675,0.33022833580734756
1932,-10.367461969072881,-10.324767099999999,-12.45364873,-8.3487169,1.6265001406022117,0.0,4.884746129140831e-08,0.8516847102914125,0.7741282392588841,0.6294050069867908,0.315564326582234,0.04517331619640702,0.3264353524451924
1933,-10.290696728078641,-10.2489635,-12.348394999999998,-8.291489620000021,1.5966636379122203,0.0,4.8847461291340673e-08,0.8472865939569956,0.7481550875194224,0.6065352603439249,0.31380525427872186,0.044145996223467036,0.3229195357020736
1934,-10.484527182912,-10.4422317,-12.517998550000002,-8.492405545,1.5785458345330265,0.0,4.884746129141561e-08,0.843070880530492,0.7339517465105222,0.5852349029353591,0.3120772382235492,0.05543524866882785,0.31958210163467354
1935,-9.5022483384296,-9.4426562,-11.549136799999998,-7.546431020000031,1.5219816026401674,0.0,4.8847461291408416e-08,0.8387645362123393,0.6806426437876347,0.5644613341992127,0.31030426922633425,0.02077347680479101,0.3162612823725352
1936,-9.201213922397114,-9.1397276,-11.24263024,-7.272952250000017,1.4904605674992115,0.0,4.884746129142159e-08,0.8342001452034205,0.6531526797621339,0.5451063626430033,0.30850739670314214,0.014689159033930147,0.3128329144862326
1937,-9.15528262012576,-9.08991745,-11.1821553,-7.237837130000033,1.4642218632530133,0.0,4.884746129143746e-08,0.8294434203911437,0.6312533577604421,0.5258016416830008,0.306687812049016,0.015159591507893635,0.3093241340364807
1938,-9.5322966288296,-9.4753305,-11.497656349999989,-7.609132349999999,1.4480534143265855,0.0,4.8847461291357594e-08,0.8242528264650874,0.6200775165160868,0.5068986778784474,0.30481090130992,0.027840608795667635,0.30561038695843956
1939,-9.97759695883876,-9.930317149999999,-11.914243479999996,-8.055521200000001,1.4386645852580946,0.0,4.884746129134068e-08,0.8188990512779859,0.6159744077332183,0.48822218419522756,0.3029207546227421,0.04713212365256693,0.3018291653393229
1940,-9.4387540201976,-9.3836923,-11.367564974999999,-7.542002945000029,1.397492327833247,0.0,4.884746129142133e-08,0.8136447175222493,0.5793262901308569,0.47011639714906306,0.3010234220830528,0.028845637157581084,0.2981545093346917
1941,-9.078504126757679,-9.0187012,-11.000883474999998,-7.217578950000041,1.3651316423587914,0.0,4.8847461291391945e-08,0.8082403505842343,0.5518101238210353,0.453068033959545,0.29913599726134255,0.019876259524838454,0.29442965404946464
1942,-9.24485924845312,-9.19194745,-11.148542499999998,-7.3879294300000025,1.3466777762443367,0.0,4.8847461291426727e-08,0.8028530562793645,0.5384386630328832,0.43620942541108226,0.29730062196359724,0.026951110979745625,0.2907043380870731
1943,-9.002148321485121,-8.94619685,-10.898571969999999,-7.175453850000071,1.3178949234496387,0.0,4.884746129142822e-08,0.7974938071601262,0.5144852020088343,0.4193217539011836,0.2955208320535994,0.02143911057748317,0.28698454538112333
1944,-9.15929385415496,-9.106478099999999,-11.027988599999999,-7.334201775000026,1.3001046812581278,0.0,4.8847461291409495e-08,0.7920209647613033,0.5018660666632764,0.40294012476876007,0.29379223291884193,0.02840660134553745,0.2831875480820721
1945,-9.713769540594678,-9.671833150000001,-11.557566309999999,-7.882179085000026,1.2984757033583656,0.0,4.8847461291443045e-08,0.7865282270684819,0.5057594784709173,0.3866215392888634,0.29211231955114275,0.05277559565464024,0.2793709814231191
1946,-9.4738973762336,-9.4348,-11.300703699999998,-7.656125050000023,1.268328086848329,0.0,4.8847461291413075e-08,0.7809326982794181,0.4806843966653822,0.37049022979997026,0.2904410756913221,0.04491415552766327,0.2755224145064702
1947,-8.857173579199001,-8.811831849999999,-10.68886485,-7.0927667900000335,1.2278786474691434,0.0,4.8847461291367514e-08,0.7752499593982463,0.44519514364307844,0.3554947760843676,0.2886961068754379,0.024795516061133966,0.2717326144933377
1948,-8.227113634134799,-8.172157349999999,-10.036780649999999,-6.50301429000018,1.1938896011930453,0.0,4.884746129139076e-08,0.7696132886641277,0.41621859321356514,0.34135808930196704,0.28690396084597475,0.010419280938855514,0.26807557961195333
1949,-7.9886309654816,-7.92641965,-9.783036,-6.27659193000016,1.1702926977769057,0.0,4.884746129140264e-08,0.7639079985764617,0.3978494183611559,0.32778822616680814,0.28508065859675796,0.007328913081006365,0.26445840747050464
1950,-8.130178561172,-8.0749125,-9.900262749999998,-6.429784745000066,1.152721634371007,0.0,4.8847461291380074e-08,0.7579992469033994,0.38579696953618264,0.31447040247872454,0.28322682748186634,0.0113643024672036,0.2607965721064415
1951,-8.2101064148276,-8.147731750000002,-9.968567349999999,-6.525800250000022,1.134943424432012,0.0,4.8847461291386956e-08,0.7519174845039371,0.3737289291062076,0.30137082190226566,0.2813484300285657,0.014707603583595956,0.2571022041629938
1952,-8.450221576921999,-8.39237,-10.199366999999992,-6.7654258550000455,1.12157454255381,0.0,4.884746129136676e-08,0.7454999516198901,0.36655829123158834,0.28848149850121213,0.27948346365746274,0.02304258234502645,0.2532300339362949
1953,-8.6996383036968,-8.6565211185,-10.448341529999999,-7.016462325000032,1.1110685288761384,0.0,4.884746129142084e-08,0.7393651610640058,0.361993330696538,0.27579048974799725,0.27771784607568395,0.03352362850687631,0.24948063755502942
1954,-8.1089991261996,-8.045281450000001,-9.825270025000002,-6.463087420000043,1.0766913704757919,0.0,4.8847461291430816e-08,0.7332029665960671,0.3330972936923764,0.26340510110271004,0.2759886133333664,0.017193429910035266,0.24572830350115116
1955,-8.3443703547984,-8.290889500000002,-10.059240524999995,-6.708308440000016,1.0652261582580285,0.0,4.884746129137012e-08,0.7268160668433129,0.32781783679021964,0.2516753517887537,0.27426639292096383,0.02610679347633782,0.24187645233265542
1956,-8.45168596970304,-8.40697036,-10.154616699999996,-6.8289549,1.0512606366541875,0.0,4.884746129139212e-08,0.7202146358646145,0.32023934773775203,0.2399061469408939,0.27253017503993593,0.03195855484009896,0.23794857709314296
1957,-7.929875631578401,-7.8680264,-9.622203124999995,-6.3331527960000535,1.0192283493389418,0.0,4.884746129143803e-08,0.7133650279171223,0.294482194620026,0.2285569291176293,0.2707683223371522,0.017885150125151024,0.23393276884821138
1958,-9.346156010502,-9.3113284,-11.07695955,-7.694111400000001,1.0572590311340666,0.0,4.8847461291454096e-08,0.7058588736186066,0.3408729891204019,0.21783824744464236,0.2688985317038635,0.07910535677454614,0.22964736977136704
1959,-8.3449145790582,-8.304228,-10.010186244999996,-6.769958585000082,0.9960866570548904,0.0,4.8847461291355086e-08,0.6974964549402466,0.287028281055629,0.20674053952814864,0.2668636862069968,0.035314710681309626,0.22501773889987917
1960,-7.986614344806001,-7.9430435,-9.641029,-6.42612367,0.9675423486442387,0.0,4.8847461291444726e-08,0.6889750694338876,0.26657660285844154,0.19708128140248388,0.26474298605414986,0.025639865364907994,0.22042566467136
1961,-8.31056551324704,-8.26796115,-9.964118449999999,-6.7596146920000075,0.9618679888886782,0.0,4.8847461291440187e-08,0.6805061307544764,0.2693198272370769,0.18752277081910357,0.26264447531598784,0.03981230606322081,0.21592527033477493
1962,-7.0267848443856,-6.9691803,-8.639271129999996,-5.524144845,0.9123976606446889,0.0,4.884746129140797e-08,0.672042552070351,0.2273384447581829,0.1780138092827826,0.26057983657674216,0.00626367729932659,0.2114729353026426
1963,-7.641332723725601,-7.60180435,-9.262259499999999,-6.1468274830000285,0.9081065558907399,0.0,4.884746129140787e-08,0.6636468548802634,0.23136302957201318,0.16901438395957233,0.2587284981352748,0.021833940927742344,0.20690687251336468
1964,-7.116937669192,-7.0726805,-8.707839739999999,-5.643779160000056,0.8804119747380005,0.0,4.8847461291397914e-08,0.656800744576222,0.20994769249089343,0.15877905209912785,0.2576726431330315,0.010306919124226354,0.20261961567103065
1965,-7.4946442925576,-7.451789,-9.087023700000001,-6.027868500000021,0.8739672658926638,0.0,4.884746129141122e-08,0.6510660103506641,0.20916740092269798,0.14822449200974278,0.2575087562030778,0.02097357389769083,0.1982133091446706
1966,-6.78262825716128,-6.735714999999999,-8.357128399999999,-5.345996970000108,0.8441430075462992,0.0,4.8847461291376097e-08,0.6452425513790522,0.18467613757900697,0.13765858097638847,0.25745911091694273,0.006303855339343085,0.1936182097512119
1967,-7.9455298602756,-7.9089624999999995,-9.5250193,-6.48630955,0.8604396471630511,0.0,4.8847461291419083e-08,0.6382542046283805,0.20838511097206514,0.1282993590621967,0.2569486899184408,0.04032215364481416,0.18872884752910216
1968,-7.3186259902456,-7.277349000000001,-8.874040075,-5.885765865000002,0.8251441350811438,0.0,4.884746129139958e-08,0.6304447713200171,0.18027558441896396,0.11929993064936466,0.2559992159198437,0.020687858327853786,0.1838048993455557
1969,-7.408647146849599,-7.3712205,-8.945637849999994,-5.97587345,0.8134739520148587,0.0,4.884746129143994e-08,0.6221354791221949,0.1767267026098553,0.11136796032117167,0.25485751211497654,0.02538422203007235,0.17885896371289067
1970,-7.2418393868076,-7.198813299999999,-8.775673099999999,-5.828443975000002,0.7942338219225018,0.0,4.8847461291401276e-08,0.6132826182664298,0.1659605393288335,0.10387778391039845,0.2534216224317417,0.02222862907245229,0.17393215340465534
