year,model,member,scenario,tas_global_K,gsat_anom_C,gsat_anom_C_11yr,gis_anom_C,gis_anom_C_11yr,amp_11yr,source,basis
1905,CESM2-WACCM,r1i1p1f1,ssp585,287.0732227159359,0.11817174256486851,0.03682627835696518,-1.082698725564967,0.5206629138926876,14.138352750331924,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1906,CESM2-WACCM,r1i1p1f1,ssp585,287.1471665176329,0.19211554426186694,0.030204484540780122,0.863896794213332,0.2179010198097651,7.21419428679769,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1907,CESM2-WACCM,r1i1p1f1,ssp585,286.95479697049655,-0.00025400287449883763,0.02782017984332118,-0.48355027675759743,0.05374942319395162,1.9320300406632813,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1908,CESM2-WACCM,r1i1p1f1,ssp585,286.7986811599931,-0.15636981337792122,0.042865261055706844,-0.42904332690116576,-0.05452966735913378,-1.2721179345733624,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1909,CESM2-WACCM,r1i1p1f1,ssp585,286.96689707798845,0.011846104617404762,0.043608968823036776,1.3895265200530673,-0.08207084877818716,-1.8819717822548603,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1910,CESM2-WACCM,r1i1p1f1,ssp585,286.9731395959887,0.018088622617653982,0.0322647735994172,1.1112010240282757,-0.1419740806380477,-4.400281322309114,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1911,CESM2-WACCM,r1i1p1f1,ssp585,287.05105627849645,0.09600530512540217,0.0311904564405681,-1.1422698184651665,0.05832762007429437,1.8700470185627074,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1912,CESM2-WACCM,r1i1p1f1,ssp585,286.98104404009223,0.025993066721184732,0.028454380835569282,0.7110059272201283,-0.11046607626885092,-3.8822168335767566,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1913,CESM2-WACCM,r1i1p1f1,ssp585,286.9840313028356,0.028980329464559418,0.043306700203257525,-1.5223826716078293,0.018231160272669265,0.42097782068599904,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1914,CESM2-WACCM,r1i1p1f1,ssp585,286.97025687075717,0.015205897386124434,0.0648329918727768,-0.5396893689565729,-0.04401383855421996,-0.6788802627000352,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1915,CESM2-WACCM,r1i1p1f1,ssp585,286.960180686458,0.005129713086944321,0.07707029066253054,-0.4377109642800292,-0.2059224041651336,-2.67187787142014,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1916,CESM2-WACCM,r1i1p1f1,ssp585,287.0614052271886,0.10635425381752839,0.10416060616363541,1.1206199822707958,-0.2676604875291689,-2.56969018698563,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1917,CESM2-WACCM,r1i1p1f1,ssp585,287.1170696859779,0.16201871260687994,0.11596877906408115,-0.9928338655612663,-0.18545712806449768,-1.599198763332838,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1918,CESM2-WACCM,r1i1p1f1,ssp585,287.1181724835411,0.16312151017007182,0.13851111410611916,0.9321193251991247,-0.10508602119025247,-0.7586829538439902,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1919,CESM2-WACCM,r1i1p1f1,ssp585,287.03547036835784,0.08041939498679085,0.16682356527937,-1.1137383139969472,0.1687291400765606,1.0114226955526302,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1920,CESM2-WACCM,r1i1p1f1,ssp585,287.10150736467574,0.1464563913046959,0.17700134170929582,-0.39146770166698275,0.25536462354291056,1.4427270498452907,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1921,CESM2-WACCM,r1i1p1f1,ssp585,287.27113306650085,0.3160820931298076,0.19235820538075774,0.43208210702388783,0.4447200728865617,2.311937107160434,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1922,CESM2-WACCM,r1i1p1f1,ssp585,287.18094618040135,0.2258952070303053,0.21318639901513012,-0.23803286435378368,0.4452144519720543,2.0883811257605456,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1923,CESM2-WACCM,r1i1p1f1,ssp585,287.22900972555465,0.2739587521836029,0.22361117654527748,1.5950881028368258,0.6116564208086159,2.735357106288316,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1924,CESM2-WACCM,r1i1p1f1,ssp585,287.29546826574136,0.3404172923703186,0.21992788128717808,1.4895841023271146,0.5127534876268747,2.3314619530087226,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1925,CESM2-WACCM,r1i1p1f1,ssp585,287.08221241148635,0.12716143811530856,0.22980693685745088,0.4133009491732764,0.6842786005981029,2.977623782621325,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1926,CESM2-WACCM,r1i1p1f1,ssp585,287.12910618684407,0.1740552134730251,0.24423083414364494,1.645198978500133,0.7173619560186482,2.9372292754678555,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1927,CESM2-WACCM,r1i1p1f1,ssp585,287.29051535716667,0.3354643837956246,0.2434056482048587,1.1260581522112147,0.7555928571841264,3.104253589662772,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1928,CESM2-WACCM,r1i1p1f1,ssp585,287.23174223880955,0.276691265438501,0.23708853208308833,0.8380277916409113,0.8242624917231389,3.476602113485075,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1929,CESM2-WACCM,r1i1p1f1,ssp585,287.077656235702,0.12260526233097835,0.2174832525402673,-0.15581293980002897,0.7715504372903736,3.5476314993381854,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1930,CESM2-WACCM,r1i1p1f1,ssp585,287.14413997963084,0.18908900625979186,0.2233560724713057,0.7730379286865627,0.7245507868910114,3.243926967708002,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1931,CESM2-WACCM,r1i1p1f1,ssp585,287.2601702348239,0.3051192614528304,0.25931971464035025,-0.02755079204098365,0.7954286262018658,3.0673665799187058,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1932,CESM2-WACCM,r1i1p1f1,ssp585,287.2620560211742,0.30700504780315896,0.2692041964842712,0.8526220198441479,0.7080059238454417,2.6299958659329756,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1933,CESM2-WACCM,r1i1p1f1,ssp585,287.1114579030619,0.15640692969083148,0.2717514594389689,0.5173331155753544,0.6901965171308343,2.539807950086986,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1934,CESM2-WACCM,r1i1p1f1,ssp585,287.0133516505836,0.05830067721257137,0.2745824638142267,1.015255504076407,0.7847430105176495,2.8579502114475175,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1935,CESM2-WACCM,r1i1p1f1,ssp585,287.3600692849828,0.40501831161174096,0.2794330866983666,0.9725879479341302,0.8335597553320766,2.9830388562105417,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1936,CESM2-WACCM,r1i1p1f1,ssp585,287.47781247534584,0.5227615019747986,0.28724560918273956,1.192957181592675,0.974036106796079,3.39095211783174,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1937,CESM2-WACCM,r1i1p1f1,ssp585,287.2378354871272,0.2827845137561553,0.29295322053974876,0.6835492525794677,1.1036893531198084,3.7674593612124383,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1938,CESM2-WACCM,r1i1p1f1,ssp585,287.31853524966834,0.3634842762972994,0.29063011984957465,0.930154678350533,1.2116035745131781,4.168885094016698,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1939,CESM2-WACCM,r1i1p1f1,ssp585,287.2628832869374,0.3078323135663368,0.30913442178019646,1.8780392188958785,1.2571897740197022,4.066806170532509,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1940,CESM2-WACCM,r1i1p1f1,ssp585,287.13101308742756,0.1759621140565173,0.3126945528240154,0.3811712531586693,1.3081670040798046,4.183529876889289,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1941,CESM2-WACCM,r1i1p1f1,ssp585,287.23007772695894,0.27502675358789475,0.2812259922246664,2.318277794790589,1.2776910933020067,4.543289484711933,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1942,CESM2-WACCM,r1i1p1f1,ssp585,287.322953959751,0.36790298637993146,0.23122829543409165,1.3986349175200417,1.198401941524532,5.182765107854715,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1943,CESM2-WACCM,r1i1p1f1,ssp585,287.2365019135823,0.2814509402112435,0.21183662755580393,2.039678455171213,1.0346856732558907,4.884356804553661,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1944,CESM2-WACCM,r1i1p1f1,ssp585,287.3150052242987,0.35995425092767164,0.2157119323337404,1.0187813101471193,0.9773882669626527,4.5309884176943855,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1945,CESM2-WACCM,r1i1p1f1,ssp585,287.0525130920656,0.09746211869457966,0.21530157745323467,1.576005034737534,0.8595704562769516,3.9924020364581754,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1946,CESM2-WACCM,r1i1p1f1,ssp585,287.01391511838995,0.05886414501890158,0.23845622718293538,0.637352929378352,0.9992089949993939,4.190324600887169,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1947,CESM2-WACCM,r1i1p1f1,ssp585,286.9278378106495,-0.027213162721523076,0.26134103506319145,0.3207765120404531,0.7425494394487502,2.8413044253429396,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1948,CESM2-WACCM,r1i1p1f1,ssp585,287.02452714046603,0.06947616709499016,0.2604946985229152,-1.1173296983755847,0.648768768787389,2.490525805193376,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1949,CESM2-WACCM,r1i1p1f1,ssp585,287.36116360222564,0.40611262885460064,0.2615961604494404,0.2998832091249142,0.5056132493991418,1.9328007281546604,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1950,CESM2-WACCM,r1i1p1f1,ssp585,287.2583693832518,0.30331840988077374,0.26375468399528884,0.582043301353167,0.5036148449106267,1.9094062607040647,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1951,CESM2-WACCM,r1i1p1f1,ssp585,287.38571423445427,0.4306632610832253,0.28603830981000494,1.9171951791055335,0.5695529696123536,1.9911772307376148,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1952,CESM2-WACCM,r1i1p1f1,ssp585,287.48181061364176,0.5267596402707113,0.2985467333270332,-0.5049773162664906,0.686958454341152,2.3010081091346124,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1953,CESM2-WACCM,r1i1p1f1,ssp585,287.31364425780794,0.35859328443689265,0.30696753514886993,0.3670475402450677,0.7637220530805124,2.487957082204574,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1954,CESM2-WACCM,r1i1p1f1,ssp585,287.24861799477407,0.29356702140302104,0.29101834985243097,0.4649677419004945,0.7748817463714048,2.662655969165966,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1955,CESM2-WACCM,r1i1p1f1,ssp585,287.33874898330305,0.3836980099320044,0.253810085288566,0.9967988607734526,0.7187840610863919,2.8319759645058227,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1956,CESM2-WACCM,r1i1p1f1,ssp585,287.2976329760275,0.34258200265645655,0.24252374554292933,2.30132440645653,0.6343533660178351,2.615634046875413,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1957,CESM2-WACCM,r1i1p1f1,ssp585,287.15150777707726,0.1964568037062122,0.22571476498533435,1.9288132613951348,0.4702136610314602,2.083220657106822,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1958,CESM2-WACCM,r1i1p1f1,ssp585,287.0204666306897,0.06541565731868104,0.20624713475019069,1.1651760981734185,0.47325401519164634,2.294596798956058,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1959,CESM2-WACCM,r1i1p1f1,ssp585,286.8490861022052,-0.1059648711658383,0.20184358660926385,-0.9945730721757684,0.4586926323004832,2.272515267916028,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1960,CESM2-WACCM,r1i1p1f1,ssp585,286.95187269202313,-0.0031782813479139804,0.18106320128752237,-0.3171913290102282,0.6073985229996336,3.3546215834055912,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1961,CESM2-WACCM,r1i1p1f1,ssp585,287.1342196460498,0.17916867267877024,0.1538720397141705,-0.3466943444009587,0.5388603484504028,3.502003024405074,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1962,CESM2-WACCM,r1i1p1f1,ssp585,287.2008154483207,0.2457644749496808,0.13692587794031397,0.11165842425540973,0.35686686204038087,2.606277698624209,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1963,CESM2-WACCM,r1i1p1f1,ssp585,287.2676666810552,0.31261570768413094,0.1381508143727036,-0.4715334205044428,0.22257619502155473,1.6111102640414998,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1964,CESM2-WACCM,r1i1p1f1,ssp585,287.26520522825774,0.31015425488669734,0.14450421964586335,0.2068723284422731,0.0514030180658577,0.35571984120485295,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1965,CESM2-WACCM,r1i1p1f1,ssp585,287.0200337562349,0.06498278286386494,0.16534332512235428,2.1007325395911494,0.10734297380304011,0.6492126230291194,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1966,CESM2-WACCM,r1i1p1f1,ssp585,287.0396462059962,0.08459523262513358,0.17300888337351497,0.24287894073191296,0.1596092666535159,0.9225495450943397,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1967,CESM2-WACCM,r1i1p1f1,ssp585,287.1112251965151,0.15617422314403484,0.184624370382003,0.29939605594628915,0.2974250105491711,1.6109737297073745,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1968,CESM2-WACCM,r1i1p1f1,ssp585,287.16498207783354,0.2099311044624983,0.2021904315808146,0.4516159241880473,0.2237895060406019,1.1068254036104288,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1969,CESM2-WACCM,r1i1p1f1,ssp585,287.0903540886945,0.1353031153234383,0.1955594253872629,-0.7177288483392488,0.21312857881697378,1.0898404840110314,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1970,CESM2-WACCM,r1i1p1f1,ssp585,287.0783162624466,0.12326528907556167,0.1790046444293797,-0.3792335590667619,0.19878329190245062,1.1104923703858083,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1971,CESM2-WACCM,r1i1p1f1,ssp585,287.0361938327859,0.08114285941485377,0.19941094881529994,0.25773789234500555,0.07006630555682136,0.35136639173067047,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1972,CESM2-WACCM,r1i1p1f1,ssp585,287.2619900031432,0.3069390297721384,0.22827792170991498,1.1692788384512482,0.13323539203371257,0.5836543062759347,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1973,CESM2-WACCM,r1i1p1f1,ssp585,287.39404212150765,0.43899114813660844,0.25733938164222536,-0.698332125338851,0.27283591959864206,1.0602182917263758,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1974,CESM2-WACCM,r1i1p1f1,ssp585,287.1947256129261,0.23967463955506219,0.26570458038499756,-0.5888036199643523,0.48262780737262934,1.8164075556142723,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1975,CESM2-WACCM,r1i1p1f1,ssp585,287.083102637721,0.12805166434998227,0.27703948369212517,0.0490741723825181,0.6632622569476196,2.3941073240112773,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1976,CESM2-WACCM,r1i1p1f1,ssp585,287.24450310448003,0.2894521311089875,0.31532680409416325,0.6848456897892277,0.7155931270153686,2.2693698021360635,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1977,CESM2-WACCM,r1i1p1f1,ssp585,287.35718290783694,0.4021319344658991,0.3415657542984615,0.9377388919777161,0.804405870372007,2.355054217962126,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1978,CESM2-WACCM,r1i1p1f1,ssp585,287.4309012557705,0.47585028239944904,0.3288995300329237,1.8350018591605135,0.754881673233647,2.2951740708114765,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1979,CESM2-WACCM,r1i1p1f1,ssp585,287.25699926400404,0.30194829063299267,0.31603280278556606,2.7593266897019078,0.8923210381667688,2.823507655856296,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1980,CESM2-WACCM,r1i1p1f1,ssp585,287.2150380250729,0.25998705170184166,0.32011587282919024,1.269250096985644,1.0306281030399977,3.219547015683061,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1981,CESM2-WACCM,r1i1p1f1,ssp585,287.499476786869,0.5444258134979805,0.32974524600419647,0.1964060116784765,0.9258834712394006,2.8078751171066694,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1982,CESM2-WACCM,r1i1p1f1,ssp585,287.3248222850332,0.3697713116621344,0.33579328925043744,1.2346780692680284,0.8837519441492997,2.631833251111192,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1983,CESM2-WACCM,r1i1p1f1,ssp585,287.12266153622227,0.16761056285122322,0.35436947379462874,0.6245126699292882,0.6600835791405809,1.8626987592140223,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1984,CESM2-WACCM,r1i1p1f1,ssp585,287.2525081217867,0.29745714841567406,0.36319983805695055,0.8135008889254891,0.5910381923405571,1.6273085238762717,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1985,CESM2-WACCM,r1i1p1f1,ssp585,287.239639383406,0.2845884100349281,0.38239822031727044,0.9325740936411648,0.34408791492512075,0.8998156807310344,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1986,CESM2-WACCM,r1i1p1f1,ssp585,287.1890257426461,0.23397476927505068,0.39542136052990495,-1.1031167774240487,0.3742881085002626,0.9465551076924079,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1987,CESM2-WACCM,r1i1p1f1,ssp585,287.3110315801887,0.35598060681763855,0.381355528430075,0.2213988917981169,0.39204957760065895,1.0280422030712604,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1988,CESM2-WACCM,r1i1p1f1,ssp585,287.56152093782305,0.6064699644520033,0.3883337341843623,-1.522613123118191,0.439667775373974,1.1321905275559727,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1989,CESM2-WACCM,r1i1p1f1,ssp585,287.52803526265603,0.5729842892849888,0.42031225768158204,1.0755026043602527,0.4582070871704037,1.0901587541078324,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1990,CESM2-WACCM,r1i1p1f1,ssp585,287.46818146886756,0.5131304954965117,0.43934581617670365,0.04287363813210732,0.46375307801463866,1.0555536457598096,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1991,CESM2-WACCM,r1i1p1f1,ssp585,287.35829256741187,0.4032415940408214,0.46198640883403125,1.6014522263122046,0.6421889390653607,1.3900602415688537,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1992,CESM2-WACCM,r1i1p1f1,ssp585,287.3447526337709,0.3897016603998509,0.49744224649658586,0.39178217178283603,0.878544044506162,1.76612270206968,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1993,CESM2-WACCM,r1i1p1f1,ssp585,287.40158254833034,0.44653157495929463,0.5208241761741926,1.7584782447744942,0.86234259186249,1.6557268869448076,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1994,CESM2-WACCM,r1i1p1f1,ssp585,287.4744252946917,0.5193743213206403,0.5291702019756599,0.8284450996900148,1.189948302531806,2.2487061782563105,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1995,CESM2-WACCM,r1i1p1f1,ssp585,287.46187726523306,0.5068262918620121,0.5589327535106463,0.8745067882120736,1.243263439182835,2.224352449152282,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1996,CESM2-WACCM,r1i1p1f1,ssp585,287.4886859026366,0.5336349292655314,0.612307419424269,2.8953685651991066,1.3038676868970098,2.129433100978901,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1997,CESM2-WACCM,r1i1p1f1,ssp585,287.5790399569342,0.6239889835631516,0.6739876797255213,1.4967893824247653,1.2170681110627042,1.805772045504378,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1998,CESM2-WACCM,r1i1p1f1,ssp585,287.56823280664236,0.6131818332713124,0.7335954962722853,0.04318291271772523,1.5006032390678414,2.04554587193222,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1999,CESM2-WACCM,r1i1p1f1,ssp585,287.6533272216392,0.6982762482681437,0.7803791385630451,2.0810496942442853,1.586456934690574,2.0329309899439445,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2000,CESM2-WACCM,r1i1p1f1,ssp585,287.8554233295409,0.9003723561698393,0.8129844304114923,1.6619691075215712,1.6549706560063426,2.0356732479718938,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2001,CESM2-WACCM,r1i1p1f1,ssp585,288.0553027939174,1.1002518205463616,0.8445365485797641,0.7095203629880302,1.8288363608794989,2.1654910778639564,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2002,CESM2-WACCM,r1i1p1f1,ssp585,288.03677543072564,1.0817244573545963,0.8915918103165423,0.6466568921348426,1.8786985396409492,2.1071285288880723,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2003,CESM2-WACCM,r1i1p1f1,ssp585,288.0004386157853,1.045387642414255,0.9309728215276839,3.510668579839347,1.9707345509610006,2.11685508469207,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2004,CESM2-WACCM,r1i1p1f1,ssp585,287.9162026135287,0.9611516401576523,0.9636412379131023,2.702868896624551,2.088974131456519,2.1677923788115168,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2005,CESM2-WACCM,r1i1p1f1,ssp585,287.8330835050246,0.8780325316535595,0.9941556934548275,1.5820960341634702,2.1139709414074987,2.1263982647035493,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2006,CESM2-WACCM,r1i1p1f1,ssp585,287.80895056508405,0.8538995917130023,1.0257237832043054,2.7870295418167927,2.090436433236988,2.038011078096072,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2007,CESM2-WACCM,r1i1p1f1,ssp585,288.00629378174114,1.051242808370091,1.0409999419742193,3.443852531575061,2.2514215410275615,2.162748959195733,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2008,CESM2-WACCM,r1i1p1f1,ssp585,288.01223108025675,1.0571801068857098,1.0438639283898346,2.509185506945329,2.3816796830396667,2.2815997547816598,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2009,CESM2-WACCM,r1i1p1f1,ssp585,287.92758538688196,0.972534413510914,1.0539770614123127,1.3438182981684292,2.2663163136577085,2.1502520278960153,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2010,CESM2-WACCM,r1i1p1f1,ssp585,287.98898623259817,1.0339352592271212,1.0952922068366682,2.356014603705063,2.113010064202474,1.9291747453449832,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2011,CESM2-WACCM,r1i1p1f1,ssp585,288.20267231678514,1.247621343414096,1.1493751464602466,1.4030895176459524,2.1440013740676935,1.865362567365944,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2012,CESM2-WACCM,r1i1p1f1,ssp585,288.22334054038646,1.2682895670154153,1.1863672657504791,2.480356548684341,2.0691652097571693,1.7441185958955507,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2013,CESM2-WACCM,r1i1p1f1,ssp585,288.0682792812974,1.113228307926363,1.2111726150162356,2.0794964542679963,1.961161760704127,1.619225646608463,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2014,CESM2-WACCM,r1i1p1f1,ssp585,288.11168307903256,1.1566321056615152,1.2415551062802592,2.2416715166378083,1.9979897050504705,1.6092638135382606,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2015,CESM2-WACCM,r1i1p1f1,ssp585,288.3706692131966,1.4156182398255623,1.2864898023042883,1.0165001526169704,2.1119339050152037,1.6416250647556057,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2016,CESM2-WACCM,r1i1p1f1,ssp585,288.42799584088397,1.472944867512922,1.3416074436975174,1.9230004426808875,2.1818584693326826,1.6263017021725847,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2017,CESM2-WACCM,r1i1p1f1,ssp585,288.2158638772766,1.2608129039055598,1.3685200516156846,1.963831734401026,2.21188006271907,1.616256963211981,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2018,CESM2-WACCM,r1i1p1f1,ssp585,288.27915262366446,1.3241016502934144,1.3900576024812081,2.2558145919915944,2.1854867106361837,1.572227443477997,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2019,CESM2-WACCM,r1i1p1f1,ssp585,288.346438484161,1.3913875107899685,1.445931103388039,2.914292894755107,2.208290421858568,1.527244566967405,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2020,CESM2-WACCM,r1i1p1f1,ssp585,288.4218670431463,1.4668160697752342,1.5099797787620703,2.5972044977804956,2.3414686109605483,1.55066222998043,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2021,CESM2-WACCM,r1i1p1f1,ssp585,288.5952802879237,1.6402293145526414,1.541404791440822,3.125184811197329,2.3444445920341006,1.5209791775998311,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2022,CESM2-WACCM,r1i1p1f1,ssp585,288.498711003885,1.5436600305139336,1.5724152958535662,1.733327044896214,2.3605789688905645,1.5012439621487867,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2023,CESM2-WACCM,r1i1p1f1,ssp585,288.4602535999072,1.5052026265361746,1.623057663236802,2.1900296757725926,2.49726806730163,1.5386194365525028,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2024,CESM2-WACCM,r1i1p1f1,ssp585,288.68288779127255,1.7278368179015047,1.6490243337839738,2.3303372777142215,2.4886783637255845,1.5091823163184488,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2025,CESM2-WACCM,r1i1p1f1,ssp585,288.8162185081469,1.8611675347758592,1.6744889553941313,3.7066315967595926,2.53875979930865,1.51614006836557,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2026,CESM2-WACCM,r1i1p1f1,ssp585,288.7163443526629,1.7612933792918284,1.7000402877788163,1.0492359444260444,2.5303972582077923,1.488433701482379,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2027,CESM2-WACCM,r1i1p1f1,ssp585,288.76911138942415,1.8140604160531097,1.7152882503960944,2.1004785881019927,2.5105715233684536,1.4636440975962566,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2028,CESM2-WACCM,r1i1p1f1,ssp585,288.7729299184922,1.8178789451211514,1.7468866122322828,3.4674118169227484,2.601075843611674,1.4889780626848208,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2029,CESM2-WACCM,r1i1p1f1,ssp585,288.56478599968335,1.6097350263123076,1.792629621884249,2.1613278526550914,2.599704626474009,1.4502184917269394,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2030,CESM2-WACCM,r1i1p1f1,ssp585,288.62654932187274,1.6714983485017,1.8247674238008513,3.4651886861688297,2.589132038673486,1.4188833080330432,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2031,CESM2-WACCM,r1i1p1f1,ssp585,288.7029316993778,1.7478807260067697,1.8589822320166822,2.505216545671061,2.52774866396182,1.3597486949725384,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
