group,model,exp,ssp,var,n_years,last_year,long,y2100,y2150,y2200,y2300
NORCE,CISM16-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,8.096424348755704,,,
NORCE,CISM16-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,13.670216720904094,,,
NORCE,CISM16-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,11.778683074251184,,,
NORCE,CISM16-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,11.152005963629374,,,
NORCE,CISM16-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,10.830912012407623,,,
NORCE,CISM16-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,9.982080602538357,,,
NORCE,CISM16-MAR39-p50,MIROC5_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,13.96011951927214,,,
NORCE,CISM16-MAR39-p50,MIROC5_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,11.855020605762068,,,
NORCE,CISM16-MAR39-p50,MIROC5_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,11.178968529453659,,,
NORCE,CISM16-MAR39-p50,MIROC5_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,10.829809202126217,,,
NORCE,CISM16-MAR39-p50,MIROC5_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,10.019560093314528,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p05,SSP1-2.6,slc,86,2100,False,3.374069526995438,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,2.9617034038717627,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.759138682947171,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.6435566605530703,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p95,SSP1-2.6,slc,86,2100,False,2.2775294332013196,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p05,SSP2-4.5,slc,86,2100,False,5.127666265692099,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,4.451524281930652,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.201291322681211,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.9394485696846893,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p95,SSP2-4.5,slc,86,2100,False,3.3524122877055085,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,9.258540360393397,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,7.71862159226151,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.214101820717911,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.827020656391891,,,
NORCE,CISM16-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,5.982331581656997,,,
NORCE,CISM16-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,10.448508973731041,,,
NORCE,CISM16-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,8.23937306892466,,,
NORCE,CISM16-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,7.61983416979124,,,
NORCE,CISM16-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,7.149714332838464,,,
NORCE,CISM16-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,6.5118803642556955,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,17.587619924418796,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,18.57127919964272,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.570401358435902,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,18.57127919964272,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,17.587619924418796,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,26.534187195603565,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,20.58151947085296,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,19.26012701178248,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,18.57127919964272,,,
NORCE,CISM16-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,17.587619924418796,,,
NORCE,CISM16c-MAR312-p05,ACCESS1.3_rcp85_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,9.913487317928205,,,
NORCE,CISM16c-MAR312-p05,CESM2-Leo_ssp585_HIRHAM5_p05,SSP5-8.5,slc,86,2100,False,24.770271500014918,,,
NORCE,CISM16c-MAR312-p05,CESM2-Leo_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,21.99627850078789,,,
NORCE,CISM16c-MAR312-p05,CESM2-Leo_ssp585_RACMO2.3p2_p05,SSP5-8.5,slc,86,2100,False,14.629734333633593,,,
NORCE,CISM16c-MAR312-p05,CESM2_ssp126_MARv3.12_p05,SSP1-2.6,slc,86,2100,False,6.669242418112464,,,
NORCE,CISM16c-MAR312-p05,CESM2_ssp126_RACMO2.3p2_p05,SSP1-2.6,slc,86,2100,False,5.510186428814112,,,
NORCE,CISM16c-MAR312-p05,CESM2_ssp245_MARv3.12_p05,SSP2-4.5,slc,86,2100,False,7.664901082982567,,,
NORCE,CISM16c-MAR312-p05,CESM2_ssp245_RACMO2.3p2_p05,SSP2-4.5,slc,86,2100,False,6.06374070951059,,,
NORCE,CISM16c-MAR312-p05,CESM2_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,18.932708553305222,,,
NORCE,CISM16c-MAR312-p05,CNRM-CM6-1_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,16.20278589371429,,,
NORCE,CISM16c-MAR312-p05,CNRM-ESM2-1_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,15.393994182864557,,,
NORCE,CISM16c-MAR312-p05,EC-Earth3_ssp126_HIRHAM5_p05,SSP1-2.6,slc,86,2100,False,4.473860515483263,,,
NORCE,CISM16c-MAR312-p05,EC-Earth3_ssp585_HIRHAM5_p05,SSP5-8.5,slc,86,2100,False,20.54306342238945,,,
NORCE,CISM16c-MAR312-p05,IPSL-CM6A-LR_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,17.32912305183474,,,
NORCE,CISM16c-MAR312-p05,MPI-ESM1-2-HR_ssp126_MARv3.12_p05,SSP1-2.6,slc,86,2100,False,2.8497117203243327,,,
NORCE,CISM16c-MAR312-p05,MPI-ESM1-2-HR_ssp245_MARv3.12_p05,SSP2-4.5,slc,86,2100,False,4.565938311899753,,,
NORCE,CISM16c-MAR312-p05,MPI-ESM1-2-HR_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,8.587341876353083,,,
NORCE,CISM16c-MAR312-p05,NorESM2-MM_ssp245_MARv3.12_p05,SSP2-4.5,slc,86,2100,False,4.944956726949368,,,
NORCE,CISM16c-MAR312-p05,NorESM2-MM_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,10.57826998137159,,,
NORCE,CISM16c-MAR312-p05,UKESM1-0-LL-Robin_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,28.13890524878291,,,
NORCE,CISM16c-MAR312-p05,UKESM1-0-LL_ssp245_MARv3.12_p05,SSP2-4.5,slc,86,2100,False,13.291579264599473,,,
NORCE,CISM16c-MAR312-p05,UKESM1-0-LL_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,29.859283395519487,,,
NORCE,CISM16c-MAR312-p25,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.1476949074621,,,
NORCE,CISM16c-MAR312-p25,CESM2-Leo_ssp585_HIRHAM5_p25,SSP5-8.5,slc,86,2100,False,21.022097557917174,,,
NORCE,CISM16c-MAR312-p25,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,18.47477572322811,,,
NORCE,CISM16c-MAR312-p25,CESM2-Leo_ssp585_RACMO2.3p2_p25,SSP5-8.5,slc,86,2100,False,12.443016677586805,,,
NORCE,CISM16c-MAR312-p25,CESM2_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,6.382044990433844,,,
NORCE,CISM16c-MAR312-p25,CESM2_ssp126_RACMO2.3p2_p25,SSP1-2.6,slc,86,2100,False,5.269184230335799,,,
NORCE,CISM16c-MAR312-p25,CESM2_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,7.3778400864724425,,,
NORCE,CISM16c-MAR312-p25,CESM2_ssp245_RACMO2.3p2_p25,SSP2-4.5,slc,86,2100,False,5.821699513551515,,,
NORCE,CISM16c-MAR312-p25,CESM2_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,16.133863860092568,,,
NORCE,CISM16c-MAR312-p25,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.200403505543878,,,
NORCE,CISM16c-MAR312-p25,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,12.531570350053833,,,
NORCE,CISM16c-MAR312-p25,EC-Earth3_ssp126_HIRHAM5_p25,SSP1-2.6,slc,86,2100,False,3.7417621056809125,,,
NORCE,CISM16c-MAR312-p25,EC-Earth3_ssp585_HIRHAM5_p25,SSP5-8.5,slc,86,2100,False,16.540014486090993,,,
NORCE,CISM16c-MAR312-p25,IPSL-CM6A-LR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.849068243158236,,,
NORCE,CISM16c-MAR312-p25,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,2.499535599630498,,,
NORCE,CISM16c-MAR312-p25,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,3.962134832451625,,,
NORCE,CISM16c-MAR312-p25,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,7.063774601822104,,,
NORCE,CISM16c-MAR312-p25,NorESM2-MM_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,4.321146253224395,,,
NORCE,CISM16c-MAR312-p25,NorESM2-MM_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.54625394857944,,,
NORCE,CISM16c-MAR312-p25,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,21.445226805725248,,,
NORCE,CISM16c-MAR312-p25,UKESM1-0-LL_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,11.410702017302476,,,
NORCE,CISM16c-MAR312-p25,UKESM1-0-LL_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,23.23172565067928,,,
NORCE,CISM16c-MAR312-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.766615792440845,,,
NORCE,CISM16c-MAR312-p50,CESM2-Leo_ssp585_HIRHAM5_p50,SSP5-8.5,slc,86,2100,False,20.188603034372665,,,
NORCE,CISM16c-MAR312-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,17.71210305893902,,,
NORCE,CISM16c-MAR312-p50,CESM2-Leo_ssp585_RACMO2.3p2_p50,SSP5-8.5,slc,86,2100,False,11.988897646503105,,,
NORCE,CISM16c-MAR312-p50,CESM2_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,6.475974683492325,,,
NORCE,CISM16c-MAR312-p50,CESM2_ssp126_RACMO2.3p2_p50,SSP1-2.6,slc,86,2100,False,5.308697112877425,,,
NORCE,CISM16c-MAR312-p50,CESM2_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,7.369387166922348,,,
NORCE,CISM16c-MAR312-p50,CESM2_ssp245_RACMO2.3p2_p50,SSP2-4.5,slc,86,2100,False,5.903566613764344,,,
NORCE,CISM16c-MAR312-p50,CESM2_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,15.529286727136604,,,
NORCE,CISM16c-MAR312-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.931105427168,,,
NORCE,CISM16c-MAR312-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.133557208638113,,,
NORCE,CISM16c-MAR312-p50,EC-Earth3_ssp126_HIRHAM5_p50,SSP1-2.6,slc,86,2100,False,3.6339531738655673,,,
NORCE,CISM16c-MAR312-p50,EC-Earth3_ssp585_HIRHAM5_p50,SSP5-8.5,slc,86,2100,False,16.041358767512026,,,
NORCE,CISM16c-MAR312-p50,IPSL-CM6A-LR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.339684519877792,,,
NORCE,CISM16c-MAR312-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.6552283939944132,,,
NORCE,CISM16c-MAR312-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.017037638249477,,,
NORCE,CISM16c-MAR312-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,6.939692071751669,,,
NORCE,CISM16c-MAR312-p50,NorESM2-MM_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.3896606715370545,,,
NORCE,CISM16c-MAR312-p50,NorESM2-MM_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,8.451872599198662,,,
NORCE,CISM16c-MAR312-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,20.3210142648941,,,
NORCE,CISM16c-MAR312-p50,UKESM1-0-LL_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,11.207728021484709,,,
NORCE,CISM16c-MAR312-p50,UKESM1-0-LL_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,22.219084637059705,,,
NORCE,CISM16c-MAR312-p75,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.4248083683150945,,,
NORCE,CISM16c-MAR312-p75,CESM2-Leo_ssp585_HIRHAM5_p75,SSP5-8.5,slc,86,2100,False,19.66610065565977,,,
NORCE,CISM16c-MAR312-p75,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,17.216210658133768,,,
NORCE,CISM16c-MAR312-p75,CESM2-Leo_ssp585_RACMO2.3p2_p75,SSP5-8.5,slc,86,2100,False,11.538913178565657,,,
NORCE,CISM16c-MAR312-p75,CESM2_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,6.228610025205139,,,
NORCE,CISM16c-MAR312-p75,CESM2_ssp126_RACMO2.3p2_p75,SSP1-2.6,slc,86,2100,False,5.065348415336768,,,
NORCE,CISM16c-MAR312-p75,CESM2_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,7.179918678332253,,,
NORCE,CISM16c-MAR312-p75,CESM2_ssp245_RACMO2.3p2_p75,SSP2-4.5,slc,86,2100,False,5.604905983546082,,,
NORCE,CISM16c-MAR312-p75,CESM2_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,15.149244942983486,,,
NORCE,CISM16c-MAR312-p75,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.5641074989705,,,
NORCE,CISM16c-MAR312-p75,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,11.768566809096725,,,
NORCE,CISM16c-MAR312-p75,EC-Earth3_ssp126_HIRHAM5_p75,SSP1-2.6,slc,86,2100,False,3.4693721597673033,,,
NORCE,CISM16c-MAR312-p75,EC-Earth3_ssp585_HIRHAM5_p75,SSP5-8.5,slc,86,2100,False,15.506339484315035,,,
NORCE,CISM16c-MAR312-p75,IPSL-CM6A-LR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.841279370131087,,,
NORCE,CISM16c-MAR312-p75,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.566136452270662,,,
NORCE,CISM16c-MAR312-p75,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.808816732663356,,,
NORCE,CISM16c-MAR312-p75,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.5654625946770295,,,
NORCE,CISM16c-MAR312-p75,NorESM2-MM_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,4.188672640512703,,,
NORCE,CISM16c-MAR312-p75,NorESM2-MM_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.996533232482417,,,
NORCE,CISM16c-MAR312-p75,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,19.680923398035066,,,
NORCE,CISM16c-MAR312-p75,UKESM1-0-LL_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,10.909338857358719,,,
NORCE,CISM16c-MAR312-p75,UKESM1-0-LL_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,21.63689308049257,,,
NORCE,CISM16c-MAR312-p95,ACCESS1.3_rcp85_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,6.6073421970132,,,
NORCE,CISM16c-MAR312-p95,CESM2-Leo_ssp585_HIRHAM5_p95,SSP5-8.5,slc,86,2100,False,18.817089035377155,,,
NORCE,CISM16c-MAR312-p95,CESM2-Leo_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,16.45371249692742,,,
NORCE,CISM16c-MAR312-p95,CESM2-Leo_ssp585_RACMO2.3p2_p95,SSP5-8.5,slc,86,2100,False,10.763155152010295,,,
NORCE,CISM16c-MAR312-p95,CESM2_ssp126_MARv3.12_p95,SSP1-2.6,slc,86,2100,False,6.124556261840741,,,
NORCE,CISM16c-MAR312-p95,CESM2_ssp126_RACMO2.3p2_p95,SSP1-2.6,slc,86,2100,False,5.045171214088828,,,
NORCE,CISM16c-MAR312-p95,CESM2_ssp245_MARv3.12_p95,SSP2-4.5,slc,86,2100,False,6.898749216476574,,,
NORCE,CISM16c-MAR312-p95,CESM2_ssp245_RACMO2.3p2_p95,SSP2-4.5,slc,86,2100,False,5.533195513928835,,,
NORCE,CISM16c-MAR312-p95,CESM2_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,14.38593171438729,,,
NORCE,CISM16c-MAR312-p95,CNRM-CM6-1_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,11.820911548683455,,,
NORCE,CISM16c-MAR312-p95,CNRM-ESM2-1_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,10.98241172240595,,,
NORCE,CISM16c-MAR312-p95,EC-Earth3_ssp126_HIRHAM5_p95,SSP1-2.6,slc,86,2100,False,3.013745396364431,,,
NORCE,CISM16c-MAR312-p95,EC-Earth3_ssp585_HIRHAM5_p95,SSP5-8.5,slc,86,2100,False,14.66482610550992,,,
NORCE,CISM16c-MAR312-p95,IPSL-CM6A-LR_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,11.963955587532027,,,
NORCE,CISM16c-MAR312-p95,MPI-ESM1-2-HR_ssp126_MARv3.12_p95,SSP1-2.6,slc,86,2100,False,2.243632418742436,,,
NORCE,CISM16c-MAR312-p95,MPI-ESM1-2-HR_ssp245_MARv3.12_p95,SSP2-4.5,slc,86,2100,False,3.3480410356998114,,,
NORCE,CISM16c-MAR312-p95,MPI-ESM1-2-HR_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,5.842100474902345,,,
NORCE,CISM16c-MAR312-p95,NorESM2-MM_ssp245_MARv3.12_p95,SSP2-4.5,slc,86,2100,False,3.793320254070931,,,
NORCE,CISM16c-MAR312-p95,NorESM2-MM_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,7.400682122002777,,,
NORCE,CISM16c-MAR312-p95,UKESM1-0-LL-Robin_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,18.645344146181397,,,
NORCE,CISM16c-MAR312-p95,UKESM1-0-LL_ssp245_MARv3.12_p95,SSP2-4.5,slc,86,2100,False,10.184167745726125,,,
NORCE,CISM16c-MAR312-p95,UKESM1-0-LL_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,20.60652706561985,,,
NORCE,CISM16t-MAR39-p50,ACCESS1.3_rcp85-r2300_MARv3.12_p05,SSP5-8.5,slc,286,2300,True,10.854825172689875,18.353058698597113,24.163016870218,34.32394963730978
NORCE,CISM16t-MAR39-p50,ACCESS1.3_rcp85-r2300_MARv3.12_p25,SSP5-8.5,slc,286,2300,True,8.976783143320066,15.751244528551123,21.127212981506815,30.755136625974355
NORCE,CISM16t-MAR39-p50,ACCESS1.3_rcp85-r2300_MARv3.12_p50,SSP5-8.5,slc,286,2300,True,8.156765535225752,14.761427424028017,20.141929750423238,29.71078569253045
NORCE,CISM16t-MAR39-p50,ACCESS1.3_rcp85-r2300_MARv3.12_p75,SSP5-8.5,slc,286,2300,True,7.745518363464754,14.289828371164237,19.59531410092339,29.093737383491813
NORCE,CISM16t-MAR39-p50,ACCESS1.3_rcp85-r2300_MARv3.12_p95,SSP5-8.5,slc,286,2300,True,6.935593495332704,13.431791514277158,18.651670682247,28.13098812246606
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_MARv3.12_p05,SSP5-8.5,slc,286,2300,True,23.156817681979103,45.968825338450884,65.54629270372611,102.4396806100122
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_MARv3.12_p25,SSP5-8.5,slc,286,2300,True,19.540064507537647,41.09838227784009,60.258157137081895,96.89837731612369
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_MARv3.12_p50,SSP5-8.5,slc,286,2300,True,18.415158806123433,39.66424170900051,58.85423838473001,95.6098907631298
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_MARv3.12_p75,SSP5-8.5,slc,286,2300,True,17.82806884914745,39.087558023623714,58.28308942478503,95.07355412003972
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_MARv3.12_p95,SSP5-8.5,slc,286,2300,True,17.034879004191517,38.36232578907763,57.64873649773526,94.57916380265158
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_RACMO2.3p2_p05,SSP5-8.5,slc,286,2300,True,15.74740186982293,29.631562920529397,41.01347780995637,60.88168839481476
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_RACMO2.3p2_p25,SSP5-8.5,slc,286,2300,True,13.266543674191666,26.696458488111308,38.08452329579141,58.0498860035771
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_RACMO2.3p2_p50,SSP5-8.5,slc,286,2300,True,12.496290726833958,25.642868179081546,36.88302391820626,56.81332086663842
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_RACMO2.3p2_p75,SSP5-8.5,slc,286,2300,True,11.95121607751366,25.055116507994413,36.28151375573729,56.25263107598464
NORCE,CISM16t-MAR39-p50,CESM2-Leo_ssp585-r2300_RACMO2.3p2_p95,SSP5-8.5,slc,286,2300,True,11.135832862376382,24.14862330712202,35.40791067827982,55.52348990806904
NORCE,CISM16t-MAR39-p50,CESM2_ssp126-r2300_RACMO2.3p2_p05,SSP1-2.6,slc,286,2300,True,7.687355377651706,10.566128358103288,12.804808387507016,16.28428158384496
NORCE,CISM16t-MAR39-p50,CESM2_ssp126-r2300_RACMO2.3p2_p25,SSP1-2.6,slc,286,2300,True,5.802016619928452,8.952757785587373,11.347836208598494,15.003227275275588
NORCE,CISM16t-MAR39-p50,CESM2_ssp126-r2300_RACMO2.3p2_p50,SSP1-2.6,slc,286,2300,True,6.970425299428307,9.813176919382105,11.995644291215868,15.387287508658254
NORCE,CISM16t-MAR39-p50,CESM2_ssp126-r2300_RACMO2.3p2_p75,SSP1-2.6,slc,286,2300,True,6.693434628555295,9.446036746945907,11.530170762365355,14.76430959335735
NORCE,CISM16t-MAR39-p50,CESM2_ssp126-r2300_RACMO2.3p2_p95,SSP1-2.6,slc,286,2300,True,6.604857652081364,9.388754849404268,11.461435888107996,14.691246152645121
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_MARv3.12_p05,SSP2-4.5,slc,286,2300,True,8.591358532699278,13.029149764115022,16.41387906010756,21.913154012471736
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_MARv3.12_p25,SSP2-4.5,slc,286,2300,True,7.996188830028839,12.434009471323115,15.822533485788082,21.31895718775505
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_MARv3.12_p50,SSP2-4.5,slc,286,2300,True,7.753658424459164,12.093113823922597,15.432514033518796,20.839003860451744
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_MARv3.12_p75,SSP2-4.5,slc,286,2300,True,7.5802717232013705,11.937446175183108,15.286578533221995,20.70691808420424
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_MARv3.12_p95,SSP2-4.5,slc,286,2300,True,7.081420486446355,11.325652815720932,14.558252340668876,19.804897276033095
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_RACMO2.3p2_p05,SSP2-4.5,slc,286,2300,True,6.812924215980498,10.06575392529463,12.478677018423223,16.206843962379125
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_RACMO2.3p2_p25,SSP2-4.5,slc,286,2300,True,6.326373439299715,9.516567696320255,11.88833033382073,15.551591456172087
