year,ais_obs,ais_sigma,gsic_obs,gsic_sigma,gis_obs,gis_sigma,steric_obs,steric_sigma,total_obs,total_sigma,provenance
1943,-0.5347065582931187,0.18353635552357514,-3.31921268376,0.6042359899415051,-1.775259572809393,0.21756806463878253,-2.8022913455963137,0.462483879513706,-7.195089099762248,1.9594411926099558,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1944,-0.5293381348312047,0.17953331784990323,-3.20311962041,0.5980729517571152,-1.7251830881292172,0.21425823043553158,-2.6818834781646728,0.4443759899592739,-6.940120632661161,1.9476699049548594,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1945,-0.5238840237319615,0.1756800501855981,-3.10310283574,0.5912719311209178,-1.720994169061834,0.2116045356210339,-2.6717501163482664,0.4343690754452281,-7.064113984469863,1.9352968975194556,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1946,-0.5184218540847447,0.17181753364239974,-3.00976177129,0.5864246374878892,-1.70151384527033,0.2091816820181657,-2.6829302310943604,0.4817859277266722,-6.7264434873824115,1.92083962468144,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1947,-0.513063158100858,0.16792477691974253,-2.90582881841,0.5809505994606967,-1.649337751215155,0.20628610592505608,-2.7342485904693605,0.4608317252228678,-6.723254636996462,1.9053341480331525,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1948,-0.5075928822219515,0.16407889224872013,-2.81444850835,0.5764652450733818,-1.5536521738225768,0.20179487232032756,-2.8385199069976803,0.46875386800008806,-6.29570893822944,1.8887741848699566,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1949,-0.502196802204862,0.16022150809961486,-2.75249629888,0.573850344309819,-1.4421209161931818,0.1990324092196062,-2.8981478214263916,0.44159366002218414,-5.795047387289413,1.8745367452144168,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1950,-0.4967158928573277,0.15639853142758026,-2.64135585698,0.5715455484963484,-1.3604312723333192,0.1962368951382993,-2.815257120132446,0.4573299325704437,-5.985805844939225,1.8603745359582187,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1951,-0.4913341179549839,0.15261008810293422,-2.56356235417,0.5729376330299718,-1.291308576410467,0.1920185406740521,-2.7181330204010004,0.46495389926548064,-5.4950770375657925,1.8483586057372046,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1952,-0.48588448912502785,0.14888986982716348,-2.47088924321,0.5790585178829597,-1.244715864008123,0.18932493110795007,-2.6388128757476808,0.462450572376616,-5.224996184831158,1.8352643415106347,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1953,-0.4804598465621616,0.1451205793254361,-2.37081600103,0.564109387862785,-1.1987132852727718,0.18606156905092874,-2.6377714633941642,0.4765401507253279,-5.3352413439159,1.8180403953949824,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1954,-0.4750617638290074,0.14137867790306133,-2.28918491277,0.5601052445189766,-1.16956976110285,0.1832061912661155,-2.6217352390289306,0.46452258510689476,-5.127941677618937,1.8007070131284777,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1955,-0.4696041241347935,0.1377166356499634,-2.24269004735,0.5626100398599364,-1.146664029901678,0.1792881080841118,-2.6249311923980714,0.4417364043042419,-5.472432942739919,1.7814193605871456,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1956,-0.4642372742355016,0.13404051406033593,-2.15210204991,0.5687111290790611,-1.1088739221746269,0.17724579688891928,-2.6001024723052977,0.45086580444247853,-5.659138423447326,1.7687919448723757,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1957,-0.45881587416531106,0.13040521062051225,-2.05362754735,0.5483156601811202,-1.036597234552557,0.17492241227247046,-2.548732614517211,0.2714622056988814,-5.107489815830466,1.7507610644747202,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1958,-0.45335813910366557,0.12677765348525458,-1.97923446569,0.5289454035899666,-0.9685359781438658,0.17276887838655472,-2.0671160221099854,0.24080405833606006,-5.097668094673679,1.7351103300312418,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1959,-0.4479698315322544,0.12324300793973046,-1.9245202628,0.5152918075599953,-0.94980486089533,0.16875897790769323,-2.270864725112914,0.2592858695905288,-4.9727829336889435,1.7191359546325586,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1960,-0.44248334318996924,0.11973479597125201,-1.84986911687,0.4952993671393492,-0.881216985529119,0.16627901811652632,-1.997335672378541,0.2171071373433181,-4.939828278424672,1.7030809532771558,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1961,-0.4371696129501011,0.11626728900527011,-1.77509895238,0.47873567887770924,-0.8129214113408869,0.1646899449872897,-1.8097164630889897,0.2207778809360151,-4.833232625878124,1.6875380195216723,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1962,-0.4316177025497105,0.11285738919773781,-1.6921268073,0.4668312026613778,-0.7267779176885429,0.16303636058229176,-1.6807960987091066,0.21659147600474454,-4.6839244378786695,1.6710483644215546,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1963,-0.4262584820449497,0.10951891819845483,-1.65613056096,0.4483108194927318,-0.7027726953679869,0.15873818881434157,-1.8142593860626226,0.238564626515356,-4.793041086951737,1.6548447163259532,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
