scenario,horizon,arm,n,median_cm,p05_cm,p95_cm,p99_cm,spread_p05_p95_cm,lam_median,lam_p95,lam_max,tcr_median,tcr_p95
ssp585,2300,lam_box,2000,269.8507997819657,167.03665446591023,420.0690369647959,485.4101475418055,253.03238249888565,0.009912201014448077,0.01647052786691208,0.02068725601,-15.591639890227494,-14.882042849726844
ssp585,2100,lam_full,2000,35.31868052123819,15.929182771016851,66.43604730809986,88.08110473832207,50.506864537083004,0.009911920272239833,0.016823177334878103,0.0277139619,-15.591639890227494,-14.882042849726844
ssp585,2150,lam_full,2000,90.03859544018579,52.361865065947164,151.03443641189554,193.38833515257326,98.67257134594837,0.009911920272239833,0.016823177334878103,0.0277139619,-15.591639890227494,-14.882042849726844
ssp585,2300,lam_full,2000,269.8185611320488,162.84228226703829,429.62718046395844,516.5471462116853,266.78489819692015,0.009911920272239833,0.016823177334878103,0.0277139619,-15.591639890227494,-14.882042849726844
ssp585,2100,tcr_full,2000,37.8693882036839,15.966802077872115,68.35268792829724,85.02612803177249,52.385885850425126,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.668271800255223,-14.793814182
ssp585,2150,tcr_full,2000,94.8965826058062,54.00028294592975,149.86130003211957,178.8240113510291,95.86101708618983,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.668271800255223,-14.793814182
ssp585,2300,tcr_full,2000,281.96112355128037,167.91936034014105,420.75332883915195,480.8118662516481,252.8339684990109,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.668271800255223,-14.793814182
ssp585,2100,joint,2000,35.37062302132729,18.43258925775254,61.95848227170512,79.97189095364268,43.52589301395258,0.009911920272239833,0.016823177334878103,0.0277139619,-15.668938813832519,-14.806741811
ssp585,2150,joint,2000,90.00182125319846,56.368793709061656,143.20901043377776,184.3873142624027,86.8402167247161,0.009911920272239833,0.016823177334878103,0.0277139619,-15.668938813832519,-14.806741811
ssp585,2300,joint,2000,269.8676028624344,166.78509941745278,421.94833389527065,506.88066154153853,255.16323447781787,0.009911920272239833,0.016823177334878103,0.0277139619,-15.668938813832519,-14.806741811
ssp585,2100,lam_pmin,2000,12.310012405421313,8.026220012300492,16.731241635474394,18.900577844100404,8.705021623173902,0.001723118592,0.001723118592,0.001723118592,-15.591639890227494,-14.882042849726844
ssp585,2150,lam_pmin,2000,30.95465027040973,21.737155994485597,42.36571339048964,49.89796550504518,20.62855739600404,0.001723118592,0.001723118592,0.001723118592,-15.591639890227494,-14.882042849726844
ssp585,2300,lam_pmin,2000,104.72868683468818,68.50673562983566,161.28664746489284,199.53975973762724,92.77991183505718,0.001723118592,0.001723118592,0.001723118592,-15.591639890227494,-14.882042849726844
ssp585,2100,lam_boxmax,2000,67.55020618550165,32.482328718555245,102.7937344885146,113.49374404647126,70.31140576995935,0.02070457498152365,0.02070457498152365,0.02070457498152365,-15.591639890227494,-14.882042849726844
ssp585,2150,lam_boxmax,2000,169.45757190584015,130.06481755415953,212.6262538500957,234.01771258567348,82.56143629593618,0.02070457498152365,0.02070457498152365,0.02070457498152365,-15.591639890227494,-14.882042849726844
ssp585,2300,lam_boxmax,2000,479.19586597384455,414.0691965201634,569.7418033260076,624.0543992705831,155.67260680584417,0.02070457498152365,0.02070457498152365,0.02070457498152365,-15.591639890227494,-14.882042849726844
ssp585,2100,lam_pmax,2000,93.36749923119646,43.30911685154818,142.57524882316088,157.5944501070556,99.2661319716127,0.02952428907,0.02952428907,0.02952428907,-15.591639890227494,-14.882042849726844
ssp585,2150,lam_pmax,2000,233.7855368531441,178.63927756324847,293.07605612635325,321.3199618190916,114.43677856310478,0.02952428907,0.02952428907,0.02952428907,-15.591639890227494,-14.882042849726844
ssp585,2300,lam_pmax,2000,654.5407924511635,570.2969262823331,766.4599566422932,837.4181404967358,196.1630303599601,0.02952428907,0.02952428907,0.02952428907,-15.591639890227494,-14.882042849726844
