model,component,year,p5,p50,p95
BRICK-AM,gsic,1879,-10.114830904300051,-9.339815490303376,-8.611683681876341
BRICK-AM,gsic,1880,-9.945751603947613,-9.204474812031977,-8.503277480562298
BRICK-AM,gsic,1881,-9.784942044274658,-9.0695822068461,-8.395591535434797
BRICK-AM,gsic,1882,-9.627508665484001,-8.93362170800054,-8.286429749238367
BRICK-AM,gsic,1883,-9.467159999246185,-8.796101092910138,-8.177860431985758
BRICK-AM,gsic,1884,-9.325976624934832,-8.666917186007186,-8.068359329042767
BRICK-AM,gsic,1885,-9.184461786819929,-8.54486338372857,-7.959627304283855
BRICK-AM,gsic,1886,-9.074674512810153,-8.452079881852836,-7.878894390264188
BRICK-AM,gsic,1887,-8.971996857268405,-8.354227624310461,-7.799795336701245
BRICK-AM,gsic,1888,-8.859341194979734,-8.252541131858575,-7.716072672492564
BRICK-AM,gsic,1889,-8.732917649142859,-8.146990219568131,-7.62901445616752
BRICK-AM,gsic,1890,-8.605245808366613,-8.037956032498462,-7.536131351592726
BRICK-AM,gsic,1891,-8.483511504927867,-7.925341339680109,-7.436399759371798
BRICK-AM,gsic,1892,-8.376008548282186,-7.822197857040402,-7.338132553809881
BRICK-AM,gsic,1893,-8.25973779332024,-7.712081802625544,-7.242793793642145
BRICK-AM,gsic,1894,-8.134319610301674,-7.6103029469927845,-7.157136500726828
BRICK-AM,gsic,1895,-8.014884542998058,-7.50651582737398,-7.066539654438247
BRICK-AM,gsic,1896,-7.896721569110899,-7.4023156976131546,-6.973474781722321
BRICK-AM,gsic,1897,-7.779167586608809,-7.298331190772818,-6.875676186084246
BRICK-AM,gsic,1898,-7.655892297636751,-7.189889240806548,-6.777512290890586
BRICK-AM,gsic,1899,-7.547749201601755,-7.091379841342432,-6.682233633717947
BRICK-AM,gsic,1900,-7.437868304145457,-6.990771557738936,-6.584722590977815
BRICK-AM,gsic,1901,-7.328066786984881,-6.890035483927928,-6.490494502930621
BRICK-AM,gsic,1902,-7.220969359660023,-6.789233567440436,-6.404574053636807
BRICK-AM,gsic,1903,-7.117172317849272,-6.693366658245335,-6.316554242505234
BRICK-AM,gsic,1904,-7.01904563937516,-6.601999238125142,-6.2348361232940315
BRICK-AM,gsic,1905,-6.931148422595054,-6.519480742809612,-6.1614241608213565
BRICK-AM,gsic,1906,-6.844061779750202,-6.442889045305114,-6.090823464248235
BRICK-AM,gsic,1907,-6.752142814495132,-6.361214931848284,-6.015628146328442
BRICK-AM,gsic,1908,-6.6558352633303475,-6.276197133514316,-5.934217436020235
BRICK-AM,gsic,1909,-6.562863821427825,-6.192940409901864,-5.854045805078432
BRICK-AM,gsic,1910,-6.469782044103965,-6.111522945881996,-5.773951993199444
BRICK-AM,gsic,1911,-6.376253558557474,-6.027388827483353,-5.696894668969913
BRICK-AM,gsic,1912,-6.28382267555301,-5.945308870249429,-5.62128901636602
BRICK-AM,gsic,1913,-6.192020436478412,-5.862630954945496,-5.538975970389089
BRICK-AM,gsic,1914,-6.1118168584651436,-5.7895557237186805,-5.470204321229911
BRICK-AM,gsic,1915,-6.036467358287876,-5.717798335149883,-5.405447994617733
BRICK-AM,gsic,1916,-5.960043508397281,-5.6447443700100015,-5.339196144313983
BRICK-AM,gsic,1917,-5.877245759994925,-5.568941866533729,-5.271175364071274
BRICK-AM,gsic,1918,-5.7918208680120316,-5.490765241457869,-5.196723737580354
BRICK-AM,gsic,1919,-5.705250589355193,-5.4114733720366,-5.119876096069889
BRICK-AM,gsic,1920,-5.6186219127180665,-5.331663351533559,-5.042177114698058
BRICK-AM,gsic,1921,-5.535054960084038,-5.248085875986018,-4.9646209673679875
BRICK-AM,gsic,1922,-5.453948369669365,-5.166145121694862,-4.88803762765317
BRICK-AM,gsic,1923,-5.374607311858785,-5.0861308221600945,-4.811874411693855
BRICK-AM,gsic,1924,-5.294482193386469,-5.007507340638097,-4.739306020847182
BRICK-AM,gsic,1925,-5.212020894498286,-4.932231268743733,-4.669471593652356
BRICK-AM,gsic,1926,-5.129532841368121,-4.856700034092635,-4.5965161074034615
BRICK-AM,gsic,1927,-5.046954777267813,-4.780213268630325,-4.522446348017646
BRICK-AM,gsic,1928,-4.969356726205869,-4.7036415367266375,-4.4506086891466605
BRICK-AM,gsic,1929,-4.8865123167964635,-4.625891388756448,-4.378640208515025
BRICK-AM,gsic,1930,-4.806807988937128,-4.549873764130179,-4.307125735377308
BRICK-AM,gsic,1931,-4.73027577643737,-4.476061804603089,-4.238925573593633
BRICK-AM,gsic,1932,-4.654179910793816,-4.402782128812849,-4.172434590575193
BRICK-AM,gsic,1933,-4.577206919607771,-4.329662007813806,-4.101127628043703
BRICK-AM,gsic,1934,-4.501396275793902,-4.2562993392643085,-4.032939120924046
BRICK-AM,gsic,1935,-4.425666274702993,-4.183075293614123,-3.9651487173590545
BRICK-AM,gsic,1936,-4.349449986728118,-4.110665297372686,-3.896823662615281
BRICK-AM,gsic,1937,-4.273020749033089,-4.037156641509125,-3.8267178352061397
BRICK-AM,gsic,1938,-4.191989911813066,-3.963461204346401,-3.7549475582367977
BRICK-AM,gsic,1939,-4.116958322575606,-3.890251438267555,-3.6844884353537117
BRICK-AM,gsic,1940,-4.041150452832999,-3.817341390850629,-3.6129541512022394
BRICK-AM,gsic,1941,-3.965754377750092,-3.743889604574938,-3.542105191994152
BRICK-AM,gsic,1942,-3.8925087508226057,-3.6715518189607206,-3.4722538024233556
BRICK-AM,gsic,1943,-3.818495739325216,-3.6005545481806784,-3.4046006425747555
BRICK-AM,gsic,1944,-3.7459127517651942,-3.533037584686398,-3.338875197569712
BRICK-AM,gsic,1945,-3.6743003191323744,-3.465462917692557,-3.2748174201780618
BRICK-AM,gsic,1946,-3.6032532770360852,-3.397888031512008,-3.2096374457531573
BRICK-AM,gsic,1947,-3.53132225578302,-3.3293756486161765,-3.1432401368198306
BRICK-AM,gsic,1948,-3.459188036331617,-3.2606007150123526,-3.0778222542737494
BRICK-AM,gsic,1949,-3.3856615044311615,-3.1900992454889536,-3.0131900629122574
BRICK-AM,gsic,1950,-3.311685738929485,-3.1202107184404237,-2.9486253985245594
BRICK-AM,gsic,1951,-3.239189985075973,-3.0513706092560673,-2.8824433716641176
BRICK-AM,gsic,1952,-3.168652619496128,-2.983938995321311,-2.8169660805308165
BRICK-AM,gsic,1953,-3.096998692073745,-2.916487014758866,-2.7530817768259506
BRICK-AM,gsic,1954,-3.0277794936415106,-2.8500337778411957,-2.690712059250997
BRICK-AM,gsic,1955,-2.9574415072394737,-2.7849096849805868,-2.628429030230926
BRICK-AM,gsic,1956,-2.888924398055768,-2.720197623590379,-2.5656191909877872
BRICK-AM,gsic,1957,-2.821931620038388,-2.6563150758908174,-2.5032922823315915
BRICK-AM,gsic,1958,-2.7543468803493845,-2.592797814866687,-2.4416704016836275
BRICK-AM,gsic,1959,-2.6851022477053132,-2.52778902385427,-2.3801063935042563
BRICK-AM,gsic,1960,-2.614922328672749,-2.462125207024788,-2.319125119033958
BRICK-AM,gsic,1961,-2.544318498401007,-2.3959545604821955,-2.2584566872219285
BRICK-AM,gsic,1962,-2.4745542259490154,-2.330949632476716,-2.1971128823875627
BRICK-AM,gsic,1963,-2.4064481640294413,-2.266725320106948,-2.137190829370323
BRICK-AM,gsic,1964,-2.3414389915342366,-2.205232027489428,-2.0810382373579066
BRICK-AM,gsic,1965,-2.2881793469835983,-2.1554817897247256,-2.032023156725395
BRICK-AM,gsic,1966,-2.2398279682225297,-2.1082247487985333,-1.9881488162401084
BRICK-AM,gsic,1967,-2.1905974230192973,-2.0615557807392886,-1.9419636209681368
BRICK-AM,gsic,1968,-2.1359727754241935,-2.008054251252231,-1.8924741521896906
BRICK-AM,gsic,1969,-2.0788594929641184,-1.9548749107458905,-1.8414457438747431
BRICK-AM,gsic,1970,-2.0205065545145247,-1.8993426623636216,-1.7883388102743434
BRICK-AM,gsic,1971,-1.9603844435756117,-1.8425216517444936,-1.7332106493443613
BRICK-AM,gsic,1972,-1.9016188245111294,-1.7848451605526332,-1.6773692645958722
BRICK-AM,gsic,1973,-1.8438720675034683,-1.7280299860731327,-1.6231858526065912
BRICK-AM,gsic,1974,-1.7857240499579174,-1.6717296492957328,-1.5686196049697423
BRICK-AM,gsic,1975,-1.7229001574525187,-1.6139604642309964,-1.514224841835419
BRICK-AM,gsic,1976,-1.661890187031615,-1.5562282788162456,-1.4600367381831798
BRICK-AM,gsic,1977,-1.6020940959555316,-1.4986759268566852,-1.4073421292002455
BRICK-AM,gsic,1978,-1.5432146310433195,-1.441469566363133,-1.354072540449494
BRICK-AM,gsic,1979,-1.4791269124547453,-1.3822758770315708,-1.2978529436176083
BRICK-AM,gsic,1980,-1.4144740940215264,-1.3209650582012573,-1.2394486788870551
BRICK-AM,gsic,1981,-1.3466962709677441,-1.2571164810845028,-1.178492541005116
BRICK-AM,gsic,1982,-1.2777238958383825,-1.1921736942653753,-1.116954929140978
BRICK-AM,gsic,1983,-1.2077416925279174,-1.1266847530877762,-1.0548961774510826
BRICK-AM,gsic,1984,-1.1413859839455576,-1.0635626919060108,-0.995883481380828
BRICK-AM,gsic,1985,-1.0804962655821442,-1.0044263431644387,-0.9417730534906005
BRICK-AM,gsic,1986,-1.018671569803954,-0.944977846872276,-0.8861732346367351
BRICK-AM,gsic,1987,-0.9523753922376585,-0.8829365397766091,-0.8269823576607097
BRICK-AM,gsic,1988,-0.8832760876376362,-0.8192846464482919,-0.7669251860504325
BRICK-AM,gsic,1989,-0.8132513340532659,-0.7536988213075446,-0.7057982418133464
BRICK-AM,gsic,1990,-0.7402792957663573,-0.6858936359842644,-0.6420757251558991
BRICK-AM,gsic,1991,-0.664505883126019,-0.6149697078123832,-0.5749232920550492
BRICK-AM,gsic,1992,-0.5851818563162373,-0.5422602904224778,-0.5069557995230464
BRICK-AM,gsic,1993,-0.5118169823546045,-0.4745080359241811,-0.4432489586007936
BRICK-AM,gsic,1994,-0.45207769051204955,-0.4174864189101113,-0.3899929805960084
BRICK-AM,gsic,1995,-0.39191942883776554,-0.359266913049364,-0.3343957061671728
BRICK-AM,gsic,1996,-0.32539214125437044,-0.29587398375189977,-0.2745760598853185
BRICK-AM,gsic,1997,-0.25151641153394966,-0.2275917220272392,-0.21066191308187293
BRICK-AM,gsic,1998,-0.17354156356761088,-0.15627631878627923,-0.14399840495405422
BRICK-AM,gsic,1999,-0.09378817249454477,-0.08332290549039989,-0.07595161960724592
BRICK-AM,gsic,2000,-0.012514547423844212,-0.009113025578621148,-0.006519477609148971
BRICK-AM,gsic,2001,0.06269559309076041,0.06693267365682143,0.07221196147152753
BRICK-AM,gsic,2002,0.1353893652080222,0.14553660448086436,0.15944952298517395
BRICK-AM,gsic,2003,0.20913076038208622,0.2258514611690856,0.24953740955645623
BRICK-AM,gsic,2004,0.28320539809718176,0.3062891752306873,0.33944320456313415
BRICK-AM,gsic,2005,0.3568819800784446,0.38655469267358544,0.42892125852079344
BRICK-AM,gsic,2006,0.43013152303097824,0.4660515711567701,0.5178488129045268
BRICK-AM,gsic,2007,0.5028255864186284,0.545152553938987,0.6064272214673468
BRICK-AM,gsic,2008,0.5751203407042383,0.624143443372768,0.6948370602004423
BRICK-AM,gsic,2009,0.6469691372341735,0.7023064293857706,0.782776375870418
BRICK-AM,gsic,2010,0.7191860104387526,0.781119835671789,0.8711600971025768
BRICK-AM,gsic,2011,0.7916526714583663,0.8603218793422629,0.959384525189503
BRICK-AM,gsic,2012,0.8644513282340874,0.9403463704572648,1.04825823063327
BRICK-AM,gsic,2013,0.9378579415530229,1.0206586706261165,1.1377699169717121
BRICK-AM,gsic,2014,1.011696128987016,1.1018939818341469,1.228589427583245
BRICK-AM,gsic,2015,1.086499275418673,1.1837017516606636,1.3216446134608453
BRICK-AM,gsic,2016,1.1621992909869268,1.2667823771764377,1.4158947907998243
BRICK-AM,gsic,2017,1.2370049754979937,1.3501034758026673,1.5101730504003545
BRICK-AM,gsic,2018,1.3120226462541742,1.4329436933921942,1.6047300561215683
BRICK-AM,gsic,2019,1.3881805825666593,1.516396437240017,1.7004002192516041
BRICK-AM,gsic,2020,1.4644115848976382,1.5995429038790396,1.7941195215449355
BRICK-AM,gsic,2021,1.5400675100733505,1.6813353093548864,1.8876848482150457
BRICK-AM,gsic,2022,1.615609275854926,1.7637362031351387,1.9816382841063123
BRICK-AM,gsic,2023,1.6914742243275045,1.8478515414144523,2.0790520548499427
BRICK-AM,gsic,2024,1.7675348754922937,1.9322473009405998,2.1771348666540056
BRICK-AM,gsic,2025,1.8438638302248798,2.0169132647589096,2.2741628200766217
BRICK-AM,te,1850,-4.824603991646873,-4.49174451020411,-4.169296025372266
BRICK-AM,te,1851,-4.78289194150714,-4.452910261310545,-4.133249567433165
BRICK-AM,te,1852,-4.741692773701368,-4.414553509930132,-4.097646328933457
BRICK-AM,te,1853,-4.701790340526542,-4.377404028756728,-4.063163694436093
BRICK-AM,te,1854,-4.664094314240115,-4.342308729863447,-4.030587778808522
BRICK-AM,te,1855,-4.629201837293284,-4.309823557599628,-4.000434616869907
BRICK-AM,te,1856,-4.6584968013499,-4.337097401049941,-4.0257505552176225
BRICK-AM,te,1857,-4.661396710474999,-4.3397972394025395,-4.028256580501801
BRICK-AM,te,1858,-4.634655563157101,-4.314901019553267,-4.005147583489936
BRICK-AM,te,1859,-4.597969658326627,-4.280746151732105,-3.97344458828832
BRICK-AM,te,1860,-4.55683870869515,-4.242452912012007,-3.9379003021427175
BRICK-AM,te,1861,-4.515506150834016,-4.203971973434069,-3.902181791461374
BRICK-AM,te,1862,-4.494044633443835,-4.183991130843694,-3.8836353119351252
BRICK-AM,te,1863,-4.476404867555906,-4.167568369156812,-3.868391489658235
BRICK-AM,te,1864,-4.578859217413696,-4.262954179954346,-3.9569298472900227
BRICK-AM,te,1865,-4.622965399454787,-4.304017384601224,-3.995045251123509
BRICK-AM,te,1866,-4.607662637258081,-4.2897703918517625,-3.981821006042584
BRICK-AM,te,1867,-4.572668768654841,-4.257190823153161,-3.951580224098098
BRICK-AM,te,1868,-4.535136819031096,-4.222248280931748,-3.91914609921206
BRICK-AM,te,1869,-4.496587591177553,-4.186358644625111,-3.885832869204123
BRICK-AM,te,1870,-4.456115248042131,-4.1486785727667,-3.850857733490565
BRICK-AM,te,1871,-4.417926407483927,-4.113124459885029,-3.8178559407157455
BRICK-AM,te,1872,-4.378124872871203,-4.076068916071707,-3.783460500105107
BRICK-AM,te,1873,-4.340623084247394,-4.041154453980005,-3.7510524395628724
BRICK-AM,te,1874,-4.322707406282354,-4.024474815965075,-3.735570181317259
BRICK-AM,te,1875,-4.288719781540013,-3.9928320682669005,-3.7061989688829478
BRICK-AM,te,1876,-4.254474998159883,-3.960949903841147,-3.676605526709516
BRICK-AM,te,1877,-4.227010380089337,-3.9353801269938016,-3.652871325279067
BRICK-AM,te,1878,-4.197641107458122,-3.9080371016722735,-3.627491171413299
BRICK-AM,te,1879,-4.167752523224671,-3.880210593137932,-3.601662242103393
BRICK-AM,te,1880,-4.137159830563901,-3.851728554083682,-3.5752248407877993
BRICK-AM,te,1881,-4.113721001709906,-3.8299068188671086,-3.554969620639259
BRICK-AM,te,1882,-4.086843224187127,-3.8048833952154557,-3.5317425513936613
BRICK-AM,te,1883,-4.051972172859607,-3.7724181703728323,-3.5016079049123956
BRICK-AM,te,1884,-4.096081080954314,-3.8134839129972073,-3.539725664529802
BRICK-AM,te,1885,-4.36946139684157,-4.068003151303704,-3.775973751713156
BRICK-AM,te,1886,-4.458841269583982,-4.151216520402715,-3.8532134896933954
BRICK-AM,te,1887,-4.4578451391916945,-4.150289115121629,-3.85235265997711
BRICK-AM,te,1888,-4.441364473745988,-4.134945485122476,-3.8381105018523733
BRICK-AM,te,1889,-4.402813384134575,-4.099054115504523,-3.8047956629621926
BRICK-AM,te,1890,-4.359536852718543,-4.058763322157506,-3.767397221403642
BRICK-AM,te,1891,-4.345390217395867,-4.045592692680247,-3.755172070795355
BRICK-AM,te,1892,-4.347936181319879,-4.047963005248626,-3.757372225935031
BRICK-AM,te,1893,-4.340060890119129,-4.04063104679598,-3.7505666061662826
BRICK-AM,te,1894,-4.301723272048511,-4.004938420872454,-3.7174362437736774
BRICK-AM,te,1895,-4.254813625642715,-3.96126516870841,-3.676898159684306
BRICK-AM,te,1896,-4.210280619758079,-3.919804587684241,-3.6384139058980556
BRICK-AM,te,1897,-4.169184542220505,-3.881543814159633,-3.6028997552999016
BRICK-AM,te,1898,-4.132734634956475,-3.847608661941105,-3.5714007029954593
BRICK-AM,te,1899,-4.098962512881817,-3.81616654893257,-3.542215722305222
BRICK-AM,te,1900,-4.068154614044166,-3.787484151223964,-3.5155923454651163
BRICK-AM,te,1901,-4.037544811519877,-3.758986182751329,-3.489140158254953
BRICK-AM,te,1902,-4.00684625755348,-3.730405585983489,-3.4626112743800532
BRICK-AM,te,1903,-4.012212496213705,-3.73540159665799,-3.4672486368570588
BRICK-AM,te,1904,-4.120505143758694,-3.8362229088211963,-3.5608322979757916
BRICK-AM,te,1905,-4.144345991543851,-3.8584189268452636,-3.5814349323234493
BRICK-AM,te,1906,-4.11675388830936,-3.8327304603010495,-3.5575905615634054
BRICK-AM,te,1907,-4.073357857093141,-3.7923284116940366,-3.520088851416838
BRICK-AM,te,1908,-4.0631000934322135,-3.78277835252012,-3.5112243615364744
BRICK-AM,te,1909,-4.03186172143767,-3.7536951808946055,-3.484228981102878
BRICK-AM,te,1910,-3.9944193303786224,-3.718836018405918,-3.451872250375714
BRICK-AM,te,1911,-3.961848385938487,-3.688512211284247,-3.4237252958418303
BRICK-AM,te,1912,-3.9306490213906393,-3.65946535590041,-3.3967636246189286
BRICK-AM,te,1913,-3.988486484996342,-3.713312492387641,-3.4467452412544857
BRICK-AM,te,1914,-4.027203467500732,-3.749358309602247,-3.480203440424705
BRICK-AM,te,1915,-4.011608247308474,-3.7348390361436836,-3.46672646082701
BRICK-AM,te,1916,-3.9645838854843136,-3.6910589830169966,-3.4260892426867047
BRICK-AM,te,1917,-3.9161915784017807,-3.6460053620254254,-3.384269882190564
BRICK-AM,te,1918,-3.869439788440676,-3.602479075461059,-3.343868213493744
BRICK-AM,te,1919,-3.8234428734860084,-3.559655583503654,-3.304118887946629
BRICK-AM,te,1920,-3.777000165266342,-3.5164170544874134,-3.2639843195710636
BRICK-AM,te,1921,-3.7390911057084013,-3.4811234199318735,-3.231224306186717
BRICK-AM,te,1922,-3.696354049405614,-3.441334882186043,-3.194292064848813
BRICK-AM,te,1923,-3.678351306886031,-3.4245741863815873,-3.1787345677023824
BRICK-AM,te,1924,-3.65467548773703,-3.402531811324228,-3.1582745467667226
BRICK-AM,te,1925,-3.6153981531105948,-3.3659643018479697,-3.124332106013297
BRICK-AM,te,1926,-3.5740536208587828,-3.3274722150175147,-3.0886032473781015
BRICK-AM,te,1927,-3.5293496051977455,-3.285852422537718,-3.049971211435578
BRICK-AM,te,1928,-3.4855487737276643,-3.245073501689759,-3.0121196835438826
BRICK-AM,te,1929,-3.449074495071293,-3.211115659512025,-2.980599570122424
BRICK-AM,te,1930,-3.444882587821019,-3.207212960676783,-2.9769770339997588
BRICK-AM,te,1931,-3.3997955839353113,-3.1652366031278913,-2.938014029694724
BRICK-AM,te,1932,-3.35072976258206,-3.119555935018405,-2.895612635859308
BRICK-AM,te,1933,-3.3297656280323777,-3.1000381597900653,-2.877495981517379
BRICK-AM,te,1934,-3.2860163344182007,-3.059307221093953,-2.839688991286836
BRICK-AM,te,1935,-3.2421140237273254,-3.018433822288075,-2.801749767718427
BRICK-AM,te,1936,-3.197612765068104,-2.977002798182095,-2.7632929490503693
BRICK-AM,te,1937,-3.1503292593138474,-2.932981480004975,-2.7224317855334865
BRICK-AM,te,1938,-3.1030703255042686,-2.888983038502875,-2.6815918564456798
BRICK-AM,te,1939,-3.053868402768173,-2.843175658928515,-2.639072847370646
BRICK-AM,te,1940,-3.0101598400645524,-2.8024826410325767,-2.601301055722989
BRICK-AM,te,1941,-2.971843504735866,-2.766809829510274,-2.568189085316856
BRICK-AM,te,1942,-2.9356246269985595,-2.733089767610071,-2.5368896826601732
BRICK-AM,te,1943,-2.902068511000831,-2.7018487579691692,-2.507891368747054
BRICK-AM,te,1944,-2.869382855611886,-2.671418154046048,-2.47964528402471
BRICK-AM,te,1945,-2.832573286150319,-2.637148153474347,-2.447835421097621
BRICK-AM,te,1946,-2.7810785294245437,-2.5892061273043723,-2.403335005122339
BRICK-AM,te,1947,-2.724565736202433,-2.53659226943102,-2.354498133832682
BRICK-AM,te,1948,-2.6662092980038468,-2.4822619634893526,-2.304068032987618
BRICK-AM,te,1949,-2.608572057170013,-2.428601235987796,-2.2542594436115815
BRICK-AM,te,1950,-2.5506413089622204,-2.374667250797532,-2.2041972128735208
BRICK-AM,te,1951,-2.502447756795596,-2.329798672206116,-2.1625496111543407
BRICK-AM,te,1952,-2.4572366192817356,-2.2877067452667097,-2.1234793338288944
BRICK-AM,te,1953,-2.4133380592975024,-2.2468368383984076,-2.085543351522634
BRICK-AM,te,1954,-2.3697394948884183,-2.206246229785485,-2.047866617511418
BRICK-AM,te,1955,-2.324927707325052,-2.164526100811444,-2.009141447922112
BRICK-AM,te,1956,-2.278229709166695,-2.1210498948412777,-1.9687862646880945
BRICK-AM,te,1957,-2.2255620546947172,-2.0720158915843436,-1.9232722612930222
BRICK-AM,te,1958,-2.1672505753887097,-2.0177274427275833,-1.8728810127418376
BRICK-AM,te,1959,-2.1048841618773206,-1.9596638180247241,-1.8189855965750488
BRICK-AM,te,1960,-2.0491617008835337,-1.9077857657126074,-1.7708317096347752
BRICK-AM,te,1961,-1.997404602127168,-1.8595994970353225,-1.7261045845684846
BRICK-AM,te,1962,-1.9543700851431824,-1.819534021040448,-1.6889152855242948
BRICK-AM,te,1963,-1.9406785657446977,-1.8067871080915356,-1.677083434141623
BRICK-AM,te,1964,-2.0633585356896975,-1.9210031313063982,-1.7831002413179318
BRICK-AM,te,1965,-2.131107562493744,-1.984078011596184,-1.8416471704889068
BRICK-AM,te,1966,-2.1430859818817054,-1.9952300148735413,-1.8519986058462823
BRICK-AM,te,1967,-2.0812351635624498,-1.9376464133762676,-1.7985487534996507
BRICK-AM,te,1968,-2.0586127073446585,-1.9165847275468137,-1.7789990211368918
BRICK-AM,te,1969,-2.0155773857184287,-1.8765185024236402,-1.741809026742013
BRICK-AM,te,1970,-1.958784022346634,-1.8236434315197982,-1.6927296940996837
BRICK-AM,te,1971,-1.9078133623390234,-1.7761893435434475,-1.6486821887400176
BRICK-AM,te,1972,-1.878006400647071,-1.7484388262414066,-1.6229237954862201
BRICK-AM,te,1973,-1.8327258127311004,-1.7062822404278322,-1.5837935009477597
BRICK-AM,te,1974,-1.76781003784145,-1.6458451400997902,-1.5276949936505848
BRICK-AM,te,1975,-1.7206482585225986,-1.601937150197681,-1.4869390229213788
BRICK-AM,te,1976,-1.7049638266844322,-1.5873348199905322,-1.4733849489629132
BRICK-AM,te,1977,-1.6503609275070126,-1.5364990885924648,-1.4261985579330227
BRICK-AM,te,1978,-1.5753571223823883,-1.466669952253764,-1.3613822399232316
BRICK-AM,te,1979,-1.4896274155315707,-1.3868549164963686,-1.2872968794152424
BRICK-AM,te,1980,-1.4038045637902898,-1.3069531621085706,-1.2131310255398668
BRICK-AM,te,1981,-1.3245022565782054,-1.2331220862973493,-1.144600054949401
BRICK-AM,te,1982,-1.2430918404942672,-1.1573283444375873,-1.0742473120527134
BRICK-AM,te,1983,-1.2227957045951259,-1.1384324812411124,-1.0567079245959992
BRICK-AM,te,1984,-1.2566730293107906,-1.169972538741261,-1.085983818644881
BRICK-AM,te,1985,-1.2190569392084372,-1.1349516610681665,-1.0534769817676326
BRICK-AM,te,1986,-1.141988364489504,-1.063200207891414,-0.9868763441167336
BRICK-AM,te,1987,-1.063522130398065,-0.9901475227742874,-0.9190678859531664
BRICK-AM,te,1988,-0.9736174245445693,-0.9064455298940162,-0.8413746009858977
BRICK-AM,te,1989,-0.8682473020162808,-0.8083451116575305,-0.7503165092107378
BRICK-AM,te,1990,-0.7473005707984626,-0.6957427474188598,-0.645797521409609
BRICK-AM,te,1991,-0.6325505194827515,-0.5889095412250713,-0.5466335415907083
BRICK-AM,te,1992,-0.6355434920279309,-0.5916960223585025,-0.5492199898377085
BRICK-AM,te,1993,-0.7956523070069721,-0.7407585966055357,-0.6875818216222308
BRICK-AM,te,1994,-0.7946599610619085,-0.7398347146747738,-0.6867242623258178
BRICK-AM,te,1995,-0.6946530576241285,-0.6467274958694798,-0.6003009235948402
BRICK-AM,te,1996,-0.5652824804994725,-0.5262824644041608,-0.4885022694587053
BRICK-AM,te,1997,-0.4270552970911772,-0.39759186237544397,-0.36904996883871477
BRICK-AM,te,1998,-0.3037825129324999,-0.28282392443463356,-0.26252086719240414
BRICK-AM,te,1999,-0.1717579893530977,-0.1599080478099767,-0.14842874225027508
BRICK-AM,te,2000,-0.015152292288616942,-0.014106904073834525,-0.013094212939255723
BRICK-AM,te,2001,0.12702654024479818,0.1368506244993356,0.14699190208146062
BRICK-AM,te,2002,0.26148904890335817,0.2817123065242845,0.3025885188851377
BRICK-AM,te,2003,0.3859253062776733,0.41577231870140474,0.44658301109203563
BRICK-AM,te,2004,0.4971005211213347,0.5355456948075527,0.5752321600233675
BRICK-AM,te,2005,0.6103555677270315,0.6575597544349513,0.7062880377069892
BRICK-AM,te,2006,0.7154567710176981,0.7707893620290885,0.8279084939752068
BRICK-AM,te,2007,0.8176960807260056,0.880935740533921,0.9462172393173846
BRICK-AM,te,2008,0.9239450420051761,0.9954018723788028,1.0691658521230796
BRICK-AM,te,2009,1.0380405051856414,1.1183213454172498,1.2011942386275192
BRICK-AM,te,2010,1.1554630892849582,1.2448252550203085,1.3370726853742863
BRICK-AM,te,2011,1.279726416370026,1.3786989626815953,1.480867067020864
BRICK-AM,te,2012,1.406706114079152,1.5154991218982627,1.6278047641038773
BRICK-AM,te,2013,1.538021997832377,1.6569708227229802,1.7797601860904653
BRICK-AM,te,2014,1.6816609721764482,1.8117186675713737,1.94597557707235
BRICK-AM,te,2015,1.8218235651153512,1.9627212717371645,2.10816818734934
BRICK-AM,te,2016,1.9549926865727663,2.106189537505518,2.262268129171098
BRICK-AM,te,2017,2.098826920668095,2.261147743266266,2.428709469802418
BRICK-AM,te,2018,2.2461074400369214,2.4198187659782766,2.599138764655671
BRICK-AM,te,2019,2.392294885318309,2.5773121775296453,2.768303181799755
BRICK-AM,te,2020,2.5255949544152103,2.7209215182749746,2.92255465292054
BRICK-AM,te,2021,2.673008195249033,2.8797355269750637,3.0931375296988706
BRICK-AM,te,2022,2.833778792937076,3.052939934906982,3.2791772022538868
BRICK-AM,te,2023,2.985512858561646,3.216408935940377,3.4547600282816315
BRICK-AM,te,2024,3.1405482360142427,3.3834345684026212,3.634163048924066
BRICK-AM,te,2025,3.2970099424057753,3.5519968404179756,3.8152165813676078
BRICK-AM,total,1850,-26.99074047823899,-24.69585668794951,-22.833587254813935
BRICK-AM,total,1851,-27.595783670129084,-25.38583717328457,-23.57485471469868
BRICK-AM,total,1852,-27.23290526838009,-25.109241398678236,-23.344045867002084
BRICK-AM,total,1853,-26.868309945316255,-24.833794903791006,-23.104669800780627
BRICK-AM,total,1854,-26.51225518100683,-24.55613570457374,-22.88089803632584
BRICK-AM,total,1855,-26.161972797681024,-24.269965942954823,-22.65060169662681
BRICK-AM,total,1856,-25.869016279271428,-24.05904351042004,-22.49263464893614
BRICK-AM,total,1857,-25.561230689674105,-23.845485600712568,-22.303785939010538
BRICK-AM,total,1858,-25.25315061890301,-23.61012218306786,-22.088901953223864
BRICK-AM,total,1859,-24.938489789817353,-23.355446963320823,-21.870152998151518
