model,component,year,p5,p50,p95
BRICK2.0,gis,1991,-0.5468194021687103,-0.47371790744837083,-0.4146166911822193
BRICK2.0,gis,1992,-0.4859194352629939,-0.4209054295686925,-0.3684635989371523
BRICK2.0,gis,1993,-0.42610994940513686,-0.36920622310208495,-0.322536183442731
BRICK2.0,gis,1994,-0.37026025019327596,-0.32006204107600666,-0.2773592069294124
BRICK2.0,gis,1995,-0.3135848431696071,-0.26954300829910727,-0.2320907151178861
BRICK2.0,gis,1996,-0.25531298639264444,-0.21805344161606532,-0.1864673658519096
BRICK2.0,gis,1997,-0.19426609346591156,-0.16496010667836325,-0.14075110076598482
BRICK2.0,gis,1998,-0.13198039699156128,-0.11141311952898603,-0.09461861176265095
BRICK2.0,gis,1999,-0.0698621747950777,-0.05745352775515844,-0.047693668762065974
BRICK2.0,gis,2000,-0.006930843983679403,-0.0031255626851773854,-0.0005527378820290083
BRICK2.0,gis,2001,0.04559230354608519,0.05182416499388287,0.059553003964297704
BRICK2.0,gis,2002,0.0929196101191514,0.10799783195287338,0.12586910836899046
BRICK2.0,gis,2003,0.14026040191173417,0.16456685742307497,0.19360225055883426
BRICK2.0,gis,2004,0.18892430362911897,0.22132512098221913,0.26082569797125016
BRICK2.0,gis,2005,0.2365110553644837,0.2781159482157567,0.32922437762906226
BRICK2.0,gis,2006,0.2838230025240866,0.3351383853968608,0.3983407684654626
BRICK2.0,gis,2007,0.33124871011074497,0.3924556016837495,0.4680991646486834
BRICK2.0,gis,2008,0.37867970902196924,0.44972975479111454,0.5375754949584978
BRICK2.0,gis,2009,0.42611066869275144,0.5070340329925842,0.6078560793036214
BRICK2.0,gis,2010,0.47359574087036316,0.5649712506583247,0.679136389104205
BRICK2.0,gis,2011,0.5211317739018194,0.6233592428349857,0.751041935244406
BRICK2.0,gis,2012,0.5689830741415816,0.6815538879515888,0.8230075155569185
BRICK2.0,gis,2013,0.6172933450730458,0.7411479501451872,0.8967512267594991
BRICK2.0,gis,2014,0.6657767643855054,0.800789148193775,0.971513513765906
BRICK2.0,gis,2015,0.714046439117936,0.8605102288176512,1.0476982155272143
BRICK2.0,gis,2016,0.762804427813816,0.9206080500642062,1.1251491838057175
BRICK2.0,gis,2017,0.8116597596909627,0.9801561593632067,1.2032233796305352
BRICK2.0,gis,2018,0.8610792862181659,1.0408793443401985,1.282182757844789
BRICK2.0,gis,2019,0.9130768396730248,1.1027569877781715,1.362493209175481
BRICK2.0,gis,2020,0.9626330529177256,1.1652033701364548,1.4436306391299576
BRICK2.0,gis,2021,1.0113738908273033,1.2267188941776799,1.52541877912285
BRICK2.0,gis,2022,1.0608559554877668,1.2891571896388787,1.6074905912370174
BRICK2.0,gis,2023,1.110884943439283,1.351423578504991,1.6915959589581273
BRICK2.0,gis,2024,1.1593560262790013,1.4162414272255117,1.776781143787067
BRICK2.0,gis,2025,1.2091181400624933,1.4798781624736668,1.8613419994721492
BRICK2.0,gsic,1850,-4.627878871927801,-3.929037663560749,-3.3797379172169553
BRICK2.0,gsic,1851,-4.6122873534210616,-3.916122195489088,-3.368606640155102
BRICK2.0,gsic,1852,-4.595468829625115,-3.9021881411654564,-3.3565976467847727
BRICK2.0,gsic,1853,-4.577422803903619,-3.8872345854127186,-3.3437101849353086
BRICK2.0,gsic,1854,-4.559062754387802,-3.872018062416315,-3.3305962897791117
BRICK2.0,gsic,1855,-4.540069281278356,-3.8562736642534508,-3.3170276725080168
BRICK2.0,gsic,1856,-4.521949004120631,-3.8412502226071443,-3.3040805881142443
BRICK2.0,gsic,1857,-4.507195403164738,-3.829015847463023,-3.29353726112188
BRICK2.0,gsic,1858,-4.493756511965336,-3.817874068383801,-3.2839356303177984
BRICK2.0,gsic,1859,-4.479330919524245,-3.805913198601136,-3.2736282503806917
BRICK2.0,gsic,1860,-4.463007833296658,-3.7923770335917526,-3.2619634888821283
BRICK2.0,gsic,1861,-4.445557723576674,-3.7779038429601357,-3.2494914197058424
BRICK2.0,gsic,1862,-4.4269101309359,-3.762434683331959,-3.236161284890161
BRICK2.0,gsic,1863,-4.408857544605297,-3.747456242726881,-3.2232542175517795
BRICK2.0,gsic,1864,-4.391606069878921,-3.7331398363034505,-3.2109178197204584
BRICK2.0,gsic,1865,-4.380412578325751,-3.7238490929862,-3.202912135099216
BRICK2.0,gsic,1866,-4.37091165428647,-3.7159622939124715,-3.1961162710096755
BRICK2.0,gsic,1867,-4.358551014525838,-3.7057006161285666,-3.1872741023290136
BRICK2.0,gsic,1868,-4.343853415097476,-3.693497264146606,-3.1767589631667694
BRICK2.0,gsic,1869,-4.327942534271123,-3.680284528351873,-3.165374219781915
BRICK2.0,gsic,1870,-4.311350391623122,-3.666463958920413,-3.153500222943716
BRICK2.0,gsic,1871,-4.293105241762657,-3.6510125569706875,-3.1404412154456467
BRICK2.0,gsic,1872,-4.27408034253917,-3.6349003506458026,-3.1268217444767217
BRICK2.0,gsic,1873,-4.254232075906393,-3.618090339917849,-3.1126102789172703
BRICK2.0,gsic,1874,-4.2335710563193825,-3.600591449723861,-3.097814088973211
BRICK2.0,gsic,1875,-4.214261492971985,-3.5842366528254397,-3.0839830153908445
BRICK2.0,gsic,1876,-4.1946685838165845,-3.5676413682327754,-3.069946408435827
BRICK2.0,gsic,1877,-4.174894621576278,-3.5508922174169744,-3.0557774500198263
BRICK2.0,gsic,1878,-4.154786656097435,-3.5338596269603024,-3.041366447918085
BRICK2.0,gsic,1879,-4.135316062085801,-3.517366404057488,-3.027409562040038
BRICK2.0,gsic,1880,-4.115512806313748,-3.5005908726565274,-3.0132115799566423
BRICK2.0,gsic,1881,-4.096386432007643,-3.4843882254577982,-2.999496295358905
BRICK2.0,gsic,1882,-4.076707616848908,-3.4677170783579663,-2.9853822821133478
BRICK2.0,gsic,1883,-4.056963047474341,-3.450989701507993,-2.971218442496816
BRICK2.0,gsic,1884,-4.03693523994769,-3.43402183212859,-2.9568487047337215
BRICK2.0,gsic,1885,-4.020766811090386,-3.4203232475797964,-2.9452458034029556
BRICK2.0,gsic,1886,-4.02051964519458,-3.4201138326050113,-2.9450684029771423
BRICK2.0,gsic,1887,-4.020529620593277,-3.4201222844130283,-2.945075562719655
BRICK2.0,gsic,1888,-4.015505808828476,-3.41586578368002,-2.9414697724837873
BRICK2.0,gsic,1889,-4.0064521450585,-3.408194867495757,-2.9349712834475015
BRICK2.0,gsic,1890,-3.99481805158263,-3.398337481149817,-2.9266199022623125
BRICK2.0,gsic,1891,-3.980202962257847,-3.385954110207922,-2.916127480581872
BRICK2.0,gsic,1892,-3.965496574197451,-3.373493086380921,-2.90556803174126
BRICK2.0,gsic,1893,-3.952001167708337,-3.3620578785789155,-2.8958767195553787
BRICK2.0,gsic,1894,-3.937996938450862,-3.350191263491482,-2.8858187066767185
BRICK2.0,gsic,1895,-3.921643539868391,-3.336300545844477,-2.8740719082046753
BRICK2.0,gsic,1896,-3.903625436989413,-3.320858739269001,-2.861127299122858
BRICK2.0,gsic,1897,-3.884100670348112,-3.3041268429942954,-2.847097833616376
BRICK2.0,gsic,1898,-3.8640147905168574,-3.286915373458,-2.832662464311775
BRICK2.0,gsic,1899,-3.8433997859494884,-3.269251848169679,-2.817843950184607
BRICK2.0,gsic,1900,-3.8223712121414373,-3.2512353760573647,-2.8027251433905747
BRICK2.0,gsic,1901,-3.80175845078649,-3.2335765668107954,-2.787902278191529
BRICK2.0,gsic,1902,-3.7813846787928855,-3.216123864717175,-2.773248350648976
BRICK2.0,gsic,1903,-3.761401574696247,-3.1990071435718046,-2.7588725768197184
BRICK2.0,gsic,1904,-3.7428149574462197,-3.1830878050480202,-2.74549884081593
BRICK2.0,gsic,1905,-3.7311394484847935,-3.173088499766646,-2.7370963798200907
BRICK2.0,gsic,1906,-3.720496469929192,-3.1639738929469514,-2.729436127407987
BRICK2.0,gsic,1907,-3.706272079331305,-3.151802926535061,-2.7191971062461517
BRICK2.0,gsic,1908,-3.6894975291488317,-3.1376505566508412,-2.707120756932835
BRICK2.0,gsic,1909,-3.6731638505774513,-3.1238692084930886,-2.695359882676367
BRICK2.0,gsic,1910,-3.655840989691711,-3.109252284797386,-2.682915756768708
BRICK2.0,gsic,1911,-3.6373596436277182,-3.093656745922752,-2.6696894637094806
BRICK2.0,gsic,1912,-3.61857445209583,-3.077803620270622,-2.6562424243367775
BRICK2.0,gsic,1913,-3.599274630530125,-3.0615149504014276,-2.642423550149498
BRICK2.0,gsic,1914,-3.584771932077289,-3.0492740000744165,-2.63203680349562
BRICK2.0,gsic,1915,-3.5722244532041216,-3.0386827223835144,-2.6230486410934843
BRICK2.0,gsic,1916,-3.55797147984242,-3.0266512303802298,-2.6128370745927714
BRICK2.0,gsic,1917,-3.5407481565290517,-3.0121115076628175,-2.6004950560976363
BRICK2.0,gsic,1918,-3.520719939459439,-2.9952027428301378,-2.586139795502161
BRICK2.0,gsic,1919,-3.4989784370811146,-2.976846045037208,-2.5705523777318464
BRICK2.0,gsic,1920,-3.475834209354335,-2.957360494459527,-2.5539544778090075
BRICK2.0,gsic,1921,-3.4513660353072675,-2.9367968584407804,-2.5364016923757524
BRICK2.0,gsic,1922,-3.4271842644790746,-2.916470575823929,-2.5190486993846837
BRICK2.0,gsic,1923,-3.4018428518596284,-2.8951660714200833,-2.500857666336346
BRICK2.0,gsic,1924,-3.3771456430719704,-2.874399599118072,-2.4831230618688145
BRICK2.0,gsic,1925,-3.3533234834515193,-2.854390152088011,-2.4660111621725247
BRICK2.0,gsic,1926,-3.3286441509252827,-2.8339462590028166,-2.448277885621716
BRICK2.0,gsic,1927,-3.302680142572286,-2.812429845922752,-2.4295237346023115
BRICK2.0,gsic,1928,-3.275648568146458,-2.7900196162828994,-2.409784940076861
BRICK2.0,gsic,1929,-3.2473236740479323,-2.7665272088416546,-2.389099411888316
BRICK2.0,gsic,1930,-3.2188488541102167,-2.7428999426835974,-2.3683019286425666
BRICK2.0,gsic,1931,-3.1921991194872867,-2.7205607492560646,-2.348835130190445
BRICK2.0,gsic,1932,-3.1648569821064387,-2.6974481468121905,-2.328745539849241
BRICK2.0,gsic,1933,-3.1360655266501167,-2.6729365024919804,-2.307442351157502
BRICK2.0,gsic,1934,-3.1076159920288977,-2.6487155363711357,-2.286394365928237
BRICK2.0,gsic,1935,-3.0787122514625116,-2.624107454356044,-2.2650423786338294
BRICK2.0,gsic,1936,-3.0485329512952175,-2.5984298752393444,-2.242902639838408
BRICK2.0,gsic,1937,-3.017317210853047,-2.5720430161144283,-2.220001403205189
BRICK2.0,gsic,1938,-2.9846999137050294,-2.5444668640902166,-2.1960706669227594
BRICK2.0,gsic,1939,-2.952242200123571,-2.516957148722926,-2.1722557034252725
BRICK2.0,gsic,1940,-2.918067100547815,-2.4877296767709858,-2.1471792762056183
BRICK2.0,gsic,1941,-2.8835583121454147,-2.4582190623114184,-2.1218565292855045
BRICK2.0,gsic,1942,-2.848950339638757,-2.4286258920707393,-2.096459504951815
BRICK2.0,gsic,1943,-2.8146029911830093,-2.399257829928752,-2.071252244966471
BRICK2.0,gsic,1944,-2.7809065618367037,-2.3704485113144926,-2.04652122899689
BRICK2.0,gsic,1945,-2.7474180296804898,-2.3418190676706816,-2.021941366703024
BRICK2.0,gsic,1946,-2.71356064182575,-2.3128764255404963,-1.997089330512629
BRICK2.0,gsic,1947,-2.6779338870899174,-2.2824235291468273,-1.9709370021571528
BRICK2.0,gsic,1948,-2.6412633052408205,-2.251080850830612,-1.9440167635832282
BRICK2.0,gsic,1949,-2.6031187794108357,-2.2184810057906335,-1.9160126885190645
BRICK2.0,gsic,1950,-2.564179446756754,-2.185204672039726,-1.8874231814713514
BRICK2.0,gsic,1951,-2.525058590036021,-2.151858860160376,-1.858698421817174
BRICK2.0,gsic,1952,-2.486006157845711,-2.1187076964004223,-1.8300354744670746
BRICK2.0,gsic,1953,-2.446757659964331,-2.0853862039096054,-1.801230918147299
BRICK2.0,gsic,1954,-2.4072437500062143,-2.0518354351470514,-1.772228963015524
BRICK2.0,gsic,1955,-2.3680521617053443,-2.0185543987702106,-1.7434609639002054
BRICK2.0,gsic,1956,-2.328644954810622,-1.9850863174191369,-1.7145320731128844
BRICK2.0,gsic,1957,-2.28883872233923,-1.9512753341515574,-1.6853075864135352
BRICK2.0,gsic,1958,-2.2488239421735936,-1.9171625291269536,-1.6559272690174975
BRICK2.0,gsic,1959,-2.2074603646734063,-1.8818290860004034,-1.6255537770041504
BRICK2.0,gsic,1960,-2.1644254684537456,-1.845070755020771,-1.593949963209043
BRICK2.0,gsic,1961,-2.120172748954679,-1.8072751887744078,-1.5614485184883364
BRICK2.0,gsic,1962,-2.075907153480873,-1.7694716771791512,-1.528934219333761
BRICK2.0,gsic,1963,-2.031983562265054,-1.7319743007965998,-1.4966677458653297
BRICK2.0,gsic,1964,-1.9900265821952623,-1.696362729090981,-1.465842732021192
BRICK2.0,gsic,1965,-1.9565327009108509,-1.668018956174492,-1.4413103963817875
BRICK2.0,gsic,1966,-1.9260602402092868,-1.6422823882914805,-1.4190359303036257
BRICK2.0,gsic,1967,-1.8945710100246078,-1.6156793113661498,-1.396012700048861
BRICK2.0,gsic,1968,-1.8581040258392734,-1.5848615782786344,-1.369343372782341
BRICK2.0,gsic,1969,-1.8204002559118737,-1.552912834327214,-1.3417616008714286
BRICK2.0,gsic,1970,-1.7800984917810674,-1.5186703653478273,-1.3122705006951787
BRICK2.0,gsic,1971,-1.7374244976565785,-1.482405856539041,-1.2810335382899194
BRICK2.0,gsic,1972,-1.6932331736910708,-1.444922899394823,-1.2486812012020037
BRICK2.0,gsic,1973,-1.6499861993919334,-1.4083957780956258,-1.2171033762980143
BRICK2.0,gsic,1974,-1.6059176519546552,-1.371155185688195,-1.1849093947549678
BRICK2.0,gsic,1975,-1.5601064605168435,-1.332375719571469,-1.1513857563327052
BRICK2.0,gsic,1976,-1.514076171544015,-1.2930088065622036,-1.1174711696108692
BRICK2.0,gsic,1977,-1.4684669719977541,-1.2539722592711435,-1.0838635835359063
BRICK2.0,gsic,1978,-1.4214513258909427,-1.2139675300228352,-1.049414466205643
BRICK2.0,gsic,1979,-1.3718026968928,-1.172017834454907,-1.0131991611205955
BRICK2.0,gsic,1980,-1.319423286261747,-1.1277460305654339,-0.9749601562129632
BRICK2.0,gsic,1981,-1.263678619830788,-1.0805914899824236,-0.9342285941856956
BRICK2.0,gsic,1982,-1.2063106653314022,-1.0320122110709185,-0.8922634480340007
BRICK2.0,gsic,1983,-1.1475654566581461,-0.9820909229289689,-0.8491359149641768
BRICK2.0,gsic,1984,-1.0907537907591836,-0.9337812480368491,-0.8073975825795487
BRICK2.0,gsic,1985,-1.037249983774187,-0.8882556699865227,-0.7680618107931177
BRICK2.0,gsic,1986,-0.9826301904866461,-0.8417528494147447,-0.7278789326664662
BRICK2.0,gsic,1987,-0.9244355424489706,-0.7921762906661167,-0.6850370639914455
BRICK2.0,gsic,1988,-0.8635864167525404,-0.7401721669945709,-0.6402086106559982
BRICK2.0,gsic,1989,-0.8002104898595369,-0.6859754327085643,-0.5934832597862225
BRICK2.0,gsic,1990,-0.7335050822827659,-0.6290427519664626,-0.5442643175710662
BRICK2.0,gsic,1991,-0.662490390388958,-0.5683591179355126,-0.4918221060958427
BRICK2.0,gsic,1992,-0.5885104034747215,-0.5051034202107448,-0.43718382063944716
BRICK2.0,gsic,1993,-0.5187734814482645,-0.44547920699749505,-0.3856626795415355
BRICK2.0,gsic,1994,-0.4598740019870714,-0.3950775860330937,-0.3420962792627069
BRICK2.0,gsic,1995,-0.3989847474736431,-0.3428713974277509,-0.2970126408892393
BRICK2.0,gsic,1996,-0.3321197144364206,-0.28551616543207636,-0.2474526486301611
BRICK2.0,gsic,1997,-0.2589684171596959,-0.22268161700892541,-0.1931220923407964
BRICK2.0,gsic,1998,-0.18137988492375848,-0.15600622789235175,-0.1353970004145173
BRICK2.0,gsic,1999,-0.10065107387961869,-0.08666783742982287,-0.07520162320829601
BRICK2.0,gsic,2000,-0.017407254479160184,-0.015123217072835635,-0.013111475115699456
BRICK2.0,gsic,2001,0.05151871218081952,0.05958279179746556,0.06958512411774978
BRICK2.0,gsic,2002,0.1198082020300439,0.13836106904774215,0.16105138477163336
BRICK2.0,gsic,2003,0.190723499482022,0.21997458225181887,0.2558207101458924
BRICK2.0,gsic,2004,0.2631276718736925,0.3032898445542207,0.35262266271657405
BRICK2.0,gsic,2005,0.33626953340252264,0.3873914396316138,0.45039382630567637
BRICK2.0,gsic,2006,0.4098224069786026,0.4721319342383181,0.5487546278737742
BRICK2.0,gsic,2007,0.4837569597505732,0.5574311548070641,0.6475819021615928
BRICK2.0,gsic,2008,0.5582578556134933,0.6434157035330152,0.747121565531595
BRICK2.0,gsic,2009,0.6332561545344343,0.7300067312566676,0.8474813359735436
BRICK2.0,gsic,2010,0.7098421483064725,0.8184637749638872,0.949666522280291
BRICK2.0,gsic,2011,0.7878379155281978,0.9085792652976752,1.0536526576728842
BRICK2.0,gsic,2012,0.8674891219906021,1.0006425704587973,1.1598912973767028
BRICK2.0,gsic,2013,0.9492995563124796,1.0952384483261224,1.2689769430538718
BRICK2.0,gsic,2014,1.0329191478989235,1.1914910917706356,1.380384340309162
BRICK2.0,gsic,2015,1.1190639658840373,1.2907934835122117,1.4950951849972645
BRICK2.0,gsic,2016,1.2074260741573806,1.3929538399062655,1.6126939670681937
BRICK2.0,gsic,2017,1.2969479905901484,1.496235081510413,1.7330573622720418
BRICK2.0,gsic,2018,1.3879669923498397,1.6011672412951568,1.8553107469833168
BRICK2.0,gsic,2019,1.4812950013364645,1.7085580278442793,1.9791709013982854
BRICK2.0,gsic,2020,1.575881820240823,1.817966994273664,2.1039627705662514
BRICK2.0,gsic,2021,1.6706190612937706,1.9272498196330003,2.228760011552933
BRICK2.0,gsic,2022,1.7674800802854935,2.03884009107806,2.3580134436988907
BRICK2.0,gsic,2023,1.8666587204389349,2.153774993318245,2.4899704296010854
BRICK2.0,gsic,2024,1.9680455500970893,2.271315010828028,2.623952267651251
BRICK2.0,gsic,2025,2.071469509910224,2.3911431344948064,2.762459383688665
BRICK2.0,te,1850,-6.264162077815917,-4.75635896645456,-3.6074447444157656
BRICK2.0,te,1851,-6.210004048861488,-4.715236941924708,-3.5762558807668707
BRICK2.0,te,1852,-6.156511935300807,-4.674620544901714,-3.545450508630099
BRICK2.0,te,1853,-6.104703474100864,-4.635282539929072,-3.5156147287204638
BRICK2.0,te,1854,-6.055759764159775,-4.598119731761277,-3.487428719641217
BRICK2.0,te,1855,-6.0104561223956345,-4.563720816145569,-3.4613389757369655
BRICK2.0,te,1856,-6.048492073788154,-4.5926013968531025,-3.4832433567611614
BRICK2.0,te,1857,-6.052257253438547,-4.5954602861615195,-3.4854116719121526
BRICK2.0,te,1858,-6.017537122784077,-4.569097397924688,-3.4654168264246024
BRICK2.0,te,1859,-5.969904932820446,-4.53293042283512,-3.4379861036535817
BRICK2.0,te,1860,-5.916501392270351,-4.49238127902618,-3.407231739494823
BRICK2.0,te,1861,-5.862836087930115,-4.451633378777855,-3.3763266291712486
BRICK2.0,te,1862,-5.834970915244293,-4.430475439007204,-3.3602794596521672
BRICK2.0,te,1863,-5.812067822528698,-4.413085191270296,-3.3470898837086684
BRICK2.0,te,1864,-5.945092347276764,-4.514090303076795,-3.4236968770654133
BRICK2.0,te,1865,-6.002358865610166,-4.557572594015166,-3.4566758769741845
BRICK2.0,te,1866,-5.982490088233949,-4.542486292567039,-3.4452337214818103
BRICK2.0,te,1867,-5.937054801723385,-4.507987419500955,-3.4190681651795534
BRICK2.0,te,1868,-5.888324125392931,-4.47098636709738,-3.391004839225283
BRICK2.0,te,1869,-5.838272636883752,-4.432982426075785,-3.3621808757119425
BRICK2.0,te,1870,-5.785724216845919,-4.393082572637268,-3.3319189636895556
BRICK2.0,te,1871,-5.736140647451489,-4.355433921157893,-3.303364468355732
BRICK2.0,te,1872,-5.6844631907749275,-4.316195387516242,-3.2736041321484617
BRICK2.0,te,1873,-5.635771674838229,-4.279224069478996,-3.245563358126101
BRICK2.0,te,1874,-5.612510343814734,-4.261561812498597,-3.2321674776705174
BRICK2.0,te,1875,-5.568381542695591,-4.228054949765072,-3.206754308327663
BRICK2.0,te,1876,-5.523918852330903,-4.194294565956083,-3.181148856762687
BRICK2.0,te,1877,-5.488259382808208,-4.167218440610613,-3.160613058946428
BRICK2.0,te,1878,-5.450126950760309,-4.138264602438696,-3.138653116040394
BRICK2.0,te,1879,-5.411320255694982,-4.1087987984349805,-3.116304874340625
BRICK2.0,te,1880,-5.371599361388285,-4.0786388457638445,-3.093430157877326
BRICK2.0,te,1881,-5.3411668900165825,-4.055531564010584,-3.0759045163716205
BRICK2.0,te,1882,-5.306269361642092,-4.029033978231485,-3.0558075099781417
BRICK2.0,te,1883,-5.260993538441345,-3.9946561851652547,-3.029733786401759
BRICK2.0,te,1884,-5.318263596224143,-4.0381411635966495,-3.062714824630734
BRICK2.0,te,1885,-5.6732147197914315,-4.307654458153841,-3.267126292490412
BRICK2.0,te,1886,-5.789263624597381,-4.395770034038407,-3.3339572599106226
BRICK2.0,te,1887,-5.787970270316132,-4.394787994117346,-3.3332124349768804
BRICK2.0,te,1888,-5.7665721286902265,-4.378540451106241,-3.3208895396574873
BRICK2.0,te,1889,-5.716518222914665,-4.340534674661728,-3.292064184073697
BRICK2.0,te,1890,-5.660328905112608,-4.297870298768064,-3.2597055291284205
BRICK2.0,te,1891,-5.641961218009081,-4.283923770539287,-3.2491278308687686
BRICK2.0,te,1892,-5.645266842821376,-4.286433721274976,-3.2510314947120706
BRICK2.0,te,1893,-5.635041734071123,-4.278669827703404,-3.245142995282464
BRICK2.0,te,1894,-5.585264995153785,-4.240874503200418,-3.216477256278451
BRICK2.0,te,1895,-5.524358518973004,-4.194628403482863,-3.1814020547319664
BRICK2.0,te,1896,-5.4665378217392675,-4.150725326212834,-3.148103910820111
BRICK2.0,te,1897,-5.413179558366031,-4.11021056122479,-3.1173756211644825
BRICK2.0,te,1898,-5.365853782567943,-4.074276245467088,-3.0901213580950735
BRICK2.0,te,1899,-5.322004785478501,-4.040981837071268,-3.0648693240427605
BRICK2.0,te,1900,-5.282004472099385,-4.010609722359305,-3.0418336939805215
BRICK2.0,te,1901,-5.242261362713814,-3.980432901847224,-3.0189461841589837
BRICK2.0,te,1902,-5.202403020364259,-3.9501685853006085,-2.9959923132591166
BRICK2.0,te,1903,-5.20937042924882,-3.9554589174007946,-3.0000047481627123
BRICK2.0,te,1904,-5.349975274171244,-4.062219742961505,-3.0809771436010562
BRICK2.0,te,1905,-5.380929718278432,-4.085723357004674,-3.0988033820226715
BRICK2.0,te,1906,-5.345104724760224,-4.058521549799373,-3.0781722612150424
BRICK2.0,te,1907,-5.2887602509872425,-4.015739364455005,-3.0457242540810894
BRICK2.0,te,1908,-5.275441791225731,-4.005626698990877,-3.0380543363692647
BRICK2.0,te,1909,-5.2348825607563025,-3.974830200254205,-3.0146968336455324
BRICK2.0,te,1910,-5.186268165340448,-3.9379174395908363,-2.98670047226993
BRICK2.0,te,1911,-5.1439787514623765,-3.9058072179224976,-2.962346580728851
BRICK2.0,te,1912,-5.10347016742295,-3.87504917486409,-2.9390182445872504
BRICK2.0,te,1913,-5.178565086471887,-3.9320685155383224,-2.9822643751455247
BRICK2.0,te,1914,-5.228834384012445,-3.9702378382863968,-3.011213771882939
BRICK2.0,te,1915,-5.208585885463617,-3.9548632157217876,-2.9995529401923027
BRICK2.0,te,1916,-5.147530465250393,-3.908504023259278,-2.9643919638270346
BRICK2.0,te,1917,-5.084698934329043,-3.860796235408101,-2.9282081497446173
BRICK2.0,te,1918,-5.023997415561613,-3.8147057592230507,-2.893250980352225
BRICK2.0,te,1919,-4.964276010270234,-3.769359480180737,-2.858858244824119
BRICK2.0,te,1920,-4.903975796589609,-3.7235737137117177,-2.8241321815091727
BRICK2.0,te,1921,-4.854755488829705,-3.6862008856722657,-2.795786883552116
BRICK2.0,te,1922,-4.799266613914188,-3.644068353904359,-2.7638316040269535
BRICK2.0,te,1923,-4.775892240145251,-3.6263202639156162,-2.750370623809762
BRICK2.0,te,1924,-4.745152065670584,-3.602979344144278,-2.7326677803211195
BRICK2.0,te,1925,-4.694155218984184,-3.5642575955712696,-2.7032993980418465
BRICK2.0,te,1926,-4.640474367352582,-3.5234978903125076,-2.672385334247107
BRICK2.0,te,1927,-4.582431634702441,-3.4794262222348715,-2.6389593231941997
BRICK2.0,te,1928,-4.525561576984392,-3.4362449626202825,-2.606208639498428
BRICK2.0,te,1929,-4.478204157894552,-3.400286620208644,-2.5789361534927178
BRICK2.0,te,1930,-4.472761475660664,-3.3961540083567896,-2.5758017876866823
BRICK2.0,te,1931,-4.414221479335123,-3.3517047695024402,-2.542089409325566
BRICK2.0,te,1932,-4.350515471967458,-3.3033329943797463,-2.505401996290697
BRICK2.0,te,1933,-4.323296090466361,-3.2826654018660437,-2.489726729028676
BRICK2.0,te,1934,-4.266492948392183,-3.2395349510936864,-2.457014581131437
BRICK2.0,te,1935,-4.209491132235994,-3.1962536477029513,-2.4241880195641636
BRICK2.0,te,1936,-4.151711654917066,-3.1523818685872422,-2.3909136136340523
BRICK2.0,te,1937,-4.090319767797456,-3.1057671978393335,-2.3555588706072523
BRICK2.0,te,1938,-4.028959784362438,-3.059176751460844,-2.3202225004734087
BRICK2.0,te,1939,-3.9650770658859162,-3.010670800137625,-2.283433321942532
BRICK2.0,te,1940,-3.9083268079501554,-2.967580504128637,-2.2507516292929095
BRICK2.0,te,1941,-3.8585777020872913,-2.929806161318779,-2.2221018037847315
BRICK2.0,te,1942,-3.8115518900588023,-2.894099607127177,-2.19502028572267
BRICK2.0,te,1943,-3.767983350614798,-2.861018149357478,-2.169929763369208
BRICK2.0,te,1944,-3.7255449985074582,-2.8287948393505187,-2.1454901003513145
BRICK2.0,te,1945,-3.6777522450460136,-2.7925059488917405,-2.1179669112712904
BRICK2.0,te,1946,-3.6108925602208037,-2.7417395961916853,-2.0794633387838917
BRICK2.0,te,1947,-3.5375175647131294,-2.686026188163429,-2.037207688526519
BRICK2.0,te,1948,-3.461748820212463,-2.6284952138996847,-1.9935735111625745
BRICK2.0,te,1949,-3.386913866105068,-2.571673263804641,-1.9504770908369624
BRICK2.0,te,1950,-3.311697828334704,-2.514561958058384,-1.9071612096736381
BRICK2.0,te,1951,-3.2491243565222834,-2.4670501136935634,-1.871126008281105
BRICK2.0,te,1952,-3.190423187763234,-2.4224784971070057,-1.8373208129332974
BRICK2.0,te,1953,-3.133426241443896,-2.3792008913683884,-1.804497055838057
BRICK2.0,te,1954,-3.076818802928435,-2.3362190377052223,-1.7718976109273599
BRICK2.0,te,1955,-3.018636141557763,-2.2920411221811925,-1.7383910168497472
BRICK2.0,te,1956,-2.9580044649103194,-2.24600367690267,-1.703474068573211
BRICK2.0,te,1957,-2.889621914872621,-2.194081017338562,-1.664093498964889
BRICK2.0,te,1958,-2.8139115440313116,-2.1365943660145246,-1.6204929381881352
BRICK2.0,te,1959,-2.7329363338122294,-2.075110138371366,-1.5738604288590279
BRICK2.0,te,1960,-2.6605874886750542,-2.0201758831579673,-1.5321957244799784
BRICK2.0,te,1961,-2.593387184598548,-1.969150899309815,-1.4934959940527512
BRICK2.0,te,1962,-2.5375120931309496,-1.926725114503806,-1.4613182977296677
BRICK2.0,te,1963,-2.519735318756895,-1.9132272644899773,-1.4510808979798342
BRICK2.0,te,1964,-2.679020353708487,-2.034171900788115,-1.5428109578126008
BRICK2.0,te,1965,-2.766984233282773,-2.1009626035413174,-1.593468145657798
BRICK2.0,te,1966,-2.7825367554404785,-2.112771585699962,-1.6024246291624178
BRICK2.0,te,1967,-2.7022309829318605,-2.0517956600478904,-1.5561776397991622
