axis,rff_idx,fair_cfg_idx,seed_idx,post_idx
anova,1460,274,0,8662
anova,1460,274,0,8561
anova,1460,274,0,3245
anova,1460,274,1,8662
anova,1460,274,1,8561
anova,1460,274,1,3245
anova,1460,274,2,8662
anova,1460,274,2,8561
anova,1460,274,2,3245
anova,1460,550,0,6469
anova,1460,550,0,3672
anova,1460,550,0,1857
anova,1460,550,1,6469
anova,1460,550,1,3672
anova,1460,550,1,1857
anova,1460,550,2,6469
anova,1460,550,2,3672
anova,1460,550,2,1857
anova,1460,456,0,6321
anova,1460,456,0,8208
anova,1460,456,0,4729
anova,1460,456,1,6321
anova,1460,456,1,8208
anova,1460,456,1,4729
anova,1460,456,2,6321
anova,1460,456,2,8208
anova,1460,456,2,4729
anova,1460,153,0,6098
anova,1460,153,0,7336
anova,1460,153,0,5352
anova,1460,153,1,6098
anova,1460,153,1,7336
anova,1460,153,1,5352
anova,1460,153,2,6098
anova,1460,153,2,7336
anova,1460,153,2,5352
anova,1460,195,0,3857
anova,1460,195,0,200
anova,1460,195,0,2562
anova,1460,195,1,3857
anova,1460,195,1,200
anova,1460,195,1,2562
anova,1460,195,2,3857
anova,1460,195,2,200
anova,1460,195,2,2562
anova,1460,92,0,9728
anova,1460,92,0,2992
anova,1460,92,0,1701
anova,1460,92,1,9728
anova,1460,92,1,2992
anova,1460,92,1,1701
anova,1460,92,2,9728
anova,1460,92,2,2992
anova,1460,92,2,1701
anova,1460,633,0,9653
anova,1460,633,0,4360
anova,1460,633,0,3856
anova,1460,633,1,9653
anova,1460,633,1,4360
anova,1460,633,1,3856
anova,1460,633,2,9653
anova,1460,633,2,4360
anova,1460,633,2,3856
anova,1460,782,0,5166
anova,1460,782,0,8223
anova,1460,782,0,8149
anova,1460,782,1,5166
anova,1460,782,1,8223
anova,1460,782,1,8149
anova,1460,782,2,5166
anova,1460,782,2,8223
anova,1460,782,2,8149
anova,1460,762,0,779
anova,1460,762,0,8939
anova,1460,762,0,5894
anova,1460,762,1,779
anova,1460,762,1,8939
anova,1460,762,1,5894
anova,1460,762,2,779
anova,1460,762,2,8939
anova,1460,762,2,5894
anova,1460,379,0,2464
anova,1460,379,0,5489
anova,1460,379,0,8346
anova,1460,379,1,2464
anova,1460,379,1,5489
anova,1460,379,1,8346
anova,1460,379,2,2464
anova,1460,379,2,5489
anova,1460,379,2,8346
anova,1460,68,0,7447
anova,1460,68,0,5463
anova,1460,68,0,1900
anova,1460,68,1,7447
anova,1460,68,1,5463
anova,1460,68,1,1900
anova,1460,68,2,7447
anova,1460,68,2,5463
anova,1460,68,2,1900
anova,158,460,0,6572
anova,158,460,0,4926
anova,158,460,0,9677
anova,158,460,1,6572
anova,158,460,1,4926
anova,158,460,1,9677
anova,158,460,2,6572
anova,158,460,2,4926
anova,158,460,2,9677
anova,158,230,0,8001
anova,158,230,0,1465
anova,158,230,0,8520
anova,158,230,1,8001
anova,158,230,1,1465
anova,158,230,1,8520
anova,158,230,2,8001
anova,158,230,2,1465
anova,158,230,2,8520
anova,158,499,0,9095
anova,158,499,0,8302
anova,158,499,0,4612
anova,158,499,1,9095
anova,158,499,1,8302
anova,158,499,1,4612
anova,158,499,2,9095
anova,158,499,2,8302
anova,158,499,2,4612
anova,158,371,0,3722
anova,158,371,0,2503
anova,158,371,0,8597
anova,158,371,1,3722
anova,158,371,1,2503
anova,158,371,1,8597
anova,158,371,2,3722
anova,158,371,2,2503
anova,158,371,2,8597
anova,158,124,0,6961
anova,158,124,0,6863
anova,158,124,0,4446
anova,158,124,1,6961
anova,158,124,1,6863
anova,158,124,1,4446
anova,158,124,2,6961
anova,158,124,2,6863
anova,158,124,2,4446
anova,158,565,0,1456
anova,158,565,0,8293
anova,158,565,0,4829
anova,158,565,1,1456
anova,158,565,1,8293
anova,158,565,1,4829
anova,158,565,2,1456
anova,158,565,2,8293
anova,158,565,2,4829
anova,158,627,0,8544
anova,158,627,0,2251
anova,158,627,0,8454
anova,158,627,1,8544
anova,158,627,1,2251
anova,158,627,1,8454
anova,158,627,2,8544
anova,158,627,2,2251
anova,158,627,2,8454
anova,158,789,0,9084
anova,158,789,0,8895
anova,158,789,0,7680
anova,158,789,1,9084
anova,158,789,1,8895
anova,158,789,1,7680
anova,158,789,2,9084
anova,158,789,2,8895
anova,158,789,2,7680
anova,158,176,0,2400
anova,158,176,0,2511
anova,158,176,0,6191
anova,158,176,1,2400
anova,158,176,1,2511
anova,158,176,1,6191
anova,158,176,2,2400
anova,158,176,2,2511
anova,158,176,2,6191
anova,158,798,0,1708
anova,158,798,0,1205
anova,158,798,0,2121
anova,158,798,1,1708
anova,158,798,1,1205
anova,158,798,1,2121
anova,158,798,2,1708
anova,158,798,2,1205
anova,158,798,2,2121
anova,158,289,0,1481
anova,158,289,0,1096
anova,158,289,0,4918
anova,158,289,1,1481
anova,158,289,1,1096
anova,158,289,1,4918
anova,158,289,2,1481
anova,158,289,2,1096
anova,158,289,2,4918
anova,158,196,0,3828
anova,158,196,0,792
anova,158,196,0,9116
anova,158,196,1,3828
anova,158,196,1,792
anova,158,196,1,9116
anova,158,196,2,3828
anova,158,196,2,792
anova,158,196,2,9116
anova,158,202,0,8664
anova,158,202,0,6248
anova,158,202,0,8856
anova,158,202,1,8664
anova,158,202,1,6248
anova,158,202,1,8856
anova,158,202,2,8664
anova,158,202,2,6248
anova,158,202,2,8856
anova,158,530,0,6168
anova,158,530,0,4393
anova,158,530,0,4910
anova,158,530,1,6168
anova,158,530,1,4393
anova,158,530,1,4910
anova,158,530,2,6168
anova,158,530,2,4393
anova,158,530,2,4910
anova,158,226,0,9283
anova,158,226,0,9601
anova,158,226,0,1997
anova,158,226,1,9283
anova,158,226,1,9601
anova,158,226,1,1997
anova,158,226,2,9283
anova,158,226,2,9601
anova,158,226,2,1997
anova,1440,641,0,8330
anova,1440,641,0,7631
anova,1440,641,0,8247
anova,1440,641,1,8330
anova,1440,641,1,7631
anova,1440,641,1,8247
anova,1440,641,2,8330
anova,1440,641,2,7631
anova,1440,641,2,8247
anova,1440,611,0,2021
anova,1440,611,0,9421
anova,1440,611,0,906
anova,1440,611,1,2021
anova,1440,611,1,9421
anova,1440,611,1,906
anova,1440,611,2,2021
anova,1440,611,2,9421
anova,1440,611,2,906
anova,1440,462,0,3139
anova,1440,462,0,1806
anova,1440,462,0,8727
anova,1440,462,1,3139
anova,1440,462,1,1806
anova,1440,462,1,8727
anova,1440,462,2,3139
anova,1440,462,2,1806
anova,1440,462,2,8727
anova,1440,483,0,940
anova,1440,483,0,6247
anova,1440,483,0,7167
anova,1440,483,1,940
anova,1440,483,1,6247
anova,1440,483,1,7167
anova,1440,483,2,940
anova,1440,483,2,6247
anova,1440,483,2,7167
anova,1440,501,0,883
anova,1440,501,0,3496
anova,1440,501,0,4918
anova,1440,501,1,883
anova,1440,501,1,3496
anova,1440,501,1,4918
anova,1440,501,2,883
anova,1440,501,2,3496
anova,1440,501,2,4918
anova,1440,139,0,6282
anova,1440,139,0,4467
anova,1440,139,0,5937
anova,1440,139,1,6282
anova,1440,139,1,4467
anova,1440,139,1,5937
anova,1440,139,2,6282
anova,1440,139,2,4467
anova,1440,139,2,5937
anova,1440,383,0,2203
anova,1440,383,0,6181
anova,1440,383,0,8268
anova,1440,383,1,2203
anova,1440,383,1,6181
anova,1440,383,1,8268
anova,1440,383,2,2203
anova,1440,383,2,6181
anova,1440,383,2,8268
anova,1440,631,0,4425
anova,1440,631,0,6292
anova,1440,631,0,1493
anova,1440,631,1,4425
anova,1440,631,1,6292
anova,1440,631,1,1493
anova,1440,631,2,4425
anova,1440,631,2,6292
anova,1440,631,2,1493
anova,1440,597,0,5062
anova,1440,597,0,5260
anova,1440,597,0,6558
anova,1440,597,1,5062
anova,1440,597,1,5260
anova,1440,597,1,6558
anova,1440,597,2,5062
anova,1440,597,2,5260
anova,1440,597,2,6558
anova,1440,388,0,244
anova,1440,388,0,7818
anova,1440,388,0,7237
anova,1440,388,1,244
anova,1440,388,1,7818
anova,1440,388,1,7237
anova,1440,388,2,244
anova,1440,388,2,7818
anova,1440,388,2,7237
anova,1440,643,0,7323
anova,1440,643,0,3795
anova,1440,643,0,4305
anova,1440,643,1,7323
anova,1440,643,1,3795
anova,1440,643,1,4305
anova,1440,643,2,7323
anova,1440,643,2,3795
anova,1440,643,2,4305
anova,1440,615,0,3197
anova,1440,615,0,5882
anova,1440,615,0,1253
anova,1440,615,1,3197
anova,1440,615,1,5882
anova,1440,615,1,1253
anova,1440,615,2,3197
anova,1440,615,2,5882
anova,1440,615,2,1253
anova,1440,814,0,7809
anova,1440,814,0,9885
anova,1440,814,0,4960
anova,1440,814,1,7809
anova,1440,814,1,9885
anova,1440,814,1,4960
anova,1440,814,2,7809
anova,1440,814,2,9885
anova,1440,814,2,4960
anova,1440,758,0,5767
anova,1440,758,0,119
anova,1440,758,0,546
anova,1440,758,1,5767
anova,1440,758,1,119
anova,1440,758,1,546
anova,1440,758,2,5767
anova,1440,758,2,119
anova,1440,758,2,546
anova,1440,362,0,8003
anova,1440,362,0,5321
anova,1440,362,0,6436
anova,1440,362,1,8003
anova,1440,362,1,5321
anova,1440,362,1,6436
anova,1440,362,2,8003
anova,1440,362,2,5321
anova,1440,362,2,6436
anova,1120,392,0,6453
anova,1120,392,0,6469
anova,1120,392,0,631
anova,1120,392,1,6453
anova,1120,392,1,6469
anova,1120,392,1,631
anova,1120,392,2,6453
anova,1120,392,2,6469
anova,1120,392,2,631
anova,1120,740,0,2865
anova,1120,740,0,3508
anova,1120,740,0,3613
anova,1120,740,1,2865
anova,1120,740,1,3508
anova,1120,740,1,3613
anova,1120,740,2,2865
anova,1120,740,2,3508
anova,1120,740,2,3613
anova,1120,674,0,1886
anova,1120,674,0,7037
anova,1120,674,0,3331
anova,1120,674,1,1886
anova,1120,674,1,7037
anova,1120,674,1,3331
anova,1120,674,2,1886
anova,1120,674,2,7037
anova,1120,674,2,3331
anova,1120,489,0,5371
anova,1120,489,0,3492
anova,1120,489,0,9648
anova,1120,489,1,5371
anova,1120,489,1,3492
anova,1120,489,1,9648
anova,1120,489,2,5371
anova,1120,489,2,3492
anova,1120,489,2,9648
anova,1120,343,0,4468
anova,1120,343,0,7861
anova,1120,343,0,7039
anova,1120,343,1,4468
anova,1120,343,1,7861
anova,1120,343,1,7039
anova,1120,343,2,4468
anova,1120,343,2,7861
anova,1120,343,2,7039
anova,1120,648,0,9283
anova,1120,648,0,3175
anova,1120,648,0,5066
anova,1120,648,1,9283
anova,1120,648,1,3175
anova,1120,648,1,5066
anova,1120,648,2,9283
anova,1120,648,2,3175
anova,1120,648,2,5066
anova,1120,222,0,1131
anova,1120,222,0,5681
anova,1120,222,0,7881
anova,1120,222,1,1131
anova,1120,222,1,5681
anova,1120,222,1,7881
anova,1120,222,2,1131
anova,1120,222,2,5681
anova,1120,222,2,7881
anova,1120,202,0,6722
anova,1120,202,0,6290
anova,1120,202,0,3987
anova,1120,202,1,6722
anova,1120,202,1,6290
anova,1120,202,1,3987
anova,1120,202,2,6722
anova,1120,202,2,6290
anova,1120,202,2,3987
anova,1120,666,0,7318
anova,1120,666,0,3496
anova,1120,666,0,8174
anova,1120,666,1,7318
anova,1120,666,1,3496
anova,1120,666,1,8174
anova,1120,666,2,7318
anova,1120,666,2,3496
anova,1120,666,2,8174
anova,1120,164,0,539
anova,1120,164,0,6807
anova,1120,164,0,541
anova,1120,164,1,539
anova,1120,164,1,6807
anova,1120,164,1,541
anova,1120,164,2,539
anova,1120,164,2,6807
anova,1120,164,2,541
anova,1120,288,0,5237
anova,1120,288,0,3916
anova,1120,288,0,3214
anova,1120,288,1,5237
anova,1120,288,1,3916
anova,1120,288,1,3214
anova,1120,288,2,5237
anova,1120,288,2,3916
anova,1120,288,2,3214
anova,1120,765,0,9963
anova,1120,765,0,2701
anova,1120,765,0,1985
anova,1120,765,1,9963
anova,1120,765,1,2701
anova,1120,765,1,1985
anova,1120,765,2,9963
anova,1120,765,2,2701
anova,1120,765,2,1985
anova,1120,595,0,2153
anova,1120,595,0,7004
anova,1120,595,0,9420
anova,1120,595,1,2153
anova,1120,595,1,7004
anova,1120,595,1,9420
anova,1120,595,2,2153
anova,1120,595,2,7004
anova,1120,595,2,9420
anova,1120,773,0,6213
anova,1120,773,0,3727
anova,1120,773,0,1229
anova,1120,773,1,6213
anova,1120,773,1,3727
anova,1120,773,1,1229
anova,1120,773,2,6213
anova,1120,773,2,3727
anova,1120,773,2,1229
anova,1120,626,0,3594
anova,1120,626,0,210
anova,1120,626,0,1813
anova,1120,626,1,3594
anova,1120,626,1,210
anova,1120,626,1,1813
anova,1120,626,2,3594
anova,1120,626,2,210
anova,1120,626,2,1813
anova,1138,438,0,334
anova,1138,438,0,4644
anova,1138,438,0,6291
anova,1138,438,1,334
anova,1138,438,1,4644
anova,1138,438,1,6291
anova,1138,438,2,334
anova,1138,438,2,4644
anova,1138,438,2,6291
anova,1138,354,0,9046
anova,1138,354,0,8393
anova,1138,354,0,6015
anova,1138,354,1,9046
anova,1138,354,1,8393
anova,1138,354,1,6015
anova,1138,354,2,9046
anova,1138,354,2,8393
anova,1138,354,2,6015
anova,1138,380,0,8961
anova,1138,380,0,8571
anova,1138,380,0,3544
anova,1138,380,1,8961
anova,1138,380,1,8571
anova,1138,380,1,3544
anova,1138,380,2,8961
anova,1138,380,2,8571
anova,1138,380,2,3544
anova,1138,416,0,9580
anova,1138,416,0,3781
anova,1138,416,0,573
anova,1138,416,1,9580
anova,1138,416,1,3781
anova,1138,416,1,573
anova,1138,416,2,9580
anova,1138,416,2,3781
anova,1138,416,2,573
anova,1138,770,0,3267
anova,1138,770,0,2150
anova,1138,770,0,2372
anova,1138,770,1,3267
anova,1138,770,1,2150
anova,1138,770,1,2372
anova,1138,770,2,3267
anova,1138,770,2,2150
anova,1138,770,2,2372
anova,1138,205,0,8034
anova,1138,205,0,4721
anova,1138,205,0,4391
anova,1138,205,1,8034
anova,1138,205,1,4721
anova,1138,205,1,4391
anova,1138,205,2,8034
anova,1138,205,2,4721
anova,1138,205,2,4391
anova,1138,86,0,2549
anova,1138,86,0,5674
anova,1138,86,0,9629
anova,1138,86,1,2549
anova,1138,86,1,5674
anova,1138,86,1,9629
anova,1138,86,2,2549
anova,1138,86,2,5674
anova,1138,86,2,9629
anova,1138,70,0,7580
anova,1138,70,0,8232
anova,1138,70,0,7163
anova,1138,70,1,7580
anova,1138,70,1,8232
anova,1138,70,1,7163
anova,1138,70,2,7580
anova,1138,70,2,8232
anova,1138,70,2,7163
anova,1138,577,0,3475
anova,1138,577,0,2393
anova,1138,577,0,9291
anova,1138,577,1,3475
anova,1138,577,1,2393
anova,1138,577,1,9291
anova,1138,577,2,3475
anova,1138,577,2,2393
anova,1138,577,2,9291
anova,1138,74,0,2941
anova,1138,74,0,8388
anova,1138,74,0,7295
anova,1138,74,1,2941
anova,1138,74,1,8388
anova,1138,74,1,7295
anova,1138,74,2,2941
anova,1138,74,2,8388
anova,1138,74,2,7295
anova,1138,399,0,5233
anova,1138,399,0,1249
anova,1138,399,0,776
anova,1138,399,1,5233
anova,1138,399,1,1249
anova,1138,399,1,776
anova,1138,399,2,5233
anova,1138,399,2,1249
anova,1138,399,2,776
anova,1138,170,0,8306
anova,1138,170,0,5773
anova,1138,170,0,2549
anova,1138,170,1,8306
anova,1138,170,1,5773
anova,1138,170,1,2549
anova,1138,170,2,8306
anova,1138,170,2,5773
anova,1138,170,2,2549
anova,1138,298,0,4690
anova,1138,298,0,6504
anova,1138,298,0,5571
anova,1138,298,1,4690
anova,1138,298,1,6504
anova,1138,298,1,5571
anova,1138,298,2,4690
anova,1138,298,2,6504
anova,1138,298,2,5571
anova,1138,669,0,4158
anova,1138,669,0,4313
anova,1138,669,0,7555
anova,1138,669,1,4158
anova,1138,669,1,4313
anova,1138,669,1,7555
anova,1138,669,2,4158
anova,1138,669,2,4313
anova,1138,669,2,7555
anova,1138,759,0,1929
anova,1138,759,0,693
anova,1138,759,0,4404
anova,1138,759,1,1929
anova,1138,759,1,693
anova,1138,759,1,4404
anova,1138,759,2,1929
anova,1138,759,2,693
anova,1138,759,2,4404
anova,911,537,0,5380
anova,911,537,0,6365
anova,911,537,0,4608
anova,911,537,1,5380
anova,911,537,1,6365
anova,911,537,1,4608
anova,911,537,2,5380
anova,911,537,2,6365
anova,911,537,2,4608
anova,911,485,0,8255
anova,911,485,0,8167
anova,911,485,0,1002
anova,911,485,1,8255
anova,911,485,1,8167
anova,911,485,1,1002
anova,911,485,2,8255
anova,911,485,2,8167
anova,911,485,2,1002
anova,911,347,0,7380
anova,911,347,0,6413
anova,911,347,0,8956
anova,911,347,1,7380
anova,911,347,1,6413
anova,911,347,1,8956
anova,911,347,2,7380
anova,911,347,2,6413
anova,911,347,2,8956
anova,911,489,0,3489
anova,911,489,0,8535
anova,911,489,0,910
anova,911,489,1,3489
anova,911,489,1,8535
anova,911,489,1,910
anova,911,489,2,3489
