year,ais,ais_lo,ais_hi,gsic,gsic_lo,gsic_hi,gis,gis_lo,gis_hi,steric,steric_lo,steric_hi,lws,lws_lo,lws_hi,dang,dang_sig,dang_lo,dang_hi
1917,-0.5418106946078214,-1.094593039425937,-0.029593006047335557,-5.776659354296598,-7.086634787646207,-4.271634635058317,-3.4816617792302904,-3.9988897150213067,-2.9688897913152523,-4.251692819595336,-5.244922494888305,-3.2029699802398692,1.5978003539822314,0.6569207229397513,2.5419207610867245,-12.611988349679645,1.7275176453821246,,
1918,-0.5363208684054288,-1.084593001278964,-0.034593001278963975,-5.671779212084684,-6.941634329882535,-4.191634711352262,-3.470746785944159,-3.9838895624334154,-2.9688897913152523,-4.2542582035064695,-5.2560789585113525,-3.217970895767211,1.8240431823513723,0.876920703866265,2.7669207610867246,-12.208527517008307,1.6961980693418357,,
1919,-0.5308707150545988,-1.074592963131991,-0.034593001278963975,-5.585030707446012,-6.8416343298825355,-4.116634711352262,-3.454160482233221,-3.958889562433416,-2.9588895624334155,-4.2755896091461185,-5.265592050552368,-3.2646353244781494,2.0032219924710013,1.0569207229397513,2.9419207610867244,-11.564427391598436,1.7098070956402853,,
1920,-0.5255169781771574,-1.059593001278964,-0.034593001278963975,-5.532799491015348,-6.776634940234098,-4.066634711352262,-3.4362096613103685,-3.938889867609198,-2.948889715021307,-4.26266884803772,-5.241269540786743,-3.296785974502564,1.9461527862332084,1.0119207420132377,2.8719206847927783,-10.701706010615759,1.6511243623876197,,
1921,-0.5200888547030362,-1.0495929631319911,-0.034593001278963975,-5.471430548754606,-6.7166343298825355,-4.026634558764371,-3.420304281061346,-3.9238897150213066,-2.9288896387273615,-4.285170221328736,-5.086719751358032,-3.3805418491363524,1.9045910873196343,0.9519207038662649,2.8469206847927784,-10.734537322586597,1.6259764380988178,,
1922,-0.5146193417635831,-1.03959302035245,-0.034593001278963975,-5.397064169970426,-6.636634787646207,-3.9566344824704256,-3.4399301355535346,-3.928889638727362,-2.9538896387273614,-4.291196298599244,-5.123992395401,-3.426668787002564,1.8647858657620173,0.9319207229397513,2.8119206466458064,-10.889055580499917,1.6606026170427017,,
1923,-0.5092426213351164,-1.024592963131991,-0.029593006047335557,-5.277970084277067,-6.501634940234098,-3.856634482470425,-3.4075719659978687,-3.898889715021307,-2.9288896387273615,-4.334321069717407,-5.141520929336548,-3.484394693374634,1.6636911430142145,0.7219207324764945,2.5869206466458063,-12.369379719999987,1.7128106274022006,,
1924,-0.5037558468905363,-1.009593001278964,-0.029593006047335557,-5.183896597948942,-6.391634329882535,-3.7766345587643713,-3.348880941217596,-3.823889715021307,-2.8788896387273617,-4.327344751358032,-5.178115320205689,-3.3982832431793213,1.7641135253689504,0.8419207134030082,2.6919207610867244,-11.843624490956326,1.5634046407890794,,
1925,-0.4983725461092862,-0.9995929631319911,-0.029593006047335557,-5.090534934130583,-6.276634940234098,-3.691634711352262,-3.3296964471990402,-3.7988897150213066,-2.8588895624334154,-4.261248254776,-5.123845148086548,-3.342235040664673,1.7734913863918995,0.8269207038662649,2.6919207610867244,-12.308590158398246,1.606903303068736,,
1926,-0.49286192980679605,-0.9895930203524501,-0.029593006047335557,-4.98425517949191,-6.146634635058317,-3.6016345587643714,-3.227677327936346,-3.688889867609198,-2.763889867609198,-4.176789331436157,-5.027104806900025,-3.282817316055298,1.6941058196804744,0.751920703866265,2.6169207610867242,-12.375294004599997,1.508864336079098,,
1927,-0.4874995144930753,-0.974592963131991,-0.034593001278963975,-4.8710231390866365,-6.011634787646207,-3.4966346350583164,-3.1523057764226743,-3.6138898676091986,-2.6888898676091983,-4.124979639053345,-4.966114664077759,-3.2218370914459227,1.5948192634365774,0.6669207134030082,2.506920722939751,-11.688079061427516,1.478480361867988,,
1928,-0.48211411562832923,-0.96459302035245,-0.034593001278963975,-4.768762549487027,-5.876634940234098,-3.4016345587643713,-3.0399404352361508,-3.4938897913152522,-2.5888898676091983,-4.053016519546508,-4.895814371109009,-3.1663057804107666,1.7573971786282283,0.8319207229397514,2.6819207229397515,-11.935822354782758,1.5202964161415013,,
1929,-0.47669376459988694,-0.9545929822054782,-0.034593001278963975,-4.671262320605192,-5.746634635058316,-3.301634558764371,-2.9371179407293146,-3.3788896387273613,-2.4988897150213067,-4.0196997165679935,-4.8125059604644775,-3.120981454849244,1.8360560455105523,0.9169207134030082,2.7419207610867242,-12.005013214767548,1.461346910347882,,
1930,-0.4712276372042569,-0.9395930203524501,-0.034593001278963975,-4.575126990404996,-5.636634787646208,-3.216634711352262,-2.8757768457586117,-3.3188897913152524,-2.438889676874334,-3.9823153018951416,-4.775297021865844,-3.091928720474244,1.9517560043118214,1.0469207324764944,2.8619206466458063,-11.515169963785276,1.4552699140336203,,
1931,-0.4658552559939298,-0.929592982205478,-0.034593001278963975,-4.443500861254606,-5.486634787646208,-3.0966346350583165,-2.6913759058172047,-3.1288896387273617,-2.25888975316828,-3.9497736454010006,-4.760150003433227,-3.1212511539459227,1.9495387115261775,1.0369207420132376,2.8769207992336963,-11.483082223322828,1.478160495974164,,
1932,-0.4603271397677335,-0.9145930203524499,-0.034593001278963975,-4.350369605151089,-5.371634635058316,-3.036634787646208,-2.5936906641179864,-3.0288896387273616,-2.163889676874334,-3.9116777896881105,-4.718643045425415,-3.0517656803131104,1.9339200057766655,1.0219207324764945,2.8669207610867242,-10.051369010422885,1.4465842727118026,,
1933,-0.4549425515261564,-0.9045929822054781,-0.034593001278963975,-4.259532507983121,-5.266634711352262,-2.956634482470425,-2.484005719965155,-2.9088895624334157,-2.05888975316828,-3.867179727554321,-4.699322366714478,-3.0040651798248295,1.9306785621426323,1.0219207324764945,2.8419207610867243,-10.665086116665005,1.466668749075812,,
1934,-0.449480524930087,-0.8945930394259372,-0.03959299651059239,-4.18574787053195,-5.176634558764372,-2.8966346350583168,-2.3884008234197447,-2.8088895624334156,-1.9688897913152519,-3.853262567520142,-4.7233644962310795,-2.89918236732483,1.8635971107266165,0.9569207229397514,2.776920799233696,-11.985083748733437,1.4124927899299904,,
1935,-0.4440792950716886,-0.879592982205478,-0.03959299651059239,-4.097811469164762,-5.076634558764371,-2.811634787646208,-2.276845914667303,-2.6938897913152524,-1.8538896387273618,-3.7873159885406498,-4.5992292881011965,-2.975129556655884,1.7672590293667534,0.8419207134030082,2.6719206847927786,-10.749636153060496,1.417594835764705,,
1936,-0.43867577639493077,-0.869593039425937,-0.03959299651059239,-3.990919837084684,-4.946634635058317,-2.711634787646208,-2.151611310785467,-2.5638898676091983,-1.7238897150213068,-3.683291864395142,-4.507758569717407,-2.7932215213775633,1.9551552810452204,1.0469207324764944,2.8669207610867242,-11.331579615712926,1.3919656776112705,,
1937,-0.43329123583706947,-0.8545929822054781,-0.034593001278963975,-3.8969142523678872,-4.831634482470426,-2.616634711352262,-2.0860078638250177,-2.4838897531682798,-1.673889715021307,-3.566823816299438,-4.348216867446899,-2.7329603672027587,1.9620314636013725,1.0719207324764946,2.8519207992336963,-10.408622341639276,1.3597801110932033,,
1938,-0.4277643593874845,-0.8445930394259371,-0.034593001278963975,-3.7989928809079254,-4.726634558764371,-2.5316344824704253,-2.044928914850409,-2.448889715021307,-1.6388896768743337,-3.444520044326782,-4.315361261367798,-2.5469606876373296,1.8964155235073783,0.9969207324764946,2.776920799233696,-9.458879569494297,1.3401860001403003,,
1939,-0.4223870190707119,-0.8295929822054782,-0.034593001278963975,-3.720932349291714,-4.641634711352262,-2.4616345969113436,-1.9972474878484552,-2.398889715021307,-1.5988897150213068,-3.301994562149048,-4.151866769790649,-2.4131327152252195,1.8687376060269094,0.9719207324764945,2.756920722939751,-9.040954238843426,1.301780394791194,,
1940,-0.4169570836153898,-0.819593039425937,-0.034593001278963975,-3.6258666602048004,-4.531634482470425,-2.3716346350583164,-1.9552793329412288,-2.3588897531682798,-1.55888975316828,-3.169507455825806,-3.977539682388306,-2.31215386390686,1.9221768417141654,1.026920703866265,2.8319207229397514,-10.107915886818585,1.2880203445886902,,
1941,-0.41157092181119054,-0.804592982205478,-0.03959299651059239,-3.522109946337613,-4.411634787646208,-2.2766345587643717,-1.893123418634588,-2.288889676874334,-1.5038896387273621,-3.092987680435181,-3.9291231632232666,-2.221927118301392,1.9212183990261773,1.0369207420132376,2.8119206466458064,-8.573523044806226,1.2755043782725997,,
1942,-0.40614322749051196,-0.7945930394259371,-0.03959299651059239,-3.4279491034421055,-4.296634635058316,-2.1766345587643716,-1.8451209848577332,-2.238889676874334,-1.4688897913152519,-2.967337656021119,-3.7722017765045166,-2.090925455093384,1.8205607452175834,0.926920703866265,2.7119206466458063,-8.558236350339786,1.227457769956121,,
1943,-0.40063289729031654,-0.7845930012789641,-0.034593001278963975,-3.319212683764371,-4.171634635058316,-2.0716346350583166,-1.775259572809393,-2.163889676874334,-1.403889638727362,-2.8022913455963137,-3.6145071506500246,-1.9323124408721926,1.7434332885525443,0.8519207038662651,2.6369206466458066,-7.905895246343566,1.229073970203479,,
1944,-0.3952644738284025,-0.7695930394259372,-0.034593001278963975,-3.203119620409878,-4.031634482470425,-1.9666347113522615,-1.7251830881292172,-2.103889638727362,-1.3588897531682798,-2.6818834781646728,-3.4705694675445553,-1.8339270114898687,1.8817536391995173,0.9969207324764946,2.7819207229397516,-8.759281718198487,1.1888105737256778,,
1945,-0.3898103627291593,-0.759593001278964,-0.034593001278963975,-3.10310283574191,-3.9166347113522617,-1.8916347113522614,-1.720994169061834,-2.098889715021307,-1.3588897531682798,-2.6717501163482664,-3.4493597507476803,-1.8546537876129148,1.7591020622036675,0.8719207324764946,2.6419207610867246,-8.789272925871458,1.1931868014323603,,
1946,-0.3843481930819425,-0.7495929631319911,-0.034593001278963975,-3.0097617712887854,-3.8066344824704252,-1.7966346350583167,-1.70151384527033,-2.068889791315252,-1.338889676874334,-2.6829302310943604,-3.5254885196685795,-1.8063644886016847,1.7744174995205624,0.8919207134030083,2.6419207610867246,-7.319124425810338,1.1691283883420824,,
1947,-0.3789894970980558,-0.7395930203524501,-0.034593001278963975,-2.905828818407925,-3.691634711352262,-1.7016345587643715,-1.649337751215155,-2.023889715021307,-1.2888896768743339,-2.7342485904693605,-3.555440378189086,-1.8735151767730716,1.7023434676907283,0.8219207324764946,2.5869206466458063,-8.126264350354845,1.1313625805147205,,
1948,-0.37351922121914943,-0.724592963131991,-0.034593001278963975,-2.814448508349333,-3.5916347113522615,-1.6166347113522614,-1.5536521738225768,-1.913889676874334,-1.2038896387273619,-2.8385199069976803,-3.667219018936157,-1.9684900760650637,1.6731734313748103,0.801920703866265,2.526920799233696,-7.332821028831916,1.143843711457236,,
1949,-0.36812314120205974,-0.71459302035245,-0.034593001278963975,-2.7524962988766752,-3.5066344824704254,-1.5566346732052896,-1.4421209161931818,-1.798889715021307,-1.0988897150213068,-2.8981478214263916,-3.670878458023071,-2.0528379917144775,1.6944575347683644,0.8269207038662649,2.5469206847927786,-6.104148728330061,1.1106127501170722,,
1950,-0.36264223185452554,-0.7045929822054782,-0.034593001278963975,-2.6413558569821447,-3.3966346350583168,-1.4566346732052895,-1.3604312723333192,-1.713889676874334,-1.013889676874334,-2.815257120132446,-3.6394812107086185,-1.9562881946563726,1.5629315414211964,0.6919207134030081,2.4069207229397516,-6.490746621142681,1.1134736830864598,,
1951,-0.3572604569521817,-0.6895930203524501,-0.034593001278963975,-2.5635623541745276,-3.316634711352262,-1.3766345587643718,-1.291308576410467,-1.6388896768743337,-0.9588897531682798,-2.7181330204010004,-3.5399046421051024,-1.8402285099029543,1.7742937125942924,0.9069207229397513,2.6219206847927783,-5.433687535374539,1.138377815270144,,
1952,-0.3518108281222257,-0.6795929822054776,-0.034593001278963975,-2.4708892432126133,-3.211634787646208,-1.2666347113522614,-1.244715864008123,-1.5838897531682798,-0.9138896768743339,-2.6388128757476808,-3.4563951969146727,-1.7850838184356688,1.8001307525418024,0.9669207134030082,2.646920684792778,-5.429882731854707,1.1063016988872734,,
1953,-0.34638618555935946,-0.6695930394259366,-0.034593001278963975,-2.3708160010251134,-3.091634711352262,-1.1766345587643716,-1.1987132852727718,-1.538889676874334,-0.873889715021307,-2.6377714633941642,-3.4745459079742442,-1.7220306873321536,1.7001955070278862,0.876920703866265,2.5469206847927786,-4.849188605467255,1.1009998763223257,,
1954,-0.34098810282620523,-0.6545929822054777,-0.034593001278963975,-2.2891849127682775,-3.0066344824704254,-1.0966346350583165,-1.16956976110285,-1.4988897150213067,-0.843889695947821,-2.6217352390289306,-3.4649694919586187,-1.7537695407867435,1.7123559036038134,0.8619207420132378,2.5569207229397515,-5.865882631110119,1.034567088693421,,
1955,-0.33553046313199136,-0.6445930394259367,-0.034593001278963975,-2.2426900473507967,-2.956634482470425,-1.0716346350583166,-1.146664029901678,-1.4688897913152519,-0.8288897340947929,-2.6249311923980714,-3.3959127902984614,-1.7999264240264896,1.5093209304592825,0.6819207229397513,2.3219206847927785,-5.534710569325889,1.060380531768169,,
1956,-0.33016361323269944,-0.634593001278964,-0.029593006047335557,-2.152102049914274,-2.856634482470425,-0.9666347113522614,-1.1088739221746269,-1.428889638727362,-0.798889715021307,-2.6001024723052977,-3.390047693252564,-1.7468416690826416,1.2446906127712942,0.4219207205555655,2.0419207610867245,-6.876097271304517,0.9897169357823271,,
1957,-0.3247422131625089,-0.6245929631319913,-0.034593001278963975,-2.053627547350797,-2.736634787646208,-0.9066346732052896,-1.036597234552557,-1.3488897150213068,-0.73388975316828,-2.548732614517211,-2.936747598648071,-2.0636221408843993,1.2703041114590385,0.45692072293975133,2.0719206847927785,-5.26638116035934,1.0457082154327226,,
1958,-0.3192844781008634,-0.6145930203524503,-0.029593006047335557,-1.9792344656857574,-2.6366347876462077,-0.8616345969113434,-0.9685359781438658,-1.28388975316828,-0.6638896768743339,-2.0671160221099854,-2.38904366493225,-1.8360624790191649,1.4463461913845754,0.6519207277081229,2.2469206847927783,-5.444852192363919,0.876992145142181,,
1959,-0.31389617052945223,-0.6045929822054776,-0.029593006047335557,-1.9245202628048985,-2.5716346350583166,-0.8416346159848306,-0.94980486089533,-1.253889638727362,-0.6538897340947929,-2.270864725112914,-2.6936941623687742,-1.8817354679107665,1.3861695327542043,0.6069207229397513,2.1619206466458065,-5.145200276751647,0.8622344803769255,,
1960,-0.3084096821871671,-0.5895930203524504,-0.029593006047335557,-1.8498691168698396,-2.4916347113522614,-0.7866345969113434,-0.881216985529119,-1.18388975316828,-0.5888896768743339,-1.997335672378541,-2.3634584903717046,-1.6833843708038327,1.324306014992974,0.5669207134030081,2.0869206466458063,-4.5589059522749595,0.8381909459665833,,
1961,-0.30309595194729894,-0.5795929822054777,-0.029593006047335557,-1.7750989523800937,-2.4066346732052897,-0.7466346350583165,-0.8129214113408869,-1.10888975316828,-0.53388975316828,-1.8097164630889897,-2.167127847671509,-1.4273920536041258,1.2891678848049857,0.5419207134030082,2.0369206466458065,-4.593547354659224,0.8090788977612551,,
1962,-0.29754404154690833,-0.5645930203524503,-0.029593006047335557,-1.6921268072995277,-2.3166347113522616,-0.6666346159848305,-0.7267779176885429,-1.0238897150213069,-0.4488897150213069,-1.6807960987091066,-2.0471334934234613,-1.3734959125518795,1.21245565793731,0.4819207229397513,1.9519207992336964,-4.7832616179935,0.7705047075286721,,
1963,-0.29218482104214755,-0.5545929822054776,-0.029593006047335557,-1.6561305609616364,-2.2666347113522614,-0.6766346541318023,-0.7027726953679869,-0.98388975316828,-0.4288897340947928,-1.8142593860626226,-2.2080927371978754,-1.4576477527618406,1.2127272643826223,0.47192072055556555,1.9519207992336964,-4.741207803944308,0.8046800748241871,,
1964,-0.28678678599270907,-0.5445930394259366,-0.029593006047335557,-1.6563836661252114,-2.2866345969113437,-0.7366345969113434,-0.6994616335088559,-0.978889638727362,-0.4288897340947928,-2.048475503921509,-2.2749201297760004,-1.6405062198638918,1.1920999564907768,0.4869207181713797,1.9069207229397513,-5.147275527638862,0.8105096511874841,,
1965,-0.281308260830966,-0.5345930012789639,-0.024593010815707195,-1.6436187354001133,-2.2816346732052897,-0.7466346350583165,-0.656011277979071,-0.9338897531682799,-0.38888967687433396,-2.089956521987914,-2.268809747695923,-1.8151594638824466,1.084722904183648,0.42692072174765844,1.7569207229397514,-4.5376163909647005,0.792268330551748,,
1966,-0.27591704455288973,-0.5195930394259367,-0.024593010815707195,-1.6075242606076325,-2.2216346350583165,-0.7316346732052895,-0.5829888170415709,-0.868889695947821,-0.3188896959478206,-2.034507989883423,-2.1297136783599853,-1.9190445423126223,1.0077950992367484,0.36192072413184423,1.6619207420132374,-5.147061003775025,0.778539105907481,,
1967,-0.2704956444826994,-0.509593001278964,-0.024593010815707195,-1.5743239966305826,-2.1966346350583166,-0.7316346732052895,-0.5461797540838069,-0.8288897340947929,-0.2838897531682796,-2.1567160129547114,-2.3439157962799073,-1.9059467792510985,0.9117425956509331,0.2769207217476584,1.5419207610867245,-5.168768370944515,0.7576747111891023,,
1968,-0.2649793061343107,-0.49959296313199136,-0.01959299174222079,-1.5531613913449376,-2.1666347113522617,-0.7016346541318025,-0.4902192896062678,-0.763889676874334,-0.23388975316827953,-2.3616812229156494,-2.653031015396119,-2.2076899051666254,0.731750444390557,0.13192072293975132,1.3469206847927784,-5.371642008513516,0.7394144806846384,,
1969,-0.2596308144656095,-0.4895930203524503,-0.01959299174222079,-1.5060065833005045,-2.1066346732052894,-0.6666346159848305,-0.4493830507451839,-0.7238897150213068,-0.19388969594782057,-2.2940184116363525,-2.5716127872467047,-2.0820147037506103,0.790403894402764,0.21692072532393714,1.3719206847927783,-5.340070319460355,0.7437744390747565,,
1970,-0.25425337878140536,-0.4795929822054777,-0.01959299174222079,-1.4767449942502116,-2.0616345969113437,-0.6616345969113434,-0.43406332189386587,-0.7038897340947929,-0.18888967687433422,-2.2299360752105715,-2.490627145767211,-1.9313633441925044,0.6782726325772026,0.1269207277081229,1.241920761086724,-5.362510923261866,0.7504352922493045,,
1971,-0.2487426194277677,-0.46459302035245037,-0.01959299174222079,-1.4299668875607576,-2.0066346732052898,-0.6266346541318025,-0.3854952638799498,-0.6488897150213069,-0.14888971502130688,-2.01857705116272,-2.2100740909576415,-1.7752039432525635,0.5377018489620903,-0.013079281828620226,1.076920703866265,-4.148213316415467,0.7503983075854023,,
1972,-0.24328188029202552,-0.459593001278964,-0.014592996510592426,-1.4258151617917147,-1.9666347113522615,-0.6416346159848304,-0.41572569066828,-0.6788897340947928,-0.17888973409479325,-1.9049362659454347,-2.0584524631500245,-1.6347418308258055,0.5533512868664482,0.031920722939751345,1.066920713403008,-4.720875082199328,0.7457837225778153,,
1973,-0.23790487376126385,-0.4495930108157072,-0.014592996510592426,-1.3984220114621255,-1.9416347113522616,-0.6416346159848304,-0.4206208055669609,-0.6638896768743339,-0.19388969594782057,-1.8290678501129145,-2.0886160373687743,-1.5300770282745364,0.397811190106652,-0.10807928659699184,0.8969207324764945,-5.196610427802097,0.7681112901140714,,
1974,-0.2324612530795011,-0.43959302035245035,-0.009593001278964008,-1.3576064673337074,-1.8966346350583168,-0.6266346541318025,-0.39651621038263496,-0.628889734094793,-0.16888969594782055,-1.7317896366119383,-2.0076887607574463,-1.3979300022125245,-0.13052301027558072,-0.6080792389132761,0.3469207235357978,-4.549964100429307,0.7611316750547401,,
1975,-0.2270876320925626,-0.42459301081570716,-0.009593001278964008,-1.3260503378781405,-1.8566346732052894,-0.6216346350583165,-0.39089840108698093,-0.628889734094793,-0.16888969594782055,-1.4828915119171144,-1.6528049945831293,-1.1896547794342043,0.07113051793792025,-0.4130792579867623,0.5369207181713798,-3.6841547154152776,0.7190917266092137,,
1976,-0.22159060564908123,-0.4195929917422208,-0.009593001278964008,-1.3133924094113434,-1.8366345969113436,-0.6216346350583165,-0.4085678880864929,-0.6438896959478209,-0.18888967687433422,-1.5214472293853758,-1.8107820987701415,-1.0204645633697504,0.11227188489653844,-0.35307926752350555,0.5569207229397514,-4.681656538177072,0.6826416656947855,,
1977,-0.21624631014737222,-0.409593001278964,-0.009593001278964008,-1.2574727621945465,-1.7666347113522614,-0.5766346541318025,-0.40815065557306496,-0.6338897531682799,-0.20388973409479327,-1.4027002811431886,-1.6954252719879146,-0.9770622730255125,0.19925381324507974,-0.24307927706024862,0.641920713403008,-4.218181979996186,0.6995566546080291,,
1978,-0.2107981118288908,-0.39959301081570714,-0.0045930060473355905,-1.1968986121090972,-1.6916347113522616,-0.5416346159848305,-0.40049865896051595,-0.618889695947821,-0.19388969594782057,-1.3702120304107668,-1.8356846332550045,-0.8640347003936766,-0.102972980520942,-0.5280793152072214,0.3169207223437049,-4.685784089362705,0.671376416350757,,
1979,-0.20536288348111248,-0.3895930203524503,-0.0045930060473355905,-1.1345557776364417,-1.5916347113522615,-0.4716346350583164,-0.389603788202459,-0.5988897150213068,-0.18888967687433422,-1.4052307605743404,-1.8945263385772706,-0.7258148670196536,-0.15958666422150353,-0.5780793152072212,0.23692072413184423,-3.6974944138835655,0.6979137540149595,,
1980,-0.19993166056546302,-0.38459300127896395,0.000406989184292772,-1.0903853979977698,-1.5516345587643716,-0.4566346732052894,-0.3607046907598319,-0.563889676874334,-0.1638896768743343,-1.0921608448028564,-1.3430515766143793,-0.7594496250152585,0.04090054414489053,-0.3630792579867624,0.42692072174765844,-3.9276538985542118,0.6843215510457084,,
1981,-0.19452041712674234,-0.3795929822054777,0.000406989184292772,-1.0451837149533363,-1.5216346350583168,-0.43663459691134354,-0.3079829996282405,-0.5088897531682799,-0.11388972455805013,-1.1296556949615475,-1.3920780658721923,-0.8671431064605715,-0.04457878687165007,-0.4280792675235055,0.32192072279073974,-2.2095708662028803,0.671850124067882,,
1982,-0.1890497597781095,-0.3695929917422209,0.005407008257779233,-1.0073812094601715,-1.4716346350583165,-0.40663467320528957,-0.2692658250982112,-0.4638896768743339,-0.07388971502130692,-1.2615566730499266,-1.5433035373687742,-0.8823458194732665,-0.08207749941132286,-0.4580792865969919,0.2769207217476584,-3.034656955629597,0.6608978712973292,,
