ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvHL,glaciers,2100,fixed,2000,11.268552754212807,11.293327555321362,9.826103887423015,12.893396232270828,3.0672923448478127,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,gis,2300,joint,2000,10.690901935537205,11.203072522442989,7.115037873791415,16.889767233447515,9.7747293596561,1.1540566451473722,0.8184210138212371,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2100,fixed,2000,31.321079960854984,29.985533304117897,5.321410734045791,63.45189143371179,58.130480699666,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2100,joint,2000,28.65465516943434,29.03939562167151,4.382539130560646,68.87853160656422,64.49599247600358,1.1095038558037273,0.914868044309036,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2150,fixed,2000,54.48833460681689,55.40127597424309,8.724372220943073,126.28543090862998,117.56105868768691,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2150,joint,2000,42.20170167042639,49.90198342680497,6.771570681285126,130.25466600892955,123.48309532764442,1.050374134990482,0.7745089288367908,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2300,fixed,2000,61.02233761190267,67.13283336654841,14.915311970694525,155.2681781775128,140.35286620681828,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,ais,2300,joint,2000,45.76471694288121,61.272085981787455,10.340874839767213,172.73641312782553,162.3955382880583,1.1570518128839553,0.7499666308088893,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2100,fixed,2000,22.51472637429134,22.497258895123757,20.00342800863857,25.046004796670353,5.042576788031784,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2100,joint,2000,15.991677755239163,16.264769032845933,9.634280208559774,24.21603449907161,14.581754290511837,2.891726770551248,0.7102763537690343,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2150,fixed,2000,28.225612350199576,28.20371422505592,25.07732029520293,31.398952426056656,6.321632130853725,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2150,joint,2000,19.08547784556776,19.934540769975726,10.735588902360407,32.37849454116481,21.642905638804407,3.423626239365113,0.6761758649828835,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2300,fixed,2000,25.54361332266412,25.523795958412766,22.694472128422444,28.415422473633107,5.720950345210664,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,te,2300,joint,2000,16.492321253986425,18.54973648562934,8.815598680706291,34.77673193848461,25.961133257778318,4.5379057134295655,0.6456534181619974,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2100,fixed,2000,76.16464819784639,75.06947207623769,49.30527030831058,108.43447089316173,59.12920058485115,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2100,joint,2000,65.75841539838297,66.95555528266794,35.10084693870936,112.07138590725307,76.9705389685437,1.3017348147315135,0.8633718786118194,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2150,fixed,2000,112.76308074259396,113.52551946198088,65.43724188459026,184.0214238475259,118.58418196293565,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2150,joint,2000,88.19298323761365,98.08020804077637,44.35591877402381,187.5618849385034,143.20596616447958,1.207631269145489,0.7821086711787624,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2300,fixed,2000,124.4548448776762,129.66645547893685,76.22279017997306,218.6723385933838,142.44954841341075,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvHL,total,2300,joint,2000,95.34930399604954,113.37788095014338,51.041108517451136,242.53960894370812,191.49850042625698,1.3443250790132275,0.7661357345289866,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvHL | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
