source,module,marker,marker_label,family,component,year,n_draws,med,p05,p17,p83,p95,band_basis,scenario
Ladrillo,L24,vvVL,Very Low,SSP1,lws,2300,2000,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvVL
Ladrillo,L24,vvVL,Very Low,SSP1,total,2100,2000,34.91256687529028,26.53177023630971,29.5606922376756,43.35422126430259,94.07951994787284,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvVL
Ladrillo,L24,vvVL,Very Low,SSP1,total,2150,2000,44.15969349828316,32.507963883643775,36.74332824235188,56.2818075713445,143.5304688185162,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvVL
Ladrillo,L24,vvVL,Very Low,SSP1,total,2300,2000,57.54832378389408,40.811609295166924,46.70851257393977,75.57921993612123,203.52244748435177,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,glaciers,2100,1000,11.229242324829102,8.634056329727173,9.562538185119628,13.153607988357544,14.963145875930786,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,glaciers,2150,1000,15.781657695770264,11.907536220550536,13.346671133041381,18.82444511413574,21.57451524734497,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,glaciers,2300,1000,24.22239589691162,17.79900989532471,19.975242023468017,28.95729200363159,33.55386943817139,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,gis,2100,1000,6.287262678146362,4.7328403234481815,5.283605408668518,7.71707709312439,9.63936023712158,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,gis,2150,1000,9.34867238998413,7.047123885154724,7.887801055908203,11.624709167480468,14.74066843986511,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,gis,2300,1000,17.126436233520508,13.074497842788697,14.642643966674806,21.237457332611083,26.65118904113769,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,ais,2100,1000,4.303825855255127,1.5249019026756288,2.561770143508911,7.500197005271906,58.87054119110104,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,ais,2150,1000,6.566443681716919,2.243874216079712,3.935211799144745,11.626278495788569,98.2853172302245,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,ais,2300,1000,12.484606742858887,5.381459379196167,8.222538585662843,21.908147144317617,158.9016021728515,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,te,2100,1000,13.4312424659729,7.896052289009094,9.86953085899353,17.83157356262207,21.79346971511841,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,te,2150,1000,16.128646850585938,8.66959581375122,11.330304355621339,21.714850006103514,26.784933853149415,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,te,2300,1000,17.44993782043457,7.378178000450134,11.148234386444091,24.995322246551513,32.20625019073486,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,lws,2100,1000,2.342515707015991,2.342515707015991,2.342515707015991,2.342515707015991,2.342515707015991,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,lws,2150,1000,4.042957782745361,4.042957782745361,4.042957782745361,4.042957782745361,4.042957782745361,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,lws,2300,1000,8.897385597229004,8.897385597229004,8.897385597229004,8.897385597229004,8.897385597229004,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,total,2100,1000,37.82120704650879,29.277646350860596,32.48099910736084,48.5750015258789,99.67549591064451,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,total,2150,1000,52.03943061828613,39.990777587890626,44.45470726013183,67.6960099029541,154.8518013000488,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,total,2300,1000,80.74274826049805,62.49105167388916,68.63581245422364,105.52481262207031,244.51099548339835,joint (BRICK 2.0 posterior x FaIR forcing),vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,glaciers,2100,600,9.500092329422516,5.829783472407243,7.709151933239232,11.445941426572356,12.721499374628936,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,glaciers,2150,600,10.747015230673869,6.5610342491984985,8.614911944354958,13.161528796982475,14.891115491450712,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,glaciers,2300,600,10.09458771745926,5.636875874763712,7.6453975133268575,12.769085527614356,14.9991775795521,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,gis,2100,600,5.729822317829612,3.252735705467479,4.136636393048306,7.470260643335951,9.621022139690483,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,gis,2150,600,8.059905445055609,4.541665502250874,5.7583322512529085,10.467025518098971,13.664620259482442,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,gis,2300,600,12.81088993060298,7.869200334560674,9.144009348381266,15.895133673650568,19.55951664626854,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,ais,2100,600,2.045236940268084,-1.777021647226288,-0.5517261555407535,9.896872627175698,15.891651828668842,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,ais,2150,600,2.2950638296406023,-4.006610401141809,-1.3394511337302877,13.54329681820798,21.90561954526524,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,ais,2300,600,1.660797284223184,-10.571559168527948,-7.816644216938616,17.62527825694732,31.712357887966427,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,te,2100,600,9.174805206060809,5.423351762938056,6.684329893221512,12.664344697654824,16.146881926745664,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,te,2150,600,9.92478291270846,5.529123386171035,6.970947643781242,14.620890185384209,18.97508460940413,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,te,2300,600,9.406264911189178,4.507632769261131,6.120524260203242,15.541584195227347,21.053717225041897,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,lws,2100,600,3.0076045676447416,1.2391154692968895,1.7095219279795073,4.431632512751057,4.878152036372786,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,lws,2150,600,4.962999145299118,2.152945906207425,2.9004015699972947,7.225718402908023,7.935218752581151,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,lws,2300,600,10.781041437526657,4.889694282067758,6.456753844299918,15.524889161289009,17.01237445469755,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,total,2100,600,30.590456926399195,19.803587935798763,23.785827267398492,41.148498712548026,51.48490919651042,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,total,2150,600,37.40400583444949,23.439877906872145,28.409028974846517,52.274018469341534,68.07802226580596,climate + parameter,vvVL
MAGICC-SLR,Nauels2025,vvVL,Very Low,SSP1,total,2300,600,45.65369206822986,23.98064689040467,31.644697895053827,68.46783629232792,91.2787110239721,climate + parameter,vvVL
FACTS,ar5glaciers,vvVL,Very Low,SSP1,glaciers,2100,200,9.307576370239255,5.292222270965577,6.682677024841309,12.300642440795896,15.045237350463866,climate + parameter,vvVL
FACTS,ar5glaciers,vvVL,Very Low,SSP1,glaciers,2150,200,12.43891716003418,6.41353858947754,8.658199493408205,17.417480575561523,22.029096069335935,climate + parameter,vvVL
FACTS,ar5glaciers,vvVL,Very Low,SSP1,glaciers,2300,200,18.60863342285156,7.875151710510255,11.592488906860352,29.18491488647461,31.570001220703126,climate + parameter,vvVL
FACTS,FittedISMIP,vvVL,Very Low,SSP1,gis,2100,200,7.811459350585938,4.018199481964112,5.699920345306397,10.379181045532228,13.06703109741211,climate + parameter,vvVL
FACTS,bamber19,vvVL,Very Low,SSP1,gis,2100,200,13.327777862548828,-0.535722222328186,6.270807865142823,26.311777099609376,65.13777709960932,climate + parameter,vvVL
FACTS,FittedISMIP,vvVL,Very Low,SSP1,gis,2150,200,13.211511993408203,7.407241935729981,9.588935081481932,18.240732650756836,22.771486434936524,climate + parameter,vvVL
FACTS,bamber19,vvVL,Very Low,SSP1,gis,2150,200,23.44791030883789,1.921750216484071,11.647221199035648,64.47836120605469,95.40976287841796,climate + parameter,vvVL
FACTS,FittedISMIP,vvVL,Very Low,SSP1,gis,2300,200,28.575271606445312,15.663896102905277,20.654124343872073,41.2813020324707,52.57958526611328,climate + parameter,vvVL
FACTS,bamber19,vvVL,Very Low,SSP1,gis,2300,200,57.9388916015625,-6.511111450195313,22.132788497924807,134.5588916015625,265.7888916015624,climate + parameter,vvVL
FACTS,ar5AIS,vvVL,Very Low,SSP1,ais,2100,200,6.193665504455566,-4.629123992919921,-1.9859704761505124,13.159125930786132,15.842672729492188,climate + parameter,vvVL
FACTS,larmip,vvVL,Very Low,SSP1,ais,2100,200,11.133449935913088,2.5470785427093507,4.077183364868165,22.807345947265624,42.462176361083934,climate + parameter,vvVL
FACTS,deconto21,vvVL,Very Low,SSP1,ais,2100,200,8.777999877929688,6.411000061035157,6.791679565429689,12.710680496215822,17.59200134277344,climate + parameter,vvVL
FACTS,bamber19,vvVL,Very Low,SSP1,ais,2100,200,9.86416702270508,-6.175333347320555,-0.590833330154419,33.5834660644531,87.8191687011718,climate + parameter,vvVL
FACTS,ar5AIS,vvVL,Very Low,SSP1,ais,2150,200,13.447156524658205,-9.962005233764648,-3.965712268829343,28.347740875244146,33.89683364868164,climate + parameter,vvVL
FACTS,larmip,vvVL,Very Low,SSP1,ais,2150,200,22.101337432861328,5.841593837738038,10.029679687500003,43.11150003051757,75.65562591552728,climate + parameter,vvVL
FACTS,deconto21,vvVL,Very Low,SSP1,ais,2150,200,26.08599853515625,12.26825035095215,14.648001098632813,45.46853750610351,61.46970123291013,climate + parameter,vvVL
FACTS,bamber19,vvVL,Very Low,SSP1,ais,2150,200,20.297165679931645,-12.619941062927245,-1.2877741432189933,63.08346643066406,138.20817016601546,climate + parameter,vvVL
FACTS,ar5AIS,vvVL,Very Low,SSP1,ais,2300,200,49.84034881591797,-36.3180825805664,-16.868141998291012,107.57887524414063,128.75156127929688,climate + parameter,vvVL
FACTS,larmip,vvVL,Very Low,SSP1,ais,2300,200,31.750849914550784,4.753667945861817,11.642340621948245,60.87755047607421,108.2263702392578,climate + parameter,vvVL
FACTS,deconto21,vvVL,Very Low,SSP1,ais,2300,200,116.64850463867188,55.61799926757813,75.197998046875,145.44599609375,168.21949218749992,climate + parameter,vvVL
FACTS,bamber19,vvVL,Very Low,SSP1,ais,2300,200,64.74583129882814,-49.62316574096679,-3.166866762161248,170.64423657226547,403.55484497070273,climate + parameter,vvVL
FACTS,tlm,vvVL,Very Low,SSP1,te,2100,200,14.857793426513672,8.99038387298584,11.444664268493652,18.888504882812494,22.92458984375,climate + parameter,vvVL
FACTS,tlm,vvVL,Very Low,SSP1,te,2150,200,17.912094116210938,10.372563819885256,13.5125701751709,23.128271102905273,28.69326232910156,climate + parameter,vvVL
FACTS,tlm,vvVL,Very Low,SSP1,te,2300,200,18.87758102416992,9.622761878967289,12.729246231079102,26.105851043701172,34.713795928955065,climate + parameter,vvVL
FACTS,ssp-lws,vvVL,Very Low,SSP1,lws,2100,200,2.993846035003662,0.9211801147460938,1.7497439422607424,4.248064918518066,4.977070178985596,climate + parameter,vvVL
FACTS,ssp-lws,vvVL,Very Low,SSP1,lws,2150,200,4.579002952575683,1.6806342220306396,2.9082854480743414,6.333167640686035,7.325365524291992,climate + parameter,vvVL
FACTS,ssp-lws,vvVL,Very Low,SSP1,lws,2300,200,7.246378326416016,2.7905757236480717,4.692549102783203,9.832016746520996,11.493827438354492,climate + parameter,vvVL
FACTS,wf1f,vvVL,Very Low,SSP1,total,2100,200,41.0273941040039,25.47646026611328,31.8015944519043,50.412094268798825,58.44255004882813,climate + parameter,vvVL
FACTS,wf2f,vvVL,Very Low,SSP1,total,2100,200,46.24022521972657,31.913364868164063,37.683680236816414,63.360313720703125,81.91209533691404,climate + parameter,vvVL
FACTS,wf3f,vvVL,Very Low,SSP1,total,2100,200,44.70216522216798,31.54676467895508,37.31920922851563,53.97055834960938,64.40090667724608,climate + parameter,vvVL
FACTS,wf4,vvVL,Very Low,SSP1,total,2100,200,53.11624450683594,29.934451599121097,37.0977272644043,96.38213641357422,141.5754125976562,climate + parameter,vvVL
FACTS,wf1f,vvVL,Very Low,SSP1,total,2150,200,60.128176879882815,33.693983459472655,41.19985818481445,79.42351031494141,92.6156439208984,climate + parameter,vvVL
FACTS,wf2f,vvVL,Very Low,SSP1,total,2150,200,71.24230041503907,44.64141067504883,55.29517333984376,98.46647729492187,133.93569763183592,climate + parameter,vvVL
FACTS,wf3f,vvVL,Very Low,SSP1,total,2150,200,76.08684387207032,49.61994125366211,58.83675396728516,98.76363275146484,120.26768310546863,climate + parameter,vvVL
FACTS,wf4,vvVL,Very Low,SSP1,total,2150,200,85.2923553466797,33.91860504150391,51.988324615478525,154.3446118164062,238.58153442382803,climate + parameter,vvVL
FACTS,wf1f,vvVL,Very Low,SSP1,total,2300,200,123.63544311523438,38.75884658813477,57.14781463623047,190.25223486328127,215.32103149414064,climate + parameter,vvVL
FACTS,wf2f,vvVL,Very Low,SSP1,total,2300,200,106.952294921875,61.19079010009766,74.88342596435548,150.14621557617187,205.46663940429673,climate + parameter,vvVL
FACTS,wf3f,vvVL,Very Low,SSP1,total,2300,200,190.01449584960935,120.77274475097656,150.5837155761719,232.69442480468751,275.673740234375,climate + parameter,vvVL
FACTS,wf4,vvVL,Very Low,SSP1,total,2300,200,172.78565063476566,47.19921859741211,86.72961016845706,349.75626660156246,607.8065942382809,climate + parameter,vvVL
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,glaciers,2100,2000,7.835276501908689,5.565410133198518,6.382272900457231,9.66167056939674,11.245617876366191,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,glaciers,2150,2000,9.124292651512986,6.417612480669508,7.355927652905567,11.443952062625101,13.374336240834689,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,glaciers,2300,2000,9.302628202786448,6.424711525395079,7.414821337044691,11.783616849871622,13.723012801048277,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,gis,2100,2000,6.490541852469972,5.064896817754649,5.53777458302618,7.887664376340076,9.1669681895919,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,gis,2150,2000,7.294758670897773,5.178681485669185,5.879483487994073,9.216618879204955,11.054754647050963,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,gis,2300,2000,4.497334844058241,2.294417190003746,3.137212369429679,6.36081439759547,7.956668446405761,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,ais,2100,2000,4.5489702694066265,3.5431867054812063,3.8515155948930637,6.07003555414203,55.11926556464819,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,ais,2150,2000,6.663162795819419,5.133844589728664,5.577732369625477,9.200583587011694,80.98804064242665,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,ais,2300,2000,8.733415949680467,6.260182824042839,7.00938731283569,13.078391913754198,80.98709627393062,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,te,2100,2000,15.502361549189622,10.200791287336648,12.558056271473458,18.590347981888467,21.75496883779872,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,te,2150,2000,17.30643475558272,10.522877874478958,13.409613316742035,21.56555955012925,25.599021874116165,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,te,2300,2000,8.0558191884932,0.8318198803618608,3.451425811438705,12.518759296223411,16.381848116588973,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,lws,2100,2000,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,lws,2150,2000,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,lws,2300,2000,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,total,2100,2000,37.191242949329045,29.45428578585894,32.20205204665119,46.0963281308362,94.00784318728726,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,total,2150,2000,44.92575725085544,34.41614744280401,38.31199722993558,56.86903696181485,125.56826171444976,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
Ladrillo,L24,vvLN,Low-to-Neg,SSP2,total,2300,2000,39.44977052053457,28.71612666477232,32.44893929413009,52.30473265538573,118.59399236382237,"joint (Ladrillo posterior x FaIR forcing, tapped)",vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,glaciers,2100,1000,11.697352886199951,9.186831140518189,10.113682889938355,13.546974935531615,15.189375925064086,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,glaciers,2150,1000,16.151987075805664,12.446720600128174,13.745918645858765,19.011749382019044,21.49385480880737,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,glaciers,2300,1000,20.78026294708252,15.069521760940551,17.087810115814207,25.252153244018555,28.688230323791505,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,gis,2100,1000,6.408466100692749,4.747214770317077,5.36286623954773,7.974701867103576,9.787081861495972,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,gis,2150,1000,9.496665477752686,7.092848205566407,7.958050403594971,11.793028688430786,14.69407024383544,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,gis,2300,1000,15.741368293762207,12.63823380470276,13.785595407485962,18.657849578857423,22.027507019042968,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,ais,2100,1000,4.430105447769165,1.380594438314438,2.5220986580848694,23.99849641799925,63.129574584960906,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,ais,2150,1000,6.754705190658569,2.264908862113953,3.975187468528748,27.576241283416717,91.69682998657217,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,ais,2300,1000,12.062146186828613,7.361318612098694,9.325530309677124,32.88600833892822,92.98437614440917,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,te,2100,1000,14.357868671417236,8.435566091537476,10.715842218399048,18.55708303451538,22.63538122177124,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,te,2150,1000,16.06526756286621,8.903669786453246,11.565808477401733,21.3615616607666,25.928268814086902,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,te,2300,1000,7.391425848007202,0.7254277348518372,3.074522504806519,11.893380250930784,15.895318365097046,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,lws,2100,1000,2.342515707015991,2.342515707015991,2.342515707015991,2.342515707015991,2.342515707015991,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,lws,2150,1000,4.042957782745361,4.042957782745361,4.042957782745361,4.042957782745361,4.042957782745361,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,lws,2300,1000,8.897385597229004,8.897385597229004,8.897385597229004,8.897385597229004,8.897385597229004,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,total,2100,1000,39.520511627197266,30.538252353668213,34.23102279663086,63.88615348815914,102.77658843994138,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,total,2150,1000,52.77673530578613,40.99002189636231,45.33045482635498,80.95112739562987,146.4801506042479,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,total,2300,1000,65.2392578125,53.051297950744626,57.32634418487549,93.32939460754395,159.91738739013672,joint (BRICK 2.0 posterior x FaIR forcing),vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,glaciers,2100,600,10.27827006859437,6.257330480459124,8.37774042902456,12.096711569491212,13.2452162375031,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,glaciers,2150,600,10.99927430761153,6.572132460276004,9.081617494055603,13.07467784454828,14.45321180711536,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,glaciers,2300,600,2.457669889244852,-1.26334142036358,0.1074591395417035,4.178533457958632,5.303814774766805,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,gis,2100,600,6.373710095648702,3.6115844931587464,4.636205664598153,8.367659417025646,12.1247404624516,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,gis,2150,600,8.842746795817138,5.174289249328521,6.677269364248656,11.458899460543698,15.02217726924446,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,gis,2300,600,12.952532416455716,6.922292888352498,9.154133009901347,98.23629383235452,143.59037729461028,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,ais,2100,600,3.3465106257453945,-1.3269436372930117,-0.1999381864060189,12.405346002595412,19.264300900911195,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,ais,2150,600,3.5402554833639908,-3.250859554009219,-1.3110066790129558,15.635702138795995,23.79797223475066,climate + parameter,vvLN
MAGICC-SLR,Nauels2025,vvLN,Low-to-Neg,SSP2,ais,2300,600,-0.3713218000349522,-7.885808995559891,-5.896456428307093,13.091511884340049,22.31437481434722,climate + parameter,vvLN
