year,ais_imb,ais_lo_imb,ais_hi_imb,ais_frd,ais_lo_frd,ais_hi_frd,d,sig_frd,sig_imb,provenance
1900,-0.7681519642532018,-1.3575031546193317,-0.1788007738870719,-0.6340783032503996,-1.2765581028245547,0.0084014963237555,-0.13407366100280216,0.3905652277046536,0.3582682008304741,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1911,-0.7083755627334263,-1.2230237456080717,-0.1937273798587807,-0.5743019017306241,-1.1420005271057396,-0.0066032763555086,-0.13407366100280216,0.34510554734049576,0.312856038221669,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1912,-0.702943815296903,-1.210891750969712,-0.194995879624094,-0.5688701542941008,-1.129867131925065,-0.0078731766631366,-0.13407366100280216,0.3410315973440512,0.3087829396187288,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1913,-0.6975461140334751,-1.1987901424433676,-0.1963020856235827,-0.563472453030673,-1.1177422196659912,-0.0092026863953547,-0.13407366100280216,0.3369421073770931,0.30470761605464586,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1914,-0.692109502857938,-1.1865353043607323,-0.1976837013551438,-0.5580358418551359,-1.1054965393844047,-0.0105751443258669,-0.13407366100280216,0.33280285564089296,0.30056279726613633,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1915,-0.6866780415237095,-1.174282552699632,-0.1990735303477869,-0.5526043805209073,-1.093203531429911,-0.012005229611904,-0.13407366100280216,0.3286317026802453,0.2964161162163663,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1916,-0.6812593594253209,-1.1620122070327374,-0.2005065118179044,-0.5471856984225187,-1.0809459682298264,-0.0134254286152111,-0.13407366100280216,0.324474328150339,0.2922509711899189,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1917,-0.6758843556106235,-1.1499720679623713,-0.2017966432588757,-0.5418106946078214,-1.0688670094239732,-0.0147543797916696,-0.13407366100280216,0.32039897557212876,0.28819921723510505,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1918,-0.670394529408231,-1.1378240088866551,-0.2029650499298066,-0.5363208684054288,-1.056731747207647,-0.0159099896032107,-0.13407366100280216,0.3163591968402542,0.28415165925740077,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1919,-0.664944376057401,-1.1257034342582617,-0.2041853178565402,-0.5308707150545988,-1.0445761718686573,-0.0171652582405404,-0.13407366100280216,0.3122829524705522,0.28009669191541686,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1920,-0.6595906391799595,-1.1135921707047405,-0.2055891076551785,-0.5255169781771574,-1.0324553639525378,-0.0185785924017769,-0.13407366100280216,0.3081692314743954,0.2759887729633927,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1921,-0.6541625157058384,-1.101463975488446,-0.2068610559232307,-0.5200888547030362,-1.0202881358299227,-0.0198895735761497,-0.13407366100280216,0.30407251132333524,0.27191578102286185,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1922,-0.6486930027663853,-1.089226808504186,-0.2081591970285846,-0.5146193417635831,-1.0080265097475478,-0.0212121737796184,-0.13407366100280216,0.2999435671635044,0.26780170561568434,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1923,-0.6433162823379186,-1.0771455886424215,-0.2094869760334155,-0.5092426213351164,-0.9959356236999034,-0.0225496189703294,-0.13407366100280216,0.29586200751658787,0.2637260220696067,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1924,-0.6378295078933385,-1.0648619432628177,-0.2107970725238593,-0.5037558468905363,-0.983611983690302,-0.0238997100907704,-0.13407366100280216,0.2917058582369397,0.25959418563494174,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1925,-0.6324462071120884,-1.0528920651565172,-0.2120003490676595,-0.4983725461092862,-0.9716260837398334,-0.0251190084787389,-0.1340736610028022,0.2876921201401503,0.255590187261051,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1926,-0.6269355908095982,-1.0407435277827646,-0.2131276538364317,-0.492861929806796,-0.9594450007143798,-0.0262788588992123,-0.13407366100280216,0.2836371251717834,0.25155497688338385,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1927,-0.6215731754958775,-1.0286848093400345,-0.2144615416517209,-0.4874995144930753,-0.9473731621327216,-0.0276258668534289,-0.1340736610028022,0.27955844841315886,0.24748427589310443,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1928,-0.6161877766311314,-1.0166585849370509,-0.215716968325212,-0.4821141156283292,-0.9352883851570222,-0.0289398460996363,-0.13407366100280227,0.275485878132944,0.24344729988201788,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1929,-0.6107674256026892,-1.0046091275747806,-0.2169257236305977,-0.4766937645998869,-0.9232556876001066,-0.0301318415996673,-0.13407366100280227,0.27146621458979914,0.23941744800735043,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1930,-0.6053012982070591,-0.9923649423566474,-0.2182376540574709,-0.4712276372042569,-0.9109451724944508,-0.031510101914063,-0.1340736610028022,0.2673054925776255,0.23529704811525123,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1931,-0.5999289169967319,-0.9804142903705116,-0.2194435436229523,-0.4658552559939298,-0.8989674908231022,-0.0327430211647573,-0.1340736610028021,0.2632901123581596,0.2312980993153676,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1932,-0.5944008007705357,-0.9683066952965124,-0.220494906244559,-0.4603271397677335,-0.8868201408054139,-0.0338341387300529,-0.1340736610028022,0.2592662620289851,0.2272984161252138,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1933,-0.5890162125289586,-0.9562059278025,-0.2218264972554173,-0.4549425515261564,-0.8746618050815551,-0.0352232979707576,-0.1340736610028022,0.2551484824044977,0.22321563238513153,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1934,-0.5835541859328892,-0.9441927769073876,-0.2229155949583907,-0.449480524930087,-0.8626160850994775,-0.0363449647606964,-0.1340736610028022,0.25114623718503987,0.21923318600273461,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1935,-0.5781529560744907,-0.9322305152110262,-0.2240753969379552,-0.4440792950716886,-0.8506178428290919,-0.0375407473142852,-0.1340736610028021,0.2471358952932543,0.21524471680032553,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1936,-0.5727494373977329,-0.9202112769822732,-0.2252875978131925,-0.4386757763949307,-0.8385358517686052,-0.0388157010212563,-0.13407366100280216,0.2430760336618082,0.21122300278695463,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1937,-0.5673648968398717,-0.908219624565523,-0.2265101691142204,-0.4332912358370694,-0.8264827210040698,-0.0400997506700691,-0.13407366100280227,0.23902217943282697,0.20720652141376977,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1938,-0.5618380203902866,-0.896180511232181,-0.2274955295483923,-0.4277643593874845,-0.8143766325314706,-0.0411520862434984,-0.1340736610028021,0.23502265844619216,0.20324771479750417,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1939,-0.5564606800735141,-0.8843255995484702,-0.228595760598558,-0.4223870190707119,-0.8024667736060775,-0.0423072645353462,-0.1340736610028022,0.2310515225139001,0.19930998144374232,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1940,-0.5510307446181919,-0.8723993542769262,-0.2296621349594576,-0.4169570836153898,-0.7904599066475384,-0.0434542605832412,-0.1340736610028021,0.22705338786148851,0.19536085693540076,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1941,-0.5456445828139926,-0.8604024733045872,-0.2308866923233981,-0.4115709218111905,-0.7783728175811226,-0.0447690260412584,-0.13407366100280216,0.22297987584798304,0.19134218266905442,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1942,-0.5402168884933141,-0.8484747326308247,-0.2319590443558034,-0.4061432274905119,-0.7663709697692084,-0.0459154852118155,-0.13407366100280216,0.21898342995665435,0.18739078670973294,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1943,-0.5347065582931187,-0.8366238631293998,-0.2327892534568377,-0.4006328972903165,-0.7544271641681495,-0.0468386304124835,-0.13407366100280227,0.21507250266129666,0.18353635552357514,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1944,-0.5293381348312047,-0.8246704426942956,-0.2340058269681139,-0.3952644738284025,-0.7424014924310827,-0.0481274552257223,-0.1340736610028022,0.2110255432235138,0.17953331784990323,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1945,-0.5238840237319615,-0.8128777062872704,-0.2348903411766526,-0.3898103627291593,-0.7305297128051809,-0.0490910126531377,-0.1340736610028022,0.2071242249702259,0.1756800501855981,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1946,-0.5184218540847447,-0.8010616969264923,-0.235782011242997,-0.3843481930819425,-0.7186231516797216,-0.0500732344841634,-0.1340736610028022,0.20320666176156785,0.1718175336423998,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1947,-0.513063158100858,-0.7892994161338345,-0.2368269000678814,-0.3789894970980558,-0.7067494531939462,-0.0512295410021654,-0.1340736610028022,0.19924617391847443,0.16792477691974256,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1948,-0.5075928822219515,-0.7775026599710961,-0.237683104472807,-0.3735192212191494,-0.6948142549667935,-0.0522241874715053,-0.13407366100280216,0.19531612993777758,0.16407889224872013,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1949,-0.502196802204862,-0.7657611830287284,-0.2386324213809955,-0.3681231412020597,-0.6829474668129254,-0.053298815591194,-0.13407366100280227,0.1913825687604047,0.16022150809961486,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1950,-0.4967158928573277,-0.7539914770556972,-0.2394403086589581,-0.3626422318545255,-0.671048952262048,-0.0542355114470031,-0.1340736610028022,0.18748128900153338,0.1563985314275803,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1951,-0.4913341179549839,-0.7423777128843108,-0.240290523025657,-0.3572604569521817,-0.6592645450757528,-0.0552563688286106,-0.13407366100280216,0.1835891113213198,0.15261008810293428,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1952,-0.4858844891250278,-0.7308083249907118,-0.2409606532593439,-0.3518108281222257,-0.6475251514965805,-0.0560965047478708,-0.1340736610028021,0.17976554612422788,0.14888986982716348,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1953,-0.4804598465621616,-0.719183199552504,-0.2417364935718192,-0.3463861855593594,-0.6357192700917946,-0.0570531010269243,-0.1340736610028022,0.17588637357594844,0.1451205793254361,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1954,-0.4750617638290074,-0.7076296889795433,-0.2424938386784714,-0.3409881028262052,-0.6239704802806313,-0.0580057253717791,-0.1340736610028022,0.1720257613704718,0.14137867790306136,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1955,-0.4696041241347935,-0.6961479897789833,-0.2430602584906037,-0.3355304631319913,-0.6122616785227737,-0.058799247741209,-0.1340736610028022,0.1682256628515394,0.1377166356499634,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1956,-0.4642372742355016,-0.6847339198647542,-0.2437406286062489,-0.3301636132326994,-0.6006403480303195,-0.0596868784350794,-0.1340736610028022,0.1644235469894347,0.13404051406033596,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1957,-0.458815874165311,-0.6733324456360537,-0.2442993026945684,-0.3247422131625089,-0.5889804842211784,-0.0605039421038393,-0.1340736610028021,0.1606311678168204,0.13040521062051225,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1958,-0.4533581391036655,-0.6619073790869093,-0.2448088991204218,-0.3192844781008634,-0.577271502367344,-0.0612974538343827,-0.1340736610028021,0.15683101779117367,0.12677765348525458,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1959,-0.4479698315322544,-0.650704579593111,-0.2452350834713977,-0.3138961705294522,-0.5657281934130792,-0.0620641476458252,-0.1340736610028022,0.15308937561314712,0.1232430079397305,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1960,-0.4424833431899692,-0.6394470825626788,-0.2455196038172596,-0.3084096821871671,-0.554177952222172,-0.0626414121521621,-0.1340736610028021,0.14940320366869603,0.11973479597125204,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1961,-0.4371696129501011,-0.6284293033637705,-0.2459099225364318,-0.3030959519472989,-0.5427614402356308,-0.0634304636589671,-0.1340736610028022,0.1456933059503537,0.11626728900527011,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1962,-0.4316177025497105,-0.6172681077799892,-0.2459672973194318,-0.2975440415469083,-0.5312253649166516,-0.063862718177165,-0.1340736610028022,0.14205551572628772,0.11285738919773781,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1963,-0.4262584820449497,-0.6064171024814079,-0.2460998616084915,-0.2921848210421475,-0.519961744516878,-0.0644078975674171,-0.1340736610028022,0.1384662148782556,0.10951891819845483,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1964,-0.4208604469955112,-0.5956058077735249,-0.2461150862174976,-0.286786785992709,-0.5085776513617354,-0.0649959206236827,-0.13407366100280216,0.1348272737805631,0.1062281828437773,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1965,-0.4153819218337681,-0.5847812939535177,-0.2459825497140186,-0.281308260830966,-0.4972696552912066,-0.0653468663707253,-0.1340736610028021,0.1312835224682314,0.10297834171413349,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1966,-0.4099907055556919,-0.5741811521848148,-0.245800258926569,-0.2759170445528897,-0.4860604481866883,-0.0657736409190911,-0.1340736610028022,0.12774674992936086,0.09981182165904127,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1967,-0.4045693054855016,-0.5637112741138095,-0.2454273368571936,-0.2704956444826994,-0.4750147888694981,-0.0659765000959007,-0.13407366100280216,0.12432774734759798,0.09674283807191973,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1968,-0.3990529671371128,-0.5533549216976006,-0.2447510125766251,-0.2649793061343107,-0.4638981297090473,-0.066060482559574,-0.1340736610028021,0.12092329700591894,0.09380058027993175,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1969,-0.3937044754684116,-0.5431063503932626,-0.2443026005435607,-0.2596308144656095,-0.4528936858943227,-0.0663679430368962,-0.1340736610028021,0.1174850282241418,0.090821808464955,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
