year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.213159212084856,-0.7010365830082355,-0.18990630705460718,-1.5319032405595754,0.11158203174330941,-0.6340783032503996,-7.3309845653883805,-6.3811575520459085,-5.265673524985894,-8.154156668592222,-4.471622032449804,-7.27700420293,-4.500906998089792,-4.0927906150245965,-3.7169832480075646,-5.255958448751875,-2.8840446618991167,-4.130332357233222,-4.038350739182822,-3.6345457419285223,-3.246548124486018,-4.830521352692061,-2.4040363924139383,-3.6098928928375242,-15.128334266957845,-13.520626236953838,-12.069046862129092,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1997,-0.07817873787024329,-0.06222978125446982,-0.04463293178541006,-0.1849954024845806,0.06460963355073299,-0.06694213477048011,-0.19605418372535982,-0.18307209965049065,-0.16938802241661094,-0.3310280218588706,-0.033279083541967215,-0.210148772326,-0.14780586892247535,-0.13774846443324185,-0.12547157481292412,-0.3284948082211172,0.060585432596171954,-0.1368076151067561,-0.49608237685376066,-0.4464778338704846,-0.39881511393709335,-1.0437779044168967,0.135628898318896,-0.42439217567443843,-1.0412201676282895,-0.9783781861680518,-0.9202561684586197,NaN,NaN,-0.8148721992149919,-0.210148772326,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1998,-0.06172376989029443,-0.04538415886340608,-0.03346451231126882,-0.1749621306298377,0.08197092697099786,-0.04962514964017012,-0.13867407019671404,-0.12966376725045903,-0.12002105118811705,-0.2648980452617457,0.006196335415116924,-0.118133744327,-0.11040499459020697,-0.10300308838187489,-0.09391611709571338,-0.28617577729750066,0.08164227832894799,-0.09964726621454423,-0.3398116494787065,-0.30583301536618407,-0.2731845113376247,-0.8972629668632783,0.2928620449134915,-0.4012865543365476,-0.6681566233178958,-0.62458897900803,-0.5838848884445288,NaN,NaN,-0.7709233996014468,-0.118133744327,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1999,-0.040390380196459685,-0.026807905222032087,-0.020770582379333248,-0.15893544842369142,0.10150789360076667,-0.020642057332125596,-0.0519539819110106,-0.048209678516374144,-0.044075644113192335,-0.15986690349015004,0.06469777343154608,-0.0583946314725,-0.06532365744680076,-0.060286523586222884,-0.0546270552213072,-0.25341142901347286,0.12776771298638642,-0.07188237363641925,-0.17650491806429391,-0.15885574082399684,-0.14189745956047073,-0.7453289838729675,0.41771740250111494,-0.19428448677062948,-0.43335085080155106,-0.4093256519602998,-0.3882777273720386,NaN,NaN,-0.6707032336367553,-0.0583946314725,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2000,-0.01805218758454644,-0.006650756676607722,-0.003839713572820669,-0.1386489318447849,0.12472620028223039,0.0017998782071199648,-0.0019236597435678515,9.75785884977931e-5,0.0017803127632471493,-0.11150962278556484,0.10861310020729598,-0.00850888165561,-0.03653977183157889,-0.029825054092251335,-0.023651858944893748,-0.2202370755769887,0.1607118173454674,-0.04322274381464186,-0.006266646853661151,-0.005640028840772082,-0.0050379404622211185,-0.5939814340482957,0.5739932044052015,-0.23769707679748553,-0.28324247162770216,-0.27038161981334974,-0.2626561420260227,NaN,NaN,-0.2893630562230687,-0.00850888165561,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2001,0.0015627072064828607,0.014507661339659306,0.018937014486583192,-0.11783654843867751,0.1390995345950718,0.017449840632351943,0.04868278578350931,0.05348646932562229,0.05769483309902937,-0.0559606326163612,0.16307631883522963,0.0506707581607,0.012313967101642165,0.019075098456262207,0.025206756529759566,-0.17506934536144997,0.21102150424771657,-0.014422828500921137,0.1359967144081094,0.15224979280001172,0.1691650365550553,-0.42053382872395156,0.6942808426229141,0.051730203628540306,0.22379691796370177,0.24544975589789317,0.2664974886569964,NaN,NaN,0.25111413603752597,0.0506707581607,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2002,0.02194308259768447,0.03711797729086247,0.04549902890932174,-0.09057839378688443,0.16628388485135281,0.028250106898221106,0.10587998181826408,0.11483131890791665,0.1226403047660658,-0.01701302820893935,0.24296529634387481,0.112783900174,0.06624793332539136,0.07461140757744333,0.08222118166504071,-0.10864657609541993,0.2682316344975222,0.04990450685674486,0.27086389431733493,0.3032350595108163,0.336925055749026,-0.27099414129264543,0.8779165859328907,0.3840820789337158,0.6861264062582405,0.7257646782972633,0.7670563735040393,NaN,NaN,0.6898753433700215,0.112783900174,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2003,0.04376161235791945,0.06106868802849519,0.07390603375611102,-0.07050882778847942,0.18568027137741466,0.05935688885775481,0.16411799117376943,0.17766311266590673,0.18930125219655897,0.031524128885363524,0.31476874301308616,0.203065434369,0.11165820445780371,0.12409514927302956,0.13456662733591335,-0.05894960078497134,0.3019536302723488,0.11952950304204757,0.4073799298721155,0.45606623795180823,0.506736071003955,-0.1798447008401842,1.0971211466972124,0.6563944816589355,1.0397873421995114,1.0994010377135595,1.1626710138655467,NaN,NaN,0.9549218843666174,0.203065434369,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2004,0.06761336357132305,0.0860545975059438,0.10327545447174226,-0.041621587952895986,0.21490144072873335,0.10739208134737882,0.22213242312704273,0.239993247819136,0.2560378001323541,0.0991161855937756,0.3912126352213631,0.280523434552,0.20096101456514553,0.2202858752642558,0.23683857504191816,0.03624218075750305,0.4032384621167525,0.18753883188421067,0.529122593596359,0.5923584668310699,0.6581706277052268,0.0008439350221780611,1.1410136848203967,0.6542348861694336,1.0757499375302435,1.1543232073091865,1.2365406160843602,NaN,NaN,1.213541885887722,0.280523434552,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2005,0.09033554059634297,0.11144328673144654,0.13288368513707105,-0.024940985385669866,0.23675300161876706,0.0999986258420077,0.2683321409060529,0.2903432217741533,0.31036764728483046,0.14061325171188657,0.4361761903069003,0.333157912168,0.25945637310362096,0.2849874714491456,0.30748110944245194,0.09232719718337463,0.4684073192003352,0.2505139047449285,0.6451697157630905,0.7222744753303825,0.8025205537228034,0.1533022726988526,1.256673594490878,0.727204418182373,1.4886395096600729,1.583689128941793,1.6858783411983118,NaN,NaN,1.4810737354618184,0.333157912168,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2006,0.11241401829291046,0.1368670625581164,0.16271243350845976,0.005171717726889758,0.2634315343944464,0.07396980198946862,0.3343936520731273,0.3612098238005004,0.3860709712780537,0.21365766312956533,0.5104397516667618,0.413940397176,0.33284137807981645,0.3669101891087032,0.39797069267124763,0.18727301770322735,0.5567390224729712,0.3268577749078923,0.7515397227957269,0.8413568487637293,0.9348332070567614,0.22737722060180782,1.4534175081190033,0.8508980751037598,1.7935984566042489,1.9068009519098124,2.027287317410485,NaN,NaN,1.6682619083154182,0.413940397176,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2007,0.13396154189027698,0.16270388779434192,0.19262055970769199,0.030206794391601937,0.2892018487547791,0.1307688561352816,0.41038246777129717,0.4417318159535819,0.47167766553080365,0.292545754024642,0.5938770338048488,0.480652168664,0.3840203930143414,0.4235108392358282,0.45892616498176636,0.2277659819368368,0.6161421505871942,0.4076969320123845,0.8601367364707548,0.9629323802218419,1.069916013049981,0.3818635217882641,1.5256059156013109,0.755551528930664,1.9892466249255878,2.118633281043931,2.2576802494051322,NaN,NaN,1.7704766164571324,0.480652168664,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2008,0.1563862978882157,0.18879988326325148,0.2227304006452182,0.05494198858293441,0.3265036610180058,0.2120167461308566,0.4675343946290142,0.5035689095235267,0.5366289675596557,0.3501998722212561,0.6480060641186146,0.533499971303,0.4402343371714934,0.48636362234136366,0.527345323059749,0.28493623924618017,0.6747121359541249,0.4865355665033513,0.9714187974179992,1.0875138511442448,1.2083387241426244,0.4668246513585787,1.6982910001277363,0.9397127628326416,2.2745866763488234,2.42105458038703,2.5773608547223836,NaN,NaN,1.9117139587577285,0.533499971303,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2009,0.1780722811663309,0.21513470217684816,0.25337604713327083,0.07330171104009282,0.3515673850308582,0.20756623419848352,0.5092850007721927,0.5488425455018953,0.5851429910421809,0.39628390677076714,0.70420769662649,0.597413119945,0.47957973799844855,0.5307333547253896,0.5744162425881536,0.3403847377838256,0.7239555433868051,0.5546272212808782,1.0899772925179814,1.2202413688068123,1.3558125233795342,0.5627134159110883,1.8408186532047177,1.10294189453125,2.6116394827352387,2.775174883830285,2.9475414008241505,NaN,NaN,2.4151510581692697,0.597413119945,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2010,0.20047319945958733,0.2418583725061374,0.2833979317209719,0.09750345065419003,0.39011656805641004,0.2918349829587069,0.5625817936050088,0.6067923921418714,0.6474281435466058,0.4437768731663726,0.758419456983848,0.688776820424,0.5269498229397525,0.5830460350054292,0.6308131006487786,0.38147787609488126,0.7758138370261749,0.6660145530646496,1.2154324691103822,1.3606897959986899,1.5118650399909863,0.7693529809092144,1.9424033975285901,1.0581675529479981,2.9262034895592923,3.107831720214403,3.2984877724666317,NaN,NaN,2.5053843201221917,0.688776820424,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2011,0.22445835310537365,0.269622940185508,0.3145828134375323,0.1146000215288109,0.41354888310693994,0.32411767813292414,0.6500909218614378,0.7004428583522682,0.7465670348487737,0.5425609771184745,0.8561249405963537,0.751769814166,0.6485654813422432,0.7213682080960186,0.7893751369658,0.5162505346054662,0.9272219687142383,0.797527819330042,1.3510919517880517,1.512562054228778,1.6806105971618839,0.9143706187495941,2.1096999883388174,1.172118040919304,3.04365656339636,3.241708798310484,3.461528623629277,NaN,NaN,2.6428689314413556,0.751769814166,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2012,0.24966861005025673,0.29934542123405206,0.34726523856109187,0.14475175903370122,0.4461079744118367,0.3536951062354174,0.7068022425030495,0.7607222636839279,0.8116407358981135,0.6038644089324781,0.917110673056534,0.778427461061,0.6847391704326565,0.7605462397532201,0.8286540536371948,0.5603051985051931,0.9540983014991388,0.9165590698068791,1.4858452992974431,1.663419884336691,1.8482290213021593,1.0290372177813865,2.257773032347316,1.3359959244728088,3.7140681528829114,3.932363340678031,4.170197235718493,NaN,NaN,3.6165069656815896,0.778427461061,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2013,0.2750360475003294,0.32865208774133636,0.37919284942423875,0.1568824526413534,0.49306855720305753,0.42340410622683433,0.754063581827366,0.8129021474765401,0.8668637687115677,0.6457330095723796,0.964721872103004,0.865110281381,0.7451406647358101,0.8283687656750689,0.9028913300066754,0.6143978754113083,1.027895298794901,1.020487349683588,1.63026182533858,1.8250957473334917,2.0278673825172024,1.1974184353648814,2.435063374758912,1.5293026685714721,3.972313883659229,4.2131529214554115,4.471862525878293,NaN,NaN,3.9556210652550257,0.865110281381,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2014,0.301259003437152,0.3594105599905978,0.4120065619963298,0.18833452493269676,0.5239811210550807,0.49241209897128013,0.8038910684835461,0.8671834617760736,0.9247678606698708,0.7022384704042425,1.0313512324251874,0.939145699414,0.7932643313569187,0.8829667621626323,0.9629433917161777,0.6630356581668494,1.0823329970118167,1.061065118963068,1.7814291335818921,1.9943291840260442,2.2159029783491,1.356177901917716,2.608922364768255,1.685045337677002,4.146947055797197,4.410460912645281,4.690470923894856,NaN,NaN,4.286040614239635,0.939145699414,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2015,0.3287730619049206,0.39100127015813463,0.4455918863078225,0.2041903208996845,0.5672353110836688,0.5855627861889925,0.8688963649089889,0.9366295650896532,0.999676331170643,0.7671102675787747,1.0905027355731962,1.01763142672,0.8511557111054788,0.947793875942895,1.0345590480006532,0.7309896815334993,1.1515032184468013,1.1191089803522283,1.9354993696187215,2.1668124797832053,2.4075494988157886,1.5172707500016103,2.79310669179371,1.892512035369873,4.876787086240145,5.162029746715268,5.464877340130482,NaN,NaN,5.164526158751205,1.01763142672,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2016,0.35636373244677433,0.42394956977956355,0.48042894482184867,0.23285048052243917,0.6117932467631717,0.5666000691327181,0.9380413855363576,1.0100827436161008,1.0786782745572234,0.8376332011226425,1.178207965115247,1.08816784945,0.8670751638445702,0.9650268532344226,1.0503310679738058,0.7502017782352929,1.1663314221544456,1.1942859823053533,2.0923032576144984,2.34235612847719,2.6025963832955115,1.7308770570230763,2.957616991804288,1.8652884483337402,5.3150684996423445,5.624131155296975,5.944270395635305,NaN,NaN,5.690410443944824,1.08816784945,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2017,0.3848241213938822,0.4571629008451322,0.5148839218273719,0.2613569733736615,0.6578765946238609,0.5806488362225619,1.0519786220734302,1.1323128414318995,1.2109919574797212,0.9549773976113792,1.311120014673689,1.17695745555,0.9451407065347018,1.0529169179730031,1.149302243017528,0.8335536063785871,1.2585178126890426,1.25936729257757,2.2464713887118957,2.514949018813548,2.7943646745091764,1.8652683682117048,3.141629961447716,2.0228739261627195,5.4927725048374825,5.824729813030688,6.171257861439896,NaN,NaN,5.73581602381169,1.17695745555,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2018,0.4149830085710211,0.4924762052382954,0.5522082698548758,0.2782963049204365,0.6897849101231599,0.696409138766202,1.1223997654480664,1.209293139133885,1.2925657994763522,1.0348918347892344,1.384860246554506,1.20556921092,0.989248097502501,1.1033061402517417,1.2034155398349415,0.8775972552279265,1.3208239611154706,1.2730523759668522,2.4029901649207717,2.690173481778161,2.989056911113299,2.0023265940266612,3.3563304231566464,2.074393606185913,5.73737065960128,6.091428695634576,6.460741134998432,NaN,NaN,5.965000044906917,1.20556921092,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2019,0.44521502012694336,0.5278350862680898,0.5904697790302432,0.37472729971824964,0.6640882087168046,0.6917651205871491,1.1804385285853098,1.2718184399088948,1.3590148886780764,1.0889439510784678,1.4716943267143507,1.27272925168,1.0231326196626531,1.1427580486865625,1.2447088831114816,0.9206319403156475,1.3453272846730489,1.3214496367767197,2.561566206828552,2.867701075945288,3.1863081612103095,2.2340231438559712,3.5069745817419595,2.41505758715868,6.157398104015794,6.53403102561478,6.925844860040439,NaN,NaN,6.746418209247338,1.27272925168,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2020,0.47558362879747984,0.563996208220394,0.628830884653933,0.3982194278955703,0.7014334638051645,0.7446601482114583,1.2661860424107576,1.3621995027201628,1.4551582020725127,1.1553575345675635,1.5664782712777738,1.3862951469,1.0911860935732585,1.2204782267583103,1.3312021686360382,0.9856128369186961,1.429092643397888,1.4331107785815083,2.711010317192724,3.0350053739730245,3.372200287374686,2.368366088376532,3.6736972452565317,2.38475758715868,6.282024428495656,6.68166126967852,7.0970358324093,NaN,NaN,6.903546022488269,1.3862951469,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2021,0.505781379318829,0.6009504719521759,0.6687198841189383,0.43869964715563586,0.7349592569548606,0.7701859309002244,1.327444313153116,1.4289574567433165,1.5262486704329297,1.2261663810910477,1.6340890084189523,1.41047483636,1.1378864052709319,1.2743911755935877,1.389639466456068,1.0342108163649117,1.4852067377372982,1.4787376202021343,2.8710195939977403,3.214137490110316,3.571234324907688,2.556727715015887,3.873168512977376,2.56855758715868,6.681504391369918,7.108265981225088,7.546931116434033,NaN,NaN,6.965139749711554,1.41047483636,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2022,0.5371716363841816,0.6385810039977139,0.7099586747780352,0.46959631609012786,0.7748876239710181,0.7131118056700219,1.3885707583413185,1.4953202450567291,1.5982963778211334,1.2709858408143355,1.6987764101427212,1.5161915257,1.2072717858038244,1.352566693034106,1.4765781325656566,1.101183595549538,1.5597491401193408,1.5219252353034234,3.0339278398102354,3.396515033408427,3.7738743627786864,2.731386185817708,4.058828374511212,2.71155758715868,7.019487522432324,7.46876245557786,7.930759001485027,NaN,NaN,7.305210406917306,1.5161915257,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2023,0.5660705187045357,0.6766762083721365,0.7521368429566405,0.5108116065009822,0.8166156638725084,0.7013054060383461,1.452877290810562,1.5652658707150162,1.6725951667140797,1.3241115599645787,1.7905105336001577,1.63055217082,1.247103999559098,1.3989490474455892,1.5253344229499128,1.1407812211674901,1.6144816495579761,1.5741034120990034,3.203446681301306,3.5862932100727782,3.984737258565657,2.9083524205184683,4.267503168704713,2.90135758715868,7.439552265000945,7.912920291781219,8.397390523597462,NaN,NaN,7.885436304456636,1.63055217082,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2024,0.5981554413385974,0.7164044509421864,0.7945280512278405,0.547935049303403,0.859341942131358,0.7646276896479223,1.5349179553647039,1.6521585657221527,1.765693408258118,1.5219428254903284,1.7758854418626173,,1.2888866730022426,1.4481854369379468,1.5774394516164372,1.20324950000999,1.6648460928053745,1.6184183292260754,3.378566458663413,3.782341695027759,4.202567105910907,3.0627075861582926,4.489165863102355,3.0108575871586805,7.791064936129745,8.292109497833078,8.80123851402423,NaN,NaN,8.225314682835013,,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2025,0.632319059586132,0.7564891970078167,0.8408806049798557,0.5666852567497014,0.9045804230439523,0.7663673305319003,1.6157643701718698,1.740571290621527,1.8605966723710183,1.6052111843511698,1.8677798458251746,,1.323126562775139,1.4890575512541329,1.6216564523790578,1.2292512328906469,1.7071538440736822,1.6502983936827973,3.5552974490610234,3.9801939504038093,4.422401126027794,3.277876542455434,4.6695176776838485,3.2329575871586798,8.141107279092624,8.667525126696493,9.201406172231716,NaN,NaN,,,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2026,0.6669396301174442,0.797470978479545,0.8874456820411494,0.6235160137262575,0.9179485872238495,,1.6994975219196449,1.829840797861428,1.9582740161123933,1.6918575878722768,1.9635306629270635,,1.377098229958897,1.551511739598583,1.6907251271391839,1.2950854585017182,1.7578410537752163,,3.7314317643430632,4.177378221533992,4.641492947568959,3.4325017544107186,4.869469452694565,,8.513141824526688,9.065113226770004,9.624199219871505,NaN,NaN,,,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
