year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.213159212084856,-0.7010365830082355,-0.18990630705460718,-1.5319032405595754,0.11158203174330941,-0.6340783032503996,-7.3309845653883805,-6.3811575520459085,-5.265673524985894,-8.154156668592222,-4.471622032449804,-7.27700420293,-4.500906998089792,-4.0927906150245965,-3.7169832480075646,-5.255958448751875,-2.8840446618991167,-4.130332357233222,-4.038350739182822,-3.6345457419285223,-3.246548124486018,-4.830521352692061,-2.4040363924139383,-3.6098928928375242,-15.128334266957845,-13.520626236953838,-12.069046862129092,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1932,-0.8921594557359988,-0.5925887782116062,-0.28686423920341,-1.1205448852779036,-0.04411759736321943,-0.4603271397677335,-4.910010187188615,-4.345686530084239,-3.637376493115698,-5.580968186484513,-3.01875073319981,-4.35036960515,-2.990010630651139,-2.773944370168487,-2.5547658413175167,-3.260089308530494,-2.255740201869553,-2.5936906641179864,-3.5321285034066494,-3.1789419595086397,-2.8395812817632846,-4.148020275076956,-2.1516070362324835,-3.9116777896881105,-10.234168672458035,-9.14822083523685,-8.23167246975764,NaN,NaN,-9.504605049194335,-4.35036960515,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1933,-0.8829315046760919,-0.5872013257175004,-0.2881761560021564,-1.1044002883453885,-0.09016532983992745,-0.4549425515261564,-4.827841513255604,-4.273536500390245,-3.5810442906930633,-5.560717585404721,-2.9527245300494194,-4.25953250798,-2.8930823244561523,-2.681598615443814,-2.461265738298847,-3.1573480220995123,-2.1950593931943887,-2.484005719965155,-3.505166116476428,-3.1546756104620743,-2.8179054313051615,-4.13744415933683,-2.175706842019239,-3.867179727554321,-10.027724407754771,-8.955443885665028,-8.048612459006632,NaN,NaN,-9.253040811952237,-4.25953250798,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1934,-0.8727176560282225,-0.581322746885958,-0.288568778508187,-1.0838269690145954,-0.07678840495718993,-0.449480524930087,-4.759817133847715,-4.216396882026203,-3.537124224460399,-5.477380220930729,-2.8817806556075816,-4.18574787053,-2.8156763052037834,-2.602313419728695,-2.3838781643225433,-3.0770634987279184,-2.126892388581964,-2.3884008234197447,-3.5234927403358625,-3.171169708427847,-2.832638739569279,-4.241902192140467,-2.1015861744290634,-3.853262567520142,-9.956726151644332,-8.896431990125755,-8.002353850061219,NaN,NaN,-9.500952017569661,-4.18574787053,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1935,-0.8634695656706575,-0.577238180562609,-0.2857466694357543,-1.1061875277176207,-0.05357559999451529,-0.4440792950716886,-4.678126289290516,-4.146838979502059,-3.4822821937873596,-5.330918655424454,-2.8597916594986357,-4.09781146916,-2.758371194788463,-2.5475919650906254,-2.332326095463626,-3.0480972927471806,-2.051458181203718,-2.276845914667303,-3.499440396623983,-3.149522419951091,-2.813302357860369,-4.148161853806038,-2.1812454450833805,-3.7873159885406498,-9.873565454989055,-8.837995620290044,-7.961888558035571,NaN,NaN,-8.699684359075338,-4.09781146916,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1936,-0.8542547972150698,-0.5716069150672616,-0.2848286673476982,-1.0486868104396059,-0.05067051474710221,-0.43867577639493077,-4.599765534032948,-4.079165944588587,-3.4285373677056894,-5.296893736649104,-2.8678373135211674,-3.99091983708,-2.69203257884096,-2.481758084806943,-2.2711233980048413,-2.9417184835135135,-1.969639832151993,-2.151611310785467,-3.4561530031019934,-3.110563443387216,-2.778502357729341,-4.110019803122995,-2.0772904883864345,-3.683291864395142,-9.493319628459647,-8.470195770398515,-7.6099583506736375,NaN,NaN,-8.345625635928295,-3.99091983708,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1937,-0.844964744519006,-0.5658589645790812,-0.28296628706980004,-1.0576241275064122,-0.06131321693102983,-0.43329123583706947,-4.519534339845308,-4.0087195765549986,-3.3721840598748845,-5.202223417747771,-2.7793701325755102,-3.89691425237,-2.6175734539924393,-2.407412007430275,-2.1986705843281986,-2.8832282513668694,-1.93818374087112,-2.0860078638250177,-3.4078339943847458,-3.06707597567335,-2.7396572951630946,-3.9749798673856587,-2.1038916253930338,-3.566823816299438,-9.270221387928263,-8.267128026087754,-7.4264261089381405,NaN,NaN,-7.953761479092558,-3.89691425237,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1938,-0.8338133513226071,-0.5603311370119157,-0.2827181969676995,-1.0506531075395913,-0.0802940035090751,-0.4277643593874845,-4.4252614587478805,-3.9244198168950484,-3.3016700971963,-5.151891770360779,-2.731878635389733,-3.79899288091,-2.5667115382817394,-2.3589161083668886,-2.1549657454736852,-2.8357396164615403,-1.8905713669031339,-2.044928914850409,-3.364104220737941,-3.0277188537024005,-2.7045016527272523,-4.04328335960688,-1.9333677690774205,-3.444520044326782,-9.131508194973538,-8.150688559639768,-7.3287605306788715,NaN,NaN,-7.899684639860988,-3.79899288091,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1939,-0.8220401016508233,-0.554470036178174,-0.28119031562544405,-1.0084798752784578,-0.08021015136665911,-0.4223870190707119,-4.323048051771252,-3.834478490836717,-3.2257022578826473,-4.966111994153382,-2.675690461883821,-3.72093234929,-2.5334854292010163,-2.3310144937445054,-2.131894097252319,-2.8089923279079896,-1.871107390237704,-1.9972474878484552,-3.3169334110312745,-2.985264773649567,-2.666579660885935,-3.9547273784547556,-1.9289448382021468,-3.301994562149048,-8.96942042463403,-8.008630345573994,-7.203947259138862,NaN,NaN,-7.911933543707674,-3.72093234929,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1940,-0.8100796742626577,-0.5483821422663737,-0.28011230896619854,-1.0172007200478015,-0.09449660927146543,-0.4169570836153898,-4.23536275043596,-3.7576617298106667,-3.1626179735420044,-4.870744599383945,-2.5392709322607856,-3.6258666602,-2.454972971844025,-2.250794457460332,-2.05008984784629,-2.6983769539673594,-1.7903014987365484,-1.9552793329412288,-3.2755737034577903,-2.9480407287962875,-2.633329383799018,-3.8973327497868984,-1.9439828021882615,-3.169507455825806,-8.692250682948858,-7.749937116254013,-6.9596481760866045,NaN,NaN,-7.4846792166250555,-3.6258666602,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1941,-0.7993267787434106,-0.5418402082023523,-0.27861465686549175,-1.000468569572084,-0.07021011142218224,-0.41157092181119054,-4.113986159736102,-3.650271503241128,-3.0690929187640585,-4.7442992818260965,-2.5016128002195988,-3.52210994634,-2.3927417595032257,-2.1895399015550296,-1.989724043286583,-2.65552535760077,-1.739620041968557,-1.893123418634588,-3.242874505677723,-2.9186112072584747,-2.607041543519311,-3.864006694596712,-1.9078133549898069,-3.092987680435181,-8.467616406968588,-7.5449599466393495,-6.763200965113775,NaN,NaN,-7.475771658546931,-3.52210994634,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1942,-0.7885701246785762,-0.5356353546612463,-0.27727373287065477,-1.0046646722644854,-0.10079044868328947,-0.40614322749051196,-4.008649998963337,-3.5518576504438872,-2.985825774347588,-4.632452703851721,-2.3960002278168777,-3.42794910344,-2.28960026754903,-2.085438628651344,-1.8836562525480895,-2.5434976072180047,-1.6322303558440536,-1.8451209848577332,-3.2126482119632205,-2.891407317797265,-2.58274174305452,-3.875704697580188,-1.864681995387742,-2.967337656021119,-8.317086008898977,-7.410054294368287,-6.629163135141696,NaN,NaN,-7.568758274996826,-3.42794910344,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1943,-0.7771157954837801,-0.529058388445194,-0.274131982389712,-0.9583016285854994,-0.0769138081668562,-0.40063289729031654,-3.91094025976486,-3.4638075848876064,-2.9102492267903313,-4.587207461424727,-2.3529993826030693,-3.31921268376,-2.216223734872988,-2.0099679997117006,-1.8096360374066225,-2.450312669749,-1.5710742275400436,-1.775259572809393,-3.1869802477290525,-2.868305958817696,-2.5621065168134547,-3.8564021831749775,-1.8834362418543549,-2.8022913455963137,-8.179421914760546,-7.288644227520366,-6.526462464656925,NaN,NaN,-7.195089099762248,-3.31921268376,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1944,-0.7638805171185146,-0.5224750638199127,-0.2715458653647944,-0.9618388162505394,-0.04782465866218489,-0.3952644738284025,-3.8174727116770346,-3.3824591282075125,-2.841780675566106,-4.500721544414363,-2.2751309369423516,-3.20311962041,-2.174529720439597,-1.9735322340624166,-1.7753810043718945,-2.411602671803738,-1.536977490060408,-1.7251830881292172,-3.191806373154667,-2.872649507644569,-2.5659863800202425,-3.8336022628872017,-1.887383568517118,-2.6818834781646728,-7.894188456989144,-7.023749426273994,-6.275548758008682,NaN,NaN,-6.940120632661161,-3.20311962041,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1945,-0.7531136674785676,-0.5164631857189128,-0.27023603738006424,-0.9560977000876971,-0.10337793007077388,-0.3898103627291593,-3.7196534333623568,-3.2941086764873386,-2.7654954082527596,-4.371165429156288,-2.205758457113635,-3.10310283574,-2.13266524402857,-1.9359410387347573,-1.7405412951190748,-2.3871755151088934,-1.5047742842070428,-1.720994169061834,-3.1798021875747065,-2.861845651218321,-2.556335864575294,-3.812832252808828,-1.8570128399940766,-2.6717501163482664,-7.854559533199908,-7.002721098084599,-6.265330221183254,NaN,NaN,-7.064113984469863,-3.10310283574,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1946,-0.7416922123062464,-0.5100902835299701,-0.26945407719336334,-0.941985434846873,-0.09205278144582199,-0.3843481930819425,-3.6331994035721484,-3.2189204460749634,-2.7018749167893517,-4.272153087345608,-2.1634445821754893,-3.00976177129,-2.0753642385766167,-1.8789138029237384,-1.6850601766604072,-2.319087161301447,-1.4383671970183942,-1.70151384527033,-3.133130457237689,-2.819840746315195,-2.518815097217969,-3.825611651893259,-1.8013585563353018,-2.6829302310943604,-7.646416510624134,-6.806818170601998,-6.080243346307437,NaN,NaN,-6.7264434873824115,-3.00976177129,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1947,-0.7308875654276594,-0.5028810585192074,-0.26866271766271455,-0.9259839213607699,-0.08428191858612603,-0.3789894970980558,-3.552418450476246,-3.1480113366194415,-2.644849803979466,-4.1844884484783496,-2.0706518408546635,-2.90582881841,-2.0011877392635813,-1.8050171486519315,-1.6096400127768247,-2.2130626661871706,-1.3785340764486185,-1.649337751215155,-3.0738204294040967,-2.766461279538155,-2.47113403332273,-3.7600695192542672,-1.806008001505127,-2.7342485904693605,-7.495124513963886,-6.672651852275964,-5.958390065879824,NaN,NaN,-6.723254636996462,-2.90582881841,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1948,-0.7195387452199256,-0.4956809850081697,-0.2662470428332595,-0.906012808018299,-0.07397445102072174,-0.37351922121914943,-3.443040537925009,-3.046327858443126,-2.5585636696550935,-4.026847285259836,-2.0122848049643816,-2.81444850835,-1.9174496634737614,-1.7199070900559679,-1.5221745243756775,-2.145924474471079,-1.2750731667405282,-1.5536521738225768,-3.0328155882344054,-2.729556617091249,-2.438169043703912,-3.7025555809645487,-1.688840795165732,-2.8385199069976803,-7.2784855556821775,-6.470334182963738,-5.766424902987001,NaN,NaN,-6.29570893822944,-2.81444850835,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1949,-0.7077619397640043,-0.4881974352624702,-0.26359232156698176,-0.8735779912224491,-0.0845185564830481,-0.36812314120205974,-3.3707787287901634,-2.9841469572219106,-2.5089391435133783,-4.03182651450363,-1.9462211832152254,-2.75249629888,-1.8700399404273615,-1.6752448272463016,-1.4797365913902172,-2.075348210800964,-1.2600264390857514,-1.4421209161931818,-2.9850289920464705,-2.6865483246190447,-2.3997520031224138,-3.6338965724073207,-1.707814818549354,-2.8981478214263916,-7.07945042823474,-6.290298973359046,-5.600399095469387,NaN,NaN,-5.795047387289413,-2.75249629888,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1950,-0.6954001183197356,-0.4814449039549504,-0.26035297842788274,-0.8771841426349655,-0.0795160164082071,-0.36264223185452554,-3.296633654640651,-2.9208024961328607,-2.458172628320874,-3.927862968253184,-1.8538467998012762,-2.64135585698,-1.8475096673816684,-1.659357729716742,-1.4707352361292827,-2.048864861596459,-1.2421584648634343,-1.3604312723333192,-2.929433623261948,-2.6365120786520526,-2.3550572621465404,-3.6025018995439138,-1.6434488337426227,-2.815257120132446,-7.055544665506316,-6.283813888064365,-5.611077686210063,NaN,NaN,-5.985805844939225,-2.64135585698,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1951,-0.6827804892034023,-0.47459293325681917,-0.25723433049682976,-0.8574086239961746,-0.08667273402970005,-0.3572604569521817,-3.226822841408054,-2.860892596197777,-2.409216300810618,-3.8638210333494953,-1.8184918027434869,-2.56356235417,-1.7933582883459667,-1.6072236875685233,-1.419662518825707,-2.0238843805594344,-1.1924231573542627,-1.291308576410467,-2.8816065112741036,-2.5934673216581783,-2.3166076497299777,-3.573146423458776,-1.5996340087470071,-2.7181330204010004,-6.661759569399658,-5.9068795738599675,-5.251239385545941,NaN,NaN,-5.4950770375657925,-2.56356235417,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1952,-0.6711749614517344,-0.46743553533710425,-0.2535548900103486,-0.8343794521653672,-0.09265510703035965,-0.3518108281222257,-3.148202654404045,-2.7923880568586728,-2.3523681619292183,-3.782634992609932,-1.729259645033015,-2.47088924321,-1.7517035830442178,-1.5684381032128345,-1.3841781273453033,-1.9820583309005488,-1.1800886650096516,-1.244715864008123,-2.8433360132629932,-2.559023588418725,-2.2858408784499145,-3.5605369680192904,-1.5795027602735188,-2.6388128757476808,-6.468148015488441,-5.72899328638498,-5.087311416442049,NaN,NaN,-5.224996184831158,-2.47088924321,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1953,-0.6601948967533288,-0.46071883666449204,-0.25289396768299355,-0.8324217708693489,-0.11416296407036768,-0.34638618555935946,-3.0588203872763797,-2.713668118847918,-2.2868269237789036,-3.704916249730176,-1.6458563173677452,-2.37081600103,-1.6949630824090003,-1.5106792453984192,-1.3297619903598574,-1.9187264661104984,-1.1251186593665001,-1.1987132852727718,-2.806532017900188,-2.5258997184849035,-2.256253071487192,-3.556456935330685,-1.511335675208469,-2.6377714633941642,-6.377033610164338,-5.6496937074412,-5.023197877866812,NaN,NaN,-5.3352413439159,-2.37081600103,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1954,-0.6474656050070499,-0.45340634549093745,-0.24867078494052097,-0.7896434216154924,-0.09299534625265304,-0.34098810282620523,-2.961311059019499,-2.6270880373509287,-2.2132618968583553,-3.6423727077696535,-1.6049791669775586,-2.28918491277,-1.6490819812889392,-1.467154632282879,-1.2902994122261537,-1.8556539985537865,-1.0456218936615094,-1.16956976110285,-2.768897880753477,-2.4920287147628724,-2.2259978892949124,-3.4858218089354627,-1.46447521112675,-2.6217352390289306,-6.179648444616298,-5.4659271235270275,-4.851055104995281,NaN,NaN,-5.127941677618937,-2.28918491277,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1955,-0.6361041297085434,-0.4465129798417393,-0.2466610439251608,-0.7915896456983881,-0.08968947098061254,-0.33553046313199136,-2.8800480077372352,-2.5582749452411355,-2.154775347840022,-3.506064707581408,-1.5812047926545874,-2.24269004735,-1.6005177412579312,-1.42049757979308,-1.245642174043582,-1.8024856995326914,-1.0298917088385051,-1.146664029901678,-2.7289024366032604,-2.4560325171512387,-2.1938443834257946,-3.415073620190764,-1.5176251117048118,-2.6249311923980714,-6.205388143760354,-5.506707592445341,-4.906460450199449,NaN,NaN,-5.472432942739919,-2.24269004735,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1956,-0.6246324260479253,-0.43973792601885775,-0.24481004509229665,-0.7537455260275447,-0.08510310991006839,-0.33016361323269944,-2.810094837956381,-2.4988556549211185,-2.1079892620547542,-3.4699049852549555,-1.4702525075309083,-2.15210204991,-1.5543005094492708,-1.3763968085059228,-1.2046248192030726,-1.7502237890068937,-0.9928259355184633,-1.1088739221746269,-2.690176289989299,-2.421178696775657,-2.1627113029238343,-3.3773692464698564,-1.4985516939337322,-2.6001024723052977,-6.306942614686761,-5.621353155933856,-5.039303174333447,NaN,NaN,-5.659138423447326,-2.15210204991,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1957,-0.6127993529168897,-0.43274701395767257,-0.24300469323759466,-0.7669203752884628,-0.09260428248334797,-0.3247422131625089,-2.7464711622305695,-2.445190636614786,-2.066310224374017,-3.3772644117909607,-1.4530570893771093,-2.05362754735,-1.513286406428338,-1.3378205442444782,-1.1698427566386493,-1.6915515581594982,-0.9605250248970226,-1.036597234552557,-2.6653495763100423,-2.3988344695609407,-2.1427523825778394,-3.1709151111047555,-1.641750131666093,-2.548732614517211,-6.136175789117401,-5.470594568356667,-4.907081750806862,NaN,NaN,-5.107489815830466,-2.05362754735,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1958,-0.6020907633255004,-0.42565025398864675,-0.24127139894575744,-0.7523418346308007,-0.08749031915897125,-0.3192844781008634,-2.6693888865164905,-2.3778508972214816,-2.0103752067968674,-3.2421364531144765,-1.4092674237316034,-1.97923446569,-1.4634538588412,-1.2901463221781477,-1.1243353605615203,-1.6746419487704798,-0.9281462848682625,-0.9685359781438658,-2.626242833885902,-2.3636381101216126,-2.111313329986399,-3.1006438130877942,-1.6297435584329163,-2.0671160221099854,-5.782167421548938,-5.134413367181674,-4.587220986152908,NaN,NaN,-5.097668094673679,-1.97923446569,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1959,-0.5902754641618521,-0.4183675573889641,-0.23901763395661363,-0.7245521895835898,-0.1027237395355002,-0.31389617052945223,-2.576342381602285,-2.294838132796329,-1.941102243667547,-3.178385734208795,-1.4046402035058247,-1.9245202628,-1.409901782977501,-1.2393190180738132,-1.0758534118755658,-1.6133993226935026,-0.8547177296449825,-0.94980486089533,-2.5709415409733927,-2.313866534629639,-2.06685500519436,-3.022095624738569,-1.5717276339834008,-2.270864725112914,-5.638320715906899,-5.001871716218716,-4.471729603675516,NaN,NaN,-4.9727829336889435,-1.9245202628,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1960,-0.5777495869860699,-0.41038715874020826,-0.23557335538154406,-0.7256235563220315,-0.10297054238041753,-0.3084096821871671,-2.5001629377856176,-2.2282883720565376,-1.8868298125067224,-3.088051867379062,-1.3482501465200551,-1.84986911687,-1.3674124502045688,-1.201238868825663,-1.0402398910090822,-1.54499113857479,-0.8597404206482352,-0.881216985529119,-2.520307291866898,-2.268295333322098,-2.026148653248141,-2.9779286692028513,-1.5532064602251976,-1.997335672378541,-5.527389958039942,-4.904059195316323,-4.386877186259174,NaN,NaN,-4.939828278424672,-1.84986911687,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1961,-0.5652295808927477,-0.40243021212340074,-0.23215335760362107,-0.7021716299666135,-0.08794695409664342,-0.30309595194729894,-2.412859745121217,-2.1508527951274474,-1.8227812411292752,-2.966723355777656,-1.2923013251035647,-1.77509895238,-1.2961767137516982,-1.1305500706527705,-0.9676346869083693,-1.5116726427745244,-0.7650714558544648,-0.8129214113408869,-2.4734632450516862,-2.2261353423052253,-1.9884893556404166,-2.9063639456844674,-1.5361925841853066,-1.8097164630889897,-5.352960179349132,-4.740611537289512,-4.231920627311236,NaN,NaN,-4.833232625878124,-1.77509895238,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1962,-0.5523418101961239,-0.3943382060678695,-0.22814273223066722,-0.6861185019900305,-0.08480285712429701,-0.29754404154690833,-2.3461683019790565,-2.0931073129527697,-1.7766853959688116,-2.911374734399225,-1.2828852707655183,-1.6921268073,-1.250707832705374,-1.0876222553149595,-0.9266138392762509,-1.4623691498486917,-0.7256132181150107,-0.7267779176885429,-2.431977922483484,-2.18879824302115,-1.9551380929898758,-2.86126502375819,-1.4738662438963384,-1.6807960987091066,-5.267008799228383,-4.669937562069242,-4.175803884906959,NaN,NaN,-4.6839244378786695,-1.6921268073,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1963,-0.5395887097742462,-0.38668104258892266,-0.22513094731881392,-0.6866102338698009,-0.09076142083931443,-0.29218482104214755,-2.2631403740765763,-2.0203566593708433,-1.716681688857078,-2.800056562327241,-1.2095695602558207,-1.65613056096,-1.1950526392231564,-1.0320515217680697,-0.8717641511119375,-1.384256758768201,-0.6709215834474732,-0.7027726953679869,-2.392794396040706,-2.1535327773931794,-1.9236373114828957,-2.8752523935137266,-1.4298242375186674,-1.8142593860626226,-5.079167231121103,-4.498156848182617,-4.016329351537806,NaN,NaN,-4.793041086951737,-1.65613056096,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1964,-0.5261850233243065,-0.37852556526856396,-0.22142676839814257,-0.6510676347910775,-0.08698172528414447,-0.28678678599270907,-2.178153860213529,-1.9457985497041483,-1.6553481565596468,-2.7128385247692286,-1.1911585889384302,-1.65638366613,-1.1478398259277127,-0.9876260294678878,-0.8278645359825784,-1.346023925201085,-0.6339098917391558,-0.6994616335088559,-2.493174399520808,-2.243875528131368,-2.0043357285055268,-2.913838021395268,-1.583786198268402,-2.048475503921509,-5.052383974249223,-4.47797133234902,-3.998098368478744,NaN,NaN,-4.473911095272729,-1.65638366613,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
