tag,t_on_mid,t_on_high,v_tot,mid_share,tau,v_mid,v_high,m2300_SSP1-2.6,dorm2300_SSP1-2.6,dorm2100_SSP1-2.6,in_band_SSP1-2.6,m2300_SSP2-4.5,dorm2300_SSP2-4.5,dorm2100_SSP2-4.5,in_band_SSP2-4.5,m2300_SSP5-8.5,dorm2300_SSP5-8.5,dorm2100_SSP5-8.5,in_band_SSP5-8.5,g4_2100_cm,g4_rel_to_ref,keeps_2100,ratio_585_over_245,within_inventory,all_pass,inv_strict,inv_loose,onset_concentrated,onset_wide,lit_ok_strict,lit_ok_loose
L12,5.0,6.0,4.5,0.5,400,2.25,2.25,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,1.9669799880516976,1.4980992554138084,0.0,True,8.067567299094108,1.0,True,11.438194360828293,True,True,False,False,True,True,False,False
L12,5.0,6.0,4.5,0.7,200,3.15,1.35,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,3.033945039227898,2.5650643065900085,0.0,True,8.067567299094108,1.0,True,17.64270772939222,True,True,False,False,True,True,False,False
L12,5.0,6.0,4.5,0.7,400,3.15,1.35,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.0199281538323777,1.5510474211944882,0.0,True,8.067567299094108,1.0,True,11.746093482795798,True,True,False,False,True,True,False,False
L12,5.0,7.0,1.5,0.7,50,1.0499999999999998,0.45,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,1.765009799278989,1.2961290666410996,0.0,True,8.067567299094108,1.0,True,10.2637165886555,True,True,True,True,True,True,True,True
L12,5.0,7.0,2.5,0.3,50,0.75,1.75,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.2653698684408536,1.7964891358029642,0.0,True,8.067567299094108,1.0,True,13.173362724476007,True,True,True,True,True,True,True,True
L12,5.0,7.0,2.5,0.3,100,0.75,1.75,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,1.8510988227136855,1.382218090075796,0.0,True,8.067567299094108,1.0,True,10.76433326414863,True,True,True,True,True,True,True,True
L12,5.0,7.0,2.5,0.5,50,1.25,1.25,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.4472328560736214,1.978352123435732,0.0,True,8.067567299094108,1.0,True,14.230915018968307,True,True,True,True,True,True,True,True
L12,5.0,7.0,2.5,0.5,100,1.25,1.25,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.0528657186014594,1.58398498596357,0.0,True,8.067567299094108,1.0,True,11.937628866932725,True,True,True,True,True,True,True,True
L12,5.0,7.0,2.5,0.7,50,1.75,0.7500000000000001,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.6290958437063887,2.1602151110684993,0.0,True,8.067567299094108,1.0,True,15.288467313460606,True,True,False,False,True,True,False,False
L12,5.0,7.0,2.5,0.7,100,1.75,0.7500000000000001,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.2546326144892332,1.7857518818513438,0.0,True,8.067567299094108,1.0,True,13.110924469716815,True,True,False,False,True,True,False,False
L12,5.0,7.0,3.5,0.3,50,1.05,2.4499999999999997,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.9839655227620394,2.51508479012415,0.0,True,8.067567299094108,1.0,True,17.352071613687276,True,True,True,True,True,True,True,True
L12,5.0,7.0,3.5,0.3,100,1.05,2.4499999999999997,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.4039860587440036,1.9351053261061144,0.0,True,8.067567299094108,1.0,True,13.979430369228943,True,True,True,True,True,True,True,True
L12,5.0,7.0,3.5,0.3,200,1.05,2.4499999999999997,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,1.7397634609250088,1.2708827282871191,0.0,True,8.067567299094108,1.0,True,10.116906490562894,True,True,True,True,True,True,True,True
L12,5.0,7.0,3.5,0.5,100,1.75,1.75,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.6864597129868875,2.217578980348998,0.0,True,8.067567299094108,1.0,True,15.622044213126676,True,True,False,False,True,True,False,False
L12,5.0,7.0,3.5,0.5,200,1.75,1.75,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,1.970316459397809,1.5014357267599197,0.0,True,8.067567299094108,1.0,True,11.457596290674031,True,True,False,False,True,True,False,False
L12,5.0,7.0,3.5,0.7,100,2.4499999999999997,1.0500000000000005,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.9689333672297704,2.500052634591881,0.0,True,8.067567299094108,1.0,True,17.264658057024402,True,True,False,False,True,True,False,False
L12,5.0,7.0,3.5,0.7,200,2.4499999999999997,1.0500000000000005,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.200869457870609,1.7319887252327195,0.0,True,8.067567299094108,1.0,True,12.798286090785169,True,True,False,False,True,True,False,False
L12,5.0,7.0,4.5,0.3,100,1.35,3.15,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.956873294774322,2.4879925621364327,0.0,True,8.067567299094108,1.0,True,17.19452747430926,True,True,False,False,True,True,False,False
L12,5.0,7.0,4.5,0.3,200,1.35,3.15,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.1028728118641857,1.6339920792262963,0.0,True,8.067567299094108,1.0,True,12.228425344595768,True,True,False,False,True,True,False,False
L12,5.0,7.0,4.5,0.5,200,2.25,2.25,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.399298095614929,1.9304173629770391,0.0,True,8.067567299094108,1.0,True,13.952169373310086,True,True,False,False,True,True,False,False
L12,5.0,7.0,4.5,0.7,200,3.15,1.35,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,2.695723379365672,2.2268426467277824,0.0,True,8.067567299094108,1.0,True,15.675913402024404,True,True,False,False,True,True,False,False
L12,5.0,7.0,4.5,0.7,400,3.15,1.35,0.0917989089361568,0.0,0.0,True,0.171965952492283,0.0,0.0,True,1.8090977645774031,1.3402170319395137,0.0,True,8.067567299094108,1.0,True,10.520092718112826,True,True,False,False,True,True,False,False
