arm,gcm,tau_yr,amp_2100,ism_2100,ism_2300,ours_2100,ours_2300,tapped_2100,tapped_2300,r_2100,rt_2100,r_2300,rt_2300
SSP5-8.5 r2300,IPSL-CM6A-LR,inf,1.6523210900677479,14.03565796288726,71.48386028426587,19.53608268442779,36.29110068085011,20.130467086098292,95.29899508884542,1.3918893390024618,1.4342375070215287,0.5076824409948387,1.3331540114072635
SSP5-8.5 r2300,IPSL-CM6A-LR,400.0,1.5886655294195553,14.03565796288726,71.48386028426587,18.595320510559898,32.22182337237991,19.1897049122304,91.22971778037521,1.3248627573947145,1.3672109254137814,0.45075662176392245,1.276228192176347
SSP5-8.5 r2300,IPSL-CM6A-LR,200.0,1.5360249821152472,14.03565796288726,71.48386028426587,17.79781979330993,29.953023658510595,18.392204194980433,88.96091806650591,1.2680431398635166,1.3103913078825835,0.41901799286437635,1.2444895632768012
SSP5-8.5 r2300,IPSL-CM6A-LR,100.0,1.4564945618449379,14.03565796288726,71.48386028426587,16.556224175442264,27.87814572300315,17.150608577112767,86.88604013099845,1.179583046211287,1.221931214230354,0.3899921690314665,1.2154637394438912
SSP5-8.5 r2300,IPSL-CM6A-LR,50.0,1.3649130690772209,14.03565796288726,71.48386028426587,15.001437690547577,26.79961219554151,15.59582209221808,85.80750660353682,1.0688090098956535,1.1111571779147202,0.374904378260617,1.2003759486730419
SSP5-8.5 r2300,IPSL-CM6A-LR,25.0,1.3020535184811808,14.03565796288726,71.48386028426587,13.685764627389835,26.493961175262097,14.280149029060338,85.50185558325741,0.9750711127029025,1.0174192807219693,0.3706285736375322,1.196100144049957
SSP5-8.5 r2300,IPSL-CM6A-LR,0.0,1.2844567693508286,14.03565796288726,71.48386028426587,12.858814253557188,26.40550102802904,13.453198655227691,85.41339543602435,0.916153292389865,0.9585014604089318,0.36939108944345983,1.1948626598558845
SSP5-8.5 r2300,MPI-ESM1-2-HR,inf,1.6523210900677479,7.249286431099566,29.957820963540097,11.753991365160097,23.455788739848202,11.753991365160097,23.455788739848202,1.621399771808611,1.621399771808611,0.7829604418957862,0.7829604418957862
SSP5-8.5 r2300,MPI-ESM1-2-HR,400.0,1.5886655294195553,7.249286431099566,29.957820963540097,11.235746202353079,20.934492794086257,11.235746202353079,20.934492794086257,1.5499106441913413,1.5499106441913413,0.6987989153004285,0.6987989153004285
SSP5-8.5 r2300,MPI-ESM1-2-HR,200.0,1.5360249821152472,7.249286431099566,29.957820963540097,10.796563079823661,19.51079855639636,10.796563079823661,19.51079855639636,1.4893276990003066,1.4893276990003066,0.6512756244902393,0.6512756244902393
SSP5-8.5 r2300,MPI-ESM1-2-HR,100.0,1.4564945618449379,7.249286431099566,29.957820963540097,10.107292188168225,18.18952808234627,10.107292188168225,18.18952808234627,1.3942464936697443,1.3942464936697443,0.6071712660438046,0.6071712660438046
SSP5-8.5 r2300,MPI-ESM1-2-HR,50.0,1.3649130690772209,7.249286431099566,29.957820963540097,9.231847096627776,17.469579731489244,9.231847096627776,17.469579731489244,1.273483560674743,1.273483560674743,0.5831391993680195,0.5831391993680195
SSP5-8.5 r2300,MPI-ESM1-2-HR,25.0,1.3020535184811808,7.249286431099566,29.957820963540097,8.466734445269045,17.247048912232636,8.466734445269045,17.247048912232636,1.1679403932705164,1.1679403932705164,0.5757110616697725,0.5757110616697725
SSP5-8.5 r2300,MPI-ESM1-2-HR,0.0,1.2844567693508286,7.249286431099566,29.957820963540097,7.913286565739548,17.16117960433521,7.913286565739548,17.16117960433521,1.0915952405731149,1.0915952405731149,0.5728447214242008,0.5728447214242008
SSP5-8.5 r2300,UKESM1-0-LL-Robin,inf,1.6523210900677479,20.531144576834713,106.74830965304002,23.96557720070666,41.75346324537149,25.003401013973562,103.52708411765468,1.1672791602542714,1.2178279160424839,0.39113933870317186,0.969824107324461
SSP5-8.5 r2300,UKESM1-0-LL-Robin,400.0,1.5886655294195553,20.531144576834713,106.74830965304002,22.882675258431426,37.29094354906664,23.920499071698327,99.06456442134984,1.1145348069999927,1.1650835627882052,0.34933521355300123,0.9280199821742905
SSP5-8.5 r2300,UKESM1-0-LL-Robin,200.0,1.5360249821152472,20.531144576834713,106.74830965304002,21.966194761425,34.80706173265325,23.0040185746919,96.58068260493644,1.0698962583025915,1.120445014090804,0.3260666313666729,0.9047513999879621
SSP5-8.5 r2300,UKESM1-0-LL-Robin,100.0,1.4564945618449379,20.531144576834713,106.74830965304002,20.54743240680523,32.56342999521394,21.58525622007213,94.33705086749714,1.0007933230370845,1.051342078825297,0.305048671038011,0.8837334396593002
SSP5-8.5 r2300,UKESM1-0-LL-Robin,50.0,1.3649130690772209,20.531144576834713,106.74830965304002,18.771274215795046,31.41324345033094,19.809098029061946,93.18686432261413,0.9142828908318473,0.9648316466200598,0.29427391920707885,0.8729586878283679
SSP5-8.5 r2300,UKESM1-0-LL-Robin,25.0,1.3020535184811808,20.531144576834713,106.74830965304002,17.261901793204057,31.08870565998064,18.299725606470957,92.86232653226384,0.8407666571439304,0.8913154129321429,0.2912337044120612,0.8699184730333503
SSP5-8.5 r2300,UKESM1-0-LL-Robin,0.0,1.2844567693508286,20.531144576834713,106.74830965304002,16.31716979307197,30.994457073360806,17.35499360633887,92.768077945644,0.7947520768755693,0.8453008326637818,0.2903507996904205,0.8690355683117096
SSP1-2.6 r2300,CESM2,inf,1.6523210900677479,6.693434628555295,15.003227275275588,6.919379098844595,12.429159144586778,6.919379098844595,12.429159144586778,1.0337561331107028,1.0337561331107028,0.8284323710185529,0.8284323710185529
SSP1-2.6 r2300,CESM2,400.0,1.5886655294195553,6.693434628555295,15.003227275275588,6.639940403412949,11.011971880096832,6.639940403412949,11.011971880096832,0.9920079558386766,0.9920079558386766,0.7339735430285653,0.7339735430285653
SSP1-2.6 r2300,CESM2,200.0,1.5360249821152472,6.693434628555295,15.003227275275588,6.404281101936681,10.19646170854765,6.404281101936681,10.19646170854765,0.9568004256910142,0.9568004256910142,0.6796178929683218,0.6796178929683218
SSP1-2.6 r2300,CESM2,100.0,1.4564945618449379,6.693434628555295,15.003227275275588,6.024296387511153,9.418736813598082,6.024296387511153,9.418736813598082,0.9000306601651881,0.9000306601651881,0.6277807194935713,0.6277807194935713
SSP1-2.6 r2300,CESM2,50.0,1.3649130690772209,6.693434628555295,15.003227275275588,5.518409404028374,8.9630565595272,5.518409404028374,8.9630565595272,0.8244510793436199,0.8244510793436199,0.5974085705078783,0.5974085705078783
SSP1-2.6 r2300,CESM2,25.0,1.3020535184811808,6.693434628555295,15.003227275275588,5.029974833167228,8.795817877708275,5.029974833167228,8.795817877708275,0.7514788912270132,0.7514788912270132,0.5862617233162396,0.5862617233162396
SSP1-2.6 r2300,CESM2,0.0,1.2844567693508286,6.693434628555295,15.003227275275588,4.5160670335642115,8.693027205919508,4.5160670335642115,8.693027205919508,0.6747009994387524,0.6747009994387524,0.5794104859189257,0.5794104859189257
SSP1-2.6 r2300,MPI-ESM1-2-HR,inf,1.6523210900677479,2.7908799123610883,6.7341407529466935,4.681891938551815,8.365453316505898,4.681891938551815,8.365453316505898,1.6775683961947785,1.6775683961947785,1.2422450945720702,1.2422450945720702
SSP1-2.6 r2300,MPI-ESM1-2-HR,400.0,1.5886655294195553,2.7908799123610883,6.7341407529466935,4.5029458450595365,7.398709862202986,4.5029458450595365,7.398709862202986,1.6134502330664733,1.6134502330664733,1.098686548683363,1.098686548683363
SSP1-2.6 r2300,MPI-ESM1-2-HR,200.0,1.5360249821152472,2.7908799123610883,6.7341407529466935,4.3480008726415,6.842014632739473,4.3480008726415,6.842014632739473,1.557931910070285,1.557931910070285,1.0160189523430405,1.0160189523430405
SSP1-2.6 r2300,MPI-ESM1-2-HR,100.0,1.4564945618449379,2.7908799123610883,6.7341407529466935,4.100648042510658,6.304303415767222,4.100648042510658,6.304303415767222,1.469302933583231,1.469302933583231,0.9361704257530725,0.9361704257530725
SSP1-2.6 r2300,MPI-ESM1-2-HR,50.0,1.3649130690772209,2.7908799123610883,6.7341407529466935,3.7668794199302296,5.981171153607211,3.7668794199302296,5.981171153607211,1.349710320120311,1.349710320120311,0.8881862397945868,0.8881862397945868
SSP1-2.6 r2300,MPI-ESM1-2-HR,25.0,1.3020535184811808,2.7908799123610883,6.7341407529466935,3.434794642222206,5.852929958356726,3.434794642222206,5.852929958356726,1.2307210450041777,1.2307210450041777,0.8691428012988337,0.8691428012988337
SSP1-2.6 r2300,MPI-ESM1-2-HR,0.0,1.2844567693508286,2.7908799123610883,6.7341407529466935,3.0464164695102003,5.761186551119051,3.0464164695102003,5.761186551119051,1.0915612871830547,1.0915612871830547,0.8555191764588672,0.8555191764588672
SSP2-4.5 r2300,CESM2,inf,1.6523210900677479,6.9471723512134265,18.00587061920611,10.05173257813795,18.898676808481888,10.05173257813795,18.898676808481888,1.4468811294687782,1.4468811294687782,1.0495841721934545,1.0495841721934545
SSP2-4.5 r2300,CESM2,400.0,1.5886655294195553,6.9471723512134265,18.00587061920611,9.636552507468357,16.855340274109068,9.636552507468357,16.855340274109068,1.3871186750945068,1.3871186750945068,0.9361024873815421,0.9361024873815421
SSP2-4.5 r2300,CESM2,200.0,1.5360249821152472,6.9471723512134265,18.00587061920611,9.279334669254222,15.696881079604688,9.279334669254222,15.696881079604688,1.3356995047968616,1.3356995047968616,0.8717646267468723,0.8717646267468723
SSP2-4.5 r2300,CESM2,100.0,1.4564945618449379,6.9471723512134265,18.00587061920611,8.719721504443383,14.60167065298444,8.719721504443383,14.60167065298444,1.2551468516425037,1.2551468516425037,0.8109394409070921,0.8109394409070921
SSP2-4.5 r2300,CESM2,50.0,1.3649130690772209,6.9471723512134265,18.00587061920611,7.991088701036003,13.995270021356403,7.991088701036003,13.995270021356403,1.1502649275197903,1.1502649275197903,0.7772615008367456,0.7772615008367456
SSP2-4.5 r2300,CESM2,25.0,1.3020535184811808,6.9471723512134265,18.00587061920611,7.327285685390447,13.791748328271856,7.327285685390447,13.791748328271856,1.0547148271210844,1.0547148271210844,0.7659584265567684,0.7659584265567684
SSP2-4.5 r2300,CESM2,0.0,1.2844567693508286,6.9471723512134265,18.00587061920611,6.755462187570974,13.69924163639477,6.755462187570974,13.69924163639477,0.9724045764304426,0.9724045764304426,0.760820841497237,0.760820841497237
SSP2-4.5 r2300,MPI-ESM1-2-HR,inf,1.6523210900677479,4.233456631182442,11.130721344369745,7.038348357190413,13.509995429675064,7.038348357190413,13.509995429675064,1.6625535514756273,1.6625535514756273,1.213757402749897,1.213757402749897
SSP2-4.5 r2300,MPI-ESM1-2-HR,400.0,1.5886655294195553,4.233456631182442,11.130721344369745,6.752193742669408,12.028185112512395,6.752193742669408,12.028185112512395,1.5949599419383826,1.5949599419383826,1.0806294345511231,1.0806294345511231
SSP2-4.5 r2300,MPI-ESM1-2-HR,200.0,1.5360249821152472,4.233456631182442,11.130721344369745,6.508438989179005,11.18250883916337,6.508438989179005,11.18250883916337,1.5373817559012388,1.5373817559012388,1.0046526629489132,1.0046526629489132
SSP2-4.5 r2300,MPI-ESM1-2-HR,100.0,1.4564945618449379,4.233456631182442,11.130721344369745,6.1160307462354435,10.373551618165495,6.1160307462354435,10.373551618165495,1.444689595066711,1.444689595066711,0.9319747837738074,0.9319747837738074
SSP2-4.5 r2300,MPI-ESM1-2-HR,50.0,1.3649130690772209,4.233456631182442,11.130721344369745,5.608808989042946,9.906498851238078,5.608808989042946,9.906498851238078,1.32487692155154,1.32487692155154,0.890014092056045,0.890014092056045
SSP2-4.5 r2300,MPI-ESM1-2-HR,25.0,1.3020535184811808,4.233456631182442,11.130721344369745,5.128849040070265,9.749305366607931,5.128849040070265,9.749305366607931,1.2115038576969506,1.2115038576969506,0.8758916035158336,0.8758916035158336
SSP2-4.5 r2300,MPI-ESM1-2-HR,0.0,1.2844567693508286,4.233456631182442,11.130721344369745,4.683706985154632,9.6596801280723,4.683706985154632,9.6596801280723,1.1063552536846069,1.1063552536846069,0.8678395432977448,0.8678395432977448
