marker,decline,R,year,shipped_cm,regrow_cm,delta_cm,delta_p05,delta_p95,headroom_cm
vvLN,True,30,2100,7.4825100031049985,7.48267664213745,0.00020554393107019564,4.873808225172028e-05,0.0005204583519098804,0.0
vvLN,True,30,2150,8.835711903290296,8.835872766489292,0.00014398197949638813,3.2305670731958e-05,0.00033866881376276575,0.0
vvLN,True,30,2300,8.99752962646794,9.175212864865987,0.1351397389967488,0.024401711029334378,0.42821058915053667,2.1410865736084834
vvLN,True,100,2100,7.4825100031049985,7.482680675903007,0.00021051449134112943,4.9914862951006006e-05,0.0005331333722722319,0.0
vvLN,True,100,2150,8.835711903290296,8.835876664589692,0.00014746151184041878,3.308797715195766e-05,0.0003468685619029798,0.0
vvLN,True,100,2300,8.99752962646794,9.184095726486737,0.13876390632580282,0.025011412049444556,0.4413521329375527,2.1410865736084834
vvL,False,1,2100,7.458899662752492,7.458899662752492,0.0,0.0,0.0,0.0
vvL,False,1,2150,9.291426605145972,9.291426605145972,0.0,0.0,0.0,0.0
vvL,False,1,2300,10.845933403211806,10.845933403211806,0.0,0.0,0.0,0.0
vvL,False,3,2100,7.458899662752492,7.459027649490594,0.0001415563510782647,3.362048824060438e-05,0.0003579522430221082,0.0
vvL,False,3,2150,9.291426605145972,9.291538080771346,8.96313607725574e-05,2.0501017253593545e-05,0.00020799360636916114,0.0
vvL,False,3,2300,10.845933403211806,10.845997733095613,5.0955754780090956e-05,1.1211659291809895e-05,0.00013042887921557166,0.0
vvL,False,10,2100,7.458899662752492,7.459072576343349,0.00019119913591492121,4.539078453689172e-05,0.00048425269042313697,0.0
vvL,False,10,2150,9.291426605145972,9.291577206372585,0.00012107154626228578,2.7697917472568888e-05,0.0002809513925740247,0.0
vvL,False,10,2300,10.845933403211806,10.846020301843735,6.882811457309401e-05,1.5136590100794933e-05,0.00017646632688972375,0.0
vvL,False,30,2100,7.458899662752492,7.459085425163829,0.0002053991222439322,4.875402416359976e-05,0.0005204361312553195,0.0
vvL,False,30,2150,9.291426605145972,9.291588395541897,0.0001300610640875277,2.9756235877531623e-05,0.0003018117534432817,0.0
vvL,False,30,2300,10.845933403211806,10.846026755149976,7.393811629086144e-05,1.6258079865316687e-05,0.00018960979181095183,0.0
vvL,False,100,2100,7.458899662752492,7.459089923573455,0.00021037218640884703,4.993118931198027e-05,0.0005331106091242432,0.0
vvL,False,100,2150,9.291426605145972,9.291592312847046,0.00013320808970895825,3.0476864078021747e-05,0.0003091144854202809,0.0
vvL,False,100,2300,10.845933403211806,10.846029014342484,7.572699659341708e-05,1.6650609797075334e-05,0.00019421235955929814,0.0
vvML,True,1,2100,8.80811449436397,8.80811449436397,0.0,0.0,0.0,0.0
vvML,True,1,2150,11.298858382483765,11.298858382483765,0.0,0.0,0.0,0.0
vvML,True,1,2300,11.98863075683294,11.98863075683294,0.0,0.0,0.0,2.2327701746367428
vvML,True,3,2100,8.80811449436397,8.80825517413879,0.00011956195011553206,2.7427709403227144e-05,0.00028232343131344683,0.0
vvML,True,3,2150,11.298858382483765,11.298939729361003,6.450282189618406e-05,1.591337571671403e-05,0.00015511754429136103,0.0
vvML,True,3,2300,11.98863075683294,12.08662436338145,0.07777062562172254,0.015707931713953106,0.2318614592785078,2.2327701746367428
vvML,True,10,2100,8.80811449436397,8.80830452157079,0.0001615043788598669,3.7029164231583425e-05,0.00038136598848179624,0.0
vvML,True,10,2150,11.298858382483765,11.29896828174393,8.711700035668457e-05,2.1484242107305818e-05,0.0002097445850409052,0.0
vvML,True,10,2300,11.98863075683294,12.127669265900515,0.10854333862597265,0.021291674034184728,0.33624273905684343,2.2327701746367428
vvML,True,30,2100,8.80811449436397,8.808318631298842,0.00017349707694158667,3.9772604366561386e-05,0.0004096857593307131,0.0
vvML,True,30,2150,11.298858382483765,11.298976447315239,9.357958818867473e-05,2.3076031105340177e-05,0.00022538448947031497,0.0
vvML,True,30,2300,11.98863075683294,12.139315773136104,0.11757485143513513,0.022895343075339893,0.3685572758075711,2.2327701746367428
vvML,True,100,2100,8.80811449436397,8.808323570803282,0.0001776954827068522,4.0732825985934085e-05,0.00041959998025529154,0.0
vvML,True,100,2150,11.298858382483765,11.298979306079957,9.584180324662128e-05,2.363316910312108e-05,0.00023086184141059006,0.0
vvML,True,100,2300,11.98863075683294,12.143473448997991,0.12081586217594165,0.02345750474857278,0.3801952143626317,2.2327701746367428
vvM,False,1,2100,9.677073966871276,9.677073966871276,0.0,0.0,0.0,0.0
vvM,False,1,2150,14.61976673188881,14.61976673188881,0.0,0.0,0.0,0.0
vvM,False,1,2300,21.574996344278986,21.574996344278986,0.0,0.0,0.0,0.0
vvM,False,3,2100,9.677073966871276,9.677136116899458,0.00010567543379025324,2.5282344209198727e-05,0.0002502690965713758,0.0
vvM,False,3,2150,14.61976673188881,14.619786904718556,3.556136606164273e-05,9.284323423752738e-06,9.35738387281225e-05,0.0
vvM,False,3,2300,21.574996344278986,21.574998080470095,4.035044888439643e-06,8.963187635657733e-07,1.3280798644466039e-05,0.0
vvM,False,10,2100,9.677073966871276,9.677157911859442,0.00014273069372094938,3.413279581758744e-05,0.0003380677759293068,0.0
vvM,False,10,2150,14.61976673188881,14.61979396898521,4.803084786786371e-05,1.2534535139430148e-05,0.00012636725750070336,0.0
vvM,False,10,2300,21.574996344278986,21.574998688864927,5.450306803211902e-06,1.2101562463229243e-06,1.7942749261301517e-05,0.0
vvM,False,30,2100,9.677073966871276,9.677164143040457,0.00015332448671934173,3.666165166613667e-05,0.0003631726384817565,0.0
vvM,False,30,2150,14.61976673188881,14.619795987706972,5.159575797186733e-05,1.3463233601651582e-05,0.0001357408704572014,0.0
vvM,False,30,2300,21.574996344278986,21.57499886276151,5.85495466864927e-06,1.2998361206939535e-06,1.9275312997279968e-05,0.0
vvM,False,100,2100,9.677073966871276,9.677166324379254,0.00015703300537062148,3.754676752576458e-05,0.0003719613923176542,0.0
vvM,False,100,2150,14.61976673188881,14.619796694297388,5.284370797653537e-05,1.3788285056737239e-05,0.00013902206213591817,0.0
vvM,False,100,2300,21.574996344278986,21.57499892363262,5.996611671221785e-06,1.3312253388519937e-06,1.9741442017995264e-05,0.0
vvHL,True,1,2100,10.659792041610991,10.659792041610991,0.0,0.0,0.0,0.0
vvHL,True,1,2150,13.230731181524085,13.230731181524085,0.0,0.0,0.0,0.0
vvHL,True,1,2300,14.405441089505125,14.405441089505125,0.0,0.0,0.0,0.32456453220005077
vvHL,True,3,2100,10.659792041610991,10.659878674313774,9.083356042438595e-05,2.2863898026237453e-05,0.00022026350705051096,0.0
vvHL,True,3,2150,13.230731181524085,13.230754278341344,4.6093248350587146e-05,1.2161913969954697e-05,0.00011774680457010682,0.0
vvHL,True,3,2300,14.405441089505125,14.410597677447825,0.0023278266159909577,2.3215979762980518e-05,0.03762152097052718,0.32456453220005077
vvHL,True,10,2100,10.659792041610991,10.659909028541573,0.00012285666562128483,3.0867748743723666e-05,0.00029754288853638393,0.0
vvHL,True,10,2150,13.230731181524085,13.230762374057939,6.227589837770608e-05,1.642005168491778e-05,0.0001590391503109244,0.0
vvHL,True,10,2300,14.405441089505125,14.4112774924754,0.003153989531492485,3.134921590177698e-05,0.0520721507326756,0.32456453220005077
vvHL,True,30,2100,10.659792041610991,10.659917704305276,0.0001320283725085858,3.31547048281422e-05,0.00031964060966522813,0.0
vvHL,True,30,2150,13.230731181524085,13.230764688248424,6.690430146605308e-05,1.7636802387244187e-05,0.00017084469175463455,0.0
vvHL,True,30,2300,14.405441089505125,14.411472789216624,0.003390990119664039,3.367372616072118e-05,0.05633768429907519,0.32456453220005077
vvHL,True,100,2100,10.659792041610991,10.659920741151108,0.00013524081356486306,3.3955154334464055e-05,0.00032737669393814164,0.0
vvHL,True,100,2150,13.230731181524085,13.230765498333664,6.852474628971095e-05,1.806267983415211e-05,0.0001749774433514871,0.0
vvHL,True,100,2300,14.405441089505125,14.411541255501387,0.0034737517899863235,3.4487381249270764e-05,0.05784556344800267,0.32456453220005077
vvH,False,1,2100,10.655334986817493,10.655334986817493,0.0,0.0,0.0,0.0
vvH,False,1,2150,16.899098815171783,16.899098815171783,0.0,0.0,0.0,0.0
vvH,False,1,2300,25.207210314253153,25.207210314253153,0.0,0.0,0.0,0.0
vvH,False,3,2100,10.655334986817493,10.655427112939357,9.041622454653009e-05,2.2917420018941927e-05,0.0002197607015993696,0.0
vvH,False,3,2150,16.899098815171783,16.899118513976077,2.5199760555594253e-05,6.255154555034893e-06,7.24833431799964e-05,0.0
vvH,False,3,2300,25.207210314253153,25.20721132198289,1.0197801660893901e-06,1.55300643811529e-07,3.706525283142515e-06,0.0
vvH,False,10,2100,10.655334986817493,10.655459399118833,0.00012212841984649003,3.0940007615676283e-05,0.00029686253061509397,0.0
vvH,False,10,2150,16.899098815171783,16.899125418317574,3.405453165861161e-05,8.4480002691123e-06,9.840223219530477e-05,0.0
vvH,False,10,2300,25.207210314253153,25.207211675311797,1.3773140405959339e-06,2.097927819022516e-07,5.014223503607681e-06,0.0
vvH,False,30,2100,10.655334986817493,10.655468627751212,0.0001311953999270088,3.3232317496434406e-05,0.00031890937208771663,0.0
vvH,False,30,2150,16.899098815171783,16.899127391921766,3.6587800162024564e-05,9.074865587521686e-06,0.00010586095023086263,0.0
vvH,False,30,2300,25.207210314253153,25.20721177632241,1.4795250322663378e-06,2.2537505515174418e-07,5.3888498749543455e-06,0.0
vvH,False,100,2100,10.655334986817493,10.655471858193774,0.00013436951062928415,3.4034640869329284e-05,0.00032662763266007024,0.0
vvH,False,100,2150,16.899098815171783,16.899128082781633,3.74747947109455e-05,9.294303956508544e-06,0.00010847713473278721,0.0
vvH,False,100,2300,25.207210314253153,25.207211811682377,1.515305028121361e-06,2.308302189391043e-07,5.520074149423223e-06,0.0
