ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvM,glaciers,2100,fixed,2000,10.303095990078225,10.340183585720634,8.931369750706718,11.868505747937023,2.937135997230305,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2300,joint,2000,23.7179904680606,30.547137172954535,14.093795270626456,74.05200307868387,59.95820780805741,3.225093717310935,0.9494490601489094,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2100,fixed,2000,14.70231458181522,19.727282567903742,4.23968966210377,50.66596167292935,46.42627201082558,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2100,joint,2000,11.160760959884502,20.23105185405102,3.96683540620022,58.144860539998625,54.17802513379841,1.166969105793489,0.7591159131970185,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2150,fixed,2000,58.86936319073171,59.71252570216542,9.121151351473884,117.40070601607616,108.27955466460227,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2150,joint,2000,54.392546283840744,56.26500197793737,7.302492981899421,124.30783376563343,117.00534078373401,1.0805857222645587,0.923953366161165,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2300,fixed,2000,201.69517965481504,207.70143461877532,101.73372007731254,334.8453906376348,233.11167056032227,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2300,joint,2000,192.82688623137224,191.2615591777171,20.045591304938075,347.99346435571357,327.9478730507755,1.4068273470071182,0.956031207891928,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2100,fixed,2000,20.878542714838204,20.894352046098263,18.540254415943185,23.19941991728608,4.659165501342894,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2100,joint,2000,20.729452769629376,20.89819454194134,14.122296120122975,28.320531180948468,14.198235060825493,3.0473772731904862,0.9928591785717462,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2150,fixed,2000,33.76594212990212,33.79150986093252,29.98433205960712,37.519394005294245,7.535061945687126,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2150,joint,2000,33.168411838015786,33.800209381846706,21.91977887551398,47.35880531180367,25.43902643628969,3.376087233211179,0.9823037577453768,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2300,fixed,2000,60.9592649664656,61.00542361012127,54.13214403531815,67.73555056603958,13.60340653072143,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2300,joint,2000,58.99097758245889,61.018216246101716,34.98405026679149,90.98210658722118,55.99805632042969,4.116473046215722,0.9677114318046734,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2100,fixed,2000,56.48684028752615,61.50437713421967,44.873525509879244,93.1721489505534,48.29862344067416,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2100,joint,2000,54.14538491755514,62.06115445535707,38.42750001309753,106.41755953109326,67.99005951799573,1.4077018075164982,0.9585486573854607,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2150,fixed,2000,125.86560406336127,126.22045067073958,74.95303474360725,184.8542236385808,109.90118889497356,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2150,joint,2000,120.77219805545323,122.88139945556779,61.899571567460576,202.3768931441053,140.47732157664473,1.27821475808502,0.9595329792772932,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2300,fixed,2000,317.7826449082443,324.71191873363915,218.40259131718148,455.9538303678795,237.55123905069803,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2300,joint,2000,312.9288135975079,313.06391510676207,113.47532120113611,499.0452356915189,385.56991449038276,1.6231020980197652,0.9847259396052358,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
