model,pair,component,horizon,penalty_cm,se_cm,mean_cm,p05_cm,p95_cm,skew_,diff_of_medians_cm,n
BRICK 2.0,native (dT INVERTS),te,2100,1.5317527907269683,0.025720691713199892,1.6149007250244949,0.8945622232283366,2.631191239974115,0.8240672393140563,1.5674117020513343,1000
BRICK 2.0,native (dT INVERTS),te,2150,0.5283796383989259,0.017816225330034737,0.6502182360529076,-0.025229572640730683,1.8658899175695185,1.4595102022277746,0.711840038764155,1000
BRICK 2.0,native (dT INVERTS),te,2300,-1.017792403915868,0.03217117086887264,-1.3424021232610663,-4.214025209251866,0.1961997763931269,-1.9734534022086143,-1.1863361118438647,1000
BRICK 2.0,native (dT INVERTS),lws,2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
BRICK 2.0,native (dT INVERTS),lws,2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
BRICK 2.0,native (dT INVERTS),lws,2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
BRICK 2.0,native (dT INVERTS),total,2100,3.520091043074732,0.1479070180629985,9.770896759601117,1.7394524004842455,37.269810855408316,1.994767473094417,5.851901949508772,1000
BRICK 2.0,native (dT INVERTS),total,2150,2.257313615781385,0.15381607873100242,9.164463253771144,0.6247451229516859,40.38704131958707,2.643171146091077,5.112601405575276,1000
BRICK 2.0,native (dT INVERTS),total,2300,-0.5177852671989598,0.08497350603237498,0.11470542908685974,-29.238717082577303,28.87492752215303,-2.1178445229397167,2.390403537286403,1000
BRICK 2.0,matched (dT from ABOVE),glaciers,2100,0.7806965836368365,0.006364511478532374,0.8051888679528283,0.5670527372134034,1.111180303499103,0.9745982118903918,0.8073667837449285,1000
BRICK 2.0,matched (dT from ABOVE),glaciers,2150,0.7779254694714623,0.00744490606327828,0.8018472076083903,0.5227463771104318,1.1386879992203947,1.0094649980913546,0.8015089926380305,1000
BRICK 2.0,matched (dT from ABOVE),glaciers,2300,0.49961491890892873,0.00820203137152722,0.4921817684693734,0.17154398702081544,0.7990124711753177,-0.1553413595670205,0.5012308315723537,1000
BRICK 2.0,matched (dT from ABOVE),gis,2100,0.2527485708850641,0.008655399386942113,0.30446439715175394,0.062111083942233414,0.7211357434615622,1.963602909628709,0.2581630395128638,1000
BRICK 2.0,matched (dT from ABOVE),gis,2150,0.2964369739862702,0.009192640530219095,0.3626441156396255,0.07314166829011093,0.9146757080960363,2.1012906739764423,0.3046846318871612,1000
BRICK 2.0,matched (dT from ABOVE),gis,2300,0.3203452709134691,0.010572201922952542,0.39443150002920957,0.07626407546956325,1.0423824072741048,2.1946620521022604,0.3023402599133327,1000
BRICK 2.0,matched (dT from ABOVE),ais,2100,0.6418122969584492,0.11639966691283468,7.176899039169552,-0.3139739762603738,34.62699044787391,2.0398417076137094,1.91815562475655,1000
BRICK 2.0,matched (dT from ABOVE),ais,2150,0.7279201774945343,0.11604221832155465,8.878434089239953,-0.35723430570530346,42.91223297978096,2.5434955992607957,2.1633625889308696,1000
BRICK 2.0,matched (dT from ABOVE),ais,2300,0.7932730678498991,0.11341351176939919,9.930086810109293,-0.401511700265364,49.1333456090178,2.7982885119654872,3.0284008843041548,1000
BRICK 2.0,matched (dT from ABOVE),te,2100,1.56378139785346,0.02525092897901536,1.6456954618877262,0.8938341675464507,2.6520140043177385,0.8776513715900918,1.587815135690981,1000
BRICK 2.0,matched (dT from ABOVE),te,2150,1.2305692672994413,0.017116918169604655,1.300178419197447,0.6361449077747985,2.2382598528743447,1.193919359671933,1.2739886466064263,1000
BRICK 2.0,matched (dT from ABOVE),te,2300,0.6693446611544438,0.012040900006014871,0.7281309071590558,0.23152380819348287,1.42907073220141,1.436723491810474,0.6335666379262577,1000
BRICK 2.0,matched (dT from ABOVE),lws,2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
BRICK 2.0,matched (dT from ABOVE),lws,2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
BRICK 2.0,matched (dT from ABOVE),lws,2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
BRICK 2.0,matched (dT from ABOVE),total,2100,3.630637141578159,0.16466503994039847,9.932247766161861,1.7841355350190693,37.33793098979645,2.0067001262727384,5.974218986404651,1000
BRICK 2.0,matched (dT from ABOVE),total,2150,3.3449732823626164,0.18759914344350376,11.343103831685413,1.5081080450055029,46.37335939546687,2.5351020177905865,6.330121460180081,1000
BRICK 2.0,matched (dT from ABOVE),total,2300,2.5748978725835627,0.1839308470391432,11.54483098576693,0.8653386856166734,51.3224275642072,2.79698866580954,5.657924336330765,1000
