ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvL,glaciers,2100,fixed,2000,8.133429530496928,8.165528007213446,7.104916339236134,9.323387578367711,2.2184712391315777,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2300,joint,2000,10.1899813209213,10.671798663769994,6.789590806713951,16.11735571333806,9.32776490662411,1.5065185574163553,0.9604651529584037,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2100,fixed,2000,4.8116678447578405,6.788466906883859,3.5847162746581147,24.18648605479727,20.601769780139158,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2100,joint,2000,4.598063372342715,9.755918063040077,3.253871525727754,47.98868746376849,44.73481593804074,2.1714064575736933,0.9556069788466715,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2150,fixed,2000,7.514398482632323,10.334638574389553,5.533904856458484,29.616796759420787,24.082891902962302,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2150,joint,2000,7.112295102219258,16.50118764139442,4.811728754774473,87.29173707924438,82.4800083244699,3.424838207006381,0.9464889463418226,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2300,fixed,2000,13.417035130676595,16.115799062060788,10.20150205932151,34.19362954880141,23.9921274894799,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2300,joint,2000,12.509808943632162,27.00356492543049,7.9307530455550275,122.09520650101443,114.16445345545941,4.758413088023078,0.932382513855825,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2100,fixed,2000,15.449318094878738,15.437332133446672,13.726097184389657,17.18624906547629,3.4601518810866327,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2100,joint,2000,15.279717250133622,15.438447165970738,9.997118157259434,21.409320697141965,11.41220253988253,3.2981796557145984,0.9890221145228839,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2150,fixed,2000,19.030495344524397,19.015731017592188,16.907829003314156,21.170049760241568,4.262220756927412,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2150,joint,2000,18.680298349483458,19.014808031002605,11.490220490219851,27.58592470656623,16.09570421634638,3.776365686874838,0.9815981145681686,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2300,fixed,2000,19.82920119687225,19.813817214270912,17.617446999638634,22.058552257517107,4.441105257878473,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2300,joint,2000,19.31828088401138,19.79420136006574,9.285513545259214,31.80740539114829,22.521891845889076,5.0712357708557985,0.9742339437787609,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2100,fixed,2000,37.61307971723761,39.52140929829789,34.92710908865825,56.98228425993813,22.055175171279885,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2100,joint,2000,37.025633269272205,42.52296376467388,29.134260671785945,86.67321720818522,57.538956536399276,2.6088641821954854,0.984381857258655,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2150,fixed,2000,49.39130341806349,52.12944609430895,45.60150113808924,71.35294146214248,25.75144032405324,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2150,joint,2000,48.53037467369772,58.319791934360225,36.914287916093784,138.75077175000519,101.8364838339114,3.9545937063097245,0.9825692240377097,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2300,fixed,2000,64.39470325491098,67.08934630770676,59.05741934913964,86.11397521808959,27.05655586894995,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2300,joint,2000,62.70129467428747,77.85628748183412,45.98130297337744,188.85350717698378,142.87220420360634,5.280502252231083,0.9737026728126996,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
