year,arm,med_cm,p05_cm,p95_cm
2080,control,20.66802976429247,3.8249408500237765,38.9235272417605
2081,control,22.069379248510486,3.908093073667211,40.411889861493634
2082,control,23.474795358433553,4.112470104773117,41.903515206166084
2083,control,24.768832829276043,4.202709402874742,43.39891126345169
2084,control,26.03535308717237,4.528328624893501,44.88366552637724
2085,control,27.305463925591976,4.981625227056567,46.27302683073066
2086,control,28.57911242093415,5.435911398351305,47.66712343995295
2087,control,29.884257908962375,5.890980405064331,49.0655997085177
2088,control,31.604219911922165,6.347180878021989,50.468804374944504
2089,control,33.068512257746285,6.804327648884782,51.877258633339736
2090,control,34.302466103659874,7.262536892502284,53.290735654964635
2091,control,35.5402255255663,7.722044325871451,54.71019224649902
2092,control,36.78114170857491,8.182415242224165,56.134848482149174
2093,control,38.05847077613245,8.643722795107148,57.56496289209637
2094,control,39.569720881145265,9.106481908763579,59.001844611328444
2095,control,41.2941311449029,9.570224676705767,60.444902060759716
2096,control,43.020016306599786,10.035319146052395,61.893985527018685
2097,control,44.7470545497307,10.50146233263544,63.3487843115089
2098,control,46.289589917939075,10.968526015827722,64.80886120474425
2099,control,47.581670380897506,11.43646117625991,66.27382959530406
2100,control,48.87792501366997,11.90549979976188,67.74473268633685
2101,control,50.177853993665614,12.375225318060293,69.22109765033872
2102,control,51.482974835853796,12.846455200628597,70.70472098471149
2103,control,52.792872688673704,13.318842617191189,72.1952107406699
2104,control,54.05114750376735,13.792266930693325,73.69220086179541
2105,control,55.27671346540258,14.266755734883988,75.19607489614063
2106,control,56.65210620968139,14.742032670920572,76.70483814502441
2107,control,58.075224993161285,15.218270609037168,78.21939687992513
2108,control,59.404925606391295,15.695308587741112,79.75733316677639
2109,control,60.73862650295745,16.173173841702617,81.3261515797691
2110,control,62.076225408083914,16.65206015460319,82.89835548942126
2111,control,63.417702216443494,17.131701139881784,84.47413272656432
2112,control,64.76331294173865,17.634140569165073,86.05374819000129
2113,control,66.11325860731213,18.14019717283351,87.63713064387744
2114,control,67.46739515445785,18.647251885990038,89.22413472399656
2115,control,68.82664396478992,19.155804771965606,90.81560611582985
2116,control,70.18998587670781,19.665342446997972,92.41059338956633
2117,control,71.7350802989168,20.175683509360002,94.00853970537727
2118,control,73.3769188808396,20.68661529630315,95.60912501337351
2119,control,75.01903698690819,21.197993861784763,97.21168691485612
2120,control,76.66194166006271,21.710148838592005,98.81715290325265
2121,control,78.23781599688367,22.22332599617121,100.42606266775472
2122,control,79.54546574364065,22.737324307527555,102.1705305237371
2123,control,80.85752622817628,23.252585070223667,104.03553510290047
2124,control,82.23019239849069,23.768467200382464,105.90135430153073
2125,control,83.83044544161353,24.285319633682725,107.76829753270815
2126,control,85.43144156310322,24.802809754016202,109.63585191880375
2127,control,87.03362701021578,25.32138926579326,111.5044688205123
2128,control,88.63654712798187,25.840632195944195,113.37368795161551
2129,control,90.19455578356903,26.36030951870887,115.24329297311452
2130,control,91.66654792459133,26.880950364445724,117.11389395256917
2131,control,93.13925434255165,27.401872240196838,118.98443526577853
2132,control,94.60334919501847,27.923622036081667,120.85590615713089
2133,control,96.09704150484576,28.446188526982944,122.72850034245282
2134,control,97.57549981574559,28.96972748145889,124.44525042232297
2135,control,99.04676142026025,29.48613898151523,126.13622718708598
2136,control,100.5209353038277,29.983306836381995,127.82994695186946
2137,control,102.10013219483187,30.480869465664718,129.52608142036584
2138,control,103.60091681342801,30.978616185796866,131.22399303545745
2139,control,105.0999844503933,31.476933115774195,132.92411621500636
2140,control,106.60208200872756,31.97587162142699,134.62734283896535
2141,control,108.10636735973911,32.4751472229472,136.33278518437402
2142,control,109.6128082446875,32.97470214807409,138.0404122203284
2143,control,111.12164393862311,33.47486702651333,139.7504647733981
2144,control,112.59781040451448,33.97572608624266,141.46428501106558
2145,control,114.02425557805506,34.47719803956877,143.18131656740962
2146,control,115.4527773710526,34.979163780662745,144.9009318674241
2147,control,116.90996379928991,35.48150883065805,146.62295491916746
2148,control,118.42394332508412,35.98448851705924,148.34768681498795
2149,control,120.01894776019805,36.487823581275045,150.2094397816424
2150,control,121.62620053954655,36.991654296759314,152.07724149384188
2151,control,123.23369592390262,37.49569172625136,153.94506042235412
2152,control,124.84184292623176,38.000245593573,155.8133227249019
2153,control,126.4503528111939,38.50515945075523,157.68172947321648
2154,control,128.05951571318076,39.010644071182995,159.55058269766494
2155,control,129.66961760205078,39.516694869227685,161.4201730993684
2156,control,131.23328489290424,40.02345564284154,163.29064175182768
2157,control,132.62875917266624,40.53062200150711,165.16139792458029
2158,control,134.2636571789095,41.0383749903642,167.03268494508984
2159,control,135.89910996584874,41.54650762759893,168.90412250750455
2160,control,137.5349706004941,42.055015201505796,170.77558874459146
2161,control,139.17104520588026,42.563580285548184,172.64685236936938
2162,control,140.8072719612742,43.07221748891299,174.5178640783403
2163,control,142.44385457488843,43.581342885969065,176.38888599843108
2164,control,144.08149526055158,44.09106442280858,178.26052102569705
2165,control,145.7196215913011,44.60088708780827,180.13218174553623
2166,control,147.35864884843227,45.11123884769517,182.00430643294217
2167,control,148.99892716058915,45.622320465815015,183.8772279806617
2168,control,150.6398789785817,46.13372940597656,185.75037922171057
2169,control,152.26234611321138,46.64530977743344,187.62321619477257
2170,control,153.87880031515954,47.15721583308683,189.49591256985866
2171,control,155.49479820849902,47.66906691220023,191.36790953096593
2172,control,157.11120298421557,48.18132860134684,193.24009766810332
2173,control,158.72732504982193,48.69361013769107,195.1117651092271
2174,control,160.34389737846482,49.20629752721523,196.9836673783471
2175,control,161.96084633788146,49.71936268764614,198.85572956904863
2176,control,163.57807454374543,50.23275472573616,200.72785135645168
2177,control,165.19634146808932,50.7468288599477,202.60081360011847
2178,control,166.8144972478897,51.260957571593515,204.47343080105853
2179,control,168.43279626688638,51.77535853046678,206.3459686175276
2180,control,170.0513495350078,52.29015901232179,208.21854468213579
2181,control,171.66943209058482,52.80491818659954,210.09041026858566
2182,control,173.28753179461123,53.31987434999017,211.96206704250636
2183,control,174.9051920648363,53.83480381346912,213.8330460027498
2184,control,176.52247504653727,54.349771535981915,215.70341280925584
2185,control,178.14022244357307,54.865121674322815,217.57402938504865
2186,control,179.75808237468567,55.38077877220996,219.44453911124418
2187,control,181.37562879445417,55.896310104007625,221.31449425554706
2188,control,182.99322185518218,56.41206507394424,223.18427278199405
2189,control,184.61151089874073,56.92844938633157,225.05454595525217
2190,control,186.22977258507325,57.445034911713634,226.9245681471446
2191,control,187.84839670934102,57.962064508205444,228.7947421008015
2192,control,189.46672774200758,58.47912949944606,230.6643914779305
2193,control,191.08448414155092,58.996005381811145,232.53322343125458
2194,control,192.70190895044692,59.51306494151554,234.40149998287646
2195,control,194.319573483929,60.03041837371836,236.2697991249113
2196,control,195.93709382327424,60.547815366104814,238.13772435842066
2197,control,197.55403198275812,61.06501240153877,240.00482527174103
2198,control,199.1712853947922,61.5827387400069,241.87203702237744
2199,control,200.78858541128108,62.10058948475191,243.73907063660403
2200,control,202.40598836940765,62.618687100647804,245.60598897246115
2201,control,204.02377263525355,63.13716402967231,247.4730772922965
2202,control,205.64156437729378,63.65580625555648,249.33995138145738
2203,control,207.25897284834193,64.1745658648027,251.2062193483454
2204,control,208.87609549247978,64.6934521293738,253.07197952561634
2205,control,210.4926944858295,65.21223138198087,254.93698254357014
2206,control,212.10882089681868,65.73102943306318,256.8012863933025
2207,control,213.7241552907508,66.24961052999942,258.6645605760983
2208,control,215.33875291090433,66.76801617432328,260.5268626277615
2209,control,216.95311673902552,67.28646990310932,262.38870641203636
2210,control,218.56757069968629,67.80530537025608,264.25043307892105
2211,control,220.18168600711735,68.32400334331749,266.11158758397863
2212,control,221.79575291655522,68.84285158044352,267.9724749886276
2213,control,223.40969184977828,69.36197996345851,269.833024280289
2214,control,225.02328277414412,69.88106124982725,271.69299865825076
2215,control,226.63647650309167,70.40024986190494,273.5523586083803
2216,control,228.24934658306094,70.9195380312811,275.4111772782716
2217,control,229.86165327208843,71.43873798463339,277.26920621662003
2218,control,231.4729634630126,71.95767595740374,279.12600626379793
2219,control,233.0834460781743,72.4762605061993,280.981740010636
2220,control,234.69347299350005,72.99492628457376,282.8368025538622
2221,control,236.30301960137805,73.51351455377328,284.6911606004581
2222,control,237.91241571642635,74.03235080991244,286.54516103156834
2223,control,239.52203272416776,74.5513411175891,288.3991657639671
2224,control,241.13173331118657,75.07060770891584,290.2530467382907
2225,control,242.74128886901707,75.59001180303376,292.10656998675444
2226,control,244.35020002954846,76.10941601429998,293.9592340877
2227,control,245.95800484450783,76.62840481140944,295.81055717308004
2228,control,247.56515176139618,77.14742666121754,297.6610113004258
2229,control,249.17098992248225,77.66589223769174,299.50991704826794
2230,control,250.77613136770378,78.18426690882865,301.3579088361921
2231,control,252.38036365417648,78.70234235335984,303.2047642257235
2232,control,253.98433427565564,79.22058834679436,305.0511528218803
2233,control,255.58789082400767,79.73887173938101,306.89691628286636
2234,control,257.1908245895071,80.25704171644877,308.74183954476393
2235,control,258.80054429799605,80.7752756134523,310.5863475111863
2236,control,260.4349769993796,81.29359386572798,312.4303251049969
2237,control,262.0687629732961,81.8119047305064,314.2733751271232
2238,control,263.7012472500137,82.32961690314126,316.1148500619809
2239,control,265.3331435062462,82.84732253261134,317.95542658438507
2240,control,266.9639270462259,83.36459254032881,319.7946133279124
2241,control,268.5934714936018,83.88150269689444,321.63242139265833
2242,control,270.2237230363778,84.39861014553452,323.46993702464727
2243,control,271.85343645845217,84.9156351527729,325.3065145674569
2244,control,273.4834664828738,85.43253384966957,327.14242932823055
2245,control,275.1138918746508,85.94957559164534,328.9778972168999
2246,control,276.74390615422783,86.46635647958473,330.8123487344644
2247,control,278.37342820532473,86.98290990012548,332.64578314903775
2248,control,280.0022110390779,87.49967818997283,334.47843637310035
2249,control,281.62969092144135,88.01585712625081,336.30953871343706
2250,control,283.25569404528017,88.53167825142047,338.1391957502257
2251,control,284.8805175907968,89.04716589113943,339.96753255329816
2252,control,286.5051354754622,89.56260995751637,341.7950946815512
2253,control,288.12843681867986,90.07761643257071,343.6212103438141
2254,control,289.7500660600392,90.5922620454534,345.4458193843358
2255,control,291.37187206578426,91.10702075319644,347.26990573816397
2256,control,292.9938394079936,91.62177422406467,349.0933698991222
2257,control,294.6153391523635,92.1363069862507,350.9158403068822
2258,control,296.2367150302684,92.65064597292884,352.7374580699749
2259,control,297.85744368556016,93.16501940031509,354.5582104513198
2260,control,299.4765213432603,93.67872087136693,356.37724770497886
2261,control,301.0946354397859,94.19239973199481,358.1952806009347
2262,control,302.7115550282326,94.70568198194492,360.01195955120943
2263,control,304.32718324571147,95.21857883925003,361.8272598716159
2264,control,305.94173646168144,95.73131886141174,363.64142464378364
2265,control,307.55448270761633,96.2434402875183,365.55391912093285
2266,control,309.1669305116793,96.75535261505865,367.47093247808164
2267,control,310.78029427106566,97.26768026104196,369.39011240022944
2268,control,312.393135585511,97.77976055548454,371.3091289460718
2269,control,314.00543967420975,98.29153386042664,373.228028748515
2270,control,315.6177753151468,98.8033292163691,375.14763463925726
2271,control,317.2295609470699,99.31505820712164,377.06673521213406
2272,control,318.8392738070595,99.82599213244016,378.98289152092246
2273,control,320.44825303750093,100.33698861942725,380.89791094604385
2274,control,322.0566307483224,100.8476867296802,382.81264268267154
2275,control,323.6640515770229,101.35823427551554,384.7260487869293
2276,control,325.27052190363065,101.86861931002089,386.63815468542714
2277,control,326.8772838561556,102.3788594026162,388.55181200661815
2278,control,328.483442516746,102.88891640797087,390.46501765083167
2279,control,330.0889428814352,103.39892928681287,392.37742381494945
2280,control,331.7283467796016,103.90882189700042,394.2907119396464
2281,control,333.3700302551093,104.41846847527093,396.20177423607373
2282,control,335.0103255716101,104.92770895177685,398.1111352267048
2283,control,336.6495253071118,105.43664515405305,400.01915171345854
2284,control,338.28819120957615,105.9453524352355,401.9265755719005
2285,control,339.9267191279929,106.45418562539669,403.83376659273773
2286,control,341.5571758137495,106.96247020559271,405.73942321755595
2287,control,343.1723865767451,107.47058615969647,407.6461417891752
2288,control,344.7870235080975,107.97866925672615,409.5522229481467
2289,control,346.39000631395766,108.48665451122777,411.45896726266426
2290,control,347.99072254971327,108.99460691091451,413.3671415119856
2291,control,349.59087529445594,109.50251507382355,415.274785153661
2292,control,351.19020053881377,110.01026348577427,417.18144539252086
2293,control,352.78836722728016,110.51763194469173,419.08668405894275
2294,control,354.38567928721307,111.02480994340856,420.9909205890337
2295,control,355.9812580966394,111.53164299765817,422.89231735114953
2296,control,357.57554886379637,112.0379584901601,424.7921939399052
2297,control,359.1689641348644,112.54423681935573,426.6907751204036
2298,control,360.76338618401564,113.05080976095947,428.59199614080694
2299,control,362.3573678108949,113.55702832030146,430.49346951928953
2300,control,363.9514656713732,114.06313388523495,432.3961230866486
1990,tant12,-0.2980943921594726,-0.38207448494869856,-0.25344477743420524
1991,tant12,-0.2806142826392711,-0.35420723049796776,-0.24701072939065893
1992,tant12,-0.2633914347395411,-0.32585087580959304,-0.23812499502365547
1993,tant12,-0.25592519119013085,-0.29865385610859563,-0.23004796369901342
1994,tant12,-0.2515948698841899,-0.2985089742677711,-0.22384565419532165
1995,tant12,-0.24581936278678462,-0.29714403732769745,-0.21607348084299993
1996,tant12,-0.23916635538822417,-0.26976036717317364,-0.2071537355394777
1997,tant12,-0.2215034704710661,-0.2410901786520443,-0.19761999619366155
1998,tant12,-0.19563137480660597,-0.21157080403154294,-0.18755899683206745
1999,tant12,-0.16965925663174597,-0.18163578468686947,-0.1655130215982663
2000,tant12,-0.1416901052064563,-0.1508515411789053,-0.13770630995137245
2001,tant12,-0.11380150200334116,-0.12109229128457155,-0.10967898599805559
2002,tant12,-0.0844579466225619,-0.09093634536582984,-0.08048076119813719
2003,tant12,-0.054483130373263355,-0.06025329319444239,-0.05057215395887357
2004,tant12,-0.02360515163740473,-0.02935699108118328,-0.019815562869709178
2005,tant12,0.008797832301468744,0.0021761989992334528,0.011315451685226963
2006,tant12,0.038976732015857996,0.033140471236240865,0.044512547196754904
2007,tant12,0.06952636332058981,0.06429104915424522,0.07818751099855459
2008,tant12,0.10023471587747479,0.09531903702630173,0.11174815073090971
2009,tant12,0.13180137935338565,0.12638673483022933,0.1453370298636163
2010,tant12,0.1626444337650501,0.15736166802590534,0.17893976710285187
2011,tant12,0.19428678775659458,0.18851399785869138,0.21316182884833323
2012,tant12,0.22741256412045335,0.22176973705289593,0.2495825039934878
2013,tant12,0.2596497116342312,0.2534660818965062,0.28460823988107165
2014,tant12,0.29278992388961034,0.2856853646981994,0.32044296649583015
2015,tant12,0.3262371081842892,0.31820444038780704,0.35680020017060765
2016,tant12,0.3635658790493548,0.35320640275503856,0.39693916321430867
2017,tant12,0.4011754299549736,0.38777344361692667,0.4369608074706067
2018,tant12,0.4386930163260707,0.4236504251372264,0.47933381193366553
2019,tant12,0.4761392119253651,0.4591609197310864,0.5216636478286708
2020,tant12,0.5148718402607053,0.49521878402737696,0.5649685085041235
2021,tant12,0.5539929174491363,0.5318930564581359,0.6092380053522496
2022,tant12,0.5921323982980229,0.5678873841745624,0.6522448305260243
2023,tant12,0.6340612195314508,0.6064315057743219,0.7001954397306521
2024,tant12,0.6763764079837393,0.645246860005636,0.7492869121671987
2025,tant12,0.7216832612064323,0.6867838053806851,0.8035553853353828
2026,tant12,0.7674792878658827,0.728979653629777,0.858600488942426
2027,tant12,0.8141880435518252,0.7720067509225175,0.9146471031200603
2028,tant12,0.8609400356733661,0.8150383370128355,0.9694079599686594
2029,tant12,0.9070437923182435,0.8570755625908242,1.023190876222681
2030,tant12,0.9523699766661371,0.8984817298275969,1.075913737200932
2031,tant12,0.9985418366485839,0.9405201366269949,1.1297853599745367
2032,tant12,1.0462908846219394,0.9836835702259475,1.1859680672561734
2033,tant12,1.0954981856218933,1.0279023975644253,1.2442181147230043
2034,tant12,1.1454395247273126,1.0724633982753307,1.3035905988770469
2035,tant12,1.1985084785515439,1.11971113569585,1.367614734300986
2036,tant12,1.2517232084272718,1.167116530697726,1.4318140990319697
2037,tant12,1.30473343697273,1.214413603244896,1.4955934500810337
2038,tant12,1.359041703645106,1.262564691820428,1.5614473141746854
2039,tant12,1.4142808197721652,1.3114185062520323,1.628656462572697
2040,tant12,1.469123471631076,1.3600366873438963,1.6951529459179357
2041,tant12,1.5227709950303232,1.407761104793298,1.7598623183548299
2042,tant12,1.5800151310894657,1.457958001613141,1.8340054057120247
2043,tant12,1.6404309729581985,1.5104859471251897,1.9247884461387024
2044,tant12,1.7005673768405478,1.5628555470215522,2.000835069193451
2045,tant12,1.7601952637474023,1.6147638690070465,2.076247289964294
2046,tant12,1.8212435964463454,1.667611586650336,2.1568118465881545
2047,tant12,1.8811347080561676,1.719741582385087,2.237443410745251
2048,tant12,1.9817080679075716,1.774776605306011,3.3910927536505926
2049,tant12,2.0496471622117642,1.8308065315318423,4.588420256195725
2050,tant12,2.131333920311168,1.8905979070847179,5.7972793720621585
2051,tant12,2.2046539506602345,1.950153700320173,7.003587628712438
2052,tant12,2.3296270039944176,2.0128983060385295,8.295365363519043
2053,tant12,2.4130856515386556,2.076508783044556,9.595588011307473
2054,tant12,2.7229313595346936,2.141647486317649,10.898424056849505
2055,tant12,2.873988323119587,2.207675802952319,12.20226708732814
2056,tant12,3.1311028134129066,2.275790296844299,13.509361829833484
2057,tant12,3.2459323994540163,2.343660737786063,14.815403015145641
2058,tant12,3.36038904628801,2.4113738313659203,16.120575632513397
2059,tant12,4.5788811465039565,2.481006292944815,17.429210380984923
2060,tant12,5.642493992115274,2.5529788582373483,18.741883218450734
2061,tant12,6.397472297445068,2.6252805600926186,20.05426040018152
2062,tant12,8.202383556191556,2.6992293405889987,21.3695672179095
2063,tant12,9.972965752303839,2.774478237898154,22.687238504834415
2064,tant12,11.536761764429462,2.8667236730095715,24.06914643439727
2065,tant12,13.051842858427017,2.9517083792783323,25.540825515952722
2066,tant12,14.442665004464846,3.0311959451076937,26.947955136543317
2067,tant12,15.846115732721197,3.114080945107249,28.365468893895144
2068,tant12,17.259418378717527,3.294159589866834,29.79101738984409
2069,tant12,18.673626064497803,3.38497293686381,31.268678121579647
2070,tant12,20.10147233845244,3.8586987557194954,32.76184828227697
2071,tant12,21.531040001435162,4.335607214430041,34.25623461271714
2072,tant12,22.96644069239748,4.813927237507746,35.756584810300645
2073,tant12,24.40857517005671,5.294228580410825,37.26552705553187
2074,tant12,25.862343509336238,5.777291544542466,38.783862425187934
2075,tant12,27.334155304064453,6.26527770477117,40.31696135010122
2076,tant12,28.807010416064614,6.753939394995116,41.850664859843626
2077,tant12,30.277709092371428,7.241946816634386,43.382256370788056
2078,tant12,31.615504137340668,7.72822615969269,44.90856834408965
2079,tant12,33.088724652579735,8.212902298125139,46.42974307367183
2080,tant12,34.59739066824946,8.702312502075685,47.967390398139464
2081,tant12,35.933438858176935,9.194841524990984,49.51444906202223
2082,tant12,37.43449612602085,9.687121182812177,51.05984268118539
2083,tant12,39.15709992651489,10.181085732116472,52.61081801297981
2084,tant12,40.672729538008,10.679555211568651,54.17738484040677
2085,tant12,42.05197913933046,11.180125265902067,55.750158517452945
2086,tant12,43.278899712290226,11.677473440727995,57.310929523921075
2087,tant12,44.509951947359234,12.175979666324968,58.877303694378526
2088,tant12,45.752623553344606,12.678881935381394,60.4587694779578
2089,tant12,47.00193418928726,13.184300036527745,62.04883768160222
2090,tant12,48.25807283831366,13.692253893009735,63.647728634026244
2091,tant12,49.76319182480735,14.201979894204134,65.25237242808609
2092,tant12,51.17746001403224,14.71103124441409,66.85467336750177
2093,tant12,52.480995207046725,15.223770781591769,68.47798396307725
2094,tant12,53.87646904148849,15.71637386439829,70.11640296462697
2095,tant12,55.31276723217109,16.207803227660122,71.74924009560824
2096,tant12,56.79193887019787,16.703199074760164,73.40059114552147
2097,tant12,58.61248825650528,17.2022629779224,75.06795516700923
2098,tant12,60.36228190126597,17.705324379885244,76.75376845824216
2099,tant12,61.841605994458554,18.21331672353399,78.46266145068279
2100,tant12,63.33130995145408,18.723553533232284,80.18086173885077
2101,tant12,64.86714162908956,19.23272374230149,81.89492772750881
2102,tant12,66.5608927780136,19.741530088167668,83.60707787598159
2103,tant12,68.26096192535923,20.252935000468106,85.33335321582483
2104,tant12,69.96946317881957,20.76798761061509,87.07791581797886
2105,tant12,71.68927305604741,21.287822607082393,88.84678338085124
2106,tant12,73.41344244271801,21.809776877479546,90.62544178095413
2107,tant12,75.05303356515107,22.329181412120434,92.3901114178474
2108,tant12,76.6420829509409,22.852668182047896,94.17840914068461
2109,tant12,78.2307042884013,23.376241797600716,96.10487113748358
2110,tant12,79.76122185799073,23.90265440491348,98.06617853650485
2111,tant12,81.29261240076858,24.429551819724125,100.02800645627087
2112,tant12,82.86538781913927,24.957721190625325,101.99255281255148
2113,tant12,84.5711684553128,25.489847686748288,103.96717669142758
2114,tant12,86.28131453565808,26.02337913625735,105.94440967023654
2115,tant12,87.86548418714108,26.56001715365558,107.92881881078438
2116,tant12,89.38379035885545,27.09833198838739,109.91683287379503
2117,tant12,90.92389251934928,27.64085409046072,111.91566792354767
2118,tant12,92.47096475445588,28.184732314949777,113.91730572164853
2119,tant12,94.03640622695796,28.731932422971383,115.92773824142503
2120,tant12,95.59931075835826,29.278708183294178,117.93594119719546
2121,tant12,97.29068171243846,29.832564849044108,119.96341340504675
2122,tant12,99.03675375988831,30.385606925568062,121.98656846101044
2123,tant12,100.7855094629937,30.939763536958985,124.01249802567328
2124,tant12,102.53094980130989,31.49258393858637,126.03473249763812
2125,tant12,104.28279230283316,32.04794134848192,128.0637618449747
2126,tant12,106.05027707896328,32.609518576628616,130.1098798654049
2127,tant12,107.81310533117436,33.170091155233415,132.1591392891187
2128,tant12,109.57089115186221,33.728681892051334,134.20133600795074
2129,tant12,111.34177906254644,34.29210714721088,136.25220673494525
2130,tant12,113.12958887033561,34.85635389236988,138.30357117145624
2131,tant12,114.9470571899916,35.41774200592472,140.3461326037903
2132,tant12,116.77521710353305,35.98029200208465,142.3923423395939
2133,tant12,118.62260802040876,36.54537365008552,144.44599431254628
2134,tant12,120.474048414206,37.11103838122492,146.50044442910092
