cfg,co2,dT_g,loss_m,frac_of_V0,V0
8km_gamma_6,300,0.3130153496406417,0.012304741859436035,0.0016473013054674945,7.4696364402771
8km_gamma_6,310,0.47970272332186314,0.025341147422790526,0.0033925543264928235,7.4696364402771
8km_gamma_6,320,0.6284221934714339,0.044096986293792724,0.005903498335744553,7.4696364402771
8km_gamma_6,330,0.823965503564992,0.0678436737060547,0.0090825938114249,7.4696364402771
8km_gamma_6,340,0.9725877805624251,0.09698925590515137,0.012984468076943432,7.4696364402771
8km_gamma_6,350,1.1169496665207608,0.03480348157882691,0.0046593273791964915,7.4696364402771
8km_gamma_6,360,1.2569799890364444,0.06768529558181763,0.009061390888698556,7.4696364402771
8km_gamma_6,370,1.4096481632625155,0.07970661449432373,0.010670748855263814,7.4696364402771
8km_gamma_6,380,1.5569975532653144,0.13012152671813965,0.017420061573078724,7.4696364402771
8km_gamma_6,390,1.6531217345329936,3.051630657196045,0.40853804353064865,7.4696364402771
8km_gamma_6,400,1.7546323100941825,3.101000180244446,0.41514740443370346,7.4696364402771
8km_gamma_6,410,1.8531274115234564,3.3388540663719177,0.4469901705481207,7.4696364402771
8km_gamma_6,420,2.1062622605048444,7.006458155810833,0.9379918570107698,7.4696364402771
8km_gamma_6,430,2.2012982650949726,7.009512618422508,0.9384007741831244,7.4696364402771
8km_gamma_6,440,2.2889431607585737,7.029637577176094,0.9410950095605077,7.4696364402771
8km_gamma_6,450,2.3749008274117487,7.0383497923314575,0.9422613601888176,7.4696364402771
8km_gamma_6,460,2.4450011710447543,7.068377923876048,0.946281386034075,7.4696364402771
