ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvL,glaciers,2100,fixed,2000,7.9613433428049,8.00402605102986,6.124513730047773,9.944865783157155,3.8203520531093824,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2300,joint,2000,8.225252249924566,8.673159184477178,4.810637777279193,13.857588675761264,9.04695089848207,2.300830138841368,0.9524524789823944,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2100,fixed,2000,4.6916739107280945,6.326514524956692,3.763496249640899,5.773404270594349,2.00990802095345,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2100,joint,2000,4.520712572670186,10.054438856084525,3.532953160703871,53.68194027713248,50.148987116428614,24.950886604571682,0.9635606946878843,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2150,fixed,2000,7.256366187816047,9.705011972249817,5.754567511125142,9.001458638966236,3.246891127841094,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2150,joint,2000,6.914966273663062,17.422873924725906,5.278249779589687,100.94519383712074,95.66694405753105,29.464167503867436,0.9529516695662051,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2300,fixed,2000,13.212905325276562,15.626579832134947,10.825295255738009,16.01805286300253,5.192757607264522,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2300,joint,2000,12.468763599547483,29.02107010304218,9.191711065426224,143.37807544420764,134.1863643787814,25.84106067093493,0.9436806888863783,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2100,fixed,2000,15.888380650470339,15.819797865585569,14.354208079736347,17.09056329909924,2.7363552193628937,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2100,joint,2000,15.632604237093048,15.819713855754774,10.301855288300967,21.822284652666543,11.520429364365576,4.21013663827165,0.9839016688356016,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2150,fixed,2000,19.571333319950035,19.48685293314924,17.68153703342473,21.052183876427637,3.370646843002909,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2150,joint,2000,19.150084178761674,19.486665781765854,11.81186265416357,27.99295408952565,16.18109143536208,4.800589379143128,0.9784762164998252,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2300,fixed,2000,20.39273802738937,20.304712016676802,18.423627391633147,21.93573956756439,3.512112175931243,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2300,joint,2000,19.728149485928128,20.29358991515854,9.513972778204442,32.71559487872306,23.20162210051862,6.606173418810767,0.9674105291516697,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2100,fixed,2000,37.71262486463864,39.299433184852724,35.04303135135424,41.21872759330047,6.175696241946234,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2100,joint,2000,37.15885228485685,43.089698507181836,29.349639481981455,93.03638352005376,63.686744038072305,10.312480009217845,0.9853159894923931,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2150,fixed,2000,48.82031530596156,51.21903711368534,45.24868723149824,53.250703986745435,8.002016755247197,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2150,joint,2000,47.88464102321912,58.994424748179135,36.439405246531734,150.7307266101559,114.29132136362416,14.282814552803757,0.9808343252828565,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2300,fixed,2000,62.25075325287772,64.59151493343025,57.683356986317705,67.69863596542706,10.015278979109354,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2300,joint,2000,60.778745361392026,77.8719004980945,44.19041821817173,205.42307783304048,161.23265961486874,16.098668838998925,0.9763535730161201,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvL | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
