rff_idx,fair_cfg_idx,seed_idx,axis
239,22,0,anova108k_fair
239,22,1,anova108k_fair
239,22,2,anova108k_fair
239,43,0,anova108k_fair
239,43,1,anova108k_fair
239,43,2,anova108k_fair
239,65,0,anova108k_fair
239,65,1,anova108k_fair
239,65,2,anova108k_fair
239,86,0,anova108k_fair
239,86,1,anova108k_fair
239,86,2,anova108k_fair
239,108,0,anova108k_fair
239,108,1,anova108k_fair
239,108,2,anova108k_fair
239,129,0,anova108k_fair
239,129,1,anova108k_fair
239,129,2,anova108k_fair
239,151,0,anova108k_fair
239,151,1,anova108k_fair
239,151,2,anova108k_fair
239,172,0,anova108k_fair
239,172,1,anova108k_fair
239,172,2,anova108k_fair
239,194,0,anova108k_fair
239,194,1,anova108k_fair
239,194,2,anova108k_fair
239,215,0,anova108k_fair
239,215,1,anova108k_fair
239,215,2,anova108k_fair
239,237,0,anova108k_fair
239,237,1,anova108k_fair
239,237,2,anova108k_fair
239,258,0,anova108k_fair
239,258,1,anova108k_fair
239,258,2,anova108k_fair
239,280,0,anova108k_fair
239,280,1,anova108k_fair
239,280,2,anova108k_fair
239,302,0,anova108k_fair
239,302,1,anova108k_fair
239,302,2,anova108k_fair
239,323,0,anova108k_fair
239,323,1,anova108k_fair
239,323,2,anova108k_fair
239,345,0,anova108k_fair
239,345,1,anova108k_fair
239,345,2,anova108k_fair
239,366,0,anova108k_fair
239,366,1,anova108k_fair
239,366,2,anova108k_fair
239,388,0,anova108k_fair
239,388,1,anova108k_fair
239,388,2,anova108k_fair
239,409,0,anova108k_fair
239,409,1,anova108k_fair
239,409,2,anova108k_fair
239,431,0,anova108k_fair
239,431,1,anova108k_fair
239,431,2,anova108k_fair
239,452,0,anova108k_fair
239,452,1,anova108k_fair
239,452,2,anova108k_fair
239,474,0,anova108k_fair
239,474,1,anova108k_fair
239,474,2,anova108k_fair
239,495,0,anova108k_fair
239,495,1,anova108k_fair
239,495,2,anova108k_fair
239,517,0,anova108k_fair
239,517,1,anova108k_fair
239,517,2,anova108k_fair
239,538,0,anova108k_fair
239,538,1,anova108k_fair
239,538,2,anova108k_fair
239,560,0,anova108k_fair
239,560,1,anova108k_fair
239,560,2,anova108k_fair
239,582,0,anova108k_fair
239,582,1,anova108k_fair
239,582,2,anova108k_fair
239,603,0,anova108k_fair
239,603,1,anova108k_fair
239,603,2,anova108k_fair
239,625,0,anova108k_fair
239,625,1,anova108k_fair
239,625,2,anova108k_fair
239,646,0,anova108k_fair
239,646,1,anova108k_fair
239,646,2,anova108k_fair
239,668,0,anova108k_fair
239,668,1,anova108k_fair
239,668,2,anova108k_fair
239,689,0,anova108k_fair
239,689,1,anova108k_fair
239,689,2,anova108k_fair
239,711,0,anova108k_fair
239,711,1,anova108k_fair
239,711,2,anova108k_fair
239,732,0,anova108k_fair
239,732,1,anova108k_fair
239,732,2,anova108k_fair
239,754,0,anova108k_fair
239,754,1,anova108k_fair
239,754,2,anova108k_fair
239,775,0,anova108k_fair
239,775,1,anova108k_fair
239,775,2,anova108k_fair
239,797,0,anova108k_fair
239,797,1,anova108k_fair
239,797,2,anova108k_fair
239,818,0,anova108k_fair
239,818,1,anova108k_fair
239,818,2,anova108k_fair
239,840,0,anova108k_fair
239,840,1,anova108k_fair
239,840,2,anova108k_fair
257,0,0,anova108k_fair
257,0,1,anova108k_fair
257,0,2,anova108k_fair
257,22,0,anova108k_fair
257,22,1,anova108k_fair
257,22,2,anova108k_fair
257,43,0,anova108k_fair
257,43,1,anova108k_fair
257,43,2,anova108k_fair
257,65,0,anova108k_fair
257,65,1,anova108k_fair
257,65,2,anova108k_fair
257,86,0,anova108k_fair
257,86,1,anova108k_fair
257,86,2,anova108k_fair
257,108,0,anova108k_fair
257,108,1,anova108k_fair
257,108,2,anova108k_fair
257,129,0,anova108k_fair
257,129,1,anova108k_fair
257,129,2,anova108k_fair
257,151,0,anova108k_fair
257,151,1,anova108k_fair
257,151,2,anova108k_fair
257,172,0,anova108k_fair
257,172,1,anova108k_fair
257,172,2,anova108k_fair
257,194,0,anova108k_fair
257,194,1,anova108k_fair
257,194,2,anova108k_fair
257,215,0,anova108k_fair
257,215,1,anova108k_fair
257,215,2,anova108k_fair
257,237,0,anova108k_fair
257,237,1,anova108k_fair
257,237,2,anova108k_fair
257,258,0,anova108k_fair
257,258,1,anova108k_fair
257,258,2,anova108k_fair
257,280,0,anova108k_fair
257,280,1,anova108k_fair
257,280,2,anova108k_fair
257,302,0,anova108k_fair
257,302,1,anova108k_fair
257,302,2,anova108k_fair
257,323,0,anova108k_fair
257,323,1,anova108k_fair
257,323,2,anova108k_fair
257,345,0,anova108k_fair
257,345,1,anova108k_fair
257,345,2,anova108k_fair
257,366,0,anova108k_fair
257,366,1,anova108k_fair
257,366,2,anova108k_fair
257,388,0,anova108k_fair
257,388,1,anova108k_fair
257,388,2,anova108k_fair
257,409,0,anova108k_fair
257,409,1,anova108k_fair
257,409,2,anova108k_fair
257,431,0,anova108k_fair
257,431,1,anova108k_fair
257,431,2,anova108k_fair
257,452,0,anova108k_fair
257,452,1,anova108k_fair
257,452,2,anova108k_fair
257,474,0,anova108k_fair
257,474,1,anova108k_fair
257,474,2,anova108k_fair
257,495,0,anova108k_fair
257,495,1,anova108k_fair
257,495,2,anova108k_fair
257,517,0,anova108k_fair
257,517,1,anova108k_fair
257,517,2,anova108k_fair
257,538,0,anova108k_fair
257,538,1,anova108k_fair
257,538,2,anova108k_fair
257,560,0,anova108k_fair
257,560,1,anova108k_fair
257,560,2,anova108k_fair
257,582,0,anova108k_fair
257,582,1,anova108k_fair
257,582,2,anova108k_fair
257,603,0,anova108k_fair
257,603,1,anova108k_fair
257,603,2,anova108k_fair
257,625,0,anova108k_fair
257,625,1,anova108k_fair
257,625,2,anova108k_fair
257,646,0,anova108k_fair
257,646,1,anova108k_fair
257,646,2,anova108k_fair
257,668,0,anova108k_fair
257,668,1,anova108k_fair
257,668,2,anova108k_fair
257,689,0,anova108k_fair
257,689,1,anova108k_fair
257,689,2,anova108k_fair
257,711,0,anova108k_fair
257,711,1,anova108k_fair
257,711,2,anova108k_fair
257,732,0,anova108k_fair
257,732,1,anova108k_fair
257,732,2,anova108k_fair
257,754,0,anova108k_fair
257,754,1,anova108k_fair
257,754,2,anova108k_fair
257,775,0,anova108k_fair
257,775,1,anova108k_fair
257,775,2,anova108k_fair
257,797,0,anova108k_fair
257,797,1,anova108k_fair
257,797,2,anova108k_fair
257,818,0,anova108k_fair
257,818,1,anova108k_fair
257,818,2,anova108k_fair
257,840,0,anova108k_fair
257,840,1,anova108k_fair
257,840,2,anova108k_fair
266,0,0,anova108k_fair
266,0,1,anova108k_fair
266,0,2,anova108k_fair
266,22,0,anova108k_fair
266,22,1,anova108k_fair
266,22,2,anova108k_fair
266,43,0,anova108k_fair
266,43,1,anova108k_fair
266,43,2,anova108k_fair
266,65,0,anova108k_fair
266,65,1,anova108k_fair
266,65,2,anova108k_fair
266,86,0,anova108k_fair
266,86,1,anova108k_fair
266,86,2,anova108k_fair
266,108,0,anova108k_fair
266,108,1,anova108k_fair
266,108,2,anova108k_fair
266,129,0,anova108k_fair
266,129,1,anova108k_fair
266,129,2,anova108k_fair
266,151,0,anova108k_fair
266,151,1,anova108k_fair
266,151,2,anova108k_fair
266,172,0,anova108k_fair
266,172,1,anova108k_fair
266,172,2,anova108k_fair
266,194,0,anova108k_fair
266,194,1,anova108k_fair
266,194,2,anova108k_fair
266,215,0,anova108k_fair
266,215,1,anova108k_fair
266,215,2,anova108k_fair
266,237,0,anova108k_fair
266,237,1,anova108k_fair
266,237,2,anova108k_fair
266,258,0,anova108k_fair
266,258,1,anova108k_fair
266,258,2,anova108k_fair
266,280,0,anova108k_fair
266,280,1,anova108k_fair
266,280,2,anova108k_fair
266,302,0,anova108k_fair
266,302,1,anova108k_fair
266,302,2,anova108k_fair
266,323,0,anova108k_fair
266,323,1,anova108k_fair
266,323,2,anova108k_fair
266,345,0,anova108k_fair
266,345,1,anova108k_fair
266,345,2,anova108k_fair
266,366,0,anova108k_fair
266,366,1,anova108k_fair
266,366,2,anova108k_fair
266,388,0,anova108k_fair
266,388,1,anova108k_fair
266,388,2,anova108k_fair
266,409,0,anova108k_fair
266,409,1,anova108k_fair
266,409,2,anova108k_fair
266,431,0,anova108k_fair
266,431,1,anova108k_fair
266,431,2,anova108k_fair
266,452,0,anova108k_fair
266,452,1,anova108k_fair
266,452,2,anova108k_fair
266,474,0,anova108k_fair
266,474,1,anova108k_fair
266,474,2,anova108k_fair
266,495,0,anova108k_fair
266,495,1,anova108k_fair
266,495,2,anova108k_fair
266,517,0,anova108k_fair
266,517,1,anova108k_fair
266,517,2,anova108k_fair
266,538,0,anova108k_fair
266,538,1,anova108k_fair
266,538,2,anova108k_fair
266,560,0,anova108k_fair
266,560,1,anova108k_fair
266,560,2,anova108k_fair
266,582,0,anova108k_fair
266,582,1,anova108k_fair
266,582,2,anova108k_fair
266,603,0,anova108k_fair
266,603,1,anova108k_fair
266,603,2,anova108k_fair
266,625,0,anova108k_fair
266,625,1,anova108k_fair
266,625,2,anova108k_fair
266,646,0,anova108k_fair
266,646,1,anova108k_fair
266,646,2,anova108k_fair
266,668,0,anova108k_fair
266,668,1,anova108k_fair
266,668,2,anova108k_fair
266,689,0,anova108k_fair
266,689,1,anova108k_fair
266,689,2,anova108k_fair
266,711,0,anova108k_fair
266,711,1,anova108k_fair
266,711,2,anova108k_fair
266,732,0,anova108k_fair
266,732,1,anova108k_fair
266,732,2,anova108k_fair
266,754,0,anova108k_fair
266,754,1,anova108k_fair
266,754,2,anova108k_fair
266,775,0,anova108k_fair
266,775,1,anova108k_fair
266,775,2,anova108k_fair
266,797,0,anova108k_fair
266,797,1,anova108k_fair
266,797,2,anova108k_fair
266,818,0,anova108k_fair
266,818,1,anova108k_fair
266,818,2,anova108k_fair
266,840,0,anova108k_fair
266,840,1,anova108k_fair
266,840,2,anova108k_fair
315,0,0,anova108k_fair
315,0,1,anova108k_fair
315,0,2,anova108k_fair
315,22,0,anova108k_fair
315,22,1,anova108k_fair
315,22,2,anova108k_fair
315,43,0,anova108k_fair
315,43,1,anova108k_fair
315,43,2,anova108k_fair
315,65,0,anova108k_fair
315,65,1,anova108k_fair
315,65,2,anova108k_fair
315,86,0,anova108k_fair
315,86,1,anova108k_fair
315,86,2,anova108k_fair
315,108,0,anova108k_fair
315,108,1,anova108k_fair
315,108,2,anova108k_fair
315,129,0,anova108k_fair
315,129,1,anova108k_fair
315,129,2,anova108k_fair
315,151,0,anova108k_fair
315,151,1,anova108k_fair
315,151,2,anova108k_fair
315,172,0,anova108k_fair
315,172,1,anova108k_fair
315,172,2,anova108k_fair
315,194,0,anova108k_fair
315,194,1,anova108k_fair
315,194,2,anova108k_fair
315,215,0,anova108k_fair
315,215,1,anova108k_fair
315,215,2,anova108k_fair
315,237,0,anova108k_fair
315,237,1,anova108k_fair
315,237,2,anova108k_fair
315,258,0,anova108k_fair
315,258,1,anova108k_fair
315,258,2,anova108k_fair
315,280,0,anova108k_fair
315,280,1,anova108k_fair
315,280,2,anova108k_fair
315,302,0,anova108k_fair
315,302,1,anova108k_fair
315,302,2,anova108k_fair
315,323,0,anova108k_fair
315,323,1,anova108k_fair
315,323,2,anova108k_fair
315,345,0,anova108k_fair
315,345,1,anova108k_fair
315,345,2,anova108k_fair
315,366,0,anova108k_fair
315,366,1,anova108k_fair
315,366,2,anova108k_fair
315,388,0,anova108k_fair
315,388,1,anova108k_fair
315,388,2,anova108k_fair
315,409,0,anova108k_fair
315,409,1,anova108k_fair
315,409,2,anova108k_fair
315,431,0,anova108k_fair
315,431,1,anova108k_fair
315,431,2,anova108k_fair
315,452,0,anova108k_fair
315,452,1,anova108k_fair
315,452,2,anova108k_fair
315,474,0,anova108k_fair
315,474,1,anova108k_fair
315,474,2,anova108k_fair
315,495,0,anova108k_fair
315,495,1,anova108k_fair
315,495,2,anova108k_fair
315,517,0,anova108k_fair
315,517,1,anova108k_fair
315,517,2,anova108k_fair
315,538,0,anova108k_fair
315,538,1,anova108k_fair
315,538,2,anova108k_fair
315,560,0,anova108k_fair
315,560,1,anova108k_fair
315,560,2,anova108k_fair
315,582,0,anova108k_fair
315,582,1,anova108k_fair
315,582,2,anova108k_fair
315,603,0,anova108k_fair
315,603,1,anova108k_fair
315,603,2,anova108k_fair
315,625,0,anova108k_fair
315,625,1,anova108k_fair
315,625,2,anova108k_fair
315,646,0,anova108k_fair
315,646,1,anova108k_fair
315,646,2,anova108k_fair
315,668,0,anova108k_fair
315,668,1,anova108k_fair
315,668,2,anova108k_fair
315,689,0,anova108k_fair
315,689,1,anova108k_fair
315,689,2,anova108k_fair
315,711,0,anova108k_fair
315,711,1,anova108k_fair
315,711,2,anova108k_fair
315,732,0,anova108k_fair
315,732,1,anova108k_fair
315,732,2,anova108k_fair
315,754,0,anova108k_fair
315,754,1,anova108k_fair
315,754,2,anova108k_fair
315,775,0,anova108k_fair
315,775,1,anova108k_fair
315,775,2,anova108k_fair
315,797,0,anova108k_fair
315,797,1,anova108k_fair
315,797,2,anova108k_fair
315,818,0,anova108k_fair
315,818,1,anova108k_fair
315,818,2,anova108k_fair
315,840,0,anova108k_fair
315,840,1,anova108k_fair
315,840,2,anova108k_fair
344,0,0,anova108k_fair
344,0,1,anova108k_fair
344,0,2,anova108k_fair
344,22,0,anova108k_fair
344,22,1,anova108k_fair
344,22,2,anova108k_fair
344,43,0,anova108k_fair
344,43,1,anova108k_fair
344,43,2,anova108k_fair
344,65,0,anova108k_fair
344,65,1,anova108k_fair
344,65,2,anova108k_fair
344,86,0,anova108k_fair
344,86,1,anova108k_fair
344,86,2,anova108k_fair
344,108,0,anova108k_fair
344,108,1,anova108k_fair
344,108,2,anova108k_fair
344,129,0,anova108k_fair
344,129,1,anova108k_fair
344,129,2,anova108k_fair
344,151,0,anova108k_fair
344,151,1,anova108k_fair
344,151,2,anova108k_fair
344,172,0,anova108k_fair
344,172,1,anova108k_fair
344,172,2,anova108k_fair
344,194,0,anova108k_fair
344,194,1,anova108k_fair
344,194,2,anova108k_fair
344,215,0,anova108k_fair
344,215,1,anova108k_fair
344,215,2,anova108k_fair
344,237,0,anova108k_fair
344,237,1,anova108k_fair
344,237,2,anova108k_fair
344,258,0,anova108k_fair
344,258,1,anova108k_fair
344,258,2,anova108k_fair
344,280,0,anova108k_fair
344,280,1,anova108k_fair
344,280,2,anova108k_fair
344,302,0,anova108k_fair
344,302,1,anova108k_fair
344,302,2,anova108k_fair
344,323,0,anova108k_fair
344,323,1,anova108k_fair
344,323,2,anova108k_fair
344,345,0,anova108k_fair
344,345,1,anova108k_fair
344,345,2,anova108k_fair
344,366,0,anova108k_fair
344,366,1,anova108k_fair
344,366,2,anova108k_fair
344,388,0,anova108k_fair
344,388,1,anova108k_fair
344,388,2,anova108k_fair
344,409,0,anova108k_fair
344,409,1,anova108k_fair
344,409,2,anova108k_fair
344,431,0,anova108k_fair
344,431,1,anova108k_fair
344,431,2,anova108k_fair
344,452,0,anova108k_fair
344,452,1,anova108k_fair
344,452,2,anova108k_fair
344,474,0,anova108k_fair
344,474,1,anova108k_fair
344,474,2,anova108k_fair
344,495,0,anova108k_fair
344,495,1,anova108k_fair
344,495,2,anova108k_fair
344,517,0,anova108k_fair
344,517,1,anova108k_fair
344,517,2,anova108k_fair
344,538,0,anova108k_fair
344,538,1,anova108k_fair
344,538,2,anova108k_fair
344,560,0,anova108k_fair
344,560,1,anova108k_fair
344,560,2,anova108k_fair
344,582,0,anova108k_fair
344,582,1,anova108k_fair
344,582,2,anova108k_fair
344,603,0,anova108k_fair
344,603,1,anova108k_fair
344,603,2,anova108k_fair
344,625,0,anova108k_fair
344,625,1,anova108k_fair
344,625,2,anova108k_fair
344,646,0,anova108k_fair
344,646,1,anova108k_fair
344,646,2,anova108k_fair
344,668,0,anova108k_fair
344,668,1,anova108k_fair
344,668,2,anova108k_fair
344,689,0,anova108k_fair
344,689,1,anova108k_fair
344,689,2,anova108k_fair
344,711,0,anova108k_fair
344,711,1,anova108k_fair
344,711,2,anova108k_fair
344,732,0,anova108k_fair
344,732,1,anova108k_fair
344,732,2,anova108k_fair
344,754,0,anova108k_fair
344,754,1,anova108k_fair
344,754,2,anova108k_fair
344,775,0,anova108k_fair
344,775,1,anova108k_fair
344,775,2,anova108k_fair
344,797,0,anova108k_fair
344,797,1,anova108k_fair
344,797,2,anova108k_fair
344,818,0,anova108k_fair
344,818,1,anova108k_fair
344,818,2,anova108k_fair
344,840,0,anova108k_fair
344,840,1,anova108k_fair
344,840,2,anova108k_fair
648,0,0,anova108k_fair
648,0,1,anova108k_fair
648,0,2,anova108k_fair
648,22,0,anova108k_fair
648,22,1,anova108k_fair
648,22,2,anova108k_fair
648,43,0,anova108k_fair
648,43,1,anova108k_fair
648,43,2,anova108k_fair
648,65,0,anova108k_fair
648,65,1,anova108k_fair
648,65,2,anova108k_fair
648,86,0,anova108k_fair
648,86,1,anova108k_fair
648,86,2,anova108k_fair
648,108,0,anova108k_fair
648,108,1,anova108k_fair
648,108,2,anova108k_fair
648,129,0,anova108k_fair
648,129,1,anova108k_fair
648,129,2,anova108k_fair
648,151,0,anova108k_fair
648,151,1,anova108k_fair
648,151,2,anova108k_fair
648,172,0,anova108k_fair
648,172,1,anova108k_fair
648,172,2,anova108k_fair
648,194,0,anova108k_fair
648,194,1,anova108k_fair
648,194,2,anova108k_fair
648,215,0,anova108k_fair
648,215,1,anova108k_fair
648,215,2,anova108k_fair
648,237,0,anova108k_fair
648,237,1,anova108k_fair
648,237,2,anova108k_fair
648,258,0,anova108k_fair
648,258,1,anova108k_fair
648,258,2,anova108k_fair
648,280,0,anova108k_fair
648,280,1,anova108k_fair
648,280,2,anova108k_fair
648,302,0,anova108k_fair
648,302,1,anova108k_fair
648,302,2,anova108k_fair
648,323,0,anova108k_fair
648,323,1,anova108k_fair
648,323,2,anova108k_fair
648,345,0,anova108k_fair
648,345,1,anova108k_fair
648,345,2,anova108k_fair
648,366,0,anova108k_fair
648,366,1,anova108k_fair
648,366,2,anova108k_fair
648,388,0,anova108k_fair
648,388,1,anova108k_fair
648,388,2,anova108k_fair
648,409,0,anova108k_fair
648,409,1,anova108k_fair
648,409,2,anova108k_fair
648,431,0,anova108k_fair
648,431,1,anova108k_fair
648,431,2,anova108k_fair
648,452,0,anova108k_fair
648,452,1,anova108k_fair
648,452,2,anova108k_fair
648,474,0,anova108k_fair
648,474,1,anova108k_fair
648,474,2,anova108k_fair
648,495,0,anova108k_fair
648,495,1,anova108k_fair
648,495,2,anova108k_fair
648,517,0,anova108k_fair
648,517,1,anova108k_fair
648,517,2,anova108k_fair
648,538,0,anova108k_fair
648,538,1,anova108k_fair
648,538,2,anova108k_fair
648,560,0,anova108k_fair
648,560,1,anova108k_fair
648,560,2,anova108k_fair
648,582,0,anova108k_fair
648,582,1,anova108k_fair
648,582,2,anova108k_fair
648,603,0,anova108k_fair
648,603,1,anova108k_fair
648,603,2,anova108k_fair
648,625,0,anova108k_fair
648,625,1,anova108k_fair
648,625,2,anova108k_fair
648,646,0,anova108k_fair
648,646,1,anova108k_fair
648,646,2,anova108k_fair
648,668,0,anova108k_fair
648,668,1,anova108k_fair
648,668,2,anova108k_fair
648,689,0,anova108k_fair
648,689,1,anova108k_fair
648,689,2,anova108k_fair
648,711,0,anova108k_fair
648,711,1,anova108k_fair
648,711,2,anova108k_fair
648,732,0,anova108k_fair
648,732,1,anova108k_fair
648,732,2,anova108k_fair
648,754,0,anova108k_fair
648,754,1,anova108k_fair
648,754,2,anova108k_fair
648,775,0,anova108k_fair
648,775,1,anova108k_fair
648,775,2,anova108k_fair
648,797,0,anova108k_fair
648,797,1,anova108k_fair
648,797,2,anova108k_fair
648,818,0,anova108k_fair
648,818,1,anova108k_fair
648,818,2,anova108k_fair
648,840,0,anova108k_fair
648,840,1,anova108k_fair
648,840,2,anova108k_fair
982,0,0,anova108k_fair
982,0,1,anova108k_fair
982,0,2,anova108k_fair
982,22,0,anova108k_fair
982,22,1,anova108k_fair
982,22,2,anova108k_fair
982,43,0,anova108k_fair
982,43,1,anova108k_fair
982,43,2,anova108k_fair
982,65,0,anova108k_fair
982,65,1,anova108k_fair
982,65,2,anova108k_fair
982,86,0,anova108k_fair
982,86,1,anova108k_fair
982,86,2,anova108k_fair
982,108,0,anova108k_fair
982,108,1,anova108k_fair
982,108,2,anova108k_fair
982,129,0,anova108k_fair
982,129,1,anova108k_fair
982,129,2,anova108k_fair
982,151,0,anova108k_fair
982,151,1,anova108k_fair
982,151,2,anova108k_fair
982,172,0,anova108k_fair
982,172,1,anova108k_fair
982,172,2,anova108k_fair
982,194,0,anova108k_fair
982,194,1,anova108k_fair
982,194,2,anova108k_fair
982,215,0,anova108k_fair
982,215,1,anova108k_fair
982,215,2,anova108k_fair
982,237,0,anova108k_fair
982,237,1,anova108k_fair
982,237,2,anova108k_fair
